1bb948ba6d495d198637e6f9742a152c74cbce4feaa2b77f6564c9c0c4912a88,99d458c33abdb09e3a3dd792e8411a3cd8a76dedffc16869c1de93548c0a09eb,349bea8979abe2ef0702658f5bc75eea224da98331cf3006d5940772d6aa8681,a9f9a1e93f17824a137571557e8b2ca78c2f1a2c15f4f350e26a6fb17a627ff4,3f029d53ae72d7ec225a8c03c0b01eb5e19fa6706475433e2dd16fb269f0b51c,20da8e756ca46673f1d7af93ec8fc64f0281450567ece21b72ec14fc01039f3d,444f9cc2ecd11a1791bba023d467c7df89f313fc41b402a69c8ddc060924daae,5efaed414f1e08d992fd431220dfeafa2152743f2e6ad11e76532c8b7f894b6a,f7c05cc6d1f43281d065c151404ff871d5528b24d52218351d54a467c96f2bdc,0762eb1e7bdb61de1884ba50059ee32307dfb016c355ae7d5b8048623fcdd793,d7626bef8124f619c390bdd9bdc7d98ba9b935dab2a61e404930d8733cd75ad7
"2030/12/31 15:00:00","10000","","bgm_M199_juke","來動手製作\n充滿愛意的巧克力蛋糕吧！\n超可愛的點擊遊戲！","bgm_M199","1002","哥哥爭奪戰！\n誰的巧克力更好吃SHOW","2020-06-22 16:00:00","1001","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M227_juke","大旋轉！空花！\n最棒的絕頂體驗就在這裡！\n一起往上飛翔，空中的旅行！","bgm_M227","1003","空花大旋轉\n飛行絕頂體驗","2020-06-22 16:00:00","1002","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M249_juke","這就是琉球魂！\n打倒蜂擁而上的奄美魔物\n令人爽快的動作遊戲！","bgm_M249","1004","香織的靈魂式空手道場","2020-06-22 16:00:00","1003","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M277_juke","戰鬥白熱化！\n龍族巢穴流的\n單挑動動腦接龍！","bgm_M277","1005","大激戰！龍人們的接龍競賽","2020-06-22 16:00:00","1004","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M355_Lofi_juke","你有辦法保護好起司嗎！？\n考驗瞬發力的\n訓練反射神經休閒小遊戲！","bgm_M355_Lofi","1006","啾啾大恐慌！\n保衛起司大作戰！","2020-09-01 16:00:00","1005","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M399","目標成為全壘打強打！\n掌握關鍵時機擊球的\n運動類型動作小遊戲！","bgm_M399","1007","猛訓打擊道！\n美里的全壘打訓練場","2021-01-06 16:00:00","1006","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M500","慈樂之音粉絲大興奮！\n獲得演唱會加油周邊，\n成為「慈樂之音神推」為目標！","bgm_M500","1008","慈樂之音的夏日演唱會\n演唱會會場 周邊區 ","2022-01-03 16:00:00","1007","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","","bgm_M540","Let's cooking！\n和宮子一起製作蒐集布丁，\n精通布丁之道吧！","bgm_M540","1009","宮子廚房　通往究極之路","2022-04-25 16:00:00","1008","2030/12/31 15:00:00"
"2022/08/21 23:59:59","0","蘭德索爾猜謎連結！","bgm_M569","5人小隊合力挑戰各式各\n樣類型的謎題！\n以當上猜謎公主為目標吧！","bgm_M569","1010","Happy Anniv.特別版　\n蘭德索爾猜謎連結！","2022-08-01 21:00:00","1009","2022/08/01 21:00:00"
"2030/12/31 15:00:00","10000","","bgm_M605","於沙灘上奔馳的公主！\n挑戰亂七八糟的路線的\n南島沙灘搶旗！","bgm_M605","1011","飛奔吧常夏！\n極限沙灘搶旗","2022-11-25 16:00:00","1010","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","放學後的猜謎讀書會　{0}","bgm_MC068","目標是全部答對！\n與凱留和鈴奈在放學後的教室中\n進行兩人獨處的猜謎讀書會！","bgm_MC068","1012","凱留與鈴奈的\n放學後的猜謎讀書會","2024-01-17 16:00:00","1012","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","行軍A-Go-Go！","bgm_MC141","前往突破魔物橫行的街道！\n率領【王宮騎士團】\n的士兵們，挑戰訓練吧！","bgm_MC141","1013","惠理子和真琴的\n行軍A-Go-Go！","2024-08-15 16:00:00","1013","2030/12/31 15:00:00"
"2030/12/31 15:00:00","10000","衝突！破壞！\n非法坦克大戰","bgm_MC199_Battle","戰車戰鬥大會，開幕！\n用組裝起來的原創戰車，\n爭取冠軍吧！","bgm_MC199","1014","衝突！破壞！\n非法坦克大戰","2025-03-15 16:00:00","1014","2030/12/31 15:00:00"
