d33e9cdaefa2bd8d62fa3052f134ab009df8f165884a67d7a8341f898d667227,35d28467632e486bc83016d737afaae4bca9c5e55e3549fd6e1fce9485cef5d8,434aa30126f4e56392227c4512e3dbc91d5e3b942dfad88429f4e27734e62679,8198175060040b5e538952831f2e9f813aa45ade322a0eabaa3a52be537b4e09,43bdeded291fa2b86ad68188a3e9266456ecd1d391e13d21c2d1ad3e7f526542,1c26a03dc19c590fa1047be832336399425f41bf023af9aff0023fd3409a097d,aed7231efbfd830c5c7cc6edc76cdabb9c889056539c61a4adf109dc5f64907c,6a299b7b11423e074badeec651bd43f2e88480d8bd8fd2e5e38f759a85d8e59e,90158ec28d955f7c471cc617f95d065ccb9fd511172f28540a3f0b015c2ca707,e4d31d45ee2a590641d89d662f642d7aa13646324f3c2a9499cf0ce6f176da9e,a8ed8e3a6983e026743538b966d1b1d063601d96bb4d30ddecc04926a9dc6ad8,ed108c23765d4498ef1ef8a72d97e8ca7fb506a68faff6dbc570353fc8d94e92,a2f30f6f072c1e9f305f22b0071dfc6fac7f6f4f398c55d597bbcb399b3a0ffb,1e5759084bb0cf581a0cb2f8e29f139e10dd798a9dbc2e581f91c6e951df6a3d,929e90d1e1c96fe09753335c7c67ced99429bdfed0f03b9861e5ef5756e741cc
"2099/12/17 14:59:59","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","0","凱留","0","106001","1","1","7001","7","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","0","可可蘿","0","105901","1","1","7002","7","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","和許多人一起\n共同戰鬥！\n一起加油吧☆　","0","貪吃佩可","0","105801","1","1","7003","7","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","用寶石可以換食物…\n不對，是換貴重物品啦！","0","貪吃佩可","0","105801","1","1","10001","10","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","寶石要好好想清楚\n再使用哦！\n別亂花喔！","0","凱留","0","106001","1","1","10002","10","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","0","可可蘿","0","105901","1","1","10003","10","0","1","0","2015/12/17 15:00:00","-363"
"2030/12/17 14:59:59","只要有寶石\n似乎就能交換貴重物品\n珍惜著使用吧","0","雪菲","2104010","106401","1","2","10004","10","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","0","貪吃佩可","0","105801","1","1","12001","12","0","1","0","2015/12/17 15:00:00","-416.5"
"2099/12/17 14:59:59","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","0","凱留","0","106001","1","1","13001","13","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","0","可可蘿","0","105901","1","1","13002","13","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","裡頭裝有許多\n和大家一起的重要回憶呢\n希望能跟各位一同回想\n雋刻於心上","0","雪菲","2104010","106401","1","2","13003","13","0","1","0","2015/12/17 15:00:00","-363"
"2099/12/17 14:59:59","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","0","貪吃佩可","0","105801","1","1","13004","13","0","1","0","2015/12/17 15:00:00","-363"
