9f810a7334d0fb013fb256e711fbfb75593db55a33c8b4b92ab361a0bb5641a0,25dcfc6227c49a3ff9272dc18459c74abe05aecf8022037d084a1d419d184b3c,9df307511cb492547e5fe6d2ed355835d9174aaf88e0097aaa13abb7eb2351c6,38c9b93267288b76d3fa20836cba49183dd98c1d151aa3647d88daf50492e780,d9aee07becf895c3d9b280eb6206628cdde64001a36aa55588279f72ba08e874,5f0017c97f6a8861e66a32fe37b103b845d6b78fd58ba3d7347d4d185e533782,61f648954840f081525cbfccb89e2c3dafd7e83ca74fb79ce0be2a70e3dcd8b9,320ca0e932e783cc80fde366abe13d6d4f5a16c61f98b768ab81744231bbd780,6037979d613a48570d0ea532cba9a467a48f424d80f175af0b59a9e4f9ca675b,b1e7f0861ecd788ceee3e52f3a1a822e91e5b3e6f272d547634530d930d0f2ca,5b5491d6ecc91e41cba0208e482cd827837065d6da74b8778cb3625783d1ea38,d3d889f1b01a50373b3a810f789ddfb05fa426dd14b9f6c0b9859f9cc832014f,ecd22507d02c5e09b4bb48afb0bedaa18d2d93f11b3b2e1ceea0373833aec9b3,0d36883f86c917452c5b7adff0138d7cecc5fbb5d580d0f8d7320ed1906c41f3,02cb782e655771d3077b00cb077de31e92860e12b9c39d1cd07f3dfdd2e3b2f9,9adbf48d43592b9f5585482772fd61edb6f40cdae6c42ce6dc66dcc8093d19f6,06024708fbddff133b8397fe4ba64e5ae01cfcfa7ef20a03e615a4e3fb64d25b,6e6eee072b81818e532ce10eda7c2ad3b285750cbcc3d2433a2ee7f980a0ca7a,26c76bdc2ef8fa25bfbc6908e8c43583e5e88bf39f7e909a81dc8a12b6d38c46,2008912aafcad03909c325ab7fc32363561bc33be1d73ea5d5ef59ad0bc701b0,e9f53376cb39e1a828383a7de3647912841154aa19f8807e990bd5afc9396003,b5e4d93792cd0892e5d21dda36c71a73c3a645d71424d8c072d6ccb668c51ccd,fe68b49bea983b1a5f1bcfafced4554b05376e3f54b759e3a1ec0159406a3f7e,43397ebd2ee61db4128d67f670356ad0030163a69149a8f90ce82cd5db636c2a,80cfd81589891a19cdea086b585391cf6e710430c67a24ac1f4829bb6e33438e,bd22691dc423240fc6507343d1e57587ec32bf74a9ab775e63bc0bd67f086098,a5278996fc625aff7d13b70adf717c252adad85ed69854f3512794fef1ef058e
"0","0","100","1","2020-05-15 04:59:59","0","1","9","0","30109001","0","0","107","0","0","1","2020-04-22 05:00:00","0","4","0","0","0","8011","0","期間內登入 4 天","0","30109001"
"0","0","101","1","2020-05-15 04:59:59","0","2001001","9","0","30109002","0","0","107","0","801","1","2020-04-22 05:00:00","1","1","0","0","0","8008","0","閱讀主線劇情第1章第1話","0","30109002"
"0","0","102","1","2020-05-15 04:59:59","0","1","9","0","30109003","0","0","107","0","101","1","2020-04-22 05:00:00","1","1","0","0","0","1012","0","期間內透過支援借用通關冒險","0","30109003"
"0","0","103","1","2020-05-15 04:59:59","0","11006001","9","0","30109004","0","0","107","0","101","1","2020-04-22 05:00:00","1","1","0","0","0","1001","0","通過主線冒險（NORMAL） 6-1","0","30109004"
"0","0","104","1","2020-05-15 04:59:59","0","0","9","0","30109005","0","0","107","0","101","1","2020-04-22 05:00:00","1","40","0","0","0","8002","0","將主角Lv升到 Lv40","0","30109005"
"0","0","105","1","2020-05-15 04:59:59","9","1","9","0","30109006","0","0","107","0","0","1","2020-04-22 05:00:00","0","5","0","0","0","8010","0","期間內將新手任務全部通關","0","30109006"
"0","0","200","1","2020-05-15 04:59:59","0","0","10","0","30110001","0","0","107","0","907","1","2020-04-22 05:00:00","0","1","0","0","0","6017","0","期間內與 1 位新手玩家成為好友","0","30110001"
"0","0","200","1","2020-05-15 04:59:59","0","0","10","0","30110002","0","0","107","0","907","1","2020-04-22 05:00:00","0","2","0","0","0","6017","0","期間內與 2 位新手玩家成為好友","0","30110001"
"0","0","200","1","2020-05-15 04:59:59","0","0","10","0","30110003","0","0","107","0","907","1","2020-04-22 05:00:00","0","3","0","0","0","6017","0","期間內與 3 位新手玩家成為好友","0","30110001"
"0","0","200","1","2020-05-15 04:59:59","0","0","10","0","30110004","0","0","107","0","907","1","2020-04-22 05:00:00","0","4","0","0","0","6017","0","期間內與 4 位新手玩家成為好友","0","30110001"
"0","0","200","1","2020-05-15 04:59:59","0","0","10","0","30110005","0","0","107","0","907","1","2020-04-22 05:00:00","0","5","0","0","0","6017","0","期間內與 5 位新手玩家成為好友","0","30110001"
"0","0","210","1","2020-05-15 04:59:59","0","1","10","0","30110006","0","0","107","0","0","1","2020-04-22 05:00:00","0","1","0","0","0","6018","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","0","30110006"
"0","0","210","1","2020-05-15 04:59:59","0","1","10","0","30110007","0","0","107","0","0","1","2020-04-22 05:00:00","0","2","0","0","0","6018","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","0","30110006"
"0","0","210","1","2020-05-15 04:59:59","0","1","10","0","30110008","0","0","107","0","0","1","2020-04-22 05:00:00","0","3","0","0","0","6018","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","0","30110006"
"0","0","210","1","2020-05-15 04:59:59","0","1","10","0","30110009","0","0","107","0","0","1","2020-04-22 05:00:00","0","4","0","0","0","6018","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","0","30110006"
"0","0","210","1","2020-05-15 04:59:59","0","1","10","0","30110010","0","0","107","0","0","1","2020-04-22 05:00:00","0","5","0","0","0","6018","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","0","30110006"
