30d38732184e99fd3d399465b7eb37306f84ce20b0bba5984c5e1f87eb59fa86,cfa4ce561bff333175cffd163909566aceeb94ea94b2bb563a3ff471b9f77bdc,ddfac1a03d35beb3699ce2395ed6704b60112cf8c1924ee17b8af39a2246c87b,3d9121aeaac3463913ebd2d45f1580304fafca54247431d14f8f9e4670d965d2,a6a7f030ab1c279dd36ff5554611b4bafee60aa804f43ca116cf170e759fa9d8,ded7d659573cc1852db8ed58bd48eb69d10de7a2b0ce9aaa9765ebd032f465a0,1ae0bb19852310f49be004f94c4589b9eb4f5d7dcd78c1e58fd499f42304e0da,05b9e25546374abc6140ed715927208fb4fed794d595d95e938a6af2154bca73,6ddc4bcc29fcfdf8e29250e8dc55aa37e827cef6ea9d694b2407111ec927f66e,8401c24802081ae6c260ee50d1e29d0c04319dfe5469f78534e8c077c18c08b3,38c3bc194e932bb56a89dd7b6067d3c295ea33ecc02b3ef1947edbd9ac31f7c5,55ee1999397e6e3c7daa41f7c40331767923005350d639ed933d7d1c684887fc,36f8b2d4a52bf40c04c63e6285d2ca7d1c23430e9a877f31e154df477fd3582e,9c86e4cee567cd8cec68bde6dea2f9d3b4ab0b05b5f4a5a384a171ed3f47de01,1986bb017d3424931c3fd19cd1bb3dbcb7b420bf1fbe3d7ea8f0f9f4cc0e3b0a,191403bd7b3729a7014753591c37f0a971cb0caeb151dbcc1ab851fa181075c2,093d26d570fdd2ea33b088ad209b6178d751b89358c3db702f4b8f4bee8b4226,97e7d1f8927fa285d18f5103a3f2b376ab140e52e4109fa31847abb639271e04,5605fc35e59e4bb91a3b384cf003d65a665e6faca61c96279b8e6264a29efc64,419bb821391e9ad37508a129c69722c606e267ab9b421f07173a74b1f0425a80,1be7990e61c4f9edb5e91a1d975ae2025e45078d945558490420dafaf6cf803d
"2018/09/21 15:59:59","2018/09/21 15:59:59","1001","2018/08/22 16:00:00","90","0","0","0","40004","2018/09/04 16:00:00","1","2018/09/01","25","2018/09/01","2018/08/31 23:59:59","101011","101011","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","戰隊競賽開始！\n和戰隊夥伴們一起討伐怪物吧！","0"
"2018/10/22 15:59:59","2018/10/22 15:59:59","1002","2018/09/21 16:00:00","90","0","0","0","40004","2018/10/03 16:00:00","1","2018/10/01","25","2018/10/01","2018/09/30 23:59:59","101021","101021","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2018/11/20 04:59:59","2018/11/20 04:59:59","1003","2018/10/22 16:00:00","90","0","0","0","40004","2018/11/05 16:00:00","1","2018/11/01","25","2018/11/01","2018/10/31 23:59:59","101042","101042","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2018/12/21 15:59:59","2018/12/21 15:59:59","1004","2018/11/20 05:00:00","90","0","0","0","40004","2018/12/05 16:00:00","1","2018/11/30","25","2018/11/30","2018/11/29 23:59:59","101161","101161","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/01/22 15:59:59","2019/01/22 15:59:59","1005","2018/12/21 16:00:00","90","0","0","0","40004","2019/01/07 16:00:00","1","2018/12/31","25","2018/12/31","2018/12/30 23:59:59","101171","101171","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/02/19 04:59:59","2019/02/19 04:59:59","1006","2019/01/22 16:00:00","90","0","0","0","40004","2019/02/01 16:00:00","1","2019/01/31","25","2019/01/31","2019/01/30 23:59:59","101191","101191","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/03/22 04:59:59","2019/03/22 04:59:59","1007","2019/02/19 05:00:00","90","0","0","0","40004","2019/03/05 16:00:00","1","2019/03/01","25","2019/03/01","2019/02/28 23:59:59","101202","101202","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/04/22 04:59:59","2019/04/22 04:59:59","1008","2019/03/22 05:00:00","90","0","0","0","40004","2019/04/03 16:00:00","1","2019/04/01","25","2019/04/01","2019/03/31 23:59:59","101292","101292","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/05/23 04:59:59","2019/05/23 04:59:59","1009","2019/04/22 05:00:00","90","0","0","0","40004","2019/05/07 16:00:00","1","2019/05/01","25","2019/05/01","2019/04/30 23:59:59","101302","101302","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/06/22 04:59:59","2019/06/22 04:59:59","1010","2019/05/23 05:00:00","90","0","0","0","40004","2019/06/12 16:00:00","1","2019/06/01","25","2019/06/01","2019/05/31 23:59:59","101441","101441","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/07/24 04:59:59","2019/07/24 04:59:59","1011","2019/06/22 05:00:00","90","0","0","0","40004","2019/07/03 16:00:00","1","2019/07/01","25","2019/07/01","2019/06/30 23:59:59","101452","101452","0","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/08/23 04:59:59","2019/08/23 04:59:59","1012","2019/07/24 05:00:00","90","0","0","0","40004","2019/08/05 16:00:00","1","2019/08/01","25","2019/08/01","2019/07/31 23:59:59","101562","101562","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/09/23 04:59:59","2019/09/23 04:59:59","1013","2019/08/23 05:00:00","90","0","0","0","40004","2019/09/05 16:00:00","1","2019/09/01","25","2019/09/01","2019/08/31 23:59:59","101011","101011","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/10/24 04:59:59","2019/10/24 04:59:59","1014","2019/09/23 05:00:00","90","0","0","0","40004","2019/10/03 16:00:00","1","2019/10/01","25","2019/10/01","2019/09/30 23:59:59","101021","101021","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/11/23 04:59:59","2019/11/23 04:59:59","1015","2019/10/24 05:00:00","90","0","0","0","40004","2019/11/05 16:00:00","1","2019/11/01","25","2019/11/01","2019/10/31 23:59:59","101042","101042","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2019/12/23 04:59:59","2019/12/23 04:59:59","1016","2019/11/23 05:00:00","90","0","0","0","40004","2019/12/04 16:00:00","1","2019/12/01","25","2019/12/01","2019/11/30 23:59:59","101162","101162","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/01/23 04:59:59","2020/01/23 04:59:59","1017","2019/12/23 05:00:00","90","0","0","0","40004","2020/01/02 16:00:00","1","2019/12/31","25","2019/12/31","2019/12/30 23:59:59","101172","101172","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/02/24 04:59:59","2020/02/24 04:59:59","1018","2020/01/23 05:00:00","90","0","0","0","40004","2020/02/04 16:00:00","1","2020/01/31","25","2020/01/31","2020/01/30 23:59:59","101192","101192","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/03/25 04:59:59","2020/03/25 04:59:59","1019","2020/02/24 05:00:00","90","0","0","0","40004","2020/03/04 16:00:00","1","2020/03/01","25","2020/03/01","2020/02/29 23:59:59","101202","101202","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/04/24 04:59:59","2020/04/24 04:59:59","1020","2020/03/25 05:00:00","90","0","0","0","40004","2020/04/06 16:00:00","1","2020/04/01","25","2020/04/01","2020/03/31 23:59:59","101292","101292","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/05/25 04:59:59","2020/05/25 04:59:59","1021","2020/04/24 05:00:00","90","0","0","0","40004","2020/05/05 16:00:00","1","2020/05/01","25","2020/05/01","2020/04/30 23:59:59","101302","101302","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/06/24 04:59:59","2020/06/24 04:59:59","1022","2020/05/25 05:00:00","90","0","0","0","40004","2020/06/03 16:00:00","1","2020/06/01","25","2020/06/01","2020/05/31 23:59:59","101441","101441","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/07/25 04:59:59","2020/07/25 04:59:59","1023","2020/06/24 05:00:00","90","0","0","0","40004","2020/07/03 16:00:00","1","2020/06/30","25","2020/06/30","2020/06/29 23:59:59","101452","101452","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/08/25 04:59:59","2020/08/25 04:59:59","1024","2020/07/25 05:00:00","90","0","0","0","40004","2020/08/06 16:00:00","1","2020/07/31","25","2020/07/31","2020/07/30 23:59:59","101562","101562","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/09/25 04:59:59","2020/09/25 04:59:59","1025","2020/08/25 05:00:00","90","0","0","0","40004","2020/09/03 16:00:00","1","2020/08/31","25","2020/08/31","2020/08/30 23:59:59","101011","101011","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/10/26 04:59:59","2020/10/26 04:59:59","1026","2020/09/25 05:00:00","90","0","0","0","40004","2020/10/08 16:00:00","1","2020/09/30","25","2020/09/30","2020/09/29 23:59:59","101021","101021","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/11/26 04:59:59","2020/11/26 04:59:59","1027","2020/10/26 05:00:00","90","0","0","0","40004","2020/11/06 16:00:00","1","2020/10/31","25","2020/10/31","2020/10/30 23:59:59","101042","101042","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
"2020/12/26 04:59:59","2020/12/26 04:59:59","1028","2020/11/26 05:00:00","90","0","0","0","40004","2020/12/04 16:00:00","1","2020/12/01","25","2020/12/01","2020/11/30 23:59:59","101162","101162","1","戰隊競賽開始！\n培育角色挑戰怪獸吧！","和戰隊夥伴們一起\n討伐強力的怪物吧！","0"
