2981193e8172341168ee8c861022f3ebd5f8d11c369ce84a3a875b8e4f194a5a,e9c88c376b821425ea6ab136b6dd4e5d2e381d82f52a806136e3d53d06d1c2f6,96634a3b54c87031bd0c3ed6f26f3faa258cd065d1a79d5c1e3da35318712bec,2e2cde92c53eaca0f60c37a88e31ab1199f69be472e6ff82372dc09377118345,e0e2b5a70eb964ed54723ccb566c785363f90aee19e1975636a45f855b45f6fc,65de4d295a5bffa63db742a3b88a130b2904064ce5a4741d906801466d40190f,98f8980cc0e61f61cda967c94050639b34f4b4037c74f532bd96e90989dc1bf8,b77fc14ba45ccab4e66da409ca0a471fcb9bb76ad22485f40e83282d0316dd78,b8ab70d9c2860909e30b017a9e959d089835b1d87a2ba429623ea2a62abc1cf1,0c41c0da6250d8ac0aee9c96210543b9fbcc765f9d9eab4fde2b01aec6bee775,710b4aa6c04d3a6e961943f559003863a03f8f7891679bc7272bd8e4fcb2600d,55e5788eb90db120c52f1b68bfea51cf25f43c5523fece2fcc6f2768ccfa1be7
"1000102","0","0","10001201","0","10001115","0","2018/09/07 16:00:00","0","0","10001","1000101"
"0","1000101","0","0","0","0","0","0","0","0","10001","1000102"
"1000202","0","0","10002201","0","10002115","0","2018/10/13 16:00:00","0","0","10002","1000201"
"0","1000201","0","0","0","0","0","0","0","0","10002","1000202"
"1000302","0","0","10003201","0","10003115","0","2018/11/11 16:00:00","0","0","10003","1000301"
"0","1000301","0","0","0","0","0","0","0","0","10003","1000302"
"1000402","0","0","10004201","0","10004115","0","2018/12/11 16:00:00","0","0","10004","1000401"
"1000403","1000401","0","0","0","0","0","0","0","0","10004","1000402"
"0","1000402","0","0","0","0","0","0","0","0","10004","1000403"
"1000502","0","0","10005201","0","10005115","0","2019/01/13 16:00:00","0","0","10005","1000501"
"1000503","1000501","0","0","0","0","0","0","0","0","10005","1000502"
"0","1000502","0","0","0","0","0","0","0","0","10005","1000503"
"1000602","0","0","10006201","0","10006115","0","2019/02/11 12:00:00","0","0","10006","1000601"
"1000603","1000601","0","0","0","0","0","0","0","0","10006","1000602"
"0","1000602","0","0","0","0","0","0","0","0","10006","1000603"
"1000702","0","0","10007201","0","10007115","0","2019/03/13 16:00:00","0","0","10007","1000701"
"1000703","1000701","0","0","0","0","0","0","0","0","10007","1000702"
"0","1000702","0","0","0","0","0","0","0","0","10007","1000703"
"1000802","0","0","10008201","0","10008115","0","2019/04/09 16:00:00","0","0","10008","1000801"
"1000803","1000801","0","0","0","0","0","0","0","0","10008","1000802"
"0","1000802","0","0","0","0","0","0","0","0","10008","1000803"
"1000902","0","0","10009201","0","10009115","0","2019/05/09 12:00:00","0","0","10009","1000901"
"1000903","1000901","0","0","0","0","0","0","0","0","10009","1000902"
"0","1000902","0","0","0","0","0","0","0","0","10009","1000903"
"1001002","0","0","10010201","0","10010115","0","2019/06/10 12:00:00","0","0","10010","1001001"
"1001003","1001001","0","0","0","0","0","0","0","0","10010","1001002"
"0","1001002","0","0","0","0","0","0","0","0","10010","1001003"
"0","0","0","0","0","0","0","0","3","0","10010","1001004"
"1001102","0","0","10011201","0","10011115","0","2019/07/08 12:00:00","0","0","10011","1001101"
"1001103","1001101","0","0","0","0","0","0","0","0","10011","1001102"
"0","1001102","0","0","0","0","0","0","0","0","10011","1001103"
"0","0","0","0","0","0","0","0","3","0","10011","1001104"
"1001202","0","0","10012201","0","10012115","0","2019/07/24 12:00:00","0","0","10012","1001201"
"1001203","1001201","0","0","0","0","0","0","0","0","10012","1001202"
"0","1001202","0","0","0","0","0","0","0","0","10012","1001203"
"0","0","0","0","0","0","0","0","3","0","10012","1001204"
"1001302","0","0","10013201","0","10013115","0","2019/08/08 12:00:00","0","0","10013","1001301"
"1001303","1001301","0","0","0","0","0","0","0","0","10013","1001302"
"0","1001302","0","0","0","0","0","0","0","0","10013","1001303"
"0","0","0","0","0","0","0","0","3","0","10013","1001304"
"1001402","0","0","10014201","0","10014115","0","2019/08/19 12:00:00","0","0","10014","1001401"
"1001403","1001401","0","0","0","0","0","0","0","0","10014","1001402"
"0","1001402","0","0","0","0","0","0","0","0","10014","1001403"
"1001502","0","0","10015201","0","10015115","0","2019/09/09 12:00:00","0","0","10015","1001501"
"1001503","1001501","0","0","0","0","0","0","0","0","10015","1001502"
"0","1001502","0","0","0","0","0","0","0","0","10015","1001503"
"0","0","0","0","0","0","0","0","3","0","10015","1001504"
"1001602","0","0","10016201","0","10016115","0","2019/09/20 12:00:00","0","0","10016","1001601"
"1001603","1001601","0","0","0","0","0","0","0","0","10016","1001602"
"0","1001602","0","0","0","0","0","0","0","0","10016","1001603"
"1001702","0","0","10017201","0","10017115","0","2019/10/08 12:00:00","0","0","10017","1001701"
"1001703","1001701","0","0","0","0","0","0","0","0","10017","1001702"
"0","1001702","0","0","0","0","0","0","0","0","10017","1001703"
"0","0","0","0","0","0","0","0","3","0","10017","1001704"
"0","1001704","0","0","0","0","0","0","0","0","10017","1001705"
"1001802","0","0","10018201","0","10018115","0","2019/10/20 12:00:00","0","0","10018","1001801"
"1001803","1001801","0","0","0","0","0","0","0","0","10018","1001802"
"0","1001802","0","0","0","0","0","0","0","0","10018","1001803"
"1001902","0","0","10019201","0","10019115","0","2019/11/08 12:00:00","0","0","10019","1001901"
"1001903","1001901","0","0","0","0","0","0","0","0","10019","1001902"
"1001904","1001902","0","0","0","0","0","0","0","0","10019","1001903"
"0","1001903","0","0","0","0","0","0","0","0","10019","1001904"
"0","1001904","0","0","0","0","0","0","0","0","10019","1001905"
"1002002","0","0","10020201","0","10020115","0","2019/11/20 12:00:00","0","0","10020","1002001"
"1002003","1002001","0","0","0","0","0","0","0","0","10020","1002002"
"0","1002002","0","0","0","0","0","0","0","0","10020","1002003"
"1002102","0","0","10021201","0","10021115","0","2019/12/09 12:00:00","0","0","10021","1002101"
"1002103","1002101","0","0","0","0","0","0","0","0","10021","1002102"
"1002104","1002102","0","0","0","0","0","0","0","0","10021","1002103"
"0","1002103","0","0","0","0","0","0","0","0","10021","1002104"
"0","1002104","0","0","0","0","0","0","0","0","10021","1002105"
"1002202","0","0","10022201","0","10022115","0","2019/12/20 12:00:00","0","0","10022","1002201"
"1002203","1002201","0","0","0","0","0","0","0","0","10022","1002202"
"0","1002202","0","0","0","0","0","0","0","0","10022","1002203"
"1002302","0","0","10023201","0","10023115","0","2020/01/09 12:00:00","0","0","10023","1002301"
"1002303","1002301","0","0","0","0","0","0","0","0","10023","1002302"
"1002304","1002302","0","0","0","0","0","0","0","0","10023","1002303"
"0","1002303","0","0","0","0","0","0","0","0","10023","1002304"
"0","1002304","0","0","0","0","0","0","0","0","10023","1002305"
"1002402","0","0","10024201","0","10024115","0","2020/01/19 12:00:00","0","0","10024","1002401"
"1002403","1002401","0","0","0","0","0","0","0","0","10024","1002402"
"0","1002402","0","0","0","0","0","0","0","0","10024","1002403"
"1002502","0","0","10025201","0","10025115","0","2020/02/11 12:00:00","0","0","10025","1002501"
"1002503","1002501","0","0","0","0","0","0","0","0","10025","1002502"
"1002504","1002502","0","0","0","0","0","0","0","0","10025","1002503"
"0","1002503","0","0","0","0","0","0","0","0","10025","1002504"
"0","1002504","0","0","0","0","0","0","0","0","10025","1002505"
"1002602","0","0","10026201","0","10026115","0","2020/02/21 12:00:00","0","0","10026","1002601"
"1002603","1002601","0","0","0","0","0","0","0","0","10026","1002602"
"0","1002602","0","0","0","0","0","0","0","0","10026","1002603"
"1002702","0","0","10027201","0","10027115","0","2020/03/09 12:00:00","0","0","10027","1002701"
"1002703","1002701","0","0","0","0","0","0","0","0","10027","1002702"
"1002704","1002702","0","0","0","0","0","0","0","0","10027","1002703"
"0","1002703","0","0","0","0","0","0","0","0","10027","1002704"
"0","1002704","0","0","0","0","0","0","0","0","10027","1002705"
"1002802","0","0","10028201","0","10028115","0","2020/03/19 12:00:00","0","0","10028","1002801"
"1002803","1002801","0","0","0","0","0","0","0","0","10028","1002802"
"0","1002802","0","0","0","0","0","0","0","0","10028","1002803"
"1002902","0","0","10029201","0","10029115","0","2020/04/08 12:00:00","0","0","10029","1002901"
"1002903","1002901","0","0","0","0","0","0","0","0","10029","1002902"
"1002904","1002902","0","0","0","0","0","0","0","0","10029","1002903"
"0","1002903","0","0","0","0","0","0","0","0","10029","1002904"
"0","1002904","0","0","0","0","0","0","0","0","10029","1002905"
"1003002","0","0","10030201","0","10030115","0","2020/04/18 12:00:00","0","0","10030","1003001"
"1003003","1003001","0","0","0","0","0","0","0","0","10030","1003002"
"0","1003002","0","0","0","0","0","0","0","0","10030","1003003"
"1003102","0","0","10031201","0","10031115","0","2020/05/12 12:00:00","0","0","10031","1003101"
"1003103","1003101","0","0","0","0","0","0","0","0","10031","1003102"
"1003104","1003102","0","0","0","0","0","0","0","0","10031","1003103"
"0","1003103","0","0","0","0","0","0","0","0","10031","1003104"
"0","1003104","0","0","0","0","0","0","0","0","10031","1003105"
"1003202","0","0","10032201","0","10032115","0","2020/05/22 12:00:00","0","0","10032","1003201"
"1003203","1003201","0","0","0","0","0","0","0","0","10032","1003202"
"0","1003202","0","0","0","0","0","0","0","0","10032","1003203"
"1003302","0","0","10033201","0","10033115","0","2020/06/10 12:00:00","0","0","10033","1003301"
"1003303","1003301","0","0","0","0","0","0","0","0","10033","1003302"
"1003304","1003302","0","0","0","0","0","0","0","0","10033","1003303"
"0","1003303","0","0","0","0","0","0","0","0","10033","1003304"
"0","1003304","0","0","0","0","0","0","0","0","10033","1003305"
"1003402","0","0","10034201","0","10034115","0","2020/06/20 12:00:00","0","0","10034","1003401"
"1003403","1003401","0","0","0","0","0","0","0","0","10034","1003402"
"1003404","1003402","0","0","0","0","0","0","0","0","10034","1003403"
"0","1003403","0","0","0","0","0","0","0","0","10034","1003404"
"0","1003404","0","0","0","0","0","0","0","0","10034","1003405"
"1003502","0","0","10035201","0","10035115","0","2020/10/07 12:00:00","0","0","10035","1003501"
"1003503","1003501","0","0","0","0","0","0","0","0","10035","1003502"
"1003504","1003502","0","0","0","0","0","0","0","0","10035","1003503"
"0","1003503","0","0","0","0","0","0","0","0","10035","1003504"
"0","1003504","0","0","0","0","0","0","0","0","10035","1003505"
"1003602","0","0","10036201","0","10036115","0","2020/10/19 12:00:00","0","0","10036","1003601"
"1003603","1003601","0","0","0","0","0","0","0","0","10036","1003602"
"1003604","1003602","0","0","0","0","0","0","0","0","10036","1003603"
"0","1003603","0","0","0","0","0","0","0","0","10036","1003604"
"0","1003604","0","0","0","0","0","0","0","0","10036","1003605"
"1003702","0","0","10037201","0","10037115","0","2020/08/20 12:00:00","0","0","10037","1003701"
"1003703","1003701","0","0","0","0","0","0","0","0","10037","1003702"
"1003704","1003702","0","0","0","0","0","0","0","0","10037","1003703"
"0","1003703","0","0","0","0","0","0","0","0","10037","1003704"
"0","1003704","0","0","0","0","0","0","0","0","10037","1003705"
"1003802","0","0","10038201","0","10038115","0","2020/07/09 12:00:00","0","0","10038","1003801"
"1003803","1003801","0","0","0","0","0","0","0","0","10038","1003802"
"1003804","1003802","0","0","0","0","0","0","0","0","10038","1003803"
"0","1003803","0","0","0","0","0","0","0","0","10038","1003804"
"0","1003804","0","0","0","0","0","0","0","0","10038","1003805"
"1003902","0","0","10039201","0","10039115","0","2020/07/19 12:00:00","0","0","10039","1003901"
"1003903","1003901","0","0","0","0","0","0","0","0","10039","1003902"
"1003904","1003902","0","0","0","0","0","0","0","0","10039","1003903"
"0","1003903","0","0","0","0","0","0","0","0","10039","1003904"
"0","1003904","0","0","0","0","0","0","0","0","10039","1003905"
"1004002","0","0","10040201","0","10040115","0","2020/08/10 12:00:00","0","0","10040","1004001"
"1004003","1004001","0","0","0","0","0","0","0","0","10040","1004002"
"1004004","1004002","0","0","0","0","0","0","0","0","10040","1004003"
"0","1004003","0","0","0","0","0","0","0","0","10040","1004004"
"0","1004004","0","0","0","0","0","0","0","0","10040","1004005"
"1004102","0","0","10041201","0","10041115","0","2020/09/21 12:00:00","0","0","10041","1004101"
"1004103","1004101","0","0","0","0","0","0","0","0","10041","1004102"
"1004104","1004102","0","0","0","0","0","0","0","0","10041","1004103"
"0","1004103","0","0","0","0","0","0","0","0","10041","1004104"
"0","1004104","0","0","0","0","0","0","0","0","10041","1004105"
"1004202","0","0","10042201","0","10042115","0","2020/09/11 16:00:00","0","0","10042","1004201"
"1004203","1004201","0","0","0","0","0","0","0","0","10042","1004202"
"1004204","1004202","0","0","0","0","0","0","0","0","10042","1004203"
"0","1004203","0","0","0","0","0","0","0","0","10042","1004204"
"0","1004204","0","0","0","0","0","0","0","0","10042","1004205"
"1004302","0","0","10043201","0","10043115","0","2020/10/22 12:00:00","0","0","10043","1004301"
"1004303","1004301","0","0","0","0","0","0","0","0","10043","1004302"
"1004304","1004302","0","0","0","0","0","0","0","0","10043","1004303"
"0","1004303","0","0","0","0","0","0","0","0","10043","1004304"
"0","1004304","0","0","0","0","0","0","0","0","10043","1004305"
"1004402","0","0","10044201","0","10044115","0","2020/11/09 12:00:00","0","0","10044","1004401"
"1004403","1004401","0","0","0","0","0","0","0","0","10044","1004402"
"1004404","1004402","0","0","0","0","0","0","0","0","10044","1004403"
"0","1004403","0","0","0","0","0","0","0","0","10044","1004404"
"0","1004404","0","0","0","0","0","0","0","0","10044","1004405"
"1004502","0","0","10045201","0","10045115","0","2020/11/20 12:00:00","0","0","10045","1004501"
"1004503","1004501","0","0","0","0","0","0","0","0","10045","1004502"
"1004504","1004502","0","0","0","0","0","0","0","0","10045","1004503"
"0","1004503","0","0","0","0","0","0","0","0","10045","1004504"
"0","1004504","0","0","0","0","0","0","0","0","10045","1004505"
"1004602","0","0","10046201","0","10046115","0","2020/12/11 12:00:00","0","0","10046","1004601"
"1004603","1004601","0","0","0","0","0","0","0","0","10046","1004602"
"1004604","1004602","0","0","0","0","0","0","0","0","10046","1004603"
"0","1004603","0","0","0","0","0","0","0","0","10046","1004604"
"0","1004604","0","0","0","0","0","0","0","0","10046","1004605"
"1004702","0","0","10047201","0","10047115","0","2020/12/21 12:00:00","0","0","10047","1004701"
"1004703","1004701","0","0","0","0","0","0","0","0","10047","1004702"
"1004704","1004702","0","0","0","0","0","0","0","0","10047","1004703"
"0","1004703","0","0","0","0","0","0","0","0","10047","1004704"
"0","1004704","0","0","0","0","0","0","0","0","10047","1004705"
"1004802","0","0","10048201","0","10048115","0","2021/01/07 12:00:00","0","0","10048","1004801"
"1004803","1004801","0","0","0","0","0","0","0","0","10048","1004802"
"1004804","1004802","0","0","0","0","0","0","0","0","10048","1004803"
"0","1004803","0","0","0","0","0","0","0","0","10048","1004804"
"0","1004804","0","0","0","0","0","0","0","0","10048","1004805"
"1004902","0","0","10049201","0","10049115","0","2021/01/21 12:00:00","0","0","10049","1004901"
"1004903","1004901","0","0","0","0","0","0","0","0","10049","1004902"
"1004904","1004902","0","0","0","0","0","0","0","0","10049","1004903"
"0","1004903","0","0","0","0","0","0","0","0","10049","1004904"
"0","1004904","0","0","0","0","0","0","0","0","10049","1004905"
"1005002","0","0","10050201","0","10050115","0","2021/02/08 12:00:00","0","0","10050","1005001"
"1005003","1005001","0","0","0","0","0","0","0","0","10050","1005002"
"1005004","1005002","0","0","0","0","0","0","0","0","10050","1005003"
"0","1005003","0","0","0","0","0","0","0","0","10050","1005004"
"0","1005004","0","0","0","0","0","0","0","0","10050","1005005"
"1005102","0","0","10051201","0","10051115","0","2021/02/22 12:00:00","0","0","10051","1005101"
"1005103","1005101","0","0","0","0","0","0","0","0","10051","1005102"
"1005104","1005102","0","0","0","0","0","0","0","0","10051","1005103"
"0","1005103","0","0","0","0","0","0","0","0","10051","1005104"
"0","1005104","0","0","0","0","0","0","0","0","10051","1005105"
"1005202","0","0","10052201","0","10052115","0","2021/03/09 12:00:00","0","0","10052","1005201"
"1005203","1005201","0","0","0","0","0","0","0","0","10052","1005202"
"1005204","1005202","0","0","0","0","0","0","0","0","10052","1005203"
"0","1005203","0","0","0","0","0","0","0","0","10052","1005204"
"0","1005204","0","0","0","0","0","0","0","0","10052","1005205"
"1005302","0","0","10053201","0","10053115","0","2021/04/21 12:00:00","0","0","10053","1005301"
"1005303","1005301","0","0","0","0","0","0","0","0","10053","1005302"
"1005304","1005302","0","0","0","0","0","0","0","0","10053","1005303"
"0","1005303","0","0","0","0","0","0","0","0","10053","1005304"
"0","1005304","0","0","0","0","0","0","0","0","10053","1005305"
"1005402","0","0","10054201","0","10054115","0","2021/04/08 12:00:00","0","0","10054","1005401"
