bc8a07f83d99ddbb14835fdf4e45d296cb1ed87b42b1ddc7958a9b920d71c2d8,e3f5e5848bdcee9e86216aa958db15152739c3c7c51a41c7cfde2364a53f01c9,5bfa9bd3519d4bd0ea609095f90c3007cdc15b49420268b9d72e3474de2ea3af,328389e3414993ecab19d325fa22905d16d268b764c58da9274f224fedc68a56,848e3248671fa0ce2bbc84556865910e652ffdeaf0bd1b455cd7f01db286ec77,c8c2073d173fe5a7bba39069b1465699580b693729a01bcc6c98a0c3e6d7af44,0b3267abfc1040180845356d15b54a2f12a5391ca4f8b46471e55a3fb722d6ed,6db6a6b523cc10839676e451af55a43ec312e2f2110eba70bace8957a831c045,b388bd77f5563ea6edbfeefe469e48e5ee311a100b3af458acf022bfedcfe738,27bed4154a7096307d71fb1e64b8a877139f7dc9e4cd080b29f0a33b32acdf08,ee1a137d4b5efb1296503be57455bb5c6bc058ce4fcb737078d3d41dc1156b68,7402ba69d5005d5630614cce298e37c3fbc29bd651574dd68b7e2e8639e0ac0c,acb37ef40c2dc9cb78cc161cc75fa31e28a62b4f956a4fc08674c3e040fbe34d,076a04ed8a3b8eb5f6308c2fb0152bfd0fc894b6ad37ad104b56cf2a54f5e7fe,f2f283c15ada5245f44eababd6af46b68722b9cc7db7e5aed813caa74741b438,55991175fb83468c461c6996180236db6afe963143fb2d4db6a8e69c6fa51ac9
"2018/09/17 15:59:59","1","0","0","201","10001101","0","塔爾格姆地區","bgm_M32","10001","2018/08/28 16:00:00","0","0","0","0","bgm_M32"
"2018/09/17 15:59:59","1","0","0","201","10001201","0","塔爾格姆地區","bgm_M32","10001","2018/08/28 16:00:00","0","0","0","0","bgm_M32"
"2018/10/24 15:59:59","1","0","0","201","10002101","0","馬席納地區","bgm_M98_2","10002","2018/10/03 16:00:00","0","0","0","0","bgm_M98"
"2018/10/24 15:59:59","1","0","0","201","10002201","0","馬席納地區","bgm_M98_2","10002","2018/10/03 16:00:00","0","0","0","0","bgm_M98"
"2018/11/20 15:59:59","1","0","0","201","10003101","0","蘭德索爾郊外","bgm_M106","10003","2018/11/01 15:59:59","0","0","0","0","bgm_M106"
"2018/11/20 15:59:59","1","0","0","201","10003201","0","蘭德索爾郊外","bgm_M106","10003","2018/11/01 15:59:59","0","0","0","0","bgm_M106"
"2018/12/20 15:59:59","1","0","0","201","10004101","0","塔帕斯海灘 周邊","bgm_M112","10004","2018/12/01 16:00:00","0","0","0","0","bgm_M112"
"2018/12/20 15:59:59","1","0","0","201","10004201","0","塔帕斯海灘 周邊","bgm_M112","10004","2018/12/01 16:00:00","0","0","0","0","bgm_M112"
"2019/01/22 15:59:59","1","0","0","201","10005101","0","伊爾席翁的孤島","bgm_M121","10005","2019/01/03 16:00:00","0","0","0","0","bgm_M121"
"2019/01/22 15:59:59","1","0","0","201","10005201","0","伊爾席翁的孤島","bgm_M121","10005","2019/01/03 16:00:00","0","0","0","0","bgm_M121"
"2019/02/19 15:59:59","1","0","0","201","10006101","0","王城蘭德索爾","bgm_M128","10006","2019/02/01 12:00:00","0","0","0","0","bgm_M128"
"2019/02/19 15:59:59","1","0","0","201","10006201","0","王城蘭德索爾","bgm_M128","10006","2019/02/01 12:00:00","0","0","0","0","bgm_M128"
"2019/03/25 15:59:59","1","0","0","201","10007101","0","蘭德索爾郊外","bgm_M135","10007","2019/03/06 16:00:00","0","0","1","0","bgm_M135"
"2019/03/25 15:59:59","1","208","202","201","10007102","0","靈界","bgm_M29","10007","2019/03/06 16:00:00","0","1","2","80","bgm_M29"
"2019/03/25 15:59:59","1","209","202","201","10007103","0","蘭德索爾中央地區","bgm_M135","10007","2019/03/06 16:00:00","1","1","3","0","bgm_M135"
"2019/03/25 15:59:59","1","0","0","201","10007201","0","蘭德索爾郊外","bgm_M135","10007","2019/03/06 16:00:00","1","0","1","0","bgm_M135"
"2019/04/17 15:59:59","1","0","0","201","10008101","35","蘭德索爾近郊","bgm_M162","10008","2019/04/03 16:00:00","0","0","0","0","bgm_M162"
"2019/04/17 15:59:59","1","0","0","201","10008201","0","蘭德索爾近郊","bgm_M162","10008","2019/04/03 16:00:00","0","0","0","0","bgm_M162"
"2019/05/16 15:59:59","1","0","0","201","10009101","110","咲戀育幼院","bgm_M171","10009","2019/05/02 16:00:00","11","0","1","0","bgm_M171"
"2019/05/16 15:59:59","1","0","0","201","10009201","0","王城蘭德索爾","bgm_M171","10009","2019/05/02 16:00:00","0","0","1","0","bgm_M171"
"2019/06/17 15:59:59","1","0","0","201","10010101","1","往神殿的參道","bgm_M182","10010","2019/06/03 16:00:00","0","0","1","180","bgm_M182"
"2019/06/17 15:59:59","1","0","0","201","10010201","0","往神殿的參道","bgm_M182","10010","2019/06/03 16:00:00","0","0","1","0","bgm_M182"
"2019/07/15 15:59:59","1","0","0","201","10011101","0","王城蘭德索爾","bgm_M189","10011","2019/07/01 16:00:00","0","0","1","0","bgm_M189"
"2019/07/15 15:59:59","1","0","0","201","10011102","110","廚房競技場","bgm_M189","10011","2019/07/01 16:00:00","0","0","2","0","bgm_M189"
"2019/07/15 15:59:59","1","0","0","201","10011201","0","廚房競技場","bgm_M189","10011","2019/07/01 16:00:00","0","0","1","0","bgm_M189"
"2019/07/31 15:59:59","1","0","0","201","10012101","115","王城蘭德索爾","bgm_M206","10012","2019/07/17 16:00:00","0","0","1","0","bgm_M206"
"2019/07/31 15:59:59","1","0","0","201","10012201","0","王城蘭德索爾","bgm_M206","10012","2019/07/17 16:00:00","0","0","1","0","bgm_M206"
"2019/08/15 15:59:59","1","0","0","201","10013101","110","加托羅斯山","bgm_M215","10013","2019/08/01 16:00:00","0","0","1","0","bgm_M215"
"2019/08/15 15:59:59","1","208","202","201","10013102","0","光之裂縫","bgm_M215","10013","2019/08/01 16:00:00","11","1","2","0","bgm_M215"
