2ff3b40f16e30310e4cdc44809617b4da5b85c19d3d48524ff65654485491faf,7cc5c56b1bedab3b54b0e9f7747563d7803ede1a12c7dfc85396eed1cb53b54c,22518c3673cc7f67fe297cff5a9a98f63fe290e6cc69415e8e39504752104a50,f38f8da8af845f0619e78b2597cfca34e7f8bf599a800c0f3568d50bc1292b2e,2472459b6b6101ce0b1d53f46618b7d4566a677601f35b97899f07d52a0185c2,56a377bd0f822c408c20ccc93382a34ff980efc77f8cdd092c1f9dc2ea53115a,c78517a28a758b6bbc83b593b2b63a4dbb35819c2f25c68f60afb01f18a6fd59,152dd8825341d6870d2f6ded6f8e855009db50927be80e4fcefb1d654e876045,c283420f97973d4ec805ad1f8f012b12b0d3a6b4e883a95eeea509f0b1c50e44,f11ab4348d257a5d40bb56f3965c01aac94c5d1a3ddfcefce6a62e2a7df4885a,c45378bafac128313808ba93333a8f35d8a872f25a0bc89aba56c0dc171e964f,c333cb0ce2827d5219466dfb39ec723cb9caa8add889fd5a6a0ce65209d64a35,c5858c0f89286786ace690307276e80abb4587bddf326097cd99f98daaed0aea,d9a39ee7062eb54f862b2d9386539f6b4d474ee148da3397f976f4acc6127610,a5e91296fccac6645f674783c6af1256571519018ab239dec61c5c879ec44b75,1b6c7933c5f3866f313ebf69e56048d26bc22e5ad562e71e8df36ecbf63a659a,d62eae645f6b6ccc778e1dbb5a6a7ab3025c66c627107bdee11e85e15c6fd59b,6bd8c3c6f09c885c5e871dc93412e6a171cff6dbda26fd51ed0ce1d2c911e8a7,05370d42e3e68bbe798a38f49dafa5a5f3e4e101805c1f4e9a44ce0891182990
"0","2000000","2","0","0","1002200","1","50","0","2","0","23001","50","94002","0","20004","1","12","80"
"0","1600000","2","0","0","1002200","2","40","0","2","0","23001","100","94002","0","20004","51","12","80"
"0","1400000","2","0","0","1002200","3","40","0","2","0","23001","200","94002","0","20004","101","12","60"
"0","1200000","2","0","0","1002200","4","35","0","2","0","23001","500","94002","0","20004","201","12","60"
"0","1000000","2","0","0","1002200","5","35","0","2","0","23001","1000","94002","0","20004","501","12","40"
"0","800000","2","0","0","1002200","6","30","0","2","0","23001","1500","94002","0","20004","1001","12","40"
"0","600000","2","0","0","1002200","7","25","0","2","0","23001","2000","94002","0","20004","1501","12","40"
"0","600000","2","0","0","1002200","8","25","0","2","0","23001","3000","94002","0","20003","2001","12","80"
"0","400000","2","0","0","1002200","9","20","0","2","0","23001","5000","94002","0","20003","3001","12","60"
"0","300000","2","0","0","1002200","10","15","0","2","0","23001","10000","94002","0","20003","5001","12","40"
"0","200000","2","0","0","1002200","11","10","0","2","0","23001","100000","94002","0","20003","10001","12","20"
"0","100000","2","0","0","1002200","12","5","0","2","0","23001","200000","94002","0","20003","100001","12","12"
"0","80000","2","0","0","1002200","13","5","0","2","0","23001","300000","94002","0","20003","200001","12","8"
"0","60000","2","0","0","1002200","14","5","0","2","0","23001","400000","94002","0","20003","300001","12","5"
"0","50000","2","0","0","1002200","15","5","0","2","0","23001","-1","94002","0","20003","400001","12","3"
