7cd0134deb83f513c16db1ff9459b39a9e91faa52981b32eb6a312df8f19ac04,237fb5962c45ba2c49383147fee41715bd4152fba3e34b47f4f0908c26fb69b8,318821b2a07f2211eb0fcf21301f9007ad799e9c8fae799c1e54fb1f50a620f5,1de2182e3bcd4a7cccdd838271eb2728e0243cb9b935106110ed102fe6f91819,36356a4108fedff427173bb3d6bacf7a0f8c8eea3ff873f9813e9ef5df397060,3ad5c98698be2962937f2b73ad38bdd2e06371d80bcad8f033810aee7eb62a91,8303c68f5a7069e9ea35991ab73b1c733da61a0fcfedb03e41637d4fafc7ae70,2f376b3b0a0e24471ac002a3b04a44dad4357d849a0298bdcfd8be386dc338b3,f3759d05f18e8e5fb17489f93817b2f2c53fd88ae3eedfb1945b0f347be42ff6,94f662d778022e1672353057818fd53838f22160ac55c1d1495c1b939fcdfb9e,3b0ad3717681c8987d13a014fe768e8c4072fb4eb909c435097e8e233485efaa,93d55b8146c9222b9c1b27d872f31549d07c4c5e0b4462779cfcf07a18bf1b02,b5802747d1be70ed5c6c122183acf1003518b537348a97bbe0324126f7b639ff,b47445f5e5953b79a88eeb26bc638fd0860dd09be5150beef71306a0c3fac309,3fe0f1e95f693981112f30b23de3a48ff53afd7d41f2b643d6da7c50f5897784,970ee57637bbd53badb180beab2ed09f2ee82bd44bb4dee7d637aceb7595d9cc
"0","1","0","94002","收集 15 種布丁","20000","0","0","15","12","0","0","1","0","0","0"
"0","2","0","94002","收集 30 種布丁","30000","0","0","30","12","0","0","1","0","0","0"
"0","3","0","91002","收集 40 種布丁","50","0","0","40","8","0","0","1","0","0","0"
"0","4","0","94002","收集 50 種布丁","50000","0","0","50","12","0","0","1","0","0","0"
"0","5","0","91002","收集 55 種布丁","50","0","0","55","8","0","0","1","0","0","0"
"0","6","0","94002","收集 60 種布丁","100000","0","0","60","12","0","0","1","0","0","0"
"0","7","0","11001164","收集所有 66 種布丁","1","100","0","66","15","0","0","1","0","8","91002"
"0","8","0","94002","完成 25％ 布丁筆記本","50000","0","0","25","12","0","0","2","0","0","0"
"0","9","0","91002","完成 50％ 布丁筆記本","50","0","0","50","8","0","0","2","0","0","0"
"0","10","0","94002","完成 75％ 布丁筆記本","100000","0","0","75","12","0","0","2","0","0","0"
"0","11","8","9000100","完成 100％ 布丁筆記本","1","1","91002","100","16","100","0","2","0","15","11001165"
