c1ea739bc01be5ab446da25ac10a37a18e3497cb0a503b4f79ed8b0b9bd61959,e7c3680de9f476112930a9743351e7db5e5559728a823ffc25c2bd5debc0fe25,727d9b301ac15fbba42c2ca32293c5b2d2c93fded4c3200f06f6d46d0b832429,fe912d449a983ee537ae7cad1600e79447f47d358e9013bc26f090294089bdd5,0ca75d6ec93109e2cd2004a5f51a3dadeaf682f14bb04f4966c8b966436fceab,5e3ebc668b552ee49f3c9945537fb7fad4f895986c77ab073d9dc05315babdbd
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10201501","123001","10201001"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10201501","123001","10201002"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10201501","106901","10201003"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10201501","106901","10201004"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201501","107101","10201005"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","107101","10201006"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10201501","107001","10201007"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","107001","10201008"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10201501","106801","10201009"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201501","106801","10201010"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201501","111501","10201011"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","111501","10201012"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201501","123801","10201013"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","123801","10201014"
"2025/06/12 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201501","133901","10201015"
"2025/06/12 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","133901","10201016"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10201501","115001","10201017"
"2025/06/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10201501","115001","10201018"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10201501","126601","10201019"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201501","126601","10201020"
"2025/06/22 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","3010","10201501","133801","10201021"
"2025/06/22 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","3010","10201501","133801","10201022"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10201501","121201","10201023"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201501","121201","10201024"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10201501","133701","10201025"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201501","133701","10201026"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10201551","123001","10201027"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10201551","123001","10201028"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10201551","106901","10201029"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10201551","106901","10201030"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201551","107101","10201031"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","107101","10201032"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10201551","107001","10201033"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","107001","10201034"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10201551","106801","10201035"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201551","106801","10201036"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201551","111501","10201037"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","111501","10201038"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201551","123801","10201039"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","123801","10201040"
"2025/06/12 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10201551","133901","10201041"
"2025/06/12 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","133901","10201042"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10201551","115001","10201043"
"2025/06/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10201551","115001","10201044"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10201551","126601","10201045"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201551","126601","10201046"
"2025/06/22 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","3010","10201551","133801","10201047"
"2025/06/22 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","3010","10201551","133801","10201048"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10201551","121201","10201049"
"2025/06/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10201551","121201","10201050"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10201551","133701","10201051"
"2025/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10201551","133701","10201052"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10202501","104201","10202001"
"2025/07/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10202501","104201","10202002"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10202501","118101","10202003"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10202501","118101","10202004"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10202501","108401","10202005"
"2025/07/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10202501","108401","10202006"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","3005","10202501","117301","10202007"
"2025/07/01 16:00:00","戰鬥開始後，\n我方全體無法行動狀態無效2次。","3013","10202501","117301","10202008"
"2025/07/16 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10202501","134401","10202009"
"2025/07/16 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10202501","134401","10202010"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10202501","126901","10202011"
"2025/07/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10202501","126901","10202012"
"2025/07/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10202501","134301","10202013"
"2025/07/04 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10202501","134301","10202014"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","3010","10202501","105901","10202015"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","3010","10202501","105901","10202016"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10202501","106401","10202017"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10202501","106401","10202018"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","3002","10202501","105401","10202019"
"2025/07/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","3004","10202501","105401","10202020"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10203501","104001","10203001"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10203501","104001","10203002"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10203501","126401","10203003"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10203501","126401","10203004"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10203501","110701","10203005"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10203501","110701","10203006"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10203501","116701","10203007"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10203501","116701","10203008"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10203501","122101","10203009"
"2025/08/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10203501","122101","10203010"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10203501","134601","10203011"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10203501","134601","10203012"
"2025/08/09 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10203501","134501","10203013"
"2025/08/09 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10203501","134501","10203014"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10203501","127801","10203015"
"2025/08/01 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10203501","127801","10203016"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10203501","126501","10203017"
"2025/08/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10203501","126501","10203018"
"2025/08/16 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","3001","10203501","134701","10203019"
"2025/08/16 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10203501","134701","10203020"
"2025/09/16 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","3011","10204501","132501","10204001"
"2025/09/16 16:00:00","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","3011","10204501","132501","10204002"
"2025/09/04 16:00:00","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","3003","10204501","132301","10204003"
"2025/09/04 16:00:00","戰鬥開始後，大幅恢復我方全體的ＴＰ","3014","10204501","132301","10204004"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","3003","10204501","100901","10204005"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10204501","100901","10204006"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","3001","10204501","102701","10204007"
"2025/09/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","3010","10204501","102701","10204008"
