61c5a5254b8e9fb572c563a1c22b2560febf7e44223f9355de3aaaba857a831e,7a70b0c7023a0f8c9546e6e406348f886a4a63676468d914ad2c458c15e5b383,9f8cacfff3a8833306ffc4801b1beda6584a30da92fe1aa14b33c726c140a8ce,f69b6d38984fefd710c546bc6f6a30078a40e49840ee934c93e4a026e10840de,b0e40013dee5b7bd6879a0cb87e44083d8d079ea658dbc020dea3362f3f32114,de5ef3435b371e947454b616d71f585261f8608c505b43af9939bfc8c0148eff,e68905a78715d0bab29914eef2fe000cd3e5a1e22e1d591c3720dcf97a0d1af5,b4ba9de0e70c4ac09767feb9a9f3a53e026d0f6d305902861374ca588357742a,ddaec32e4958e2a5d56c68f61f520c628f8af5d430711f225505baede9ce6536
"90043","1","30000","0","1","10","10000","90001","12000"
"90047","2","30000","0","2","20","10000","90002","24000"
"90047","3","30000","0","3","20","10000","90002","24000"
"90047","4","30000","0","4","20","10000","90002","24000"
"90047","5","30000","0","5","20","10000","90002","24000"
"90047","6","30000","0","6","20","10000","90002","24000"
"90047","7","30000","0","7","20","10000","90002","24000"
"90047","8","30000","0","8","20","10000","90002","24000"
"90047","9","30000","0","9","20","10000","90002","24000"
"90047","10","30000","0","10","20","10000","90002","24000"
"90051","11","30000","90011","11","40","10000","90003","48000"
"90051","12","30000","90011","12","40","10000","90003","48000"
"90051","13","30000","90011","13","40","10000","90003","48000"
"90051","14","30000","90011","14","40","10000","90003","48000"
"90051","15","30000","90011","15","40","10000","90003","48000"
"90051","16","30000","90011","16","40","10000","90003","48000"
"90051","17","30000","90011","17","40","10000","90003","48000"
"90051","18","30000","90011","18","40","10000","90003","48000"
"90051","19","30000","90011","19","40","10000","90003","48000"
"90051","20","30000","90011","20","40","10000","90003","48000"
"90055","21","30000","90015","21","60","10000","90004","72000"
"90055","22","30000","90015","22","60","10000","90004","72000"
"90055","23","30000","90015","23","60","10000","90004","72000"
"90055","24","30000","90015","24","60","10000","90004","72000"
"90055","25","30000","90015","25","60","10000","90004","72000"
"90055","26","30000","90015","26","60","10000","90004","72000"
"90055","27","30000","90015","27","60","10000","90004","72000"
"90055","28","30000","90015","28","60","10000","90004","72000"
"90055","29","30000","90015","29","60","10000","90004","72000"
"90055","30","30000","90015","30","60","10000","90004","72000"
"90059","31","30000","90015","31","80","10000","90005","96000"
"90059","32","30000","90015","32","80","10000","90005","96000"
"90059","33","30000","90015","33","80","10000","90005","96000"
"90059","34","30000","90015","34","80","10000","90005","96000"
"90059","35","30000","90015","35","80","10000","90005","96000"
"90059","36","30000","90015","36","80","10000","90005","96000"
"90059","37","30000","90015","37","80","10000","90005","96000"
"90059","38","30000","90015","38","80","10000","90005","96000"
"90059","39","30000","90015","39","80","10000","90005","96000"
"90059","40","30000","90015","40","80","10000","90005","96000"
"90063","41","30000","90017","41","120","10000","90005","144000"
"90063","42","30000","90017","42","120","10000","90005","144000"
"90063","43","30000","90017","43","120","10000","90005","144000"
"90063","44","30000","90017","44","120","10000","90005","144000"
"90063","45","30000","90017","45","120","10000","90005","144000"
"90063","46","30000","90017","46","120","10000","90005","144000"
"90063","47","30000","90017","47","120","10000","90005","144000"
"90063","48","30000","90017","48","120","10000","90005","144000"
"90063","49","30000","90017","49","120","10000","90005","144000"
"90063","50","30000","90017","50","120","10000","90005","144000"
"90067","51","30000","90019","51","150","10000","90006","180000"
"90067","52","30000","90019","52","150","10000","90006","180000"
"90067","53","30000","90019","53","150","10000","90006","180000"
"90067","54","30000","90019","54","150","10000","90006","180000"
"90067","55","30000","90019","55","150","10000","90006","180000"
"90067","56","30000","90019","56","150","10000","90006","180000"
"90067","57","30000","90019","57","150","10000","90006","180000"
"90067","58","30000","90019","58","150","10000","90006","180000"
"90067","59","30000","90019","59","150","10000","90006","180000"
"90067","60","30000","90019","60","150","10000","90006","180000"
"90071","61","30000","90021","61","180","10000","90007","216000"
"90071","62","30000","90021","62","180","10000","90007","216000"
"90071","63","30000","90021","63","180","10000","90007","216000"
"90071","64","30000","90021","64","180","10000","90007","216000"
"90071","65","30000","90021","65","180","10000","90007","216000"
"90071","66","30000","90021","66","180","10000","90007","216000"
"90071","67","30000","90021","67","180","10000","90007","216000"
"90071","68","30000","90021","68","180","10000","90007","216000"
"90071","69","30000","90021","69","180","10000","90007","216000"
"90071","70","30000","90021","70","180","10000","90007","216000"
