4ba964de0066480e44934b466b42a99b346ce72d34b37363ad7bd57ddb063523,2d1ad196f0272ab8f711280c662df8e831cc9e0e47b2ef15a8768d59b7bf41e2,c7062a60388df94e5aef7fac9726e56c6297ef789411b93b161207ce630cb996,246e13a887ef83bb0c3e7ab99f0113c717cb62fc9b612cb2794fd9fe6e5ce894,31645a4f3096a449bea36559584e18f5c1c011eea9d1dcdaa0b96f42950c477f,966acdc6c0ca2fbb39f1c0ed80f7c9d27107bf2498d77cd884b23a05386646cd,06d7242679844c69af02d67b61db1cf5188e4ae6d05ce2998e9e5c99c130fbe0,79aa77fafc10d85485690e4f733ae7143142cb5815e07731bc66a01985f0d8be,0e1bd635a375c2efb500d1cbbc66e732af50f76d9a611d9c145b7454ca15f1b6,0696799c16bce58cf2c337ca7c0563b273a76646a628855ce765abf1c11953b4,da843f0fe8a2ea132da765f5f958bf95d9c868ad7043d68dcfbe4f2314577b06,e9dfda91c47a10d38864e1d459bfdd06b338b20e443117cd60d56b753c14d84b,5636b97afd1e7a76da9518341bd27b6fd6d7bc019eba6a23f7995c6fa17c335f,fba4721fda179b12bfd71969a346c3ce920f35a40bf89897e12559448f20cdbf,f5313983d91699890ab8deaab57b23412a0f14fd98a7ed1980e8e84212965567
"0","100113","1","90","0","701000101","EASY","0","bgm_M57","1","110001","1","100113","bgm_M57","90110001"
"0","100113","1","90","0","701000102","NORMAL","0","bgm_M57","1","110001","2","100113","bgm_M57","90110002"
"0","100113","1","90","0","701000103","HARD","0","bgm_M57","1","110001","3","100113","bgm_M57","90110003"
"0","100113","1","90","0","701000104","VERY HARD","0","bgm_M57","1","110001","4","100113","bgm_M57","90110004"
"0","100113","1","90","0","701000105","EXTREME","0","bgm_M57","1","110001","5","100113","bgm_M57","90110005"
"0","103013","2","90","0","701000201","EASY","0","bgm_M169","1","120001","1","103013","bgm_M169","90120001"
"0","103013","2","90","0","701000202","NORMAL","0","bgm_M169","1","120001","2","103013","bgm_M169","90120002"
"0","103013","2","90","0","701000203","HARD","0","bgm_M169","1","120001","3","103013","bgm_M169","90120003"
"0","103013","2","90","0","701000204","VERY HARD","0","bgm_M169","1","120001","4","103013","bgm_M169","90120004"
"0","103013","2","90","0","701000205","EXTREME","0","bgm_M169","1","120001","5","103013","bgm_M169","90120005"
"0","100113","3","90","0","701000301","EASY","0","bgm_M64","1","130001","1","100113","bgm_M64","90130001"
"0","100113","3","90","0","701000302","NORMAL","0","bgm_M64","1","130001","2","100113","bgm_M64","90130002"
"0","100113","3","90","0","701000303","HARD","0","bgm_M64","1","130001","3","100113","bgm_M64","90130003"
"0","100113","3","90","0","701000304","VERY HARD","0","bgm_M64","1","130001","4","100113","bgm_M64","90130004"
"0","100113","3","90","0","701000305","EXTREME","0","bgm_M64","1","130001","5","100113","bgm_M64","90130005"
"0","100113","4","90","0","701000401","EASY","0","bgm_M07","1","140001","1","100113","bgm_M07","90140001"
"0","100113","4","90","0","701000402","NORMAL","0","bgm_M07","1","140001","2","100113","bgm_M07","90140002"
"0","100113","4","90","0","701000403","HARD","0","bgm_M07","1","140001","3","100113","bgm_M07","90140003"
"0","100113","4","90","0","701000404","VERY HARD","0","bgm_M07","1","140001","4","100113","bgm_M07","90140004"
"0","100113","4","90","0","701000405","EXTREME","0","bgm_M07","1","140001","5","100113","bgm_M07","90140005"
"0","103013","5","90","0","701000501","EASY","0","bgm_M170","1","150001","1","103013","bgm_M170","90150001"
"0","103013","5","90","0","701000502","NORMAL","0","bgm_M170","1","150001","2","103013","bgm_M170","90150002"
"0","103013","5","90","0","701000503","HARD","0","bgm_M170","1","150001","3","103013","bgm_M170","90150003"
"0","103013","5","90","0","701000504","VERY HARD","0","bgm_M170","1","150001","4","103013","bgm_M170","90150004"
"0","103013","5","90","0","701000505","EXTREME","0","bgm_M170","1","150001","5","103013","bgm_M170","90150005"
