a2b63a0c662d68c5156e44415ab8a9402769294882086c89f55afd397e9bd869,753a365e70312ca1b5b39a81172c211c16911eec1db7cb87e67722a1acba307b,798009e305235340c3ba3298ecc2cfb40695c1a51963b217f2d98241b5f90a10,70bf99d684fef215703bd8b428ab118a08111956590e0b5b30e37ce20b8a90ad,cde4fd1a5bddfded5aff2a0456ef1456cad9aaef8d14de7bf0b69ed0f0397761,01cbcd972e34fd10a50dc17f2eb074479dfceba1ae90b3072a5575848ceea1b4,726f67a312f8ed1fa813b97523c4a6999828eb7d560de7b7ec32aafba1c49d59,e6a4d3971a8c6dac23eb1c00c81fa6b35ccf343ecfb4a3313e50b9c7ce9e9282,dc53ed2db60e3213a8b992b44f077f22992366844170c0f548f151f70aa47227,975bd13ce5816ac38646c66539b4f4fc90c01e097c0cde719815d36d8db1f95d,d58ce021e00cbecb544342a8ce02d8132ca67e24833010a1f57a6d1f15bfca04,1bcb1f87f1331415a11c5b0e7deec7a11890409dadc4acdd6c84c5b0ee562090,9c6e54c193b296c6d1456085a0f43d272286df677a1edcc22af3fe38fe0ac854,2adbfb80e7e84a3acb83202c3e6b5da4be550038b7fbd1a8f4ed85966cbff718,6c1f513bc822fefde848b503f978529a87838311338736a16140b7db614cd8de,8f59fb813d2e4d0d244bd8153979df2db21cfd37568797cb09886c8eb7a9782a
"110001","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"110002","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"110003","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"110004","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"110005","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"120001","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"120002","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"120003","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"120004","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"120005","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"130001","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"130002","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"130003","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"130004","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"130005","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"140001","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"140002","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"140003","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"140004","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"140005","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"150001","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"150002","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"150003","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"150004","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
"150005","8","0","30","0","1","0","4","0","0","91002","0","0","0","140000","0"
