664620793952983834537ba0942be210aacd45657814496ef4046bab56f3cc32,16ceeb69af6954c46970f3b5fe4f0ad5b7e041ea54fb43fa4702f3a31d324989,7498a59ef381b522015c2a30e5cd961293a90f0556125ece0167038a414a4f34,9d1f3eeb83981094e0c0bd7e089d75d65c85893888a4169768c7fa616021a10f,d9f143864eafaed2047b167c04e1ad1de4dd0cc964d215a4388f42669b001832,61c4e4b36ce720c33e42583fa3b69d714046f249ac6da7d095f1fa709da0b20e,c7ca2069cdbe7358c8a04c7b7255a548dab29f0b06ced723c940968a41544267,e20943d03cd60d6d60415bb3fa2204cf7ffc4c504b854dcf82114150e7db5cc8,2e0d1dc9c2bffb0c36fafe560750975ac79f606cb1fd7e6920ac1f4febd18221,c51ec9ab8288178d9a5352af9e946eb75ae5f33f4d176b7bd8910a1c094dac70,9c234d9c268129a5c7fff5f49aad8fa144b5b997526e4ef0d79af8031e0fc78e,893ff4fbac00f88a594a4e21c61c3c10fdb22d528c448b684afa7ea0a20aad26
"0","0","1","0","0","104","4","1","0","2","101","11041"
"0","0","2","0","0","14","2","2","1","3","201","10141"
"0","0","3","0","0","103","2","3","2","2","301","11031"
"0","0","4","0","0","102","1","4","3","1","401","11021"
"0","0","5","0","0","104","4","5","4","2","501","11041"
"0","0","6","0","0","1","1","6","5","3","601","10011"
"0","0","7","0","0","101","3","7","6","4","701","11011"
"0","0","8","0","0","100","1","8","7","3","801","11001"
"0","0","9","0","0","104","4","9","8","2","901","11041"
"0","0","10","0","0","1","2","10","9","3","1001","10011"
"0","0","11","0","0","51","1","11","10","4","1101","10511"
"0","0","12","0","0","52","2","12","11","3","1201","10521"
"0","0","13","0","0","104","4","13","12","2","1301","11041"
"0","0","14","0","0","103","1","14","13","1","1401","11031"
"0","0","15","0","0","102","1","15","14","2","1501","11021"
"0","0","16","0","0","1","1","16","15","3","1601","10011"
"0","0","17","0","0","104","4","17","16","2","1701","11041"
"0","0","18","0","0","50","2","18","17","3","1801","10501"
"0","0","19","0","0","101","3","19","18","4","1901","11011"
"0","0","20","0","0","100","2","20","19","3","2001","11001"
"0","0","21","0","0","104","4","21","20","2","2101","11041"
"0","0","22","0","0","1","3","22","21","1","2201","10011"
"0","0","23","0","0","100","2","23","22","3","2301","11001"
"0","0","24","0","0","101","2","24","23","2","2401","11011"
"0","0","25","0","0","104","4","25","24","3","2501","11041"
"0","0","26","0","0","50","3","26","25","4","2601","10501"
"0","0","27","0","0","52","3","27","26","3","2701","10521"
"0","0","28","0","0","50","1","28","27","1","2801","10501"
"0","0","29","0","0","104","4","29","28","2","2901","11041"
"0","0","30","0","0","51","3","30","29","1","3001","10511"
"0","0","31","0","0","100","2","31","30","2","3101","11001"
"0","0","32","0","0","101","1","32","31","3","3201","11011"
"0","0","33","0","0","104","4","33","32","4","3301","11041"
"0","0","34","0","0","100","3","34","33","3","3401","11001"
"0","0","35","0","0","104","4","35","34","2","3501","11041"
"0","0","36","0","0","103","2","36","35","3","3601","11031"
"0","0","37","0","0","102","1","37","36","2","3701","11021"
"0","0","38","0","0","50","2","38","37","1","3801","10501"
"0","0","39","0","0","102","3","39","38","3","3901","11021"
"0","0","40","0","0","104","4","40","39","4","4001","11041"
"0","0","41","0","0","100","1","41","40","3","4101","11001"
"0","0","42","0","0","52","3","42","41","2","4201","10521"
"0","0","43","0","0","104","4","43","42","1","4301","11041"
"0","0","44","0","0","103","1","44","43","2","4401","11031"
"0","0","45","0","0","104","4","45","44","1","4501","11041"
"0","0","46","0","0","101","3","46","45","3","4601","11011"
"0","0","47","0","0","102","1","47","46","4","4701","11021"
"0","0","48","0","0","104","4","48","47","2","4801","11041"
"0","0","49","0","0","103","2","49","48","3","4901","11031"
"0","0","50","0","0","104","4","50","49","2","5001","11041"
"0","0","51","0","0","101","2","51","50","1","5101","11011"
"0","0","52","0","0","102","3","52","51","2","5201","11021"
"0","0","53","0","0","104","4","53","52","3","5301","11041"
"0","0","54","0","0","52","1","54","53","4","5401","10521"
"0","0","55","0","0","103","3","55","54","3","5501","11031"
"0","0","56","0","0","104","4","56","55","4","5601","11041"
"0","0","57","0","0","100","1","57","56","2","5701","11001"
"0","0","58","0","0","101","3","58","57","3","5801","11011"
"0","0","59","0","0","103","2","59","58","4","5901","11031"
"0","0","60","0","0","104","4","60","59","3","6001","11041"
"0","0","61","0","0","102","1","61","60","1","6101","11021"
"0","0","62","0","0","50","3","62","61","2","6201","10501"
"0","0","63","0","0","104","4","63","62","1","6301","11041"
"0","0","64","0","0","103","2","64","63","2","6401","11031"
"0","0","65","0","0","102","1","65","64","3","6501","11021"
"0","0","66","0","0","104","4","66","65","2","6601","11041"
"0","0","67","0","0","52","1","67","66","3","6701","10521"
"0","0","68","0","0","102","2","68","67","2","6801","11021"
"0","0","69","0","0","104","4","69","68","4","6901","11041"
"0","0","70","0","0","103","2","70","69","3","7001","11031"
"0","0","71","0","0","101","3","71","70","2","7101","11011"
"0","0","72","0","0","100","2","72","71","3","7201","11001"
"0","0","73","0","0","104","4","73","72","1","7301","11041"
"0","0","74","0","0","103","1","74","73","1","7401","11031"
"0","0","75","0","0","102","3","75","74","3","7501","11021"
"0","0","76","0","0","50","1","76","75","4","7601","10501"
"0","0","77","0","0","104","4","77","76","3","7701","11041"
"0","0","78","0","0","101","2","78","77","2","7801","11011"
"0","0","79","0","0","100","3","79","78","3","7901","11001"
"0","0","80","0","0","104","4","80","79","2","8001","11041"
"0","0","81","0","0","52","3","81","80","1","8101","10521"
"0","0","82","0","0","101","1","82","81","2","8201","11011"
"0","0","83","0","0","50","3","83","82","4","8301","10501"
"0","0","84","0","0","103","1","84","83","3","8401","11031"
"0","0","85","0","0","104","4","85","84","2","8501","11041"
"0","0","86","0","0","100","2","86","85","3","8601","11001"
"0","0","87","0","0","102","2","87","86","2","8701","11021"
"0","0","88","0","0","103","2","88","87","1","8801","11031"
"0","0","89","0","0","104","4","89","88","3","8901","11041"
"0","0","90","0","0","102","1","90","89","2","9001","11021"
"0","0","91","0","0","104","4","91","90","3","9101","11041"
"0","0","92","0","0","50","3","92","91","4","9201","10501"
"0","0","93","0","0","104","4","93","92","3","9301","11041"
"0","0","94","0","0","102","1","94","93","2","9401","11021"
"0","0","95","0","0","103","2","95","94","2","9501","11031"
"0","0","96","0","0","104","4","96","95","3","9601","11041"
"0","0","97","0","0","104","4","97","96","2","9701","11041"
"0","0","98","0","0","101","2","98","97","2","9801","11011"
