4430158acf660c45de6752b4735eb9294b0e89f720e9926badccd30624e8b2f1,1eb28b62d5d2d936885027c281be731f5c87532a1d53332dd4a9192cbfbd5c5f,812a32dbe51f5df893c8840f05f426ca20744dab4fe1b111d1501ed140188faa,fe7ace9052205641774d52435547d2a309ee32ad9705b8bd2483db31926e9add,4ea6f3a661532f8c8c24792e72b04c00268550f66a1e4d4d412b461af89c3a6f,00dc6799f1dbff883c1b87205e241bb4970c11485c3f0f0a1e7f91026643a360
"1013206","1","3001","118001","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013206","2","3002","118001","2024/04/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1013206","3","3010","118001","2024/04/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1013206","4","3001","105801","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013206","5","3004","105801","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013206","6","3005","105801","2024/04/01 16:00:00","戰鬥開始90秒內若HP歸零，\n將不會被擊倒並恢復HP（僅限1次）"
"1013206","7","3001","107501","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013206","8","3002","107501","2024/04/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1013206","9","3010","107501","2024/04/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1013206","10","3001","111801","2024/04/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013206","11","3004","111801","2024/04/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n魔法防禦力，並使無法行動效果無效。"
"1013206","13","3001","121001","2024/04/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013206","14","3004","121001","2024/04/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n魔法防禦力，並使無法行動效果無效。"
"1013206","16","3001","180401","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013206","17","3004","180401","2024/04/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013206","18","3005","180401","2024/04/01 16:00:00","戰鬥開始90秒內若HP歸零，\n將不會被擊倒並恢復HP（僅限1次）"
"1013206","19","3003","127901","2024/04/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013206","20","3004","127901","2024/04/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n魔法防禦力，並使無法行動效果無效。"
"1013406","21","3001","106601","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013406","22","3012","106601","2024/05/01 16:00:00","バトル開始後90秒間物理/魔法バリア\n展開"
"1013406","23","3003","101401","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","24","3010","101401","2024/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","25","3003","101201","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","26","3010","101201","2024/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","27","3001","116501","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","28","3012","116501","2024/05/01 16:00:00","バトル開始後90秒間物理/魔法バリア\n展開"
"1013406","29","3001","121601","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","30","3012","121601","2024/05/01 16:00:00","バトル開始後90秒間物理/魔法バリア\n展開"
"1013406","31","3001","128301","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","32","3012","128301","2024/05/01 16:00:00","バトル開始後90秒間物理/魔法バリア\n展開"
"1013406","33","3003","112201","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","34","3010","112201","2024/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","35","3003","115701","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","36","3010","115701","2024/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","37","3003","113401","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","38","3010","113401","2024/05/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","39","3003","128401","2024/05/05 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013406","40","3010","128401","2024/05/05 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013406","41","3001","180701","2024/05/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013406","42","3010","180701","2024/05/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。"
"1013606","43","3001","100101","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013606","44","3010","100101","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","45","3013","100101","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","46","3003","100201","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013606","47","3004","100201","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","48","3010","100201","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","49","3013","100201","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","50","3001","100301","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013606","51","3004","100301","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","52","3013","100301","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","53","3001","108701","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013606","54","3010","108701","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","55","3013","108701","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","56","3001","180101","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","57","3010","180101","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","58","3001","122401","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","59","3010","122401","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","60","3001","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","61","3010","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","62","3003","108801","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。"
"1013606","63","3004","108801","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","64","3010","108801","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","65","3013","108801","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","66","3004","115601","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","67","3010","115601","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","68","3004","180201","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","69","3010","180201","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","70","3004","122601","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","71","3010","122601","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","72","3004","128901","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","73","3010","128901","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1013606","74","3001","108901","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1013606","75","3002","108901","2024/06/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。"
"1013606","76","3013","108901","2024/06/01 16:00:00","攻擊力吸收無效"
"1013606","77","3001","114001","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","78","3004","114001","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","79","3001","180301","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","80","3004","180301","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","81","3001","122501","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","82","3004","122501","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013606","83","3001","128801","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013606","84","3004","128801","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。"
"1013706","85","3001","100101","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","86","3002","100101","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","87","3003","100201","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","88","3002","100201","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","89","3001","100301","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","90","3002","100301","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","91","3001","108701","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","92","3002","108701","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","93","3001","180101","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","94","3002","180101","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","95","3001","122401","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","96","3002","122401","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","97","3001","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","98","3002","128701","2024/06/17 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","99","3003","108801","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","100","3002","108801","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","101","3003","115601","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","102","3002","115601","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","103","3003","180201","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","104","3002","180201","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","105","3003","122601","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","106","3002","122601","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","107","3003","128901","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。"
"1013706","108","3002","128901","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。"
"1013706","109","3001","108901","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","110","3002","108901","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","111","3001","114001","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","112","3002","114001","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","113","3001","180301","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","114","3002","180301","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","115","3001","122501","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","116","3002","122501","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1013706","117","3001","128801","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。"
"1013706","118","3002","128801","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140001","3001","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014006","10140002","3002","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。"
"1014006","10140003","3005","110801","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態"
"1014006","10140004","3010","110801","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。"
"1014006","10140005","3001","110901","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。"
"1014006","10140006","3010","110901","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予77【切嚕】"
