0307397039fbb063a044d3354a9f459fc67480d81482d8315493f8eedf826399,6dbfd4dc86c7f713a02d0a33d6ed2b204fb054624bdbc584e4659c06d507a31c,3489cad70a3e5593f1b93e63fe65709481addbc66e72900538bc60eb2e0d3edd,008b0529eccda678e4bc30bc9f7f76afe0cfd52d2dd9c0ec6de8c26f518e571a,0b7a2645ecceb9741e9f36104bd14b8db8438db261aff551cf9603878b173960,99bead5b4cc921841fa57a703c528b9565dc17b83cee9261f1e23a960169e82b,e4f4415915dc775056e9f86489ad1061609edfa7a99712cd0a9aa520957eb11d,7d659a0c24184c0a86b04fad161819b38709f870aaa2a367600b3edc555ce15b,08aa29b75992a995352fd6ef41f5ed34f45cf32881a2821bfd2afd006e5e813a,22af387f24c505bb2cd722b948c565bda17cc5d7f5530d37a440c590578e7629,9e2afb67c9da999f659d4f5876543bcf8189511d813b5d79ba26a3c50a50f704,c92e67eaf3ae9818b016b91b7e121f244017caa6d1a04ed1bb5a314f56a9303e,ed32ef8753e5819ee92d28d14b237715e19d01882b0530c255e106982290c4b8,5fb3500f6c289f1355f89096c2e1862580e00626376304e2a238136a6283532b,7331ae5a1e3ea39c978add0806b23c1dd68a276eb4a66e8e015de7efdd707600,369be92412896fd22830c3728ef0fc974e6dd5d1c7ff92fd9fa33448316089c0
"200","25021","90008","500000","94002","8","50","2","12","10","1001001","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001002","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001003","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001004","400","91002","25014","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001005","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001006","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001007","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001008","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001009","400","91002","25014","2","2"
"200","25001","90008","500000","94002","8","10","2","12","10","1001010","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001011","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001012","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001013","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001014","400","91002","25014","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001015","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001016","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001017","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1001018","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002001","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002002","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002003","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002004","400","91002","25014","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002005","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002006","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002007","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002008","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002009","400","91002","25014","2","2"
"200","25001","90008","500000","94002","8","10","2","12","10","1002010","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002011","400","91002","25011","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002012","400","91002","25012","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002013","400","91002","25013","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002014","400","91002","25014","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002015","400","91002","25015","2","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002016","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002017","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1002018","0","91002","0","0","2"
"200","25021","90008","500000","94002","8","50","2","12","10","1003001","400","91002","25011","2","2"
