3d237ac0068d2711043e956c4c92ed278d2e83cd3628f794831cec8bb641eb5d,7e5060316c60c79cebda69243954176694e8caa902b4fbaf27dbef88c1661809,259ed90d82a40ccee7524b40e26a308824f924ce8871ec8315c652412e45bd23,cabe0fa1c173f068bfc9d765bb5780d4b7b78b8a2d77ecb20629d7c1cb2c1451,92b67a8d9df8326fb01865fe133966e0439a27110d5a01812db3010ca7a22fd1,766db5f0414772d6a56774c62bc008507ca4ee3505835cec5841022cb0906c78
"1","1","11","2816","-1480","-1480"
"1","1","21","2816","-1302","-1400"
"1","1","31","2816","-1263","-1302"
"1","1","41","2816","-1224","-1263"
"1","1","51","2816","-1185","-1224"
"1","1","61","2816","-1146","-1185"
"1","1","71","2816","-1146","-1146"
"1","1","81","2816","-1146","-1146"
"1","1","91","2816","-1107","-1146"
"1","1","101","2816","-1068","-1107"
"1","1","111","2816","-1029","-1068"
"1","1","121","2816","-1029","-1029"
"1","1","131","2816","-1029","-1029"
"1","1","141","2816","-1029","-1029"
"1","1","151","2816","-988","-1029"
"1","1","161","2816","-947","-988"
"1","1","171","2816","-906","-947"
"1","1","181","2816","-865","-906"
"1","1","191","2816","-865","-865"
"1","1","201","2816","-865","-865"
"1","1","211","2816","-824","-865"
"1","1","221","2816","-783","-824"
"1","1","231","2816","-742","-783"
"1","1","241","2816","-701","-742"
"1","1","251","2816","-660","-701"
"1","1","261","2816","-619","-660"
"1","1","271","2816","-619","-619"
"1","1","281","2816","-619","-619"
"1","1","291","2816","-619","-619"
"1","1","301","2816","-578","-619"
"1","1","311","2816","-537","-578"
"1","1","321","2816","-496","-537"
"1","1","331","2816","-496","-496"
"1","1","341","2816","-496","-496"
"1","1","351","2816","-496","-496"
"1","1","361","2816","-455","-496"
"1","1","371","2816","-414","-455"
"1","1","381","2816","-373","-414"
"1","1","391","2816","-332","-373"
"1","1","401","2816","-332","-332"
"1","1","411","2816","-332","-332"
"1","1","421","2816","-200","-332"
"2","2","431","2816","-1181","-1246"
"2","2","441","2816","-1152","-1181"
"2","2","451","2816","-1152","-1152"
"2","2","461","2816","-1123","-1152"
"2","2","471","2816","-1094","-1123"
"2","2","481","2816","-1094","-1094"
"2","2","491","2816","-1065","-1094"
"2","2","501","2816","-1065","-1065"
"2","2","511","2816","-1036","-1065"
"2","2","521","2816","-1036","-1036"
"2","2","531","2816","-1007","-1036"
"2","2","541","2816","-978","-1007"
"2","2","551","2816","-978","-978"
"2","2","561","2816","-949","-978"
"2","2","571","2816","-920","-949"
"2","2","581","2816","-891","-920"
"2","2","591","2816","-862","-891"
"2","2","601","2816","-862","-862"
"2","2","611","2816","-862","-862"
"2","2","621","2816","-862","-862"
"2","2","631","2816","-833","-862"
"2","2","641","2816","-804","-833"
"2","2","651","2816","-775","-804"
"2","2","661","2816","-746","-775"
"2","2","671","2816","-717","-746"
"2","2","681","2816","-688","-717"
"2","2","691","2816","-659","-688"
"2","2","701","2816","-630","-659"
"2","2","711","2816","-601","-630"
"2","2","721","2816","-572","-601"
"2","2","731","2816","-543","-572"
"2","2","741","2816","-514","-543"
"2","2","751","2816","-449","-514"
"2","3","761","2816","-1153","-1226"
"2","3","771","2816","-1115","-1153"
"2","3","781","2816","-1115","-1115"
"2","3","791","2816","-1077","-1115"
"2","3","801","2816","-1077","-1077"
"2","3","811","2816","-1039","-1077"
"2","3","821","2816","-1001","-1039"
"2","3","831","2816","-1001","-1001"
"2","3","841","2816","-963","-1001"
"2","3","851","2816","-963","-963"
"2","3","861","2816","-963","-963"
"2","3","871","2816","-925","-963"
"2","3","881","2816","-887","-925"
"2","3","891","2816","-887","-887"
"2","3","901","2816","-887","-887"
"2","3","911","2816","-849","-887"
"2","3","921","2816","-811","-849"
"2","3","931","2816","-773","-811"
"2","3","941","2816","-735","-773"
"2","3","951","2816","-697","-735"
"2","3","961","2816","-659","-697"
"2","3","971","2816","-621","-659"
"2","3","981","2816","-583","-621"
"2","3","991","2816","-583","-583"
"2","3","1001","2816","-583","-583"
"2","3","1011","2816","-583","-583"
"2","3","1021","2816","-545","-583"
"2","3","1031","2816","-507","-545"
"2","3","1041","2816","-507","-507"
"2","3","1051","2816","-507","-507"
"2","3","1061","2816","-434","-507"
"2","4","1071","2816","-1137","-1220"
"2","4","1081","2816","-1096","-1137"
"2","4","1091","2816","-1096","-1096"
"2","4","1101","2816","-1096","-1096"
"2","4","1111","2816","-1096","-1096"
"2","4","1121","2816","-1096","-1096"
"2","4","1131","2816","-1055","-1096"
"2","4","1141","2816","-1014","-1055"
"2","4","1151","2816","-1014","-1014"
"2","4","1161","2816","-1014","-1014"
"2","4","1171","2816","-1014","-1014"
"2","4","1181","2816","-973","-1014"
"2","4","1191","2816","-932","-973"
"2","4","1201","2816","-891","-932"
"2","4","1211","2816","-891","-891"
"2","4","1221","2816","-891","-891"
"2","4","1231","2816","-891","-891"
"2","4","1241","2816","-850","-891"
"2","4","1251","2816","-809","-850"
"2","4","1261","2816","-809","-809"
"2","4","1271","2816","-809","-809"
"2","4","1281","2816","-768","-809"
"2","4","1291","2816","-727","-768"
"2","4","1301","2816","-686","-727"
"2","4","1311","2816","-686","-686"
"2","4","1321","2816","-645","-686"
"2","4","1331","2816","-604","-645"
"2","4","1341","2816","-563","-604"
"2","4","1351","2816","-522","-563"
"2","4","1361","2816","-439","-522"
"2","5","1371","2816","-1166","-1230"
"2","5","1381","2816","-1129","-1166"
"2","5","1391","2816","-1129","-1129"
"2","5","1401","2816","-1129","-1129"
"2","5","1411","2816","-1129","-1129"
"2","5","1421","2816","-1092","-1129"
"2","5","1431","2816","-1092","-1092"
"2","5","1441","2816","-1055","-1092"
"2","5","1451","2816","-1018","-1055"
"2","5","1461","2816","-981","-1018"
"2","5","1471","2816","-981","-981"
"2","5","1481","2816","-944","-981"
"2","5","1491","2816","-907","-944"
