982f32f4d61a923665397c145e8d3b9418c0697e257c107a403d016a2b2b1822,3522536b289834c53e2466b12f2a95f85dc24c1912746330d0c6603a8d886ceb,6205611e7f5ec1ce122e8c5dc64f83f19fe7dd10abd3173102776867b33afc44,e7a406e29a49aa2f82082676dc6424038f1b66eb07a1d10981640d7d9152a634,2c476e7ab70e01fde189aeea1eeef4cd072ae1034d14d8d6e390a66ec684313d,ecdd50a08ec97296565bec115c612e8d233f73757472afed1932e4932a4d465f,07bf0e4202c6470f1b3dada4133befe1008e01c370374b0e33fa5eedba5872ea,18db39efd16eac0f66beac9c009279985d5e9d147858e4ec58602359151306ea,463d17c677c31a1915a38b58d4d1aa7b1554276247f260e5e7cbd6d6f40b4450,ad75e8c80f707c2acb332a791b22f7704d9dde6dfc8f88165239a2986e2272d5,88d1b0763b488312ef1868e8e4da26e107286251bbd47376c1273fece843843c,e0101663aad10c553597f12e74216b39b5642cc1978c1630d5e2a992ebcb36b1,02581098d18b089915bbd4cb16e86d096c2255a7cdec1c0df8d72870ddcd945b,f2f6a0155f7c41336f9c1d9f1cfc12c66060ba5ac6ff8a64653f3069f15a3273,6747db0de413839a4a1f8b6b5c8169259228dd884de2dd6c06c5350c3d08aa24,4688632222b8dedb1911973880c37a381755bd04ed883d3ff37f286dac95426c,3ea59a620ab8a17529b4c0393ab16aa5e861c0398641149d40c00591b74b90ab,6dfe25fec3ec3c288c372a701b81a8680f024bc5be34112d99e8b89698e86f18,a0f5b76b2ece388af64580a8debeed491ecaea29aed2234d17af9aea7943eab3,64581f3c9bda6b32e8c057ddb6ae1c995818931b26ebb68e3bcb788a8ede36fe,42678670a949e17df008e931cc6eb6383aef7f2696ede8a733401dd880178bd9
"130011","1300110","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","2"
"130021","1300210","0","0","0.25","0","0","0","2.3","0","0","0.25","0","0","0","-1","0","0.25","0","0","2"
"130031","1300310","0","0","0","5.5","0","0","0","0","0","0","0","0","0","-1","4.75","0","0","0","2"
"130032","1300320","0","0","30","1000","0","0","0","0","0","0","0","0","0","-1","500","30","0","0","1"
"130041","1300410","0","0","0.1","0","0","0","0","0","0","0","0","0","0","-1","3.35","0.3","0","0","2"
"130051","1300510","0","0","0.4","6.5","0","0","0","0","0","0","0","0","0","-1","0","0.45","0","0","2"
"130061","1300610","0","0","0.15","0","0","0","3.6","0","0","0","0","0","0","-1","0","0.15","0","0","2"
"130071","1300710","0","0","0.15","11.5","0","0.15","0","0","0","0","0","0","0","300","0","0.45","0","0","2"
"130071","1300711","0","0","0.15","11.5","0","0","0","0","0","0","0","0","0","-1","0","0.65","0","0","301"
"130081","1300810","0","0","0.2","0","0","0","3.15","0","0","0","0","0","0","-1","0","0.2","0","0","2"
"130091","1300910","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"130101","1301010","0","0","0.25","0","0","0","2.1","0","0","0.25","0","0","0","-1","0","0.3","0","0","2"
"130111","1301110","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.6","0","0","0","2"
"130112","1301120","90","0","0","0","0","0","0","0","0","0","0","0","0","-1","500","25","0","0","1"
"130121","1301210","0","0","0","0","0","0","4.4","0","0","0","0","0","0","-1","0","0.05","0","0.5","2"
"130131","1301310","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.75","2"
"130132","1301320","0","0","50","830","0","0","0","0","0","0","0","0","0","-1","0","50","0","0","1"
"130141","1301410","0","0","0.2","0","0","0","3.5","0","0","0","0","0","0","-1","0","0.15","0","0","2"
"130151","1301510","0","0","0.35","0","0","0","2.55","0","0","0.15","0","0","0","-1","0","0.15","0","0","2"
"130161","1301610","0","0","0","0","0","0","0","0","0","0","0.1","0","0","260","4.9","0","0","0","2"
"130161","1301611","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.4","0","0","0","261"
"130162","1301620","70","0","0","0","0","0","0","0","0","0","0","0","0","-1","700","0","0","0","1"
"130171","1301710","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.7","0","0","0","2"
"130181","1301810","0","0","0","0","0","0","4.25","0","0","0","0.05","0","0","260","0","0","0","0.5","2"
"130181","1301811","0","0","0","0","0","0","4.5","0","0","0","0","0","0","-1","0","0","0","0.5","261"
"130201","1302010","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.4","0","0","0","2"
"130211","1302110","0","10","0.4","5","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","2"
"130221","1302210","0","0","0.05","0","0","0","4.25","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"130231","1302310","0.6","0","0.2","0","0","0","0","0","0","0","0","0","0","-1","2.5","0.3","0","0","2"
"130251","1302510","0","0","0","0","0","0","4.8","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"130252","1302520","0","0","10","0","0","0","800","0","0","10","0","0","0","-1","0","10","0","0","1"
"130261","1302610","0","0","0.15","0","0","0","0","0","0","0.5","0","0","0","-1","3","0.1","0","0","2"
"130271","1302710","1","0","0","0","0","0","0","0","0","0","0.1","0","0","260","4.25","0","0","0","2"
"130271","1302711","1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.75","0","0","0","261"
"130281","1302810","0","0","0","1.25","0","0","0","0","0","0","0","0","0","-1","5.25","0","0","0","2"
"130291","1302910","0","0","0.3","15","0","0.05","0","0","0","0","0","0","0","300","0","0.3","0","0","2"
"130291","1302911","0","0","0.3","15","0","0","0","0","0","0","0","0","0","-1","0","0.4","0","0","301"
"130301","1303010","0.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.75","0","0","0","2"
"130311","1303110","0","0","0","12.5","0","0","0","0","0","0","0.1","0","0","260","3.2","0","0","0","2"
"130311","1303111","0","0","0","12.5","0","0","0","0","0","0","0","0","0","-1","3.7","0","0","0","261"
"130321","1303210","0","0","0","7.5","0","0","0","0","0","0","0","0","0","-1","3","0.1","0","0","2"
"130331","1303310","0","0","0.05","0","0","0","0","0","0","0","0.1","0","0","260","4.25","0.05","0","0","2"
"130331","1303311","0","0","0.05","0","0","0","0","0","0","0","0","0","0","-1","4.75","0.05","0","0","261"
"130332","1303320","70","0","0","0","0","0","0","0","0","0","0","0","0","-1","700","0","0","0","1"
"130341","1303410","0","0","0.15","0","0","0","0","0","0","0.6","0","0","0","-1","3.2","0","0","0","2"
"130361","1303610","0","0","0","0","0","0","4.4","0","0","0","0","0","0","-1","0","0","0","0.9","2"
"130371","1303710","1.2","0","0","0","0","0","0","0","0","0","0","0","0","-1","3","0","0","0","2"
"130381","1303810","1.2","0","0","0","0","0","0","0","0","0","0.15","0","0","260","3.75","0","0","0","2"
"130381","1303811","1.2","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
"130401","1304010","0","0","0.25","0","0","0","0","0","0","0","0","0","0","-1","3","0.25","0","0","2"
"130421","1304210","0","0","0.25","0","0","0","2.2","0","0","0.3","0","0","0","-1","0","0.25","0","0","2"
"130431","1304310","0.6","0","0","0","0","0","0","0","0","0","0","0","0","-1","5","0","0","0","2"
"130441","1304410","0","0","0.2","0","0","0","4","0","0.05","0","0","0","0","-1","0","0","0","0","2"
"130451","1304510","0","0","0.45","0","0","0","0","0","0","0.6","0","0","0","-1","0","0.35","0","0","2"
"130461","1304610","0.25","0","0.25","0","0","0","0","0","0","0","0","0","0","-1","3.75","0","0","0","2"
"130471","1304710","0","0","0.45","0","0","0","0","0","0","0","0","0","0","-1","1","0.4","0","0","2"
"130481","1304810","0","0","0.15","0","0","0","0","0","0","0","0","0","0","-1","3.75","0.15","0","0","2"
"130491","1304910","0","0","0","0","0","0","0","0","0","0.25","0","0","0","-1","3.2","0.3","0","0","2"
"130492","1304920","0","0","50","1250","0","0","0","0","0","0","0","0","0","-1","0","50","0","0","1"
"130501","1305010","0","0","0","0","0","0","4.85","0","0","0","0","0","0","-1","0","0","0","0.4","2"
"130511","1305110","0.25","0","0","5","0","0","0","0","0","0","0.1","0","0","260","4","0","0","0","2"
"130511","1305111","0.25","0","0","5","0","0","0","0","0","0","0","0","0","-1","4.5","0","0","0","261"
"130521","1305210","0","0","0.35","0","0","0","0","0","0","0","0","0","0","-1","1.25","0.45","0","0","2"
"130531","1305310","0.2","0","0.2","0","0","0","0","0","0","0","0","0","0","-1","2.6","0.3","0","0","2"
"130541","1305410","0.2","0","0.2","0","0","0","0","0","0","0","0","0","0","-1","2.5","0.3","0","0","2"
"130551","1305510","0","0","0.45","0","0","0","0","0","0","0","0","0","0","-1","0.7","0.45","0","0","2"
"130561","1305610","0","0","0.4","0","0","0","0","0","0","0","0","0","0","-1","1","0.45","0","0","2"
"130571","1305710","1.1","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.5","0","0","0","2"
"130571","1305711","1.1","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.75","0","0","0","261"
"130581","1305810","0","0","0.45","0","0","0","0","0","0","0.25","0","0","0","-1","0","0.5","0","0","2"
"130582","1305820","0","0","40","1500","0","0","0","0","0","0","0","0","0","-1","800","50","0","0","1"
"130591","1305910","0","0","0.25","0","0","0","0","0","0","0.25","0","0","0","-1","2.5","0.25","0","0","2"
"130592","1305920","0","0","20","1000","0","0","0","0","0","0","2","0","0","-1","0","20","0","0","1"
"130601","1306010","0","0","0","0","0","0","4.7","0","0","0","0","0","0","-1","0","0","0","0.5","2"
"130602","1306020","0","0","20","1000","0","0","400","0","0","0","0","0","0","-1","0","20","0","0","1"
"130611","1306110","0.45","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.95","0","0","0","2"
"130611","1306111","0.45","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.2","0","0","0","261"
"130631","1306310","0.8","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.75","0","0","0","2"
"130641","1306410","1.25","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4.3","0","0","0","2"
"130641","1306411","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.55","0","0","0","261"
"130651","1306510","1.55","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.8","0","0","0","2"
"130661","1306610","0","0","0","0","0","0","0","0","0","0","0.05","0","0","260","3.2","0","0","0","2"
"130661","1306611","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","3.45","0","0","0","261"
"130681","1306810","2.5","0","0","0","0","0","0","0","0","0","0.15","0","0","260","3.5","0","0","0","2"
"130681","1306811","2.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"130701","1307010","0","0","0","0","0","0","4.55","0","0","0","0.05","0","0","260","0","0","0","0.7","2"
"130701","1307011","0","0","0","0","0","0","4.8","0","0","0","0","0","0","-1","0","0","0","0.7","261"
"130711","1307110","0","0","0","0","0","0","0","0","0","0","0.1","0","0","260","5","0","0","0","2"
"130711","1307111","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.5","0","0","0","261"
"130751","1307510","1.25","0","0","0","0","0","0","0.05","0","0","0","0","0","260","4","0","0","0","2"
"130751","1307511","1.25","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.4","0","0","0","261"
"130752","1307520","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","1200","0","0","0","1"
"130761","1307610","0","0","0.25","0","0","0","0","0","0","0.25","0","0","0","-1","2.1","0.25","0","0","2"
"130771","1307710","0","0","0.3","0","0","0","2","0","0","0","0","0","0","-1","0","0.3","0","0","2"
"130772","1307720","0","0","45","1000","0","0","0","0","0","0","0","0","0","-1","0","35","0","0","1"
"130781","1307810","0","0","0","0","0","0","4.25","0","0","0","0","0","0","-1","0","0","0","0.75","2"
"130791","1307910","1.5","0","0","0","0","0","0","0","0","0","0.05","0","0","260","4","0","0","0","2"
"130791","1307911","1.5","0","0","0","0","0","0","0","0","0","0","0","0","-1","4.25","0","0","0","261"
"130792","1307920","0","0","8","500","0","0","0","0","0","0","0","0","0","-1","800","8","0","0","1"
"130801","1308010","0","0","0","0","0","0","0","0","0","0","0.15","0","0","260","4.3","0","0","0","2"
"130801","1308011","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","5.05","0","0","0","261"
"130802","1308020","0","0","18","800","0","0","0","0","0","0","0","0","0","-1","550","18","0","0","1"
"130811","1308110","1.75","0","0","0","0","0","0","0","0","0","0.05","0","0","260","3.75","0","0","0","2"
"130811","1308111","1.75","0","0","0","0","0","0","0","0","0","0","0","0","-1","4","0","0","0","261"
