9f43105767e16de06d13eaeb7591ad9e0297dcf12364a0c85fd1c265e321e908,80b0b03965ef350fed337d9b4ec1af4c7daf5fa53ff68dfda924dd6028e7c8a3,92c85db36757002e4da07589ad950a92e025472c34af31aeb1703b1cf915b91c,50f2da6e7b508f20d3dc1bee330987a143adce3801317fb7fa8e5bf6c39dfea8,c56f548919fca72df719248a734e803814ac259854a347f2c637265a666c1db3,1b3484678e6d3415431d40d76151d94f71423065d76c6fe1edeb12d5a3feddf7,2ff7f35484a7a8f29f00a9bcddde3ae3eb4644dc81167631917bae6e1beb8554,b4b50d177348aaf176f305cbeb99afe016984db9c135f659cae769ae7815923d,9e1e60e23e75e4b857075db3c0e555382a57f2c425067a8140295f0f106d77db,8a00004f1af3d61f56a2cfb4a298b5363e266f51d2b561a5de87ee315fd2d2d9,92e22e373231b64e7abaa73b81ec26309d9b947505de0c4cc05a5a671be67c1b,b91084c31cdbbde7900ef59cfd1b1dd8913ced3927813e23029fb1225af1a4d9,9c1cdd46a7c8f019e98a5743a7bbd7d3f3572c8c883d0012b6879c290f11248a,be5d042743a29552f18684da2b0fd2f91a9bb03ea9f5215768a9725c7d31a1f2,a8029aa49a182e41cb85656b64ed278219aedc4748ad3530c8c2f88dc9b09274,9ed7fa2b3bf887f93826dc90d0b431359ea1ebb3cb28efd0b731e22fff546d1d,a99332b80b3b0623e3cca190a00e67041d8dce184c60b7c658d89c75a9485777,bc85ea0efd2bd9f652e2d76106e8c978f7085b2fe3a33e291a2d9380840f891d,895cc607854223e44faed84d590ea78161d111f92a1aa32949a12d90846e1731,ade96a9fc53fbf666587e2d50c18cf6f76936e64def92b989aa9efd0098dba8f,48d51dea3c70a2a254903e930e176d207a55185c88b321e2f7f383446c702403,c58c72b0ef52905467a8120cb628ddff42e662a64a060b88b7d97205d5c37ba9,c4542ae8d17520231e90187d7ef85b8f233f852711617b43049d435c565aef7b,1a235b4d51feeb8121bc91e114a0296c6cb4baae5b2b33c153b712922ccee61e,b86c92b3805278a7cad8f4f14838b9ff96f37de5863af2748a5ef604473dd8b9,e15388da899a8a49ac6d064e05a6d252d2b7f0d99e9d1a1bda1a3d58622c813d,e82092cb396998d1d563fa5653a59582dc7659997e5760a4cd1e9afd9a26fd21
"0","0","107","0","2020-04-22 05:00:00","0","8011","4","30109001","0","0","0","0","0","2020-05-15 04:59:59","1","0","100","0","0","30109001","0","期間內登入 4 天","0","9","1","1"
"0","0","107","1","2020-04-22 05:00:00","0","8008","1","30109002","0","0","0","801","0","2020-05-15 04:59:59","1","0","101","0","0","30109002","0","閱讀主線劇情第1章第1話","0","9","2001001","1"
"0","0","107","1","2020-04-22 05:00:00","0","1012","1","30109003","0","0","0","101","0","2020-05-15 04:59:59","1","0","102","0","0","30109003","0","期間內透過支援借用通關冒險","0","9","1","1"
"0","0","107","1","2020-04-22 05:00:00","0","1001","1","30109004","0","0","0","101","0","2020-05-15 04:59:59","1","0","103","0","0","30109004","0","通過主線冒險（NORMAL） 6-1","0","9","11006001","1"
"0","0","107","1","2020-04-22 05:00:00","0","8002","40","30109005","0","0","0","101","0","2020-05-15 04:59:59","1","0","104","0","0","30109005","0","將主角Lv升到 Lv40","0","9","0","1"
"0","9","107","0","2020-04-22 05:00:00","0","8010","5","30109006","0","0","0","0","0","2020-05-15 04:59:59","1","0","105","0","0","30109006","0","期間內將新手任務全部通關","0","9","1","1"
"0","0","107","0","2020-04-22 05:00:00","0","6017","1","30110001","0","0","0","907","0","2020-05-15 04:59:59","1","0","200","0","0","30110001","0","期間內與 1 位新手玩家成為好友","0","10","0","1"
"0","0","107","0","2020-04-22 05:00:00","0","6017","2","30110001","0","0","0","907","0","2020-05-15 04:59:59","1","0","200","0","0","30110002","0","期間內與 2 位新手玩家成為好友","0","10","0","1"
"0","0","107","0","2020-04-22 05:00:00","0","6017","3","30110001","0","0","0","907","0","2020-05-15 04:59:59","1","0","200","0","0","30110003","0","期間內與 3 位新手玩家成為好友","0","10","0","1"
"0","0","107","0","2020-04-22 05:00:00","0","6017","4","30110001","0","0","0","907","0","2020-05-15 04:59:59","1","0","200","0","0","30110004","0","期間內與 4 位新手玩家成為好友","0","10","0","1"
"0","0","107","0","2020-04-22 05:00:00","0","6017","5","30110001","0","0","0","907","0","2020-05-15 04:59:59","1","0","200","0","0","30110005","0","期間內與 5 位新手玩家成為好友","0","10","0","1"
"0","0","107","0","2020-04-22 05:00:00","0","6018","1","30110006","0","0","0","0","0","2020-05-15 04:59:59","1","0","210","0","0","30110006","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","0","10","1","1"
"0","0","107","0","2020-04-22 05:00:00","0","6018","2","30110006","0","0","0","0","0","2020-05-15 04:59:59","1","0","210","0","0","30110007","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","0","10","1","1"
"0","0","107","0","2020-04-22 05:00:00","0","6018","3","30110006","0","0","0","0","0","2020-05-15 04:59:59","1","0","210","0","0","30110008","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","0","10","1","1"
"0","0","107","0","2020-04-22 05:00:00","0","6018","4","30110006","0","0","0","0","0","2020-05-15 04:59:59","1","0","210","0","0","30110009","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","0","10","1","1"
"0","0","107","0","2020-04-22 05:00:00","0","6018","5","30110006","0","0","0","0","0","2020-05-15 04:59:59","1","0","210","0","0","30110010","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","0","10","1","1"
