740e0b00323749fe3b711695ff723aa98c94c80b655796d7599b8153807b0e4c,72b93d5a899c602388797f15b327f66e82adb64a9a7f8f1c3e4eb05665f6deba,acf956de8c314a24ea1c3d4aaff21a107ca9ab5c80094046e6133064a9cdf74a,a140d40d71de8a56e6db77b3331865808e1d31dc356044d18b737bcb18681b7e,90761952ee9950f405a8d5e8a028d4d8a70dafd94881c220fda4807a39b27d8d,d60e9b063d32f08d530ecedeca33951231800c9963feb9bf4a03910408deeaea,7b137a9253d29dadfc5d2ff4eb7a0a1210470d8d3d8e3e60955b32844aedd6ae,216c8917f4fa55950df34a9f88538079bd26775db22ac7481bc0784518e221f2,627a9dce5b7c0c592becf99b19471c4db3aef9aa68a41d7bec2a35f18160b5e7,385f56b06286d4d5e39918e956aea3f178b42db2f6ce377b4408f8d3df83fa66,1d55006f6fce6011df1f24dbc17bb8533ea688fdaa730be9cb1b6e3de4c2268c
"25013","91002","8","283001001","10","25021","1","31","8","2","2"
"25013","91002","8","283001002","10","25021","2","31","8","2","2"
"25013","91002","8","283001003","10","25021","3","32","8","2","2"
"25013","91002","8","283001004","10","25021","4","32","8","2","2"
"25013","91002","8","283001005","10","25021","5","33","8","2","2"
"25013","91002","8","283001006","10","25021","6","33","9","2","2"
"25013","91002","8","283001007","10","25021","7","34","9","2","2"
"25013","91002","8","283001008","10","25021","8","35","9","2","2"
"25013","91002","8","283001009","10","25021","9","35","9","2","2"
"25013","91002","8","283001010","30","25021","10","37","10","2","2"
"25013","91002","8","283001011","10","25021","11","41","10","2","2"
"25013","91002","8","283001012","10","25021","12","43","11","2","2"
"25013","91002","8","283001013","10","25021","13","46","11","2","2"
"25013","91002","8","283001014","10","25021","14","48","12","2","2"
"25013","91002","8","283001015","10","25021","15","50","12","2","2"
"25013","91002","8","283001016","10","25021","16","53","13","2","2"
"25013","91002","8","283001017","10","25021","17","55","14","2","2"
"25013","91002","8","283001018","10","25021","18","58","14","2","2"
"25013","91002","8","283001019","10","25021","19","60","15","2","2"
"25013","91002","8","283001020","30","25021","20","62","15","2","2"
"25013","91002","8","283001021","10","25021","21","68","16","2","2"
"25013","91002","8","283001022","10","25021","22","70","16","2","2"
"25013","91002","8","283001023","10","25021","23","72","16","2","2"
"25013","91002","8","283001024","10","25021","24","75","17","2","2"
"25013","91002","8","283001025","10","25021","25","77","18","2","2"
"25013","91002","8","283001026","10","25021","26","79","18","2","2"
"25013","91002","8","283001027","10","25021","27","82","19","2","2"
"25013","91002","8","283001028","10","25021","28","84","19","2","2"
"25013","91002","8","283001029","10","25021","29","86","19","2","2"
"25013","91002","8","283001030","30","25021","30","89","20","2","2"
"25013","91002","8","283001031","10","25021","31","94","20","2","2"
"25013","91002","8","283001032","10","25021","32","96","21","2","2"
"25013","91002","8","283001033","10","25021","33","99","21","2","2"
"25013","91002","8","283001034","10","25021","34","101","22","2","2"
"25013","91002","8","283001035","10","25021","35","103","22","2","2"
"25013","91002","8","283001036","10","25021","36","106","23","2","2"
"25013","91002","8","283001037","10","25021","37","108","23","2","2"
"25013","91002","8","283001038","10","25021","38","111","24","2","2"
"25013","91002","8","283001039","10","25021","39","113","25","2","2"
"25013","91002","8","283001040","30","25021","40","115","25","2","2"
"25013","91002","8","283001041","10","25021","41","121","26","2","2"
"25013","91002","8","283001042","10","25021","42","123","27","2","2"
"25013","91002","8","283001043","10","25021","43","125","28","2","2"
"25013","91002","8","283001044","10","25021","44","128","28","2","2"
"25013","91002","8","283001045","10","25021","45","130","29","2","2"
"25013","91002","8","283001046","10","25021","46","132","30","2","2"
"25013","91002","8","283001047","10","25021","47","135","30","2","2"
"25013","91002","8","283001048","10","25021","48","137","31","2","2"
"25013","91002","8","283001049","10","25021","49","139","31","2","2"
"25013","91002","8","283001050","30","25021","50","142","31","2","2"
