07dddeb16f81861b65087b06c535fa25c59c45b2b9bb534fa0c6abc40004a78d,99c3fe015e429a8c761b444d4367291d7c35eb329dc29c27e40c4615af5280ad,150896196dc5a80ca6abac1fcd882d48a7c0a0415e4284576dee4bf7083784a8,926498173fefd2b730d6f965cdb1c3237dbe62d81777806b56d21a4744bb58ff,6c0b2c49e1e735e4b826fae86324e56ce62eb508df8bb065cdb99dd7878aa61a,f004000422a3dc0fa6c8e8709a931495639317d8c045ede27642e9361ca4972c,2b0cac3db8b82e8a42202e0e8adba86fc97bc9620ba53b568407ec46e8aeda1a,c5e11991775edfb7f2a55bbb3d22885d9f099e8ebb0c17eb71bc05ba9b93afc3,a75a690720ca545385d298bbecbea481851a2a1a5be4ca39effbd1e8476f5afd,3d753194563b388c3e1f4e20213fee037f1b45621dec0f7bd5c556908bd87ad2,429dc02e5e215877ec6eb003fdc75ae3686667201692664d17c29b062d69c4a9,26cf3dd14e1dd43dbbb8b77c580faf981bee47d318883ce2bedca1c83988ed1b,22f8d8681bfb8e29df679da493c99078b76162e303261abd573351be856e981a
"1","0","0","0","1","11120101","8","8","vo_minigame_1012_correct_107","這樣子就好！","1201","0","0"
"1","0","0","0","1","11120102","8","8","vo_minigame_1012_correct_108","嗯，OK！","1201","0","0"
"1","0","0","0","1","11120103","1","1","vo_minigame_1012_correct_109","狀況不錯喔！","1201","0","0"
"1","0","0","13333","1","11120201","1","1","vo_minigame_1012_correct_115","慢慢來沒關係！","1202","-1","0"
"1","0","0","13333","1","11120202","9","9","vo_minigame_1012_correct_117","答對就可以了！","1202","-1","0"
"1","0","0","0","1","11120301","1","1","vo_minigame_1012_correct_118","好厲害喔！","1203","0","0"
"1","0","0.01","0","1","11120302","5","5","vo_minigame_1012_correct_119","你知道這個啊！？","1203","0","8"
"1","0","0","0","1","11120401","1","1","vo_minigame_1012_correct_125","看來沒問題吧！","1204","0","0"
"1","0","0.01","0","1","11120501","7","7","vo_minigame_1012_correct_123","複習得很完美呢！","1205","0","4"
"1","0","0","3","1","11120601","8","8","vo_minigame_1012_correct_128","連續答對了！","1206","-1","0"
"1","0","0","3","1","11120701","2","2","vo_minigame_1012_correct_131","挽回劣勢！","1207","-1","0"
"1","0","0","0","1","11130101","2","2","vo_minigame_1012_incorrect_107","重整心情！","1301","0","0"
"1","0","0","0","1","11130102","9","9","vo_minigame_1012_incorrect_108","也會有這種事啊！","1301","0","0"
"1","0","0","0","1","11130103","4","4","vo_minigame_1012_incorrect_109","那樣子不行喔！","1301","0","0"
"1","0","0","20000","1","11130201","4","4","vo_minigame_1012_incorrect_116","時間到了！","1302","-1","0"
"1","0","0","20000","1","11130202","5","5","vo_minigame_1012_incorrect_117","不是，你回答啊！","1302","-1","0"
"1","0","0.01","0","1","11130301","3","3","vo_minigame_1012_incorrect_118","好難啊……","1303","0","6"
"1","0","0","0","1","11130302","4","4","vo_minigame_1012_incorrect_119","難度真高……","1303","0","0"
"1","0","0","0","1","11130401","2","2","vo_minigame_1012_incorrect_123","不能忘記喔！","1304","0","0"
"1","0","0","0","1","11130501","1","1","vo_minigame_1012_incorrect_126","不是全錯呢！","1305","0","0"
"1","1","3.18","10","1","11300101","7","8","vo_minigame_1012_result_1000","呵呵，全都答對囉！\n你好像努力地學習了呢，\n真佩服♪","3001","10","4"
"1","1","3.33","10","1","11300102","8","7","vo_minigame_1012_result_1001","太厲害了……全部答對囉！\n不過，這也是當然的吧～\n因為是我教你的嘛♪","3001","10","10"
"1","1","5.41","10","1","11300103","8","1","vo_minigame_1012_result_1002","全對！拍手拍手拍手～♪\n這個難度已經很完美了吧？\n下次挑戰更難的題目吧！\n你一定可以的！","3001","10","10"
"1","2","8.11","10","1","11300104","5","8","vo_minigame_1012_result_1003","喔……選了很難的題目，\n但還能全對，很厲害嘛！！\n你實在太厲害了……！\n比完美還完美！","3001","10","10"
"1","2","1.31","10","1","11300105","10","5","vo_minigame_1012_result_1004","答對……答對……全部答對！\n題目這麼難還全對……！\n好驚訝……\n你是什麼時候讀了這麼多東西的！","3001","10","0"
"1","2","4.93","10","1","11300106","9","8","vo_minigame_1012_result_1005","看你完美地答對了這麼多題，\n讓我有點不甘心呢……！\n但我還是要坦率地讚美你！\n了不起，了不起，了不起～！","3001","10","0"
"1","3","2.99","10","1","11300107","5","8","vo_minigame_1012_result_1006","好厲害……你答得太完美了！\n保持這樣到下次考試，\n你拿學年第一可能也不是夢了！\n真令人期待～♪","3001","10","4"
"1","3","8.37","10","1","11300108","8","7","vo_minigame_1012_result_1007","滿分喔！呵呵。\n我已經沒東西能教你了……！\n反而希望你能教我呢！\n……好嗎，老師♪","3001","10","4"
"1","3","5.32","10","1","11300109","7","5","vo_minigame_1012_result_1008","全、部、答、對！\n裡面有超多難題耶，你好厲害……！\n難不成……\n你是天才！？","3001","10","8"
"1","1","4.77","7","1","11300110","7","1","vo_minigame_1012_result_1009","喔！分數很好看呢～！\n這下教你也有價值了♪\n好了，還要繼續學習喔！","3001","9","4"
"1","1","2.97","7","1","11300111","8","7","vo_minigame_1012_result_1010","嗯，拿到的分數很不錯！\n保持這個狀態，\n下次想看你拿滿分呢！","3001","9","4"
"1","1","3.47","7","1","11300112","5","1","vo_minigame_1012_result_1011","啊～好可惜！\n差一點就滿分了！\n下次一定可以很完美的！\n加油吧！","3001","9","0"
"1","2","5.32","7","1","11300113","8","7","vo_minigame_1012_result_1012","好厲害，你答對了很多喔！\n題目這麼難，你很行嘛！\n之後就以滿分為目標吧！","3001","9","4"
"1","2","6.49","7","1","11300114","8","7","vo_minigame_1012_result_1013","嗯，很不錯喔！\n看來完～全不用擔心你會不及格呢♪\n但還是不會讓你停止學習的！","3001","9","10"
"1","2","3.56","7","1","11300115","5","1","vo_minigame_1012_result_1014","啊～\n只差一點點就能全部答對的說！\n雖然題目很難但你沒問題的，\n下次可以以滿分為目標！","3001","9","0"
"1","3","5.67","7","1","11300116","8","1","vo_minigame_1012_result_1015","嗯，幾乎都答對囉！\n裡面這麼多困難的題目，\n你很厲害嘛！\n你果然不是個普通人！","3001","9","10"
"1","3","2.85","7","1","11300117","7","1","vo_minigame_1012_result_1016","感覺你很紮實地在進步嘛？\n如果是你的話，即使面對難題，\n總有一天搞不好也能拿滿分…………！","3001","9","10"
"1","3","3.88","7","1","11300118","5","1","vo_minigame_1012_result_1017","哇啊～好可惜！\n差一點就滿分了！\n不過連我也有不會的難題，\n你拿這個分數已經可以抬頭挺胸了！","3001","9","0"
"1","1","4.12","4","1","11300119","3","1","vo_minigame_1012_result_1018","答對率一半左右啊～\n是不差啦，\n不過是你的話，應該不只這樣吧？","3001","6","0"
"1","1","4.34","4","1","11300120","9","1","vo_minigame_1012_result_1019","嗯～我就老實說了，\n這分數很不上不下呢……\n不過沒關係！\n接下來要咻咻咻地提高分數喔！","3001","6","0"
"1","1","3.15","4","1","11300121","3","1","vo_minigame_1012_result_1020","嗯～老實說這分數有點讓人不滿意呢！\n我對你抱有很大的期待，\n再更加油一些吧！","3001","6","0"
"1","2","5.3","4","1","11300122","9","1","vo_minigame_1012_result_1021","答對率一半左右啊……\n題目很難所以也沒辦法呢……\n不過你一定能更進步的！\n因為有我陪著你！","3001","6","0"
"1","2","2.55","4","1","11300123","8","1","vo_minigame_1012_result_1022","嗯，答得還行嘛！\n繼續努力學習，\n以更高的分數為目標吧！","3001","6","0"
"1","2","4.19","4","1","11300124","1","7","vo_minigame_1012_result_1023","題目很難，\n但看這個答對率，\n算是有在讀書的吧！\n不過可不能滿足於這種程度喔！？","3001","6","0"
"1","3","3.43","4","1","11300125","7","1","vo_minigame_1012_result_1024","題目這麼難卻答對了一半左右，\n你很厲害嘛♪\n保持這個步調，\n繼續提升實力吧！","3001","6","0"
"1","3","0","4","1","11300126","1","1","vo_minigame_1012_result_1025","好，拿到了平均分數！\n看你好像有好好學習，\n那我就安心了～♪","3001","6","0"
"1","3","3.72","4","1","11300127","8","7","vo_minigame_1012_result_1026","裡面都是難題，\n這個答對率很不得了喔！\n不過，如果你還想拿更高的分數，\n那我可以陪你讀書！","3001","6","0"
"1","1","3.5","1","1","11300128","3","2","vo_minigame_1012_result_1027","原來如此……\n看來很值得教你呢，\n我會徹底鞭策你的，\n做好覺悟吧！","3001","3","1"
"1","1","3.25","1","1","11300129","4","2","vo_minigame_1012_result_1028","喂，\n你完全不行嘛！\n……你不會要跟我說\n你已經拿出真本事了吧～？","3001","3","1"
"1","1","4.62","1","1","11300130","3","2","vo_minigame_1012_result_1029","唔嗯……\n即使隨便回答，\n答對率也差不多是這樣吧？\n看來我得認真教你了……！","3001","3","0"
"1","2","4.5","1","1","11300131","9","1","vo_minigame_1012_result_1030","……也、也對啦，\n這題目對你來說可能太難了，\n慢慢來就行了，\n一起提升實力吧！","3001","3","0"
"1","2","0.01","1","1","11300132","3","3","vo_minigame_1012_result_1031","嗯……蠻多答錯的呢……\n要繼續作答也可以，\n但從簡單的題目重新來過，\n也是種選項喔～？","3001","3","9"
"1","2","0.01","1","1","11300133","9","9","vo_minigame_1012_result_1032","唉呀呀，這對你來說，\n有點太難了嗎……？\n再重來一次吧！","3001","3","9"
"1","3","0.01","1","1","11300134","3","3","vo_minigame_1012_result_1033","唔嗯……真是遺憾的結果……\n題目超難也無可奈何，\n不要勉強，從簡單的題目開始挑戰\n搞不好也不錯喔？","3001","3","6"
"1","3","2.97","1","1","11300135","3","9","vo_minigame_1012_result_1034","答對率很低呢……\n畢竟題目很難嘛……！\n我很欣賞你的挑戰精神喔！","3001","3","0"
"1","3","3.1","1","1","11300136","3","1","vo_minigame_1012_result_1035","總算是避免拿到0分了……\n不過裡面都是難題就是了，\n繼續加油吧！","3001","3","0"
