b79434a354a9b8ac393a2bb9f1149bb2327efe3b77269f7934fbdc5028c8d85b,e5eef00d55751d82e4a518ac9be1a3005b230a36a9023b989007cd295746cb93,b136fe9c0172513633b1f9842e404a2950d13fa438960a35c4622f3cd7fdcdce,75818a1aed7cd87f19293fc95e1cfa186cb39684cf1b03cbd9ee2e82ed9d09bb,7cd96b14c5b5f1e6e7a371766ecd03f1921bc324fb3626bcac984a77250c53e6,ca656791f25bf7e2205d08e81e7f82676362ff0f8b50a5abc5a751d11f02ed4c,ae57b495d3ac170e91ff2ee07cf5d7cc820506726f8c0f75c4397252d5a9c9f1,9a331e204e7fa40af2831cea5b51bfb918c4b46ac4f230bda40f67d0435f47ad,ab654c1954cb3b2d2e2abc58f7981a1a6ae58b376f83b35f86ef59ed1f396100,10d04bd92a3756bc901b6f52d414ab515519ca7497a86058c6eaadf6e07acaf1,d98c2c50a4c17977edd4b381b16600b0851e61e34cf35c0c6ae65ed246b1b804,9d9af025f9ef002a36e8193154edb1ff76ca39e28e8f0cdeaef6a5a2c04935e0,5ae683e5b7f0714bdd4dd262917cba28d71fb35c29406cf33a3e2dc3f56f37f2,48421046eb075edc4c856682b01216c422e4538e46dcc5695aa8a3469b31008d,f1f44e2b3483e70d722e792f203c89b11d1d1c490c5643af255f7e0340df86e8,c8ed27898aabc56e8156cc9fc101b7ea375a3c1435f4effaeef1482c7d32bdbe,01981a3adc10568d862c87f7baacf5111ee7f44c0a971c0d9a444cae1e81eb26,4db45b8684eef275843241d349088e687d0ff7bfb53d3c5a2bbdfc25f6fcc3d7,2974b3e7af5d021b8507ce7e2200148a1e38f28f579438bb47a24fa0299dc11c,527783318fe1674587246f3cf4ebc42d09923cf77e2650857fc5ffc0040aeded,514330700f7ec0bc04ec884b830e969b68d1fef23f3b5f697da76fed3c6feec3,f3c8d2aa02a7dc9ebbe3ba4d6afb7885cb8f28a6fe4a65f0fb85b912971ff78d,996eb6738055f62fa11ba583cd7dc209996e85d8aca93669e0b6c0332f8b6c26,1bdeb097df7a16a633c4199b9f33086f0fbf34e003741978159850264fbce234
"100101","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10010101","1001","1001"
"100201","0","1","0","0","0","1","1","1","0","1","1002","0","3","1002","0","0","1001","0","0","10","10020101","1001","1001"
"100301","0","1002","0","0","0","0","1","1001","0","1002","1","0","4","1","0","0","0","0","0","8","10030101","1001","1"
"100401","0","1","0","0","0","0","1","1","0","0","1001","0","3","1002","0","0","0","0","0","7","10040101","1001","1001"
"100501","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10050101","1001","1001"
"100601","0","1","0","0","0","1001","1","1","0","1","1002","0","3","1002","0","0","0","0","0","9","10060101","1001","1001"
"100701","0","1001","0","0","0","1002","1","1","0","1001","1002","0","6","1","0","0","0","0","0","9","10070101","1","1"
"100801","0","1","0","0","0","1","1001","1002","0","1001","1","0","3","1001","0","0","1002","0","0","10","10080101","1002","1"
"100901","0","1001","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10090101","1","1001"
"101001","0","1","0","0","0","1002","1002","1","0","1","1","0","3","1002","0","0","1","0","0","10","10100101","1001","1001"
"101101","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10110101","1002","1002"
"101201","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10120101","1001","1001"
"101301","0","1","0","0","0","0","1001","1002","0","0","1","0","3","1001","0","0","0","0","0","7","10130101","1002","1"
"101401","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10140101","1002","1002"
"101501","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10150101","1002","1002"
"101601","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10160101","1001","1001"
"101701","0","1","0","0","0","1001","1001","1","0","1","1","0","5","1002","0","0","0","0","0","9","10170101","1001","1001"
"101801","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10180101","1002","1002"
"102001","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10200101","1001","1001"
"102101","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10210101","1001","1001"
"102201","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10220101","1002","1002"
"102301","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10230101","1001","1001"
"102501","0","1","0","0","0","0","1002","1001","0","1001","1","0","3","1002","0","0","0","0","0","8","10250101","1001","1"
"102601","0","1","0","0","1","1","1001","1001","0","1","1","0","4","1001","1002","0","1001","0","0","12","10260101","1002","1002"
"102701","0","1","0","0","0","0","1002","1002","0","1001","1","0","3","1001","0","0","0","0","0","8","10270101","1002","1"
"102801","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10280101","1002","1002"
"102901","0","1","0","0","0","1001","1","1","0","1","1002","0","3","1002","0","0","0","0","0","9","10290101","1001","1001"
"103001","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10300101","1001","1001"
"103101","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10310101","1002","1002"
"103201","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10320101","1002","1002"
"103301","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10330101","1001","1001"
"103401","0","1002","0","0","0","0","1","1001","0","1002","1","0","4","1002","0","0","0","0","0","8","10340101","1","1"
"103601","0","1","0","0","1002","1","1002","1","0","1001","1001","0","3","1002","1001","0","1","0","0","12","10360101","1001","1002"
"103701","0","1","0","0","0","1001","1002","1","0","1001","1001","0","3","1002","0","0","1","0","0","10","10370101","1001","1002"
"103801","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10380101","1002","1002"
"104001","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10400101","1002","1002"
"104201","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10420101","1002","1002"
"104301","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10430101","1001","1001"
"104401","0","1","0","0","1002","1","1002","1","0","1001","1001","0","3","1001","1001","0","1","0","0","12","10440101","1002","1002"
"104501","0","1","0","0","0","1002","1001","1","0","1001","1002","0","3","1001","0","0","0","0","0","9","10450101","1002","1"
"104601","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10460101","1002","1002"
"104701","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10470101","1001","1001"
"104801","0","1","0","0","0","0","1","1","0","0","1002","0","3","1002","0","0","0","0","0","7","10480101","1001","1001"
"104901","0","1","0","0","1002","1","1","1","0","1001","1002","0","3","1002","1","1001","1","0","0","13","10490101","1001","1"
"105001","0","1","0","0","0","0","1","1","0","0","1001","0","3","1001","0","0","0","0","0","7","10500101","1002","1002"
