07c28f5f44597c349ad1389e8aae6fe9763d77cc8935f5145329f05f79045e39,64c2fcc9bc94859d08fa810d80e9d6d05def1e310504c75a522336a1ae47ffb7,56cb5810dda187beac3e28e538182f830e9b1c5f0d213154df768347848a7ab0,44a6d95910a49d51a3a33d11a31fe69aed6a7916b4a89d08cf5db5ce60a901b6,c3a270781b3c73eeeec5f6c74eaa732112e6f42f03e520108de80232b93bc373,a6e7e34a8fd1bbecdf956b8576d77b229be62d56f5e1ca23aab1ea1bbb76837d,c0ee9cb4ad5f8669799c95f6ac917c17e30028fec9956a563b4ae5079db40437,28add96481cda3bdf549291b1b8d39f795c1362ab886c39ba3df078ee013f4e8,3417be1326ad6ee3777f709d0d7d501e11be3d3e4fd0c4c4406b748cbfa1be7a
"2018/01/01 05:00:00","-1","1","1","100","18001001","6","2030/12/31 23:59:59","93001"
"2018/01/01 05:00:00","-1","1","2","100","18001002","6","2030/12/31 23:59:59","93001"
"2018/01/01 05:00:00","-1","1","3","30","11001001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","4","30000","11001001","12","2021/02/09 04:59:59","94002"
"2018/01/01 05:00:00","-1","1","5","10","11001001","8","2021/02/09 04:59:59","91002"
"2018/01/01 05:00:00","-1","1","6","40","11003001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","7","2","11003001","2","2021/02/09 04:59:59","20002"
"2018/01/01 05:00:00","-1","1","8","10","11003001","8","2021/02/09 04:59:59","91002"
"2018/01/01 05:00:00","-1","1","9","20","13002001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","10","20","18004001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","11","25","16006001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","12","25","16007001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","13","3","16007001","2","2021/02/09 04:59:59","22001"
"2018/01/01 05:00:00","-1","1","14","30","11004001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","15","2","11004001","2","2021/02/09 04:59:59","20002"
"2018/01/01 05:00:00","-1","1","16","500","11004001","2","2021/02/09 04:59:59","90007"
"2018/01/01 05:00:00","-1","1","17","40","11005001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","18","30000","11005001","12","2021/02/09 04:59:59","94002"
"2018/01/01 05:00:00","-1","1","19","500","11005001","2","2021/02/09 04:59:59","90007"
"2018/01/01 05:00:00","-1","1","20","30","11006001","5","2030/12/31 23:59:59","0"
"2018/01/01 05:00:00","-1","1","21","2","11006001","2","2030/12/31 23:59:59","20003"
"2018/01/01 05:00:00","-1","1","22","30","15004001","5","2023/04/17 04:59:59","0"
"2018/01/01 05:00:00","-1","1","23","100","15004001","2","2023/04/17 04:59:59","90007"
"2018/01/01 05:00:00","-1","1","24","40","14001001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","25","80000","14001001","12","2021/02/09 04:59:59","94002"
"2018/01/01 05:00:00","-1","1","26","2","14001001","2","2021/02/09 04:59:59","20003"
"2018/01/01 05:00:00","-1","1","27","50","14003001","5","2021/02/09 04:59:59","0"
"2018/01/01 05:00:00","-1","1","28","140000","14003001","12","2021/02/09 04:59:59","94002"
"2018/01/01 05:00:00","-1","1","29","4","14003001","2","2021/02/09 04:59:59","22002"
"2018/01/01 05:00:00","-1","1","30","30","21001001","8","2030/12/31 23:59:59","91002"
"2018/01/01 05:00:00","-1","1","31","2000","21001001","12","2030/12/31 23:59:59","94002"
"2018/01/01 05:00:00","-1","1","33","30","21001002","8","2030/12/31 23:59:59","91002"
"2018/01/01 05:00:00","-1","1","34","2","21001002","2","2030/12/31 23:59:59","22001"
"2018/01/01 05:00:00","-1","1","36","30","21001003","8","2030/12/31 23:59:59","91002"
"2018/01/01 05:00:00","-1","1","37","1","21001003","2","2030/12/31 23:59:59","22002"
"2018/01/01 05:00:00","-1","1","39","30","21001004","8","2030/12/31 23:59:59","91002"
"2018/01/01 05:00:00","-1","1","40","1","21001004","2","2030/12/31 23:59:59","22003"
"2018/01/01 05:00:00","-1","1","42","90","21001005","8","2030/12/31 23:59:59","91002"
"2018/01/01 05:00:00","-1","1","43","2","21001005","2","2030/12/31 23:59:59","22003"
"2018/01/01 05:00:00","-1","1","45","60","21002001","8","2030/12/31 23:59:59","91002"
