cd863b6800ada8a939257811dad55c0ee30a1ab6699ed4e9ac18967e6f31be81,a2a62bfa2add677a2b492452c893b358fdf4e651bf2201063260309037fea5c3,8c5047e219ec4b6cae65c4a1e79665e040ef9ba65c7b6c160b694968d6cb90a8,20658900527f4a25b0e674a1bc672a478314a9a0bb82b1bbca2965df2fe70290,883558f49e92e6b19c7a8f5b73aafec86fb24a0e3dadaf7853fe4695b24cef6b,8a00f5d234c8d7032afcf1db1f199b11eb3726a8d4fff86eed7f09782af2a208,57bcae16d87c1495d6ebd00a7c8eb8a06f68538cfbcac53931329e9568d9b3a7,9f0700bb0b050793603c1825aa055ad362256af0aaa9ad586c1759e75e4554c3,fd26000a6306fae63062121ff8f0a8e0f7a3007078474daef82127f52a4f73ec,cdbd3ef9c061596216373d94c2fb74399fd4f66d1905478b8aa7993e00721ef9,2bd8a66822e798644388ea9ccd030940da811f03c4ca4e137af94cd4ded0921f,c4659bfc3d9534cb10dbebdc30eb03d4b33cb49b40641985a60b2cebee9ec1d3,7b615731372f05e857e2770848f8f395694cefabdbf0ca1346cc9f5f0eba0903,259594cd77907ed487dcbf03ff8e716e2c25e56bcd91e58d18ecd92733f99dd8,8e233ae77f4bb556d7a4313a2edde811a57e853ca74e95ca60f0291a9e4b1de4,cb81b91e9f72f8293551472606ec66c03852a0e91cd139558731dc732d81c146,03ba8ccfae3dab2dbdb4847e559487c6473d3e2252bc53e9800d2b19f12c19df,1d847d819a80ac7e21563bf6db7b051360de357bf368f94e8e8458945773819c,2b1a4c34dc3a8a92c8453ee45de4f9c5adfaca9093079e3dc3790bb958f1bd6f,9a17425f1d40d6c38cb7c373f24ea3e1dd369bda7ab5a93b9b6e3e171772de6f,c06e0b9b0236b0a06457bb66d718df7cf248250a70b083336b3dd282f23c675d,881a822d3f52cec694ad7c0220f6a80824338c564326db8bfea41c9512ef33f0,8dc7ef156cd84b3292626648d598f5dcc8f74329d7baa78805479b7e5e3737a1,6870e262f4747f4def362af9b5123141db1566a0e43f359de4b595ceac7152b9,c62b2b79554f19c86183c5210770e40ee3cab9556984f5d6ac2a11e451070f74,182c7e2821f5f9a5f2b8784a0a813174e1576791bf6d7cb6f526b447c32251be,e3724499560387029eea06af024424ab42e931de00de11c1ef1c468bf5ecdc0b
"0","0","0","2","0","5035003","0","20002","0","5","6001","94002","0","8008","10001","請看活動劇情前篇第3話。","1","0","2500","1","23001","10062","0","0","2","12","5"
"0","0","0","2","0","5035005","0","20002","0","5","6001","94002","0","8008","10002","請看活動劇情前篇的結局。","1","0","5000","1","23001","10062","0","0","2","12","5"
"0","0","0","2","0","10062201","0","20002","0","5","6005","94002","0","9004","10003","請通關3次活動前篇的HARD冒險1-1。","1","0","7500","3","23001","10062","0","0","2","12","5"
"0","0","0","2","0","1006202","0","31126","0","5","6007","91002","0","9011","10004","請打倒3次活動前篇的HARD Boss。","1","0","50","3","20002","10062","0","0","2","8","1"
"0","0","0","2","0","5036001","0","20002","0","5","6003","94002","0","8008","20001","請看活動劇情後篇第1話。","2","0","10000","1","23001","10063","0","0","2","12","10"
"0","0","0","2","0","0","0","20002","0","5","6002","94002","0","9006","20002","請重置1次討伐證交換。","2","0","12500","1","23001","10063","0","0","2","12","10"
"0","0","0","2","0","10063201","0","20002","0","5","6005","94002","0","9004","20003","請通關3次活動後篇的HARD冒險1-1。","2","0","15000","3","23001","10063","0","0","2","12","10"
"0","0","0","2","0","1006302","0","31126","0","10","6007","91002","0","9011","20004","請打倒3次活動後篇的HARD Boss。","2","0","75","3","20002","10063","0","0","2","8","2"
"0","0","0","2","0","5036003","0","20003","0","5","6003","94002","0","8008","30001","請看活動劇情後篇第3話。","3","0","17500","1","23001","10063","0","0","2","12","10"
"0","0","0","2","0","112601","0","20003","0","5","501","94002","0","6011","30002","請將未央（NGs）的★提升到2。","3","0","20000","2","23001","0","0","0","2","12","10"
"0","0","0","2","0","0","0","20003","0","5","6002","94002","0","9006","30003","請重置3次討伐證交換。","3","0","22500","3","23001","10063","0","0","2","12","10"
"0","112601","0","2","0","1006302","0","31126","0","5","6007","91002","1","10000","30004","請將未央（NGs）編入隊伍，打倒活動後篇的HARD Boss。","3","0","100","1","20003","10063","0","0","2","8","2"
"0","0","0","2","0","5036005","0","20004","0","5","6003","94002","0","8008","40001","請看活動劇情後篇的結局。","4","0","25000","1","23001","10063","0","0","2","12","15"
"0","0","0","2","0","0","0","20004","0","5","6002","94002","0","9006","40002","請重置5次討伐證交換。","4","0","27500","5","23001","10063","0","0","2","12","15"
"0","0","0","2","0","1006203","0","20004","0","5","6010","94002","0","9011","40003","請打倒活動前篇的VERY HARD Boss。","4","0","30000","1","23001","10062","0","0","2","12","20"
"0","0","0","2","0","1006303","0","31126","0","20","6010","91002","0","9011","40004","請打倒活動後篇的VERY HARD Boss。","4","0","125","1","20004","10063","0","0","2","8","4"
