b6d70b23e7aaca5c18d3ad60efd8b38a39aabd6d9002017c72f5ccbd20f5b0d8,74a914c4ccb2ec604cf4ed4260792c31bacc33bc9dd00f76708e6eb56cd66677,d9c6648ae5b9f9e522d273ff1183231a918224610d65899c86a3f184bfa6b80f,469bc42de98e218e6c40ea3d2c3e5c450db436949fb07be97859ca15bab5f09a,9fe3572f0d854fdd27f1cd5ff5b0e146d5079f047907aa92153a73e1a8fc88c8,6a6c99a82c368e6743feff63c2f3460e857eca6af0aadada139dea6d9425d938,2ef4796081da8a2d155a80b8e201fc9e0141951efdb1720b1f38940e36b6e9bb,04cc4a6a580405648babfe8a7d39e2341b934ce382e654248333bc6b1c39ecb8,e8328808a8bf270b879a4fc48aa15db12d4268cb97091aebd6905cd0e866d5a7,050ce98464af6b251e1f6fea597cd09e66789cbe494301a1acbd79321177e5c3,4864984eb3e0aab0b8b744557f93b5f681300f87141ca055a6b8b4b6493d69d3,872f53527c961d71aa2c7b05cc70181a40815aff4e6906cb295f3765e0235fc7,4b5aa350e7a9ac5577006eba123d22ce40da2314bad2516fb7730b8afc2b883d,12977ff8328c585e2a030215156ca04d74386a7251afa3736cf19f2a0a93e1b0,a1e4c7861543d482163f93816536075bf28540e93519ddec5d8e3a33d7cb663e,315063b7296b78d6327261ec1692ae14ee4f5e184f93894c0b07f0b17487a522,ded01ffc5e4caa775ca42d2b80ff237e6cec68141a9470aa4ad30d14df1dfd1d,c99082dd9f9319933ac37ad91bdecbd8a8662fff37c708d57fe7cd791a3aa833,41f369baceca6ba09d2a8d343903b414c7213325b1ba62ec85ad17dcb35be244,bb12a33c0e903899846cd922d3251b8bfbfcc37dfe75b1a046552c4fad5ac216,9de2979748f0b828398e5273200361b99a91e5e7878de74e15d54bb77243d118,2605c6b268d81bdd74adaa28ff022c2911638ab3633d5d5408c14485b6ffa6df,569d4cc9f114fd9ffe6a8f4fb6e22068fb6e992c7e7708ca8c4228a84c584e7b,bb0ed740225e4f8733834b07e3f86f81f4ca38161d1692afa67ab07a47c6e95a,975e9abb4b73a3a93a75dbbbf3c40c04b1cbf73d3c1e91e8033cd5bb4bf12fe0,22eac9bee094c6eaef9de8202eae6654f152742baf5137c4af74b79dab8c6cd4,601c3d9c27de7528d17441ecefe760ec42ae4ea40a245a2e245be4653eef2518,8e993197a7a62f55356e4b245b2b51c6fc4ee2fe44cfe3f56b6f9680fe09159e,a530acaeaf38b261b2c6f05309da940a9397d296d08dc50e69fd5fb5c4e99a27
"100091","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31001001","0","99002","3100101","1","31001","0","0","1","1.2","0","0","0","0","0","0","0","0","100091"
"100092","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31001002","0","99002","3100101","2","31001","0","0","1","1.2","0","0","0","0","0","0","0","0","100092"
"100101","bgm_M06","100","bgm_M06","0.6","94002","40004","0","90","0","31001003","0","90002","3100102","3","31001","0","0","1","1.2","0","99002","0","0","0","0","0","0","100101"
"100102","bgm_M06","0","bgm_M06","0.65","94002","40001","0","90","0","31001004","0","99002","3100103","4","31001","0","0","1","1.2","0","0","0","0","0","0","0","0","100102"
"100102","bgm_M06","0","bgm_M06","0.7","94002","40001","0","90","0","31001005","0","99002","3100103","5","31001","0","0","1","1.2","0","0","0","0","0","0","0","0","100102"
"100102","bgm_M06","100","bgm_M06","0.75","94002","40004","0","90","0","31001006","0","90002","3100104","6","31001","0","0","1","1.2","0","99002","0","0","0","0","0","90005","100102"
"100722","bgm_M63","100","bgm_M63","1","94002","40004","0","90","0","31001007","0","90002","3100105","7","31001","0","0","3","1.2","0","99002","0","0","0","0","501010011","0","100722"
"100251","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31002001","0","99002","3100201","1","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100251"
"100252","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31002002","0","99002","3100201","2","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100252"
"100253","bgm_M06","200","bgm_M06","0.6","94002","40004","0","90","0","31002003","0","90002","3100202","3","31002","0","0","1","1.2","0","99002","0","0","0","0","0","0","100253"
"100254","bgm_M06","0","bgm_M06","0.65","94002","40001","0","90","0","31002004","0","99002","3100203","4","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100254"
"100255","bgm_M06","0","bgm_M06","0.7","94002","40001","0","90","0","31002005","0","99002","3100203","5","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100255"
"100256","bgm_M06","200","bgm_M06","0.75","94002","40004","0","90","0","31002006","0","90002","3100204","6","31002","0","0","1","1.2","0","99002","0","0","0","0","0","0","100256"
"100257","bgm_M06","0","bgm_M06","0.8","94002","40001","0","90","0","31002007","0","99002","3100205","7","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100257"
"100258","bgm_M06","0","bgm_M06","0.8","94002","40001","0","90","0","31002008","0","99002","3100205","8","31002","0","0","1","1.2","0","0","0","0","0","0","0","0","100258"
"100259","bgm_M06","200","bgm_M06","0.8","94002","40004","0","90","0","31002009","0","90002","3100206","9","31002","0","0","1","1.2","0","99002","0","0","0","0","0","90005","100259"
"100261","bgm_M63","200","bgm_M63","1","94002","40004","0","90","0","31002010","0","90002","3100207","10","31002","0","0","3","1.2","0","99002","0","0","0","0","501010021","0","100261"
"100291","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31003001","0","99002","3100301","1","31003","-50","0","1","1.2","0","0","0","0","0","0","0","0","100291"
"100292","bgm_M06","0","bgm_M06","0.4","94002","40001","0","90","0","31003002","0","99002","3100302","2","31003","-50","0","1","1.2","0","0","0","0","0","0","0","0","100292"
"100293","bgm_M06","300","bgm_M06","0.6","94002","40004","0","90","0","31003003","0","90002","3100302","3","31003","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100293"
"100291","bgm_M06","0","bgm_M06","0.65","94002","40001","0","90","0","31003004","0","99002","3100303","4","31003","-50","0","1","1.2","0","0","0","0","0","0","0","0","100291"
"100292","bgm_M06","300","bgm_M06","0.75","94002","40004","0","90","0","31003005","0","90002","3100303","5","31003","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100292"
"100294","bgm_M06","0","bgm_M06","0.75","94002","40001","0","90","0","31003006","0","99002","3100304","6","31003","-50","0","1","1.2","0","0","0","0","0","0","0","0","100294"
"100295","bgm_M06","300","bgm_M06","0.8","94002","40004","0","90","0","31003007","0","90002","3100304","7","31003","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100295"
"100296","bgm_M06","0","bgm_M06","0.85","94002","40001","0","90","0","31003008","0","99002","3100305","8","31003","-50","0","1","1.2","0","0","0","0","0","0","0","0","100296"
"100297","bgm_M06","300","bgm_M06","0.85","94002","40004","0","90","0","31003009","0","90002","3100307","9","31003","-50","0","1","1.2","0","99002","0","0","0","0","0","90005","100297"
"100313","bgm_M63","300","bgm_M63","1","94002","40004","0","90","0","31003010","0","90002","3100306","10","31003","-50","0","3","1.2","0","99002","0","0","0","0","501010031","0","100313"
"100271","bgm_M06","400","bgm_M06","0.7","94002","40004","0","90","0","31004001","0","90002","3100401","1","31004","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100271"
"100273","bgm_M06","400","bgm_M06","0.85","94002","40004","0","90","0","31004002","0","90002","3100401","2","31004","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100273"
"100274","bgm_M06","400","bgm_M06","0.9","94002","40004","0","90","0","31004003","0","90002","3100401","3","31004","-50","0","1","1.2","0","99002","0","0","0","0","0","0","100274"
"100277","bgm_M06","400","bgm_M06","1","94002","40004","0","90","0","31004004","0","90002","3100403","4","31004","-50","0","1","1.2","0","99002","0","0","0","0","0","90005","100277"
"100283","bgm_M63","400","bgm_M63","1","94002","40004","0","90","0","31004005","0","90002","3100402","5","31004","-50","0","3","1.2","0","99002","0","0","0","0","501010041","0","100283"
"101601","bgm_M06","500","bgm_M06","0.7","94002","40004","0","90","0","31005001","0","90002","3100501","1","31005","-50","0","1","1.2","0","99002","0","0","0","0","0","140001","101601"
"101601","bgm_M06","500","bgm_M06","0.85","94002","40004","0","90","0","31005002","0","90002","3100501","2","31005","-50","0","1","1.2","0","99002","0","0","0","0","0","140001","101601"
"101602","bgm_M06","600","bgm_M06","0.9","94002","40004","0","90","0","31005003","0","90002","3100501","3","31005","-50","0","1","1.2","0","99002","0","0","0","0","0","140001","101602"
"101602","bgm_M06","600","bgm_M06","1","94002","40004","0","90","0","31005004","0","90002","3100502","4","31005","-50","0","1","1.2","0","99002","0","0","0","90005","0","140001","101602"
"101611","bgm_M63","300","bgm_M63","1","94002","40004","0","90","0","31005005","0","90002","3100503","5","31005","-50","0","3","1.6","0","99002","0","0","0","0","501010051","140001","101611"
"102171","bgm_M06","600","bgm_M06","0.7","90002","40004","0","90","94002","31006001","0","99002","3100601","1","31006","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102171"
"102172","bgm_M06","600","bgm_M06","0.85","90002","40004","0","90","94002","31006002","0","99002","3100601","2","31006","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102172"
"102173","bgm_M06","800","bgm_M06","0.9","90002","40004","0","90","94002","31006003","0","99002","3100601","3","31006","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102173"
"102172","bgm_M06","800","bgm_M06","1","90002","40004","0","90","90005","31006004","0","99002","3100602","4","31006","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102172"
"102174","bgm_M63","400","bgm_M63","1","90002","40004","0","90","94002","31006005","0","99002","3100603","5","31006","-50","0","3","1.3","0","20000","0","0","0","25001","501010061","140001","102174"
"102741","bgm_M06","700","bgm_M06","0.7","90002","40004","0","90","94002","31007001","0","99002","3100701","1","31007","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102741"
"102742","bgm_M06","700","bgm_M06","0.85","90002","40004","0","90","94002","31007002","0","99002","3100701","2","31007","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102742"
"102743","bgm_M06","1000","bgm_M06","0.9","90002","40004","0","90","94002","31007003","0","99002","3100701","3","31007","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102743"
"102742","bgm_M06","1000","bgm_M06","1","90002","40004","0","90","90005","31007004","0","99002","3100702","4","31007","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","102742"
"102751","bgm_M63","500","bgm_M63","1","90002","40004","1","90","94002","31007005","0","99002","3100703","5","31007","-50","5.1","3","0.5","0","20000","0","1","0","25001","501010071","140001","102751"
"103002","bgm_M06","800","bgm_M06","0.7","90002","40004","0","90","94002","31008001","0","99002","3100801","1","31008","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103002"
"103002","bgm_M06","800","bgm_M06","0.85","90002","40004","0","90","94002","31008002","0","99002","3100801","2","31008","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103002"
"103002","bgm_M06","1200","bgm_M06","0.9","90002","40004","0","90","94002","31008003","0","99002","3100801","3","31008","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103002"
"103002","bgm_M06","1200","bgm_M06","1","90002","40004","0","90","90005","31008004","0","99002","3100802","4","31008","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103002"
"103001","bgm_M63","600","bgm_M63","1","90002","40004","1","90","94002","31008005","0","99002","3100803","5","31008","-50","2.9","4","1.3","0","20000","0","1","0","25001","0","140001","103001"
"103222","bgm_M06","900","bgm_M06","0.7","90002","40004","0","90","94002","31009001","0","99002","3100901","1","31009","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103222"
"103221","bgm_M06","900","bgm_M06","0.85","90002","40004","0","90","94002","31009002","0","99002","3100901","2","31009","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103221"
"103213","bgm_M06","1400","bgm_M06","0.9","90002","40004","0","90","94002","31009003","0","99002","3100901","3","31009","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103213"
"103211","bgm_M06","1400","bgm_M06","1","90002","40004","0","90","90005","31009004","0","99002","3100902","4","31009","-50","0","1","1.2","0","20000","0","0","0","25001","0","140001","103211"
"103232","bgm_M63","700","bgm_M63","1","90002","40004","1","90","94002","31009005","0","99002","3100903","5","31009","-50","2.9","6","1.3","1","20000","0","0","0","25001","0","140001","103232"
"103371","bgm_M06","1400","bgm_M06","1","90002","40004","1","90","94002","31010001","0","99002","3101001","1","31010","-50","0","3","1.1","1","20000","0","0","0","25001","501010105","140001","103371"
"103372","bgm_M06","1400","bgm_M06","1","90002","40004","1","90","94002","31010002","0","99002","3101001","2","31010","-50","0","3","1.2","1","20000","0","0","0","25001","501010106","140001","103372"
"103373","bgm_M06","1400","bgm_M06","1","90002","40004","1","90","94002","31010003","0","99002","3101001","3","31010","-50","0","3","1.6","1","20000","0","0","0","25001","501010107","140001","103373"
"103374","bgm_M06","1400","bgm_M06","1","90002","40004","1","90","90005","31010004","0","99002","3101002","4","31010","-50","0","3","1.1","1","20000","0","0","0","25001","501010108","140001","103374"
"103371","bgm_M63","800","bgm_M63","1","90002","40004","1","90","94002","31010005","0","99002","3101003","5","31010","-50","0","6","1.3","1","20000","0","0","0","25001","0","140001","103371"
