afda431171ef9ad7bc00ccb8698f14bee365c5993063e6c2511924b365b2e7e8,6ee5cfe81ae2bcdf10974dd392df3f236a3865547d169d9f652d2aee1b076bd5,c6a1f43d32f32c5e193e172e6f0563ff79148f9c9dfcb8e8e62790be95dca31e,3400ce52449d530060233a35701aa54998e3640253e52f2053467bfdfccb6ef6,6b721b6cc253b6e7757ef55d9a91dba81f0674ec0fb9db11be914d48b3a39efb,c306e2a666dba8d27208094a69a33b309f615a3dd59f299c4f69198c943b5dd6,c7fdca8c7cd09e4eb9246f2bb1e32f558b187fb82df4b277f4976743901bf220,9ebfe1d1a38e28f693e0de4027ed6d049bf97a23487a3ae5812b025b22b952fd,bd48945d5bfaf42975d204b547be3de65ea21b379cefac6dd1e7b3460edbfc34,8a84f0305904e2b1d86ec26caded49d10f8d1652005f50aa9160915d1e1523d4,609eb6daa31bb4c6ce5d76a98328dafb8f09e372818ce9c34caa8f4245293ae7
"50061","10001","10002","10003","10004","0","0","0","0","0","0"
"50067","10001","10002","10003","10005","0","0","0","0","0","0"
"50079","10001","10002","10003","10005","10006","0","0","0","0","0"
"50084","10001","10002","10003","10005","10006","10007","0","0","0","0"
"50094","10001","10002","10003","10005","10006","10007","10008","0","0","0"
"50108","10001","10002","10003","10005","10006","10007","10008","10009","0","0"
"50116","10001","10002","10003","10005","10006","10007","10008","10009","0","0"
"50119","10001","10002","10003","10005","10006","10007","10008","10009","10010","0"
"50129","10001","10002","10003","10005","10006","10007","10008","10009","10010","0"
"50140","10001","10002","10003","10005","10006","10007","10008","10009","10010","10011"
"50151","10002","10003","10005","10006","10007","10008","10009","10010","10011","10012"
"50162","10009","10010","10011","10012","10013","0","0","0","0","0"
"50172","10010","10011","10012","10013","10014","0","0","0","0","0"
"50183","10011","10012","10013","10014","10015","0","0","0","0","0"
"50190","10013","10014","10015","10007","10005","0","0","0","0","0"
"50195","10012","10013","10014","10015","10016","0","0","0","0","0"
"50200","10014","10015","10016","10003","10002","0","0","0","0","0"
"50217","10013","10014","10015","10016","10017","0","0","0","0","0"
"50231","10015","10016","10017","10010","10009","0","0","0","0","0"
"50237","10014","10015","10016","10017","10018","0","0","0","0","0"
"50248","10019","0","0","0","0","0","0","0","0","0"
"50261","10011","0","0","0","0","0","0","0","0","0"
"50267","10020","0","0","0","0","0","0","0","0","0"
"50278","10021","0","0","0","0","0","0","0","0","0"
"50291","10006","0","0","0","0","0","0","0","0","0"
"50298","10022","0","0","0","0","0","0","0","0","0"
"50309","10023","0","0","0","0","0","0","0","0","0"
"50321","10024","0","0","0","0","0","0","0","0","0"
