7d4d4a904c6c2016a25183fdf4e1c505cde2217a5d37ce06afb3ab88dccf1dea,f6131e3357273c13762293a9a69df6b6cdd20fd7108ef09fcd5fc66cb2af35bd,f98765940b2364bbbbd835653e4246874ea725fc770bfaaf6e802234996681da,5e75ec9a0aec3b935b377406308cf0e2cefb216c6d6a7dd36b57ad5e17c791de,6cc542a958a9d8efcb9cd0307d492ed231f7f57f2a6721f965b39ce7a5794dbd,c680f9850d2965458872b489a26c4774c7a80c669df8a887e147eb6d71b585c7,157e40704259f315d11479012ed9bf5b1b46d74b96024edc630233c03a225fdc
"306700","1001101","0","1","0","1","81001105"
"306700","1001102","0","1","0","1","81001106"
"306800","1001201","0","1","0","1","81001205"
"306800","1001202","0","1","0","1","81001206"
"307000","1001301","0","1","0","1","81001305"
"307000","1001302","0","1","0","1","81001306"
"307500","1001401","0","1","0","1","81001405"
"307500","1001402","0","1","0","1","81001406"
"307300","1001501","0","1","0","1","81001505"
"307300","1001502","0","1","0","1","81001506"
"307700","1001601","0","1","0","1","81001605"
"307700","1001602","0","1","0","1","81001606"
"307400","1001701","0","1","0","1","81001705"
"307400","1001702","0","1","0","1","81001706"
"307900","1001801","0","1","0","1","81001805"
"307900","1001802","0","1","0","1","81001806"
"307800","1001901","0","1","0","1","81001905"
"307800","1001902","0","1","0","1","81001906"
"308100","1002001","0","1","0","1","81002005"
"308100","1002002","0","1","0","1","81002006"
"308000","1002101","0","1","0","1","81002101"
"308000","1002102","0","1","0","1","81002102"
"308300","1002201","0","1","0","1","81002205"
"308300","1002202","0","1","0","1","81002206"
"308200","1002301","0","1","0","1","81002301"
"308200","1002302","0","1","0","1","81002302"
"304705","1002401","0","1","0","1","81002405"
"304705","1002402","0","1","0","1","81002406"
"308400","1002501","0","1","0","1","81002501"
"308400","1002502","0","1","0","1","81002502"
"305004","1002601","0","1","0","1","81002605"
"305004","1002602","0","1","0","1","81002606"
"308600","1002701","0","1","0","1","81002701"
"308600","1002702","0","1","0","1","81002702"
"305205","1002801","0","1","0","1","81002805"
"305205","1002802","0","1","0","1","81002806"
"309300","1002901","0","1","0","1","81002901"
"309300","1002902","0","1","0","1","81002902"
"305500","1003001","0","1","0","1","81003005"
"305500","1003002","0","1","0","1","81003006"
"310000","1003101","0","1","0","1","81003101"
"310000","1003102","0","1","0","1","81003102"
"306000","1003201","0","1","0","1","81003205"
"306000","1003202","0","1","0","1","81003206"
"310300","1003301","0","1","0","1","81000605"
"310300","1003302","0","1","0","1","81003301"
"306700","1003401","0","1","0","1","81001105"
"306700","1003402","0","1","0","1","81001106"
"310500","1003501","0","2.5","0","2.5","100021"
