182eb002bb556cda45f514919bbd354542b0b010ac0d176631ce4574cec1709b,559ae882e18bdb081cbddf3626dfe8940cc82c380d2a45201c5876520ff7a41f,b3644070ac9472612b065245ed6a10605f2e05aed80ee4c741dac7b95bc47341,1b620542bbf76d88567c210524f522fe3e05afe2514d87558a2cafe7af22531e,b84d4901e312db13b9cc33e3e55ec8b1d61a1e49eb95a6b6aa14a52d27e389a2,5d5c15ac2c069a566c9d2ecae0b98724f3f49af4db0a9bc2d55d04d8c6c08f16,b083b3e721c7f0e327f57c1019f25e9aafe40139f26406e9e20bfd9afd099a00,f87d2550b0f7aa289b20440a7db41aee7f8365317b4b91d4cb8a755ac650adb3
"2030-04-01 14:00:00","1000","準備了各式各樣的\n小遊戲哦！\n要遊玩哪個小遊戲呢？","190801","2020-06-22 16:00:00","13","1000001","0"
"2030-04-01 14:00:00","1000","介紹你有趣的小遊戲！\n你要遊玩哪個\n小遊戲呢？","190801","2020-06-22 16:00:00","13","1000002","0"
"2030-04-01 14:00:00","1001","這個賣\n{0}盧幣！\n請務必購買\n遊玩哦！","190801","2020-06-22 16:00:00","13","1001001","0"
"2030-04-01 14:00:00","1002","請點擊動來動去的愛心！\n來幫忙\n靜流和惠理子\n製作巧克力蛋糕吧！","190801","2020-06-22 16:00:00","12","1002001","0"
"2030-04-01 14:00:00","1003","請拉空花，\n讓她飛得越遠越好吧！\n利用各種事件讓空花\n得到絕頂體驗吧！","190801","2020-06-22 16:00:00","11","1003001","0"
"2030-04-01 14:00:00","1004","點擊左邊右邊，\n打倒奄美魔物吧！\n釋放！\n琉球犬大迴旋踢擊！","190801","2020-06-22 16:00:00","3","1004001","0"
"2030-04-01 14:00:00","1005","要不要點擊面板，\n和龍族巢穴的大家一起\n進行接龍對決？\n用韻腳把字詞連接起來吧！","190801","2020-06-22 16:00:00","7","1005001","0"
"2030-04-01 14:00:00","1006","配合老鼠靈敏的動作，\n點擊擊退牠吧！\n和充滿幹勁的鈴一起\n保護重要的起司吧！","190801","2020-09-01 16:00:00","2","1006001","0"
"2030-04-01 14:00:00","1007","這是美里與社員們的\n打擊特訓喔！\n以全壘打為目標，\n看準擊球時機把球打出去吧。","190801","2021-01-06 16:00:00","4","1007001","0"
"2030-04-01 14:00:00","1008","使用慈樂之音代幣\n來獲得加油道具吧！\n代幣可以用盧幣來交換喔。\n","190801","2022-01-03 16:00:00","6","1008001","0"
"2030-04-01 14:00:00","1009","試著在布丁筆記本中確認\n吃掉的布丁吧！\n布丁的材料可以使用\n盧幣購買喔。","190801","2022-04-25 16:00:00","13","1009001","0"
"2030-04-01 14:00:00","1010","小隊一起來挑戰謎題看看吧！\n看是要單獨試試自己的實力，還是要和多\n位夥伴一起遊玩，請選擇\n喜歡的模式吧♪","190801","2022-08-01 16:00:00","4","1010001","0"
"2030-04-01 14:00:00","1011","在3個回合內盡情奔馳，\n以綜合排名第１名為目標吧！\n各參加角色與GP的特徵，\n也是值得注目喔♪","190801","2022-11-25 16:00:00","6","1011001","0"
"2030-04-01 14:00:00","1012","跟凱留同學、鈴奈同學一起\n用猜謎來學習吧！\n放學後兩個人單獨待在教室……\n總覺得很令人怦然心動呢♪","190801","2024-01-17 16:00:00","6","1012001","0"
"2030-04-01 14:00:00","1013","開始行軍，出發討伐魔物！\n惠理子小姐和真琴小姐她們\n那可靠的背影，\n真是令新兵們十分景仰呢♪","190801","2024-08-15 16:00:00","6","1013001","0"
