e887ed3e603511325acffdd4f18e52fb68f69cdde3b4b52cff4c394703f8d500,a9f89220f964fca378de3a9df87fe6d3226e7f57b645a26709aa0a79ea1f9043,c2a412990f70476a6657095c81a1cb5b48200a32a5782a756b3d8068b39fce10,00c0ceb93d929700e6027a4074cfe3a089f5af704366dd4f790fbbd03ed60ecb,cc42e65111b4444e649870d74265a00933140c2d71178c96da2ef49c8ef096a5,94677526d17a68b967d9a8ae642a7b00322836c34c8e72654754631baeaabb14,83f744f6b457624cf8147ec74174818c5a0f3be23015da3c742787d83a888ae6,7c865fb51d7b53041cf3c150a0f95f8c71cf122f326245abda7dad2d007dd7a1,6b428e38647d8d35da09f7e0b7fb3efa69229d0b6198fd9498a55ba12c6a60bf,4ab4524d877b7f732014ba5b4129f59d4ea4dd2f9c6ec4f523f0099190e3a66d,1efd0308cda14ff028531d548e288d223ce7801b16a776b78984832f079add8b
"1013","1","1","1","1","0","通關難度1以上1次","2","1","1","3"
"1013","2","1","2","2","0","通關難度2以上1次","2","2","1","5"
"1013","3","1","3","3","0","通關難度3以上1次","2","3","1","5"
"1013","4","1","4","4","0","通關難度4以上1次","2","4","1","5"
"1013","5","1","5","5","0","通關難度5 1次","2","5","1","5"
"1013","6","1","0","6","0","累積收集10個迷宮遺物","3","6","10","0"
"1013","7","1","0","7","0","累積收集50個迷宮遺物","3","7","50","0"
"1013","8","1","0","8","0","累積收集100個迷宮遺物","3","8","100","0"
"1013","9","1","0","9","0","累積邀請10名角色","4","9","10","0"
"1013","10","1","0","10","0","累積邀請50名角色","4","10","50","0"
"1013","11","1","0","11","0","累積邀請100名角色","4","11","100","0"
"1013","12","1","0","12","0","累積邀請150名角色","4","12","150","0"
"1013","13","1","0","13","0","以始源強化解放1個節點","5","13","1","0"
"1013","14","1","0","14","0","以始源強化解放5個節點","5","14","5","0"
"1013","15","1","0","15","0","以始源強化解放10個節點","5","15","10","0"
"1013","16","1","0","16","0","以始源強化解放15個節點","5","16","15","0"
"1013","17","1","0","17","0","以始源強化解放20個節點","5","17","20","0"
"1013","18","1","0","18","0","以始源強化解放25個節點","5","18","25","0"
"1013","19","1","0","19","0","以始源強化解放30個節點","5","19","30","0"
"1013","20","1","0","20","0","以始源強化解放40個節點","5","20","40","0"
"1013","21","1","2","21","0","通關難度2以上3次（不含掃蕩）","2","21","3","5"
"1013","22","1","2","22","0","通關難度2以上5次（不含掃蕩）","2","22","5","5"
"1013","23","1","2","23","0","通關難度2以上10次（不含掃蕩）","2","23","10","5"
"1013","24","1","2","24","0","通關難度2以上12次（不含掃蕩）","2","24","12","5"
"1013","25","1","2","25","0","通關難度2以上14次（不含掃蕩）","2","25","14","5"
"1013","26","1","2","26","0","通關難度2以上16次（不含掃蕩）","2","26","16","5"
"1013","27","1","2","27","0","通關難度2以上18次（不含掃蕩）","2","27","18","5"
"1013","28","1","2","28","0","通關難度2以上20次（不含掃蕩）","2","28","20","5"
"1013","29","1","0","29","0","以累積邀請20名以上角色的狀態通關","6","29","1","20"
"1013","30","1","0","30","0","以累積邀請25名以上角色的狀態通關","6","30","1","25"
"1013","31","1","0","31","0","以累積邀請30名以上角色的狀態通關","6","31","1","30"
"1013","32","1","0","32","0","以持有15個以上迷宮遺物的狀態通關","8","32","1","15"
"1013","33","1","0","33","0","以持有20個以上迷宮遺物的狀態通關","8","33","1","20"
"1013","34","1","0","34","0","以持有25個以上迷宮遺物的狀態通關","8","34","1","25"
"1014","35","2","3","35","1","【美食殿堂】通關難度3以上1次","2","35","1","5"
"1014","36","2","4","36","1","【美食殿堂】通關難度4以上1次","2","36","1","5"
"1014","37","2","5","37","1","【美食殿堂】通關難度5 1次","2","37","1","5"
"1014","38","2","3","38","2","【破曉之星】通關難度3以上1次","2","38","1","5"
"1014","39","2","4","39","2","【破曉之星】通關難度4以上1次","2","39","1","5"
"1014","40","2","5","40","2","【破曉之星】通關難度5 1次","2","40","1","5"
"1014","41","2","3","41","3","【咲戀育幼院】通關難度3以上1次","2","41","1","5"
"1014","42","2","4","42","3","【咲戀育幼院】通關難度4以上1次","2","42","1","5"
"1014","43","2","5","43","3","【咲戀育幼院】通關難度5 1次","2","43","1","5"
"1014","44","2","3","44","4","【王宮騎士團】通關難度3以上1次","2","44","1","5"
"1014","45","2","4","45","4","【王宮騎士團】通關難度4以上1次","2","45","1","5"
"1014","46","2","5","46","4","【王宮騎士團】通關難度5 1次","2","46","1","5"
"1014","47","2","3","47","5","【拉比林斯】通關難度3以上1次","2","47","1","5"
"1014","48","2","4","48","5","【拉比林斯】通關難度4以上1次","2","48","1","5"
"1014","49","2","5","49","5","【拉比林斯】通關難度5 1次","2","49","1","5"
