563b9c678bbb67d918ab518ea81efd2af0a2bdf4f5afb59d8a8f108dd1be45bb,3537932083ea19eda1ea7e2791c0707dc8fc4dedf86af446731957cd0c2ed035,8651dae61fda31173cab00cd75e2f2b8f285313283b2b03ebf0730f801ccaf98,283821a723aa27a6a612e496d4476978b2f99a515a9d6684d14440e7c887e4b9,4686b49e08a35f26d46335b247b35568305422bd213b4c0ce14de9a66dba68b5,b38528bed76c82986e553d8190a718a670afe60cdc099fbda693c7b5e2c2e9b7,118f318daa8c01fe6d53dbce7e5de3bb240735949a4d62333ef9b48462fb9d69,858fd329ea36aaf197f23e9f6bd561cfec1944275214be1b7070f3441bf002df,c88468a327efc12c9c297822c4ecca95741701a0d539745a2bb21d8f1ac5ebc3,8cd24556dfddb8ca0caf28bd4ac41b5e2a8d6eebbc49cbda79ad146d095dc630,d6d2419f11f9fd5b4332d768f65537e7a9b94a1299b565f66a662458e7d0aa55,a55f6ac2e5df4784053e7ba9ba08a25f11f0d4d530a267acac6743e253e104d5,765688db015b533bb18dbb97e105657dc7fba9f8556455d68f51b2eecfe1c1dd,440b376618ac40292338fe9de9a19b1d6f3bd1a06beeaeab02213ed4c53fa105,dbc6a2d3b6e7bfd725bb48e5fc3701bea8432fada2ccfcb3399226e55e5bff23
"0","0","0","0","我是日向♪\n今天也要精神十足的加油喔♪","1001","騎士先生\n我們過去幫忙吧～","1","1","春咲 日和","0","2","喔！\n發現那裡有正在傷腦筋的人！","1","1.4"
"0","0","0","0","跟大家一樣\n我也必須變強一點","1002","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1","1","草野 優衣","0","2","希望可以\n守護重要的人…","1","1.4"
"0","0","0","0","要不要試試看擊劍呢？","1003","都可以藉稍微受到磨練喔。","1","1","士條 怜","0","2","你所需要的注意力與感受","1","1.4"
"0","0","0","0","那個，哥哥！","1004","禊我啊，\n想要玩躲貓貓！","1","1","穗高 禊","0","2","今天要玩些什麼呢？","1","1.5"
"0","0","0","0","我是風宮 茜里","1006","你要跟我…\n一起去嗎？","1","1","風宮 茜里","0","2","那個…","1","1.4"
"0","0","0","0","我是出雲 宮子ー","1007","我對於食物的怨念可是很恐怖的ー","1","1","出雲 宮子","0","2","我想吃布丁ー","1","1.5"
"0","0","0","0","我是虹村雪。","1008","沒關係。\n被人看，也是我的命運…","1","1","虹村 雪","0","2","你也是因為我的美貌\n而吸引過來的吧。","1","1.4"
"0","0","0","0","哼…你聽到了可不要後悔！","1009","人稱「疾風之冥姬」!!","1","1","柊 杏奈","0","2","我真正的名字是\n安妮羅潔·馮·修特帕魯！","1","1.4"
"0","0","0","0","我是真步真步王國的公主，\n真步公主","1010","真的謝謝你了～♪","1","1","姫宮 真步","0","2","兔子先生，\n你讓我遇到命運中的王子","1","1.5"
"0","0","0","0","我是衣之咲璃乃！","1011","被我遇到了\n算你命大～！","1","1","衣之咲 璃乃","0","2","為了找尋我那離別的哥哥，\n經歷了許多世界！","1","1.4"
"0","0","0","0","我是初音，\n我還蠻強的喔。\nYeah☆","1012","…拜託！\n不要跟任何人說啊～！","1","1","柏崎 初音","0","2","什、什麼超能力…\n那是什麼東西呢～？","1","1.4"
"0","0","0","0","你好！\n我是美波鈴奈呦～♪","1016","秀才真的是\nGF（Ｇood feeling）～♪","1","1","美波 鈴奈","0","2","勉強算是女子高中生模特兒的時尚教主！","1","1.4"
"0","0","0","0","你好啊。\n我是喜屋武香織ー。","1017","可是，沖繩也是個好地方喔ー","1","1","喜屋武 香織","0","2","東京就像個遊樂園的地方啊ー","1","1.4"
"0","0","0","0","我是支倉伊緒。","1018","所以就叫我伊緒吧。","1","1","支倉 伊緒","0","2","還是不太習慣\n被稱作為老師","1","1.4"
"0","0","0","0","什麼…？\n美美，\n不懂太複雜的事情…","1020","不要放美美一個人啊～","1","1","茜 美美","0","2","啊！哥哥～\n等一下啊～","1","1.5"
"0","0","0","0","啊…那個…我是…\n栗…林… 胡桃…","1021","哇啊啊啊啊啊……","1","1","栗林 胡桃","0","2","那個……\n咦……","1","1.5"
