95e1265fa9bf6e5d48b8b49db6f66bf1e6ed96aff4b0c12bf586066ecdc2dfda,b879396992bed8837a36de53de48fb1092850b92d022510d9852902132d35596,a20ab752e52108651099aca6debdda66f8a8039afdce6796f27cf9f00211be1c,fcd827cf2dd8e6093cc2240403c2e60abdcb54b3c7e133532cc4783a8070126c,0948755b167636bcde7aec507c4859c0d794fbd4c3f2259a034987b71a59b484,17f64f81ac2afc8857abe93002b65457d6cb80987d331bb92d608ae1c1a8382a,9a32475e148fce98756ef159969c0d0ea574748bb21b135072d22a870d7c3132,ff37bd998321b731ac8eb478891b70497ed67b29f5d29456d2bf78fbfcd86d45,2295dd037b1eebd6f0368466aa57df58c40b8263a5f7fe5769662f7db2c93311,4ae21349461b880fb113fe7792c7489a1a477bcba94d0a413c1f0401e250d5dd,d0d69d71faf4871dea8cdbe25f3d4bb7900a26ed0f8ae80b3925191e1eba21b5,5abc633ba9b59c1ccf7644d6079267b221e22eabe184f4b8e038a53833d69c48,dd329f47bebc3fb2b26b973c7746a8b58e1e2079a76d8e133c01880287c70c35,82c724c9105d627f46dbe6264e2a5fb035a8885e83446675a68731821b090a85,4d378010a9e421289a951ce44992678026da5b348a6c4a43e232563986060c10
"0","0","2","騎士先生\n我們過去幫忙吧～","1","0","1001","1.4","喔！\n發現那裡有正在傷腦筋的人！","0","我是日向♪\n今天也要精神十足的加油喔♪","1","0","1","春咲 日和"
"0","0","2","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1","0","1002","1.4","希望可以\n守護重要的人…","0","跟大家一樣\n我也必須變強一點","1","0","1","草野 優衣"
"0","0","2","都可以藉稍微受到磨練喔。","1","0","1003","1.4","你所需要的注意力與感受","0","要不要試試看擊劍呢？","1","0","1","士條 怜"
"0","0","2","禊我啊，\n想要玩躲貓貓！","1","0","1004","1.5","今天要玩些什麼呢？","0","那個，哥哥！","1","0","1","穗高 禊"
"0","0","2","你要跟我…\n一起去嗎？","1","0","1006","1.4","那個…","0","我是風宮 茜里","1","0","1","風宮 茜里"
"0","0","2","我對於食物的怨念可是很恐怖的ー","1","0","1007","1.5","我想吃布丁ー","0","我是出雲 宮子ー","1","0","1","出雲 宮子"
"0","0","2","沒關係。\n被人看，也是我的命運…","1","0","1008","1.4","你也是因為我的美貌\n而吸引過來的吧。","0","我是虹村雪。","1","0","1","虹村 雪"
"0","0","2","人稱「疾風之冥姬」!!","1","0","1009","1.4","我真正的名字是\n安妮羅潔·馮·修特帕魯！","0","哼…你聽到了可不要後悔！","1","0","1","柊 杏奈"
"0","0","2","真的謝謝你了～♪","1","0","1010","1.5","兔子先生，\n你讓我遇到命運中的王子","0","我是真步真步王國的公主，\n真步公主","1","0","1","姫宮 真步"
"0","0","2","被我遇到了\n算你命大～！","1","0","1011","1.4","為了找尋我那離別的哥哥，\n經歷了許多世界！","0","我是衣之咲璃乃！","1","0","1","衣之咲 璃乃"
"0","0","2","…拜託！\n不要跟任何人說啊～！","1","0","1012","1.4","什、什麼超能力…\n那是什麼東西呢～？","0","我是初音，\n我還蠻強的喔。\nYeah☆","1","0","1","柏崎 初音"
"0","0","2","秀才真的是\nGF（Ｇood feeling）～♪","1","0","1016","1.4","勉強算是女子高中生模特兒的時尚教主！","0","你好！\n我是美波鈴奈呦～♪","1","0","1","美波 鈴奈"
"0","0","2","可是，沖繩也是個好地方喔ー","1","0","1017","1.4","東京就像個遊樂園的地方啊ー","0","你好啊。\n我是喜屋武香織ー。","1","0","1","喜屋武 香織"
"0","0","2","所以就叫我伊緒吧。","1","0","1018","1.4","還是不太習慣\n被稱作為老師","0","我是支倉伊緒。","1","0","1","支倉 伊緒"
"0","0","2","不要放美美一個人啊～","1","0","1020","1.5","啊！哥哥～\n等一下啊～","0","什麼…？\n美美，\n不懂太複雜的事情…","1","0","1","茜 美美"
"0","0","2","哇啊啊啊啊啊……","1","0","1021","1.5","那個……\n咦……","0","啊…那個…我是…\n栗…林… 胡桃…","1","0","1","栗林 胡桃"
"0","0","2","總之先謝謝你！","1","0","1022","1.4","為了我，\n浪費那麼寶貴的時間，","0","我是風宮依里。\n啊啊啊啊啊！","1","0","1","風宮 依里"
"0","0","2","我想要去這裡ー\n快一點、快一點ー","1","0","1023","1.5","哥哥要去哪裡呢？\n什麼？","0","我是綾音！\n我跟噗吉一起跟著你吧！","1","0","1","北條 綾音"
"0","0","2","不對，好像怪怪的…\n啊啊啊，對不起！","1","0","1025","1.4","雖然我還不夠成熟，\n接下來還請您多多…，","0","哇…哇…，\n我叫做天野鈴莓！","1","0","1","天野 鈴莓"
