810644885a85ad19883e538f8552eeb0df432d28bc09b5c1def932f8a335a76f,06a575b12ffc638559155fa350d823d3c085e23c09069d402dd0d1607f7aa5e9,72020fd26b3fc85d5d3130963792987d96ff2b8cd220a8b039177274d069747b,d1255aec6330d38cf9e46d9b15b1c32c29e210cd3a009f88fbd2d6c3e7b043a9,df20a21de3d1c091c8b9072de784a162779ccf356ead5afb77f38ee04704950d
"100","101001","3","3001","200"
"100","101101","3","3001","200"
"100","101401","3","3001","200"
"100","101701","3","3001","200"
"100","102601","3","3001","200"
"100","103301","3","3001","200"
"100","103801","3","3001","200"
"100","104301","3","3001","200"
"100","104901","3","3001","200"
"100","105201","3","3001","200"
"100","105501","3","3001","200"
"100","106501","3","3001","200"
"100","106601","3","3001","200"
"100","109101","3","3001","200"
"100","110401","3","3001","200"
"100","110501","3","3001","200"
"100","110601","3","3001","200"
"100","112201","3","3001","200"
"100","112301","3","3001","200"
"100","112701","3","3001","200"
"100","112801","3","3001","200"
"100","112901","3","3001","200"
"100","113001","3","3001","200"
"100","115701","3","3001","200"
"100","115801","3","3001","200"
"100","115901","3","3001","200"
"100","116001","3","3001","200"
"100","116501","3","3001","200"
"100","116601","3","3001","200"
"100","117101","3","3001","200"
"100","117701","3","3001","200"
"100","119201","3","3001","200"
"100","119301","3","3001","200"
"100","121501","3","3001","200"
"100","121601","3","3001","200"
"100","123101","3","3001","200"
"100","123501","3","3001","200"
"100","180701","3","3001","200"
"100","100601","3","3002","200"
"100","100701","3","3002","200"
"100","101101","3","3002","200"
"100","102201","3","3002","200"
"100","102801","3","3002","200"
"100","103101","3","3002","200"
"100","103201","3","3002","200"
"100","104401","3","3002","200"
"100","108101","3","3002","200"
"100","108201","3","3002","200"
"100","110301","3","3002","200"
"100","111701","3","3002","200"
"100","112901","3","3002","200"
"100","113701","3","3002","200"
"100","113801","3","3002","200"
"100","114401","3","3002","200"
"100","114501","3","3002","200"
"100","119301","3","3002","200"
"100","119901","3","3002","200"
"100","120901","3","3002","200"
"100","122001","3","3002","200"
"100","124001","3","3002","200"
"100","124101","3","3002","200"
"100","180901","3","3002","200"
"100","100401","3","3003","200"
"100","102001","3","3003","200"
"100","102101","3","3003","200"
"100","102301","3","3003","200"
"100","102501","3","3003","200"
"100","102801","3","3003","200"
"100","103601","3","3003","200"
"100","107701","3","3003","200"
"100","108501","3","3003","200"
"100","108601","3","3003","200"
"100","110301","3","3003","200"
"100","111101","3","3003","200"
"100","111201","3","3003","200"
"100","111301","3","3003","200"
"100","112101","3","3003","200"
"100","114501","3","3003","200"
"100","118101","3","3003","200"
"100","121301","3","3003","200"
"100","122701","3","3003","200"
"100","122801","3","3003","200"
"100","122901","3","3003","200"
"100","123201","3","3003","200"
"100","180801","3","3003","200"
"100","180901","3","3003","200"
"100","101201","3","3004","200"
"100","101501","3","3004","200"
"100","101601","3","3004","200"
"100","101801","3","3004","200"
"100","105001","3","3004","200"
"100","105801","3","3004","200"
"100","105901","3","3004","200"
"100","106001","3","3004","200"
"100","106401","3","3004","200"
"100","107501","3","3004","200"
"100","107601","3","3004","200"
"100","107801","3","3004","200"
"100","108301","3","3004","200"
"100","110001","3","3004","200"
"100","110101","3","3004","200"
"100","111801","3","3004","200"
"100","111901","3","3004","200"
"100","112001","3","3004","200"
"100","113401","3","3004","200"
"100","113501","3","3004","200"
"100","115501","3","3004","200"
"100","117901","3","3004","200"
"100","119001","3","3004","200"
"100","120701","3","3004","200"
"100","121001","3","3004","200"
"100","121101","3","3004","200"
"100","121401","3","3004","200"
"100","180401","3","3004","200"
"100","180501","3","3004","200"
"100","180601","3","3004","200"
"100","180701","3","3004","200"
"100","100501","3","3005","200"
"100","101401","3","3005","200"
"100","101801","3","3005","200"
"100","103701","3","3005","200"
"100","103801","3","3005","200"
"100","104501","3","3005","200"
"100","104701","3","3005","200"
"100","104901","3","3005","200"
"100","105301","3","3005","200"
"100","109101","3","3005","200"
"100","109501","3","3005","200"
"100","110101","3","3005","200"
"100","112201","3","3005","200"
"100","112301","3","3005","200"
"100","113601","3","3005","200"
"100","114101","3","3005","200"
"100","114201","3","3005","200"
"100","114301","3","3005","200"
"100","115701","3","3005","200"
"100","117101","3","3005","200"
"100","118001","3","3005","200"
"100","119001","3","3005","200"
"100","119101","3","3005","200"
"100","123601","3","3005","200"
"100","123901","3","3005","200"
"100","180701","3","3005","200"
"100","100801","3","3006","200"
"100","100901","3","3006","200"
"100","101301","3","3006","200"
"100","102701","3","3006","200"
"100","103001","3","3006","200"
"100","104501","3","3006","200"
"100","105101","3","3006","200"
"100","105301","3","3006","200"
"100","105501","3","3006","200"
"100","105601","3","3006","200"
"100","105701","3","3006","200"
"100","106301","3","3006","200"
"100","109001","3","3006","200"
"100","109201","3","3006","200"
"100","109301","3","3006","200"
"100","109401","3","3006","200"
"100","109501","3","3006","200"
"100","109601","3","3006","200"
"100","111401","3","3006","200"
"100","113001","3","3006","200"
"100","113101","3","3006","200"
"100","113201","3","3006","200"
"100","113301","3","3006","200"
"100","114201","3","3006","200"
"100","117001","3","3006","200"
"100","117501","3","3006","200"
"100","117601","3","3006","200"
"100","117801","3","3006","200"
"100","119101","3","3006","200"
"100","120801","3","3006","200"
"100","121501","3","3006","200"
"100","121901","3","3006","200"
"100","122301","3","3006","200"
"100","123701","3","3006","200"
"100","102901","3","3007","200"
"100","103201","3","3007","200"
"100","103401","3","3007","200"
"100","104001","3","3007","200"
"100","104201","3","3007","200"
"100","104601","3","3007","200"
"100","104801","3","3007","200"
"100","105401","3","3007","200"
"100","107901","3","3007","200"
"100","108001","3","3007","200"
"100","108401","3","3007","200"
"100","110701","3","3007","200"
"100","110801","3","3007","200"
"100","110901","3","3007","200"
"100","111001","3","3007","200"
"100","111601","3","3007","200"
"100","113901","3","3007","200"
"100","114401","3","3007","200"
"100","114601","3","3007","200"
"100","116201","3","3007","200"
"100","116301","3","3007","200"
"100","116401","3","3007","200"
"100","116701","3","3007","200"
"100","116801","3","3007","200"
"100","116901","3","3007","200"
"100","117201","3","3007","200"
"100","117301","3","3007","200"
"100","117401","3","3007","200"
"100","118501","3","3007","200"
"100","122101","3","3007","200"
"100","122201","3","3007","200"
"100","180901","3","3007","200"
