8bba6fedb94ed580ea75d7fa8f3971962ebb9f495a616df47dcc8218dcba969c,f3ae68b777269c01458632d36f5fc1c3a9e381e9cfc10f3f85506920cab349a3,3c6e3107608cf75b29bc37a5cc99aad50910c465c628ac43dbaa7fbad341c1c6,94936a5c8201f9d88b4cbd967c9228e7f9008935f591c57b286924737814cb4c,33edb8e07a5ee8ec91e9799a6270546a088f7c9dfbbb6ce243c70810dc0c5ad3,600d8c7b81308e07f2ac142a0b16d4e1f310b2325d98a26669a713160e1dab19,069cbc38a474cf57c06c2d643b3d46f587dbd245ba564740855128e659709de2,0caaf83d5407fcc6338310b09938d7c5dfe3b07cb4d2e903a8be07ecbdd12707,7a0e53c741eaf28c94c0cef98b7659f20efa344e12cbda4e07fd991a1e1ad901,70865e6d497b3d75dfe5bef5972f41ec0a120ff236487864fa62c15b4e6ee8a3,e6cc153c9ce21c31df0af9f5b88724fbb1b01f129c3938c4a0f281b2c529942c,a5b3168318acda663cb4c9253a178e21835cf19e3876acb9dd9c01508b793da2,536053e54bf7b7a0a0bb0774d2e2fff3250383c68b94a3eced67cbfdae590d59,671ca8ee0af8ba4228bf9fe2703cd1d21f872c61e323c391f68b9bc62d6b9f25,12090483f9efe2406a1f50b98be9ceb15b5bf352abf39effde720119416c8827,28982a2c4ca04fe8901ce20d8ead3944a4f3bd7f1d154728c1fbaa095ba90ca4
"2","400","50","8","2","91002","200","94002","500000","10","1001001","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001002","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001003","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001004","25014","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001005","25015","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001006","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001007","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001008","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001009","25014","25021","90008","12","2"
"2","400","10","8","2","91002","200","94002","500000","10","1001010","25015","25001","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001011","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001012","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001013","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001014","25014","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1001015","25015","25021","90008","12","2"
"2","0","50","8","2","91002","200","94002","500000","10","1001016","0","25021","90008","12","0"
"2","0","50","8","2","91002","200","94002","500000","10","1001017","0","25021","90008","12","0"
"2","0","50","8","2","91002","200","94002","500000","10","1001018","0","25021","90008","12","0"
"2","400","50","8","2","91002","200","94002","500000","10","1002001","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002002","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002003","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002004","25014","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002005","25015","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002006","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002007","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002008","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002009","25014","25021","90008","12","2"
"2","400","10","8","2","91002","200","94002","500000","10","1002010","25015","25001","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002011","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002012","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002013","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002014","25014","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1002015","25015","25021","90008","12","2"
"2","0","50","8","2","91002","200","94002","500000","10","1002016","0","25021","90008","12","0"
"2","0","50","8","2","91002","200","94002","500000","10","1002017","0","25021","90008","12","0"
"2","0","50","8","2","91002","200","94002","500000","10","1002018","0","25021","90008","12","0"
"2","400","50","8","2","91002","200","94002","500000","10","1003001","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003002","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003003","25013","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003004","25014","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003005","25015","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003006","25011","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003007","25012","25021","90008","12","2"
"2","400","50","8","2","91002","200","94002","500000","10","1003008","25013","25021","90008","12","2"
