bb3a6074fd2310cd9824153e69e4753196d17f512e0a98e857f3ec2ed51eaedc,98e972bb266ba8d481169b6d772a969e79f46d5426617e6c8d5b45c2b7c1bd0c,806f851e929ab7f3ed4b3a7f47441dce4c33cb0fd10c82d273b169b41532609d,276734db36ff08fd2d0598ea4f1384a67aa1d7f75fe54e25b57d35ce6ca18044,4f0b5b4a607150c8e6a3a98e3172c5753e2272c77c8a532313269c370d58434b,fbc3bc37bb8d3a91ef2ef166a0dadee44513d3f0f72d251f4601784519440806,05f5a8f77a3d9c1eb8439ca43d04786b0cf6dc7b2222517a01536c19c25492f1,6f98f033a789cc76a83956fbd69bb81aaf2c96c4943215c2c1ee4bc49fd9a334,ef315d5ada4e76fa86ad6fb67d30a19d94f027c5ed03aa76436769d3335f22da,2e712aca4f4b6ecf3244736ce7eaeb68fa825d21ab827f62585fd8f1fec4be28,292aeb5dc8e82ce24e0a8e6fa1fe50f03b1b9a0cb27ecc1621c16a3ca8debac0,8916e34ebc3bceec87fae47ea16ad39f502199f7421f0b84d345d330a12bad50,0435ee8804c63c9d1d733b6ce6737ef106bcebe7656253c87e1e7b94ebfa2517,30a615a293ce3d23935dbd8dee5bbbdb04e7b5132fdedfd8de193402e8197a8c,bc14cceccd5289ac5e153a21fe412ff55b9f157ca17048d71327b589d507b9d9,3c11044c87fa08e2fc72ba990ad3551e14c156571eb999fc06ad6e716c138f8b,60f4da212983527a0600c1f54631046b3d0d4863cba2a6fc5ecbf50b60dbdd12,9021d22405e7d390bf372baab33d998c6f0706aa1a170fd779b644c1880d9f38,eaa6ce4463af64e2126ae38639c671315282a31ac84d78dc58177739f7df0755,b7337bdd86547dce4872c031ffcd5a66be5271bb0198bb88b7922faefb81fdd1,a62142367b6fe74e1996c13a5466b49b824ffb15b98b16cec042f4c12491d48b,30b2fd7c29cd3de5ff9dae111a6c08ff9f7b989f466b1c6587fe2f354fe03a21
"10110101","2","6114","101","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2025/06/01 16:00:00","10101","0","0","9004","0","0"
"10120101","2","6113","101","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2025/06/01 16:00:00","20101","0","100000","9002","0","1"
"10120102","2","6113","101","閱覽活動劇情 第1話（迷宮女王）","12","1","62001","2","2","94002","601","0","201","50","2025/06/01 16:00:00","20102","0","100000","9002","0","2"
"10120103","2","6113","101","閱覽活動劇情 第1話（誓約女君）","12","1","62001","2","2","94002","601","0","201","50","2025/06/01 16:00:00","20103","0","100000","9002","0","3"
"10120104","2","6113","101","閱覽活動劇情 第1話（跳躍王）","12","1","62001","2","2","94002","601","0","201","50","2025/06/01 16:00:00","20104","0","100000","9002","0","4"
"10120105","2","6113","101","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2025/06/01 16:00:00","20105","0","100000","9002","0","5"
"10120106","2","6113","101","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20106","0","100000","9002","0","6"
"10120107","2","6113","101","閱覽活動劇情 第4話（霸瞳皇帝）","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20107","0","100000","9002","0","7"
"10120108","2","6113","101","閱覽活動劇情 第4話（變貌大妃）","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20108","0","100000","9002","0","8"
"10120109","2","6113","101","閱覽活動劇情 第4話（嚮導老君）","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20109","0","100000","9002","0","9"
"10120110","2","6113","101","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20110","0","100000","9002","0","10"
"10120111","2","6113","101","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20111","0","100000","9002","0","11"
"10120112","2","6113","101","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2025/06/07 16:00:00","20112","0","100000","9002","0","12"
"10120201","8","6114","101","完成前篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20201","0","1","9003","0","1"
"10120202","8","6114","101","完成前篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20202","0","1","9003","0","2"
"10120203","8","6114","101","完成前篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20203","0","1","9003","0","3"
"10120204","8","6114","101","完成前篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20204","0","1","9003","0","4"
"10120205","8","6114","101","完成前篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20205","0","1","9003","0","5"
"10120206","8","6114","101","完成前篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20206","0","1","9003","0","6"
"10120207","8","6114","101","完成前篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20207","0","1","9003","0","7"
"10120208","8","6114","101","完成前篇活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20208","0","1","9003","0","8"
"10120209","8","6114","101","完成前篇活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20209","0","1","9003","0","9"
"10120210","8","6114","101","完成前篇活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2025/06/01 16:00:00","20210","0","1","9003","0","10"
"10120211","8","6114","101","完成前篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2025/06/01 16:00:00","20211","0","3","9003","0","11"
"10120212","8","6114","101","完成前篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2025/06/01 16:00:00","20212","0","3","9003","0","12"
"10120213","8","6114","101","完成前篇活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2025/06/01 16:00:00","20213","0","3","9003","0","13"
"10120214","8","6114","101","完成後篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20214","0","1","9003","0","14"
"10120215","8","6114","101","完成後篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20215","0","1","9003","0","15"
"10120216","8","6114","101","完成後篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20216","0","1","9003","0","16"
"10120217","8","6114","101","完成後篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20217","0","1","9003","0","17"
"10120218","8","6114","101","完成後篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20218","0","1","9003","0","18"
"10120219","8","6114","101","完成後篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20219","0","1","9003","0","19"
"10120220","8","6114","101","完成後篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20220","0","1","9003","0","20"
"10120221","8","6114","101","完成後篇活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20221","0","1","9003","0","21"
"10120222","8","6114","101","完成後篇活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20222","0","1","9003","0","22"
"10120223","8","6114","101","完成後篇活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2025/06/07 16:00:00","20223","0","1","9003","0","23"
"10120224","8","6114","101","完成後篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2025/06/07 16:00:00","20224","0","3","9003","0","24"
"10120225","8","6114","101","完成後篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2025/06/07 16:00:00","20225","0","3","9003","0","25"
"10120226","8","6114","101","完成後篇活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2025/06/07 16:00:00","20226","0","3","9003","0","26"
"10120301","8","6115","101","通過前篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2025/06/01 16:00:00","20301","12","10","9019","750000","1"
"10120401","8","6115","101","通過後篇Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","204","50","2025/06/07 16:00:00","20401","12","10","9028","750000","1"
"10130101","8","6116","101","通過前篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","301","30","2025/06/01 16:00:00","30101","0","200","9016","0","1"
"10130201","8","6116","101","通過前篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","302","30","2025/06/01 16:00:00","30201","0","200","9016","0","2"
"10130301","8","6116","101","通過前篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","303","30","2025/06/01 16:00:00","30301","0","120000","9016","0","3"
"10130401","8","6116","101","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","304","100","2025/06/01 16:00:00","30401","0","0","9015","0","5"
"10130501","12","6117","101","通過前篇Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","500000","2025/06/01 16:00:00","30501","0","0","9026","0","1"
"10130601","12","6117","101","通過前篇Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2025/06/01 16:00:00","30601","0","0","9026","0","2"
"10130701","4","6117","101","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","307","20","2025/06/01 16:00:00","30701","0","1000000","9027","0","5"
"10130801","8","6116","101","通過後篇Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","308","30","2025/06/07 16:00:00","30801","0","200","9029","0","1"
"10130901","8","6116","101","通過後篇Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","309","30","2025/06/07 16:00:00","30901","0","200","9029","0","2"
"10131001","8","6116","101","通過後篇Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","310","30","2025/06/07 16:00:00","31001","0","120000","9029","0","3"
"10131101","8","6116","101","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","311","100","2025/06/07 16:00:00","31101","0","0","9030","0","5"
"10131201","12","6117","101","通過後篇Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","312","500000","2025/06/07 16:00:00","31201","0","0","9031","0","1"
"10131301","12","6117","101","通過後篇Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","313","500000","2025/06/07 16:00:00","31301","0","0","9031","0","2"
"10131401","4","6117","101","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","314","20","2025/06/07 16:00:00","31401","0","1000000","9032","0","5"
"10210101","2","6114","102","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2025/07/01 16:00:00","10101","0","0","9004","0","0"
"10220101","2","6113","102","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20101","0","100000","9002","0","1"
"10220102","2","6113","102","閱覽活動劇情 第1話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20102","0","100000","9002","0","2"
"10220103","2","6113","102","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20103","0","100000","9002","0","3"
"10220104","2","6113","102","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20104","0","100000","9002","0","4"
"10220105","2","6113","102","閱覽活動劇情 第4話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20105","0","100000","9002","0","5"
"10220106","2","6113","102","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20106","0","100000","9002","0","6"
"10220107","2","6113","102","閱覽活動劇情 第6話","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20107","0","100000","9002","0","7"
"10220108","2","6113","102","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2025/07/01 16:00:00","20108","0","100000","9002","0","8"
"10220201","8","6114","102","完成活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20201","0","1","9003","0","1"
"10220202","8","6114","102","完成活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20202","0","1","9003","0","2"
"10220203","8","6114","102","完成活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20203","0","1","9003","0","3"
"10220204","8","6114","102","完成活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20204","0","1","9003","0","4"
"10220205","8","6114","102","完成活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20205","0","1","9003","0","5"
"10220206","8","6114","102","完成活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20206","0","1","9003","0","6"
"10220207","8","6114","102","完成活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20207","0","1","9003","0","7"
"10220208","8","6114","102","完成活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20208","0","1","9003","0","8"
"10220209","8","6114","102","完成活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20209","0","1","9003","0","9"
"10220210","8","6114","102","完成活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2025/07/01 16:00:00","20210","0","1","9003","0","10"
"10220211","8","6114","102","完成活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2025/07/01 16:00:00","20211","0","3","9003","0","11"
"10220212","8","6114","102","完成活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2025/07/01 16:00:00","20212","0","3","9003","0","12"
"10220213","8","6114","102","完成活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2025/07/01 16:00:00","20213","0","3","9003","0","13"
"10220301","8","6115","102","通過Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2025/07/01 16:00:00","20301","12","10","9019","750000","1"
"10230101","8","6116","102","通過Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","301","30","2025/07/01 16:00:00","30101","0","200","9016","0","1"
"10230201","8","6116","102","通過Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","302","30","2025/07/01 16:00:00","30201","0","200","9016","0","2"
"10230301","8","6116","102","通過Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","303","30","2025/07/01 16:00:00","30301","0","120000","9016","0","3"
"10230401","8","6116","102","挑戰次數5次以內通過Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","304","100","2025/07/01 16:00:00","30401","0","0","9015","0","5"
"10230501","12","6117","102","通過Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","500000","2025/07/01 16:00:00","30501","0","0","9026","0","1"
"10230601","12","6117","102","通過Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2025/07/01 16:00:00","30601","0","0","9026","0","2"
"10230701","4","6117","102","挑戰次數5次以內通過Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","307","20","2025/07/01 16:00:00","30701","0","1000000","9027","0","5"
"10310101","2","6114","103","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/03/01 16:00:00","10101","0","0","9004","0","0"
"10320101","2","6113","103","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20101","0","100000","9002","0","1"
"10320102","2","6113","103","閱覽活動劇情 第1話","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20102","0","100000","9002","0","2"
"10320103","2","6113","103","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20103","0","100000","9002","0","3"
"10320104","2","6113","103","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20104","0","100000","9002","0","4"
"10320105","2","6113","103","閱覽活動劇情 第4話","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20105","0","100000","9002","0","5"
"10320106","2","6113","103","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20106","0","100000","9002","0","6"
"10320107","2","6113","103","在活動劇情 第6話找出真兇吧","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20107","0","100000","9002","0","7"
"10320108","2","6113","103","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2026/03/01 16:00:00","20108","0","100000","9002","0","8"
"10320201","8","6114","103","完成活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20201","0","1","9003","0","1"
"10320202","8","6114","103","完成活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20202","0","1","9003","0","2"
"10320203","8","6114","103","完成活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20203","0","1","9003","0","3"
"10320204","8","6114","103","完成活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20204","0","1","9003","0","4"
"10320205","8","6114","103","完成活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20205","0","1","9003","0","5"
"10320206","8","6114","103","完成活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20206","0","1","9003","0","6"
"10320207","8","6114","103","完成活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20207","0","1","9003","0","7"
"10320208","8","6114","103","完成活動冒險 N-8","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20208","0","1","9003","0","8"
"10320209","8","6114","103","完成活動冒險 N-9","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20209","0","1","9003","0","9"
"10320210","8","6114","103","完成活動冒險 N-10","2","1","91002","1","2","22002","601","0","202","30","2026/03/01 16:00:00","20210","0","1","9003","0","10"
"10320211","8","6114","103","完成活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/03/01 16:00:00","20211","0","3","9003","0","11"
"10320212","8","6114","103","完成活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/03/01 16:00:00","20212","0","3","9003","0","12"
"10320213","8","6114","103","完成活動冒險 H-3","2","1","91002","1","2","22002","601","0","202","60","2026/03/01 16:00:00","20213","0","3","9003","0","13"
"10320301","8","6115","103","通過Boss戰（SCENARIO）","2","1","91002","1","2","90005","601","94002","203","50","2026/03/01 16:00:00","20301","12","10","9019","750000","1"
"10330101","8","6116","103","通過Boss戰（SPECIAL）的MODE1","2","1","91002","1","3","62001","601","0","301","30","2026/03/01 16:00:00","30101","0","200","9016","0","1"
"10330201","8","6116","103","通過Boss戰（SPECIAL）的MODE2","2","1","91002","1","3","62001","601","0","302","30","2026/03/01 16:00:00","30201","0","200","9016","0","2"
"10330301","8","6116","103","通過Boss戰（SPECIAL）","12","1","91002","1","3","94002","601","0","303","30","2026/03/01 16:00:00","30301","0","120000","9016","0","3"
"10330401","8","6116","103","挑戰次數5次以內通過Boss戰（SPECIAL）","0","1","91002","1","3","0","601","0","304","100","2026/03/01 16:00:00","30401","0","0","9015","0","5"
"10330501","12","6117","103","通過Boss戰（SPECIAL+）的MODE1","0","1","94002","1","3","0","601","0","305","500000","2026/03/01 16:00:00","30501","0","0","9026","0","1"
"10330601","12","6117","103","通過Boss戰（SPECIAL+）的MODE2","0","1","94002","1","3","0","601","0","306","500000","2026/03/01 16:00:00","30601","0","0","9026","0","2"
"10330701","4","6117","103","挑戰次數5次以內通過Boss戰（SPECIAL+）","12","1","140001","1","3","94002","601","0","307","20","2026/03/01 16:00:00","30701","0","1000000","9027","0","5"
"10410101","2","6114","104","完成1次活動冒險","0","1","62001","1","1","0","601","0","101","10","2026/06/01 16:00:00","10101","0","0","9004","0","0"
"10420101","2","6113","104","閱覽活動劇情序幕","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20101","0","100000","9002","0","1"
"10420102","2","6113","104","閱覽活動劇情 第1話","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20102","0","100000","9002","0","2"
"10420103","2","6113","104","閱覽活動劇情 第2話","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20103","0","100000","9002","0","3"
"10420104","2","6113","104","閱覽活動劇情 第3話","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20104","0","100000","9002","0","4"
"10420105","2","6113","104","閱覽活動劇情 第4話","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20105","0","100000","9002","0","5"
"10420106","2","6113","104","閱覽活動劇情 第5話","12","1","62001","2","2","94002","601","0","201","50","2026/06/01 16:00:00","20106","0","100000","9002","0","6"
"10420107","2","6113","104","閱覽活動劇情 第6話","12","1","62001","2","2","94002","601","0","201","50","2026/06/07 16:00:00","20107","0","100000","9002","0","7"
"10420108","2","6113","104","閱覽活動劇情 第7話","12","1","62001","2","2","94002","601","0","201","50","2026/06/07 16:00:00","20108","0","100000","9002","0","8"
"10420109","2","6113","104","閱覽活動劇情 第8話","12","1","62001","2","2","94002","601","0","201","50","2026/06/07 16:00:00","20109","0","100000","9002","0","9"
"10420110","2","6113","104","閱覽活動劇情 第9話","12","1","62001","2","2","94002","601","0","201","50","2026/06/07 16:00:00","20110","0","100000","9002","0","10"
"10420111","2","6113","104","閱覽活動劇情 第10話","12","1","62001","2","2","94002","601","0","201","50","2026/06/13 16:00:00","20111","0","100000","9002","0","11"
"10420112","2","6113","104","閱覽活動劇情 第11話","12","1","62001","2","2","94002","601","0","201","50","2026/06/13 16:00:00","20112","0","100000","9002","0","12"
"10420113","2","6113","104","閱覽活動劇情 第12話","12","1","62001","2","2","94002","601","0","201","50","2026/06/13 16:00:00","20113","0","100000","9002","0","13"
"10420114","2","6113","104","閱覽活動劇情終幕","12","1","62001","2","2","94002","601","0","201","50","2026/06/13 16:00:00","20114","0","100000","9002","0","14"
"10420115","2","6113","104","閱覽活動劇情結局","12","1","62001","2","2","94002","601","0","201","50","2026/06/13 16:00:00","20115","0","100000","9002","0","15"
"10420201","8","6114","104","完成前篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20201","0","1","9003","0","1"
"10420202","8","6114","104","完成前篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20202","0","1","9003","0","2"
"10420203","8","6114","104","完成前篇活動冒險 N-3","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20203","0","1","9003","0","3"
"10420204","8","6114","104","完成前篇活動冒險 N-4","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20204","0","1","9003","0","4"
"10420205","8","6114","104","完成前篇活動冒險 N-5","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20205","0","1","9003","0","5"
"10420206","8","6114","104","完成前篇活動冒險 N-6","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20206","0","1","9003","0","6"
"10420207","8","6114","104","完成前篇活動冒險 N-7","2","1","91002","1","2","22002","601","0","202","30","2026/06/01 16:00:00","20207","0","1","9003","0","7"
"10420208","8","6114","104","完成前篇活動冒險 H-1","2","1","91002","1","2","22002","601","0","202","60","2026/06/01 16:00:00","20208","0","3","9003","0","8"
"10420209","8","6114","104","完成前篇活動冒險 H-2","2","1","91002","1","2","22002","601","0","202","60","2026/06/01 16:00:00","20209","0","3","9003","0","9"
"10420210","8","6114","104","完成中篇活動冒險 N-1","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20210","0","1","9003","0","10"
"10420211","8","6114","104","完成中篇活動冒險 N-2","2","1","91002","1","2","22002","601","0","202","30","2026/06/07 16:00:00","20211","0","1","9003","0","11"
