befd0242a545b86fb6a5f23c57fbf505aa6d9a7d0d90f7582bf043da86606a59,2f46ca205578e050baf72060ac3bc9a93cd961f9ae670df7a3751a962bd08701,43361338839b38483f64f3ae231497dfec12d46962b7149c8fbcd6b0783a303c,1d50001327371130dd97d7af7a2bc0a3e52cf14ddd9953e3ed0970e4b1f8d9fa,1c5e8112c722b3fce82baa675bede510233e119edc5462ff1d97b498ab4449e1,ab98dcef35dea50dc249eaade6bd53b240507a45203f16e052651b2b61add200,57b6acbb1cbc526069afcbfeb52037efe867a5a21570f3f5566c9eb0721ff68e,5537ca5e63a74a7b5d8a7909ebb506953261ddc9103e6ca1e2a49769ddc2b25d,01aeb8f569ef5b45e4535cb7e5433b3425b4c984bb969ff4bcdfabc21c87940d,b318fe3f8e3ca4420fb33ec27606ccec99389b4af7ea9f169a864feca6b0a25e,0614c90b9f948195b52cc76a2d95745bb9477fac92fa31e56084e488d02990b1
"25012","2","8","25021","31","8","10","282001001","1","2","91002"
"25012","2","8","25021","31","8","10","282001002","2","2","91002"
"25012","2","8","25021","32","8","10","282001003","3","2","91002"
"25012","2","8","25021","32","8","10","282001004","4","2","91002"
"25012","2","8","25021","33","8","10","282001005","5","2","91002"
"25012","2","9","25021","33","8","10","282001006","6","2","91002"
"25012","2","9","25021","34","8","10","282001007","7","2","91002"
"25012","2","9","25021","35","8","10","282001008","8","2","91002"
"25012","2","9","25021","35","8","10","282001009","9","2","91002"
"25012","2","10","25021","37","8","30","282001010","10","2","91002"
"25012","2","10","25021","41","8","10","282001011","11","2","91002"
"25012","2","11","25021","43","8","10","282001012","12","2","91002"
"25012","2","11","25021","46","8","10","282001013","13","2","91002"
"25012","2","12","25021","48","8","10","282001014","14","2","91002"
"25012","2","12","25021","50","8","10","282001015","15","2","91002"
"25012","2","13","25021","53","8","10","282001016","16","2","91002"
"25012","2","14","25021","55","8","10","282001017","17","2","91002"
"25012","2","14","25021","58","8","10","282001018","18","2","91002"
"25012","2","15","25021","60","8","10","282001019","19","2","91002"
"25012","2","15","25021","62","8","30","282001020","20","2","91002"
"25012","2","16","25021","68","8","10","282001021","21","2","91002"
"25012","2","16","25021","70","8","10","282001022","22","2","91002"
"25012","2","16","25021","72","8","10","282001023","23","2","91002"
"25012","2","17","25021","75","8","10","282001024","24","2","91002"
"25012","2","18","25021","77","8","10","282001025","25","2","91002"
"25012","2","18","25021","79","8","10","282001026","26","2","91002"
"25012","2","19","25021","82","8","10","282001027","27","2","91002"
"25012","2","19","25021","84","8","10","282001028","28","2","91002"
"25012","2","19","25021","86","8","10","282001029","29","2","91002"
"25012","2","20","25021","89","8","30","282001030","30","2","91002"
"25012","2","20","25021","94","8","10","282001031","31","2","91002"
"25012","2","21","25021","96","8","10","282001032","32","2","91002"
"25012","2","21","25021","99","8","10","282001033","33","2","91002"
"25012","2","22","25021","101","8","10","282001034","34","2","91002"
"25012","2","22","25021","103","8","10","282001035","35","2","91002"
"25012","2","23","25021","106","8","10","282001036","36","2","91002"
"25012","2","23","25021","108","8","10","282001037","37","2","91002"
"25012","2","24","25021","111","8","10","282001038","38","2","91002"
"25012","2","25","25021","113","8","10","282001039","39","2","91002"
"25012","2","25","25021","115","8","30","282001040","40","2","91002"
"25012","2","26","25021","121","8","10","282001041","41","2","91002"
"25012","2","27","25021","123","8","10","282001042","42","2","91002"
"25012","2","28","25021","125","8","10","282001043","43","2","91002"
"25012","2","28","25021","128","8","10","282001044","44","2","91002"
"25012","2","29","25021","130","8","10","282001045","45","2","91002"
"25012","2","30","25021","132","8","10","282001046","46","2","91002"
"25012","2","30","25021","135","8","10","282001047","47","2","91002"
"25012","2","31","25021","137","8","10","282001048","48","2","91002"
"25012","2","31","25021","139","8","10","282001049","49","2","91002"
"25012","2","31","25021","142","8","30","282001050","50","2","91002"
"25012","2","32","25021","144","8","10","282001051","51","2","91002"
"25012","2","32","25021","146","8","10","282001052","52","2","91002"
"25012","2","32","25021","149","8","10","282001053","53","2","91002"
"25012","2","33","25021","152","8","10","282001054","54","2","91002"
"25012","2","33","25021","155","8","10","282001055","55","2","91002"
"25012","2","33","25021","157","8","10","282001056","56","2","91002"
"25012","2","34","25021","160","8","10","282001057","57","2","91002"
"25012","2","34","25021","163","8","10","282001058","58","2","91002"
"25012","2","34","25021","166","8","10","282001059","59","2","91002"
"25012","2","35","25021","169","8","30","282001060","60","2","91002"
"25012","2","35","25021","171","8","10","282001061","61","2","91002"
"25012","2","35","25021","174","8","10","282001062","62","2","91002"
"25012","2","36","25021","177","8","10","282001063","63","2","91002"
"25012","2","36","25021","180","8","10","282001064","64","2","91002"
"25012","2","36","25021","182","8","10","282001065","65","2","91002"
"25012","2","37","25021","185","8","10","282001066","66","2","91002"
"25012","2","37","25021","187","8","10","282001067","67","2","91002"
"25012","2","37","25021","190","8","10","282001068","68","2","91002"
"25012","2","38","25021","193","8","10","282001069","69","2","91002"
"25012","2","38","25021","196","8","30","282001070","70","2","91002"
