9e192fa06dd90c15215189c7b11718b534505bdb5eeec7e3f2ee4a2b29738586,2aa0242dc09d922383967accecf044daf89a535c03926882fe4e78396c55d3cf,3e645a1f7829272159a74cdb4f7db7f0c42333828b3b4155033e0e85fe96aa95,32f4ea61cd872c9e7b0765b9939b5e7b223d97a25ebee660332bfd11807b2363,d4adf8aeb814e73e1771c6270607f6db55a75e9ab9985cf8275244a6879f128e,5e19413aa2e41bb6ad50420416c3bfb7811b5ea45ab431e14a91a953343e87aa,e339d85487d277ddcd0675ff3b3e2148bf45623804ac10abd372e96812c5e18b,2ebb2be12c42b21adceaceca741ce2e248ef26ccc6d1e14cf35532a7c9ed41e1,1659b51a304f51320fee99781aa5b35c1234f67828810c89c2c2ef350508e98d,67e0e324919615450c03d1820d08139d629e0097c65a3eabe12927396eb5c04e,82b2c7d8f9c96b9f397b6d45c48c8ca8e91b80f90802d301161140b09fa737d5,5b0b597de59df10f2739253281faf8bf1ebac96cdaff4e74c34b81cb359cbd97,fc03011cee1ee45f4f5807f57a12fc5b632f954bceb51480c8c22bd0def76fe1,20a507f05e4a10657469829dc5a36e40f51c1b888910b35ff4571d5f48920c85,ea31a14ed522814af9c572136fca813559c29d7b574f7655b9d2a3e10d32eed2,0855c416a5a381243be8d3b96d14f46253890bea1f9d7b9609f25681d8f6cf8d,5abc368de66be709239e8218b957fc9e154fad82cc1c564c3ec6a4f35d69913f,652c8e1fc52e1e08945dccf3cba0fe84436e102bdcf7133a467fdccf98381151,fed84ea3d4488ddffcf834d2c8d645e287c8784ad12eeac09f7974041cc9f19c,92164284aef8db31edaad1c38b898dd4eb7ffa4fa0dc859674064dfea249c7a4,e73dd4087bd41ddc16447f8246862546e24768d84a5d6caf12b5034cf9f24477
"0","NONE","3100","JumpOverTrap","EnemyD","0","0","600","NONE","AccelBoardA","NONE","NONE","EnemyA","SpeedTerritoryA","1800","2500","NONE","1000","0","1000","0"
"0","NONE","3000","AccelBoardA","SpeedTerritoryA","0","0","500","NONE","AccelBoardA","NONE","NONE","EnemyC","WholeCake","1300","2000","NONE","1001","0","800","0"
"0","NONE","2000","TrapA_NoCall","SpeedTerritoryA_NoColl","0","0","400","NONE","EnemyA_NoColl","NONE","NONE","Balloon","EnemyB_NoColl","1300","1600","NONE","1002","0","1000","0"
"0","NONE","3300","AccelBoardA","EnemyB","0","0","700","NONE","AccelBoardA","NONE","NONE","JumpOverTrap","JumpOverTrap","2300","3000","NONE","1003","0","1500","0"
"0","NONE","0","NONE","JumpOverTrap","0","0","800","NONE","EnemyA","NONE","NONE","JumpOverTrap","SpeedTerritoryA","1900","2700","NONE","1004","0","1300","0"
"0","NONE","3300","EnemyC","SpeedTerritoryA","0","0","300","NONE","JumpOverEnemyC","NONE","NONE","JumpBoard","AccelBoardA","2000","2600","NONE","1005","0","1500","0"
"0","TrapA","3000","AccelBoardA","TrapA","0","0","700","NONE","TrapA","NONE","NONE","EnemyA","JumpOverTrap","1800","2500","NONE","1006","0","1300","3700"
"0","NONE","3100","JumpOverTrap","JumpOverTrap","0","0","500","NONE","EnemyC","NONE","NONE","AccelBoardA","EnemyC","1800","2400","NONE","1007","0","1300","0"
"0","EnemyC","3400","JumpOverTrap","EnemyC","0","0","500","NONE","JumpBoard","NONE","NONE","AccelBoardA","AccelBoardA","2300","2700","NONE","1008","0","1100","3700"
"0","SpeedTerritoryA","3300","JumpOverTrap","EnemyA_NoColl","0","0","400","NONE","TrapA_NoCall","NONE","NONE","Balloon","JumpOverTrap","2000","2900","NONE","1009","0","1000","3700"
