fd25733685d14444e78fff52ab3e0330c6736abde52364f87fb4f7a411a74696,212c5fced8283f16a136e706b1f98103109702a5a7a926f3de0733924e19a513,d043f75ea90e8cbad3a1cc14923827e9096efd8a3c2189144b3ced189895564f,8d87f30196691e8ef378fcc1a71dd9edca7202f1dce11c17a80ee9de1934aaf9,a2c05ec2146154465977aee548d3295202ef0d6aedcf3915abcd3d001f30ba3c,f505d42a22723bffb98911da0688b12792de016ba9aa09d04304b8e64e0e3830,c4a7ce257b87cc6c64a2cab904090d4c9915c74a1bb30c1dffee0acabfd95a7f,92b8e14428cb492fb2fea39aaf05fbac9b7cf6a3f64c31aa7c6619a6e1dbb05b,683d1538441ba53b53cb0b9b4280557d4d397760c362aeb07b55db0d791286fc,51997bc0ac64518664066f32de989145a8c3eea7580d7f0e838b35af7eb18648,cbe9ff7bbc2de0ebe4aaef1980f1dc59346e839c111b3138b2beeeda78c432fa,1509ca96bc9d00a6c206da752ea3f10970bedbd2033d24e5224d53ecdb016e07,926c3d7a2b4fcdbe48af7e611cff46fbdd0cd19f6a72afc1f34871c1e381794a,1d1040b68638c91c706c7da6d52e14e4f3501f7b0a26c556a1de47a74b357d28,0e9bfe9d143fdb04bfc368d730158d2bd525ba767c69c7608364d4c64bc75e26,99682eec3c14bfc26a6eee8c04de9381edafe38c2dbc1a60c0096d4cefbe6e42,14f642d02c5d1f519e3eaa2d1b98f31e8109cba1abb27388a0ea28b45839be84,dde857a6b812989c35ead834a64c75ec2b1164a097ee66fa5dc38f0285869fc4,56e26f6be03f455cb011766cb59d29d17ee069b5987231cecce5a0b1e64853ed,38640d80809696b06eac3dd479bd05aedec8b63df5c0d8e37dcf051928f5a0b1,776d795aebc71cf192a3ba75d0e930d4cb911238300844ef8c8ba1d6a1633e85,12c0de5f9706be9ea2a622182fdc348f8e9542b5b9985ea0da727902707a4aa4,c9a4e8cdcf1e55afebbf5589675e9fecc842b882da352063da0bf9770e9faf80,d0605179729d3856a8e56d3298f403172738f24b54fea75f7b34fddc025f9370,42e51c6459e462d9e7743cd4e389da4d624bd92266741adb76378285e9f7a783,778fb51e69fbab033477a93f588f0af483bee7983b9ccf90d00f0135bad44a46,2c7870d97488ce12e34e29dbe1af4f80b8d87cb8b5ad72d928024e42bcb67246,cfda525c8683e04731d5360fc9f1886ee9ccb6ad237ae1faa641fee268bfe9b2,3ea8455cd8d742712b73bfd6781484dddcc9a9108c99b87bdc15184ceefbd2b1,6a4e875769ea03f01ef96751b94e221daf5a59ddb824d2ad497dbf00b1231335,76493eb8c0d2be2b85e5f5e86b942e2249a666f46cf97ed3faff0e4f10ce8609,41231f19bf625c9d68df584a18d2bf027c22bbdb8ee5eb583d5dc917f191716d,7cc0d18a4fbfe783034a6f4ef2c278cd02de6b8ab777fd7192ad1969235ee6ca,2b66d127889821ed8544b010d4a2192b8844b76e46ae65208f993dea900ea1c4,510bf08af35369b3aee09ec28c68c1bcac6c0dce0c291dd2e849fdb46bb605b8
"140001","91002","103121","1","5","188","40002","0","377","74001101","0","-190","90","0.8","90008","10","150003","741001101","1","3","0","-1","-379","200000","0","200","0","0.8","94002","-100","74001101","0.8","1","bgm_MC008","1"
"140001","91002","103121","2","5","188","40003","0","377","74001102","0","-190","90","0.8","90008","10","150004","741001102","1","3","0","-1","-379","200000","0","200","0","0.8","94002","-100","74001102","0.8","0.8","bgm_MC008","1"
"140001","91002","103121","3","5","188","40004","0","377","74001103","0","-190","90","0.8","90008","10","150005","741001103","1","3","0","-1","-379","300000","0","500","0","0.8","94002","-100","74001103","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103121","4","5","188","40006","0","377","74001104","0","-190","90","0.8","90008","10","150006","741001104","1","3","0","-1","-379","300000","0","750","0","0.8","94002","-100","74001104","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103121","5","5","188","40007","0","377","74001105","0","-190","90","0.8","90008","10","150007","741001105","1","3","0","-1","-379","500000","0","1000","0","0.8","94002","-100","74001105","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103122","1","5","188","40002","0","377","74001201","0","-190","90","0.8","90008","10","150003","741001101","1","3","0","-1","-379","200000","0","200","0","0.8","94002","-100","74001201","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103122","2","5","188","40003","0","377","74001202","0","-190","90","0.8","90008","10","150004","741001102","1","3","0","-1","-379","200000","0","200","0","0.8","94002","-100","74001202","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103122","3","5","188","40004","0","377","74001203","0","-190","90","0.8","90008","10","150005","741001103","1","3","0","-1","-379","300000","0","500","0","0.8","94002","-100","74001203","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103122","4","5","188","40006","0","377","74001204","0","-190","90","0.8","90008","10","150006","741001104","1","3","0","-1","-379","300000","0","750","0","0.8","94002","-100","74001204","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103122","5","5","188","40007","0","377","74001205","0","-190","90","0.8","90008","10","150007","741001105","1","3","0","-1","-379","500000","0","1000","0","0.8","94002","-100","74001205","0.8","0.8","bgm_MC008","0.8"
"140001","91002","103123","1","5","0","40002","0","0","74001301","0","-30","90","0","90008","10","150003","741001101","1","3","0","250","-310","200000","0","200","0","0.9","94002","-100","74001301","0","1","bgm_MC008","1"
"140001","91002","103123","2","5","0","40003","0","0","74001302","0","-30","90","0","90008","10","150004","741001102","1","3","0","250","-310","200000","0","200","0","0.8","94002","-100","74001302","0","1","bgm_MC008","1"
"140001","91002","103123","3","5","0","40004","0","0","74001303","0","-30","90","0","90008","10","150005","741001103","1","3","0","250","-310","300000","0","500","0","0.8","94002","-100","74001303","0","0.8","bgm_MC008","1"
"140001","91002","103123","4","5","0","40006","0","0","74001304","0","-30","90","0","90008","10","150006","741001104","1","3","0","250","-310","300000","0","750","0","0.8","94002","-100","74001304","0","0.8","bgm_MC008","1"
