7e085f51a0a3def1043c55e3ea8e58396e61a1ff7eceab59c140404260ab6a43,b504ff4e13737210ae5962730c08cf6be3f8f61a58d684ef2aed924f8b663c3a,5d629b64862adf1e0f4bb48138ee0f8994db8ae12948869db025b2046cb546c9,660cccbe2571d3ff8545fd421d8b133c45f23a397ae9769c9ace31ca27e56a30,1137d5679326b0c41a2794cd52ba014cc320e7de926c51df4d88a0a9f53ad77d,b0d29fee71bd3b4d301a298a0f4b1d87ba6d26c5435893db384c38e5f0168023,35a4aa794af04cac709cce5c36ddaf58060cf406eab68afff2fc77d5effc5631,d8f4aa663836d3cc15a31333fb374b56f5c3f9424bf783153be66e56718e86b5,dbfd44b79c004cb1cccf31f5538b1f8ebbcc2bf27745d96a0f67cb8db73b9d30,1e1431cd4530f300835e45e83520e9e3eb7b7d7ffa7c02f39d24ce52e4115e72,7ae89d2ecbd4d189d477e44a1d4e5676a7aaa69e7eaf4981c0c0bbd97d0845ad,90efd4b477e201f5c14afe930bfdd3b2ea053054ff2361918d6b50449a6f8fac,5bb2687613f7b7934a80a3d312df5d5ef6850f499226ef3d47d8a28d63503f9c,3ba9fd3970e6cd34d118fa4d5c821899c97986f1ff4b27f88e61de9223673b55,c601fe1f998723620222e7fc48e3aa2ce4bdda47c3838ba3ad44f6655d86c507,d974c835d5477ebfa986249248f47151a0b754d13c6012d6457c63e76e513631,c79ae8647702bd39290ce82eeb83e4bd9e940bef8e775a6a6ead08a4a51d8b9a,25a10576b046897ba97dd624ff8d2097bc6822ff91e460b1812c2bff1f9db6af
"0","0","0","0","8","1","10","1","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","2","100","11","91002","0","0","0","0","0","10","0","0","0"
"0","0","0","0","8","3","200","101","91002","0","0","0","0","0","5","0","0","0"
"0","0","0","0","8","4","500","201","91002","0","0","0","0","0","3","0","0","0"
"0","0","0","0","8","5","1000","501","91002","0","0","0","0","0","2","0","0","0"
"0","0","0","0","8","6","2000","1001","91002","0","0","0","0","0","2","0","0","0"
"0","0","0","0","8","7","3999","2001","91002","0","0","0","0","0","1","0","0","0"
"0","0","0","0","8","8","4000","4000","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","9","4100","4100","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","10","4200","4200","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","11","4300","4300","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","12","4400","4400","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","13","4500","4500","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","14","4600","4600","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","15","4700","4700","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","16","4800","4800","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","17","4900","4900","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","18","5000","5000","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","19","5100","5100","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","20","5200","5200","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","21","5300","5300","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","22","5400","5400","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","23","5500","5500","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","24","5600","5600","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","25","5700","5700","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","26","5800","5800","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","27","5900","5900","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","28","6000","6000","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","29","6100","6100","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","30","6200","6200","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","31","6300","6300","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","32","6400","6400","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","33","6500","6500","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","34","6600","6600","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","35","6700","6700","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","36","6800","6800","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","37","6900","6900","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","38","7000","7000","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","39","7100","7100","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","40","7200","7200","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","41","7300","7300","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","42","7400","7400","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","43","7500","7500","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","44","7600","7600","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","45","7700","7700","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","46","7800","7800","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","47","7900","7900","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","48","8000","8000","91002","0","0","0","0","0","50","0","0","0"
"0","0","0","0","8","49","8100","8100","91002","0","0","0","0","0","15","0","0","0"
