bf8d43ce647e5440177529b42b0dd042d89b0a78bb06fb53de0395cf4514f06c,5f108c29ef3a3d6c765eb71ce8cd2689e59c232aa6d6355b745ad843ac46378d,c9695b73a5558c84a4f6c573c0863d632c5241298162d8e75aa7a9ae321e4f18,6f0c0a83594e3a7060073647ee47634fb533b30a2418b99ea01e464f4f913d20,3daa7d86d661738a4db6dac71c579895dafb686703fc108120ef0ba15e159e97,e50cb6d32648307a78f0975f9a4bbab24e14715c3e05c91d26a8ca15129e1a20
"0","「{0}」第{1}天獲得的道具。","1","2","0","2001"
"0","在「{0}」中所獲得的道具。","3","0","0","2002"
"0","在「{0}」中所獲得的道具。","4","0","0","2003"
"0","競技場第{0}名的排名獎勵。","5","0","0","2004"
"0","公主競技場第{0}名的排名獎勵。","6","0","0","2005"
"7","{0}月戰隊競賽{1}最終排名第{2}名的獎勵。","10","11","0","2006"
"0","{0}月戰隊競賽月間排名第{1}名的獎勵。","10","8","0","2007"
"0","在{0}中所獲得的獎勵。","9","0","0","2008"
"7","{0}月戰隊競賽排名第{2}名的獎勵。","10","11","0","2009"
"0","補發「{0}」共{1}日的道具。","1","2","0","2010"
"16","「{0}」第{1}日「{2}」中獲得的道具。","1","2","0","2011"
"0","「{0}」第{1}天獲得的道具。","17","2","0","2012"
"0","在「{0}」中所獲得的道具。","1","0","0","2013"
"19","這是{0}月的戰隊競賽達成{2}周的獎勵。","10","11","0","2014"
"0","為「{0}」的追加報酬。","20","0","0","2015"
"0","{0}的回報所獲得的道具。","1","0","0","2016"
"0","隨Lv/RANK 同步功能實裝進行發送。","0","0","0","2017"
"0","開放公會小屋2樓時所獲得的道具。","0","0","0","3001"
"0","開放公會小屋3樓時所獲得的道具。","0","0","0","3002"
"0","來自營運團隊的誠意獎勵。","0","0","0","9101"
"0","來自營運團隊的補償獎勵。","0","0","0","9102"
"0","請在挑戰次數為4次以下時領取。","0","0","0","9103"
"0","停機維護的禮物。","0","0","0","9201"
"0","版本更新的禮物。","0","0","0","9202"
"0","來自營運團隊的禮物。","0","0","0","9203"
"0","「事前登錄活動」達成的獎勵。","0","0","0","9204"
"0","「事前登錄活動」加碼獎勵。","0","0","0","9205"
"0","事前登錄獎勵。","0","0","0","9206"
"0","突破50萬次下載的紀念禮物。","0","0","0","9207"
"0","LinksMate 的遊戲連動特典。","0","0","0","9208"
"0","LinksMate 的啟用特典。","0","0","0","9209"
"0","LinksMate 的星星禮物。","0","0","0","9210"
"0","「DMM 版事前登錄活動」的 10 萬人成就獎勵。","0","0","0","9211"
"0","廣播劇1周年紀念生放送內單元的特別禮物。","0","0","0","9212"
"0","營運團隊所贈送的公會小屋道具的禮物。","0","0","0","9213"
"0","「官方直播 2018 秋」單元中的特別禮物。","0","0","0","9214"
"0","這是露娜之塔更新附贈的禮物。","0","0","0","9215"
"0","這是任務獎勵變更附贈的禮物。","0","0","0","9216"
"0","二周年記念轉推活動的中獎者禮物。","0","0","0","9217"
"0","這是紀念智（魔法少女）登場的禮物。","0","0","0","9218"
"0","來自營運團隊的禮物「Dragalia Lost～失落的龍絆～」聲援紀念公會小屋道具。","0","0","0","9219"
"0","超過持有上限後所獲得的體力獎勵。","0","0","0","9301"
"0","競技場的防守獎勵。","0","0","0","9302"
"0","公主競技場的防守獎勵。","0","0","0","9303"
"0","支援戰隊所獲得的獎勵。","0","0","0","9304"
"0","角色升級前用於強化裝備之道具的一部份。","0","0","0","9305"
"0","轉換主角經驗值後所獲得的瑪那。","0","0","0","9306"
"0","於戰隊競賽的討伐獎勵中所獲得的道具。","0","0","0","9307"
"0","被戰隊成員讚好後所獲得的瑪那。","0","0","0","9308"
"0","超過持有上限後所獲得的競技場時間獎勵。","0","0","0","9309"
"0","超過持有上限後所獲得的競技場獎勵。","0","0","0","9310"
"0","超過持有上限後所獲得的公主競技場時間獎勵。","0","0","0","9311"
"0","超過持有上限後所獲得的公主競技場獎勵。","0","0","0","9312"
"0","超過持有上限後所獲得的角色交換獎勵。","0","0","0","9313"
"0","轉蛋更新時，角色交換Pt所轉換的道具。","0","0","0","9314"
"0","轉換體力後所獲得的硬幣。","0","0","0","9315"
"0","這是特別祭典角色交換Pt所轉換的物品。","0","0","0","9316"
"0","這是協助朋友而獲得的獎勵。","0","0","0","9317"
"0","此為當您持有超過上限時，能夠獲得的特別交換券的報酬。","0","0","0","9318"
"0","此為您在購買時獲得的道具。","0","0","0","9319"
"0","此為CSP角色交換Pt所轉換而成的道具。","0","0","0","9320"
"0","超過持有上限所獲得的記憶碎片交換券報酬。","0","0","0","9321"
"0","在劇情閱覽中所獲得的道具。","0","0","0","9322"
"0","在大家的日曆中所獲得的道具。","0","0","0","9323"
"0","公主競技場未登入期間，總計{0}天份的排名獎勵。","23","0","0","9324"
"0","戰鬥競技場未登入期間，總計{0}天份的排名獎勵。","23","0","0","9325"
"0","獲得的骰子超過所持上限。","0","0","0","9326"
"0","每日寶石禮包的獎勵。","0","0","0","9401"
"0","探索禮包的道具。","0","0","0","9402"
"0","購買道具裝備包Ⅰ所獲得的道具。","0","0","0","9403"
"0","購買道具裝備包Ⅱ所獲得的道具。","0","0","0","9404"
"0","購買道具裝備包Ⅲ所獲得的道具。","0","0","0","9405"
"0","購買道具裝備包Ⅳ所獲得的道具。","0","0","0","9406"
"0","此為購買道具裝備禮包I（再販）所獲得的道具。","0","0","0","9407"
"0","此為購買道具裝備禮包II（再販）所獲得的道具。","0","0","0","9408"
"0","此為購買道具裝備禮包III（再販）所獲得的道具。","0","0","0","9409"
"0","此為購買道具裝備禮包IV（再販）所獲得的道具。","0","0","0","9410"
"0","此為購買道具裝備禮包V所獲得的道具。","0","0","0","9411"
"0","此為購買道具裝備禮包VI所獲得的道具。","0","0","0","9412"
"0","此為購買道具裝備禮包Ⅰ（3周年）所獲得的道具。","0","0","0","9413"
"0","此為購買道具裝備禮包Ⅱ（3周年）所獲得的道具。","0","0","0","9414"
"0","此為購買道具裝備禮包Ⅲ（3周年）所獲得的道具。","0","0","0","9415"
"0","此為購買道具裝備禮包Ⅳ（3周年）所獲得的道具。","0","0","0","9416"
"0","此為購買道具裝備禮包Ⅴ（3周年）所獲得的道具。","0","0","0","9417"
"0","此為購買道具裝備禮包Ⅵ（3周年）所獲得的道具。","0","0","0","9418"
"0","此為購買道具裝備禮包Ⅶ所獲得的道具。","0","0","0","9419"
