3f383aa9a3642d794561ad17ee03e80a6606d6933d9fd98b0497a9047bd2247a,848b089ce7da2b8e68c3083b05bcd0854747bc435289dfa19ef8e8c2734463eb,a6dcdc0faac6179c594204f20377a088a7000f20a7ce19c83feab2725afcfb80,9714f0337e1089a0986f9c1be12d0feaff7f183c21119e8fbc57104c7e249d13,624aa5aa54bf1b43936113294cd86ef3d7e1479bb49d0eb0521c50916e766ec6,e782ad9066347d41d7e7c5783c99eb9f635a22b21cf8cdcab53dcd1be324d221,d726433e198aefa3ded4420bf81243fb30238076e0767f05a857aade62712e64
"0","2021/04/23 05:00:00","70004","400","0","2021/04/25 04:59:59","21"
"0","2021/04/23 05:00:00","70004","401","0","2021/04/25 04:59:59","22"
"0","0","70005","416","1","0","23"
"0","0","70005","417","2","0","24"
"0","0","70005","418","3","0","25"
"0","2021/07/17 05:00:00","80004","9002001","3","2021/07/18 04:59:59","26"
"0","2021/07/18 05:00:00","80004","9002002","3","2021/07/19 04:59:59","27"
"0","2021/07/19 05:00:00","80004","9002003","3","2021/07/20 04:59:59","28"
"0","2021/07/20 05:00:00","80004","9002004","3","2021/07/21 04:59:59","29"
"0","2021/07/21 05:00:00","80004","9002005","3","2021/07/22 04:59:59","30"
"0","2021/07/22 05:00:00","80004","9002006","3","2021/07/23 04:59:59","31"
"0","2021/07/23 05:00:00","80004","9002007","3","2021/07/24 04:59:59","32"
"0","2021/07/24 05:00:00","80004","9002008","3","2021/07/25 04:59:59","33"
"0","2021/07/25 05:00:00","80004","9002009","3","2021/07/26 04:59:59","34"
"0","2021/07/26 05:00:00","80004","9002010","3","2021/07/27 04:59:59","35"
"0","2021/07/27 05:00:00","80004","9002011","3","2021/07/28 04:59:59","36"
"0","2021/07/28 05:00:00","80004","9002012","3","2021/07/29 04:59:59","37"
"0","2021/07/29 05:00:00","80004","9002013","3","2021/07/30 04:59:59","38"
"0","2021/07/30 05:00:00","80004","9002014","3","2021/07/31 04:59:59","39"
"0","2021/07/31 05:00:00","80004","9002015","3","2021/08/01 04:59:59","40"
"0","2021/08/01 05:00:00","80004","9002016","3","2021/08/02 04:59:59","41"
"1","2021/08/02 05:00:00","80004","9002017","3","2021/08/03 04:59:59","42"
"0","2022/04/24 05:00:00","70006","400","0","2022/04/25 04:59:59","43"
"0","2022/04/25 05:00:00","70006","401","0","2022/04/26 04:59:59","44"
"0","2022/07/16 05:00:00","80006","9004001","3","2022/07/17 04:59:59","45"
"0","2022/07/17 05:00:00","80006","9004002","3","2022/07/18 04:59:59","46"
"0","2022/07/18 05:00:00","80006","9004003","3","2022/07/19 04:59:59","47"
"0","2022/07/19 05:00:00","80006","9004004","3","2022/07/20 04:59:59","48"
"0","2022/07/20 05:00:00","80006","9004005","3","2022/07/21 04:59:59","49"
"0","2022/07/21 05:00:00","80006","9004006","3","2022/07/22 04:59:59","50"
"0","2022/07/22 05:00:00","80006","9004007","3","2022/07/23 04:59:59","51"
"0","2022/07/23 05:00:00","80006","9004008","3","2022/07/24 04:59:59","52"
"0","2022/07/24 05:00:00","80006","9004009","3","2022/07/25 04:59:59","53"
"0","2022/07/25 05:00:00","80006","9004010","3","2022/07/26 04:59:59","54"
"0","2022/07/26 05:00:00","80006","9004011","3","2022/07/27 04:59:59","55"
"0","2022/07/27 05:00:00","80006","9004012","3","2022/07/28 04:59:59","56"
"0","2022/07/28 05:00:00","80006","9004013","3","2022/07/29 04:59:59","57"
"0","2022/07/29 05:00:00","80006","9004014","3","2022/07/30 04:59:59","58"
"0","2022/07/30 05:00:00","80006","9004015","3","2022/07/31 04:59:59","59"
"0","2022/07/31 05:00:00","80006","9004016","3","2022/08/01 04:59:59","60"
"1","2022/08/01 05:00:00","80006","9004017","3","2022/08/02 04:59:59","61"
"0","0","70007","436","1","0","62"
"0","0","70007","437","2","0","63"
"0","0","70007","438","3","0","64"
"0","2023/01/06 05:00:00","80007","9005001","3","2023/01/07 04:59:59","65"
"0","2023/01/07 05:00:00","80007","9005002","3","2023/01/08 04:59:59","66"
"0","2023/01/08 05:00:00","80007","9005003","3","2023/01/09 04:59:59","67"
"0","2023/01/09 05:00:00","80007","9005004","3","2023/01/10 04:59:59","68"
"0","2023/01/10 05:00:00","80007","9005005","3","2023/01/11 04:59:59","69"
"0","2023/01/11 05:00:00","80007","9005006","3","2023/01/12 04:59:59","70"
"0","2023/01/12 05:00:00","80007","9005007","3","2023/01/13 04:59:59","71"
"0","2023/01/13 05:00:00","80007","9005008","3","2023/01/14 04:59:59","72"
"0","2023/01/14 05:00:00","80007","9005009","3","2023/01/15 04:59:59","73"
"0","2023/01/15 05:00:00","80007","9005010","3","2023/01/16 04:59:59","74"
"0","2023/01/16 05:00:00","80007","9005011","3","2023/01/17 04:59:59","75"
"0","2023/01/17 05:00:00","80007","9005012","3","2023/01/18 04:59:59","76"
"0","2023/01/18 05:00:00","80007","9005013","3","2023/01/19 04:59:59","77"
"0","2023/01/19 05:00:00","80007","9005014","3","2023/01/20 04:59:59","78"
"1","2023/01/20 05:00:00","80007","9005015","3","2023/01/21 04:59:59","79"
"0","2023/04/24 05:00:00","70008","400","0","2023/04/25 04:59:59","80"
"0","2023/04/25 05:00:00","70008","401","0","2023/04/26 04:59:59","81"
"0","0","70009","439","1","0","82"
"0","2023/07/17 05:00:00","80008","9006001","3","2023/07/18 04:59:59","83"
"0","2023/07/18 05:00:00","80008","9006002","3","2023/07/19 04:59:59","84"
"0","2023/07/19 05:00:00","80008","9006003","3","2023/07/20 04:59:59","85"
"0","2023/07/20 05:00:00","80008","9006004","3","2023/07/21 04:59:59","86"
"0","2023/07/21 05:00:00","80008","9006005","3","2023/07/22 04:59:59","87"
"0","2023/07/22 05:00:00","80008","9006006","3","2023/07/23 04:59:59","88"
"0","2023/07/23 05:00:00","80008","9006007","3","2023/07/24 04:59:59","89"
"0","2023/07/24 05:00:00","80008","9006008","3","2023/07/25 04:59:59","90"
"0","2023/07/25 05:00:00","80008","9006009","3","2023/07/26 04:59:59","91"
"0","2023/07/26 05:00:00","80008","9006010","3","2023/07/27 04:59:59","92"
"0","2023/07/27 05:00:00","80008","9006011","3","2023/07/28 04:59:59","93"
"0","2023/07/28 05:00:00","80008","9006012","3","2023/07/29 04:59:59","94"
"0","2023/07/29 05:00:00","80008","9006013","3","2023/07/30 04:59:59","95"
"0","2023/07/30 05:00:00","80008","9006014","3","2023/07/31 04:59:59","96"
"0","2023/07/31 05:00:00","80008","9006015","3","2023/08/01 04:59:59","97"
"1","2023/08/01 05:00:00","80008","9006016","3","2023/08/02 04:59:59","98"
"0","2024/01/24 05:00:00","80009","9007001","3","2024/01/25 04:59:59","99"
"0","2024/01/25 05:00:00","80009","9007002","3","2024/01/26 04:59:59","100"
"0","2024/01/26 05:00:00","80009","9007003","3","2024/01/27 04:59:59","101"
"0","2024/01/27 05:00:00","80009","9007004","3","2024/01/28 04:59:59","102"
"0","2024/01/28 05:00:00","80009","9007005","3","2024/01/29 04:59:59","103"
"0","2024/01/29 05:00:00","80009","9007006","3","2024/01/30 04:59:59","104"
"0","2024/01/30 05:00:00","80009","9007007","3","2024/01/31 04:59:59","105"
"0","2024/01/31 05:00:00","80009","9007008","3","2024/02/01 04:59:59","106"
"0","2024/02/01 05:00:00","80009","9007009","3","2024/02/02 04:59:59","107"
"0","2024/02/02 05:00:00","80009","9007010","3","2024/02/03 04:59:59","108"
"0","2024/02/03 05:00:00","80009","9007011","3","2024/02/04 04:59:59","109"
"0","2024/02/04 05:00:00","80009","9007012","3","2024/02/05 04:59:59","110"
"0","2024/02/05 05:00:00","80009","9007013","3","2024/02/06 04:59:59","111"
"0","2024/02/06 05:00:00","80009","9007014","3","2024/02/07 04:59:59","112"
"1","2024/02/07 05:00:00","80009","9007015","3","2024/02/08 04:59:59","113"
"0","2024/04/04 05:00:00","70010","400","0","2024/04/06 04:59:59","114"
"0","2024/04/06 05:00:00","70012","401","0","2024/04/08 04:59:59","115"
"0","0","70011","440","1","0","116"
"0","2024/07/17 05:00:00","80010","9008001","3","2024/07/18 04:59:59","117"
"0","2024/07/18 05:00:00","80010","9008002","3","2024/07/19 04:59:59","118"
"0","2024/07/19 05:00:00","80010","9008003","3","2024/07/20 04:59:59","119"
"0","2024/07/20 05:00:00","80010","9008004","3","2024/07/21 04:59:59","120"
"0","2024/07/21 05:00:00","80010","9008005","3","2024/07/22 04:59:59","121"
"0","2024/07/22 05:00:00","80010","9008006","3","2024/07/23 04:59:59","122"
"0","2024/07/23 05:00:00","80010","9008007","3","2024/07/24 04:59:59","123"
"0","2024/07/24 05:00:00","80010","9008008","3","2024/07/25 04:59:59","124"
"0","2024/07/25 05:00:00","80010","9008009","3","2024/07/26 04:59:59","125"
"0","2024/07/26 05:00:00","80010","9008010","3","2024/07/27 04:59:59","126"
"0","2024/07/27 05:00:00","80010","9008011","3","2024/07/28 04:59:59","127"
"1","2024/07/28 05:00:00","80010","9008012","3","2024/07/29 04:59:59","128"
"1","2024/07/29 05:00:00","80010","9008013","3","2024/07/30 04:59:59","129"
"1","2024/07/30 05:00:00","80010","9008014","3","2024/07/31 04:59:59","130"
"1","2024/07/31 05:00:00","80010","9008015","3","2024/08/01 04:59:59","131"
"1","2024/08/01 05:00:00","80010","9008016","3","2024/08/02 04:59:59","132"
"0","2025/01/18 05:00:00","80011","9009001","3","2025/01/19 04:59:59","133"
"0","2025/01/19 05:00:00","80011","9009002","3","2025/01/20 04:59:59","134"
"0","2025/01/20 05:00:00","80011","9009003","3","2025/01/21 04:59:59","135"
"0","2025/01/21 05:00:00","80011","9009004","3","2025/01/22 04:59:59","136"
"0","2025/01/22 05:00:00","80011","9009005","3","2025/01/23 04:59:59","137"
"0","2025/01/23 05:00:00","80011","9009006","3","2025/01/24 04:59:59","138"
"0","2025/01/24 05:00:00","80011","9009007","3","2025/01/25 04:59:59","139"
"0","2025/01/25 05:00:00","80011","9009008","3","2025/01/26 04:59:59","140"
"0","2025/01/26 05:00:00","80011","9009009","3","2025/01/27 04:59:59","141"
"0","2025/01/27 05:00:00","80011","9009010","3","2025/01/28 04:59:59","142"
"0","2025/01/28 05:00:00","80011","9009011","3","2025/01/29 04:59:59","143"
"0","2025/01/29 05:00:00","80011","9009012","3","2025/01/30 04:59:59","144"
"0","2025/01/30 05:00:00","80011","9009013","3","2025/01/31 04:59:59","145"
"0","2025/01/31 05:00:00","80011","9009014","3","2025/02/01 04:59:59","146"
"1","2025/02/01 05:00:00","80011","9009015","3","2025/02/02 04:59:59","147"
"0","2025/04/03 05:00:00","70014","400","0","2025/04/04 04:59:59","148"
"0","2025/04/04 05:00:00","70015","401","0","2025/04/05 04:59:59","149"
"0","0","70013","441","1","0","150"
