0bec2f494229f973148803f7162b2d40d4986b80573e797328804f5ffb5bb73e,ec3f475df6eed18b450132bf52ebf00c288bf020adf4cfa02c4579b01b990067,568893f1247955141f0b82c71f40ca9b1ad1772117f90b15e865693dbfd45446,f38f6edba0796a0a8c5c9475209e6e08f16e380a3bec8398804fd62c4df4d4ef,2096729b240157e115ee8b6e113a3a4e5b417281cefc29e2b441261d34356a88,dcad3a5b6b79a30ed9bf7b0feb2db71874c4457be8b5b53c55651be0cf11e7b3,c0e9077a9f47b8c162f7adf020c03ab98f0d4348433714d9ac6d8ee19d2febfd
"2401001","924010105","924010103","924010104","924010102","924010101","924010100"
"2401002","924010205","924010203","924010204","924010202","924010201","924010200"
"2401003","924010305","924010303","924010304","924010302","924010301","924010300"
"2402001","924020105","924020103","924020104","924020102","924020101","924020100"
"2402002","924020205","924020203","924020204","924020202","924020201","924020200"
"2402003","924020305","924020303","924020304","924020302","924020301","924020300"
"2403001","924030105","924030103","924030104","924030102","924030101","924030100"
"2403002","924030205","924030203","924030204","924030202","924030201","924030200"
"2403003","924030305","924030303","924030304","924030302","924030301","924030300"
"2404001","924040105","924040103","924040104","924040102","924040101","924040100"
"2404002","924040205","924040203","924040204","924040202","924040201","924040200"
"2404003","924040305","924040303","924040304","924040302","924040301","924040300"
"2405001","924050105","924050103","924050104","924050102","924050101","924050100"
"2405002","924050205","924050203","924050204","924050202","924050201","924050200"
"2405003","924050305","924050303","924050304","924050302","924050301","924050300"
"2407001","924070105","924070103","924070104","924070102","924070101","924070100"
"2407002","924070205","924070203","924070204","924070202","924070201","924070200"
"2407003","924070305","924070303","924070304","924070302","924070301","924070300"
"2407004","0","0","0","0","924071101","924071100"
"2407005","0","0","0","0","924071201","924071200"
"2407006","0","0","0","0","924071301","924071300"
"2407007","0","0","0","0","924071401","924071400"
"2407008","0","0","0","0","924072101","924072100"
"2407009","0","0","0","0","924072201","924072200"
"2407010","0","0","0","0","924072301","924072300"
"2407011","0","0","0","0","924072401","924072400"
"2407012","0","0","0","0","924073101","924073100"
"2407013","0","0","0","0","924073201","924073200"
"2407014","0","0","0","0","924073301","924073300"
"2407015","0","0","0","0","924073401","924073400"
"2408001","924080105","924080103","924080104","924080102","924080101","924080100"
"2408002","924080205","924080203","924080204","924080202","924080201","924080200"
"2408003","924080305","924080303","924080304","924080302","924080301","924080300"
"2408004","0","0","0","0","924081101","924081100"
"2408005","0","0","0","0","924081201","924081200"
"2408006","0","0","0","0","924081301","924081300"
"2408007","0","0","0","0","924081401","924081400"
"2408008","0","0","0","0","924082101","924082100"
"2408009","0","0","0","0","924082201","924082200"
"2408010","0","0","0","0","924082301","924082300"
"2408011","0","0","0","0","924082401","924082400"
"2408012","0","0","0","0","924083101","924083100"
"2408013","0","0","0","0","924083201","924083200"
"2408014","0","0","0","0","924083301","924083300"
"2408015","0","0","0","0","924083401","924083400"
"2409001","924090105","924090103","924090104","924090102","924090101","924090100"
"2409002","924090205","924090203","924090204","924090202","924090201","924090200"
"2409003","924090305","924090303","924090304","924090302","924090301","924090300"
"2409004","0","0","0","0","924091101","924091100"
"2409005","0","0","0","0","924091201","924091200"
"2409006","0","0","0","0","924091301","924091300"
"2409007","0","0","0","0","924091401","924091400"
"2409008","0","0","0","0","924092101","924092100"
"2409009","0","0","0","0","924092201","924092200"
"2409010","0","0","0","0","924092301","924092300"
"2409011","0","0","0","0","924092401","924092400"
"2409012","0","0","0","0","924093101","924093100"
"2409013","0","0","0","0","924093201","924093200"
"2409014","0","0","0","0","924093301","924093300"
"2409015","0","0","0","0","924093401","924093400"
"2410001","924100105","924100103","924100104","924100102","924100101","924100100"
"2410002","924100205","924100203","924100204","924100202","924100201","924100200"
"2410003","924100305","924100303","924100304","924100302","924100301","924100300"
"2410004","0","0","0","0","924101101","924101100"
"2410005","0","0","0","0","924101201","924101200"
"2410006","0","0","0","0","924101301","924101300"
"2410007","0","0","0","0","924101401","924101400"
"2410008","0","0","0","0","924102101","924102100"
"2410009","0","0","0","0","924102201","924102200"
"2410010","0","0","0","0","924102301","924102300"
"2410011","0","0","0","0","924102401","924102400"
"2410012","0","0","0","0","924103101","924103100"
"2410013","0","0","0","0","924103201","924103200"
"2410014","0","0","0","0","924103301","924103300"
"2410015","0","0","0","0","924103401","924103400"
"2411001","924110105","924110103","924110104","924110102","924110101","924110100"
"2411002","924110205","924110203","924110204","924110202","924110201","924110200"
"2411003","924110305","924110303","924110304","924110302","924110301","924110300"
"2411004","0","0","0","0","924111101","924111100"
"2411005","0","0","0","0","924111201","924111200"
"2411006","0","0","0","0","924111301","924111300"
"2411007","0","0","0","0","924111401","924111400"
"2411008","0","0","0","0","924112101","924112100"
"2411009","0","0","0","0","924112201","924112200"
"2411010","0","0","0","0","924112301","924112300"
"2411011","0","0","0","0","924112401","924112400"
"2411012","0","0","0","0","924113101","924113100"
"2411013","0","0","0","0","924113201","924113200"
"2411014","0","0","0","0","924113301","924113300"
"2411015","0","0","0","0","924113401","924113400"
"2412001","924120105","924120103","924120104","924120102","924120101","924120100"
"2412002","924120205","924120203","924120204","924120202","924120201","924120200"
"2412003","924120305","924120303","924120304","924120302","924120301","924120300"
"2412004","0","0","0","0","924121101","924121100"
"2412005","0","0","0","0","924121201","924121200"
"2412006","0","0","0","0","924121301","924121300"
"2412007","0","0","0","0","924121401","924121400"
"2412008","0","0","0","0","924122101","924122100"
"2412009","0","0","0","0","924122201","924122200"
"2412010","0","0","0","0","924122301","924122300"
"2412011","0","0","0","0","924122401","924122400"
"2412012","0","0","0","0","924123101","924123100"
"2412013","0","0","0","0","924123201","924123200"
"2412014","0","0","0","0","924123301","924123300"
"2412015","0","0","0","0","924123401","924123400"
"2414001","924140105","924140103","924140104","924140102","924140101","924140100"
"2414002","924140205","924140203","924140204","924140202","924140201","924140200"
"2414003","924140305","924140303","924140304","924140302","924140301","924140300"
"2414004","0","0","0","0","924141101","924141100"
"2414005","0","0","0","0","924141201","924141200"
"2414006","0","0","0","0","924141301","924141300"
"2414007","0","0","0","0","924141401","924141400"
"2414008","0","0","0","0","924142101","924142100"
"2414009","0","0","0","0","924142201","924142200"
"2414010","0","0","0","0","924142301","924142300"
"2414011","0","0","0","0","924142401","924142400"
"2414012","0","0","0","0","924143101","924143100"
"2414013","0","0","0","0","924143201","924143200"
"2414014","0","0","0","0","924143301","924143300"
"2414015","0","0","0","0","924143401","924143400"
"2415001","924150105","924150103","924150104","924150102","924150101","924150100"
"2415002","924150205","924150203","924150204","924150202","924150201","924150200"
"2415003","924150305","924150303","924150304","924150302","924150301","924150300"
"2415004","0","0","0","0","924151101","924151100"
"2415005","0","0","0","0","924151201","924151200"
"2415006","0","0","0","0","924151301","924151300"
"2415007","0","0","0","0","924151401","924151400"
"2415008","0","0","0","0","924152101","924152100"
"2415009","0","0","0","0","924152201","924152200"
"2415010","0","0","0","0","924152301","924152300"
"2415011","0","0","0","0","924152401","924152400"
"2415012","0","0","0","0","924153101","924153100"
"2415013","0","0","0","0","924153201","924153200"
"2415014","0","0","0","0","924153301","924153300"
"2415015","0","0","0","0","924153401","924153400"
"2416001","924160105","924160103","924160104","924160102","924160101","924160100"
"2416002","924160205","924160203","924160204","924160202","924160201","924160200"
"2416003","924160305","924160303","924160304","924160302","924160301","924160300"
"2416004","0","0","0","0","924161101","924161100"
"2416005","0","0","0","0","924161201","924161200"
"2416006","0","0","0","0","924161301","924161300"
"2416007","0","0","0","0","924161401","924161400"
"2416008","0","0","0","0","924162101","924162100"
"2416009","0","0","0","0","924162201","924162200"
"2416010","0","0","0","0","924162301","924162300"
"2416011","0","0","0","0","924162401","924162400"
"2416012","0","0","0","0","924163101","924163100"
"2416013","0","0","0","0","924163201","924163200"
"2416014","0","0","0","0","924163301","924163300"
"2416015","0","0","0","0","924163401","924163400"
"2417001","924170105","924170103","924170104","924170102","924170101","924170100"
"2417002","924170205","924170203","924170204","924170202","924170201","924170200"
"2417003","924170305","924170303","924170304","924170302","924170301","924170300"
"2417004","0","0","0","0","924171101","924171100"
"2417005","0","0","0","0","924171201","924171200"
"2417006","0","0","0","0","924171301","924171300"
"2417007","0","0","0","0","924171401","924171400"
"2417008","0","0","0","0","924172101","924172100"
"2417009","0","0","0","0","924172201","924172200"
"2417010","0","0","0","0","924172301","924172300"
"2417011","0","0","0","0","924172401","924172400"
"2417012","0","0","0","0","924173101","924173100"
"2417013","0","0","0","0","924173201","924173200"
"2417014","0","0","0","0","924173301","924173300"
"2417015","0","0","0","0","924173401","924173400"
"2418001","924180105","924180103","924180104","924180102","924180101","924180100"
"2418002","924180205","924180203","924180204","924180202","924180201","924180200"
"2418003","924180305","924180303","924180304","924180302","924180301","924180300"
"2418004","0","0","0","0","924181101","924181100"
"2418005","0","0","0","0","924181201","924181200"
"2418006","0","0","0","0","924181301","924181300"
"2418007","0","0","0","0","924181401","924181400"
"2418008","0","0","0","0","924182101","924182100"
"2418009","0","0","0","0","924182201","924182200"
"2418010","0","0","0","0","924182301","924182300"
"2418011","0","0","0","0","924182401","924182400"
"2418012","0","0","0","0","924183101","924183100"
"2418013","0","0","0","0","924183201","924183200"
"2418014","0","0","0","0","924183301","924183300"
"2418015","0","0","0","0","924183401","924183400"
"2419001","924190105","924190103","924190104","924190102","924190101","924190100"
"2419002","924190205","924190203","924190204","924190202","924190201","924190200"
"2419003","924190305","924190303","924190304","924190302","924190301","924190300"
"2419004","0","0","0","0","924191101","924191100"
"2419005","0","0","0","0","924191201","924191200"
"2419006","0","0","0","0","924191301","924191300"
"2419007","0","0","0","0","924191401","924191400"
"2419008","0","0","0","0","924192101","924192100"
"2419009","0","0","0","0","924192201","924192200"
"2419010","0","0","0","0","924192301","924192300"
"2419011","0","0","0","0","924192401","924192400"
"2419012","0","0","0","0","924193101","924193100"
"2419013","0","0","0","0","924193201","924193200"
"2419014","0","0","0","0","924193301","924193300"
"2419015","0","0","0","0","924193401","924193400"
"2420001","924200105","924200103","924200104","924200102","924200101","924200100"
"2420002","924200205","924200203","924200204","924200202","924200201","924200200"
"2420003","924200305","924200303","924200304","924200302","924200301","924200300"
"2420004","0","0","0","0","924201101","924201100"
"2420005","0","0","0","0","924201201","924201200"
"2420006","0","0","0","0","924201301","924201300"
"2420007","0","0","0","0","924201401","924201400"
"2420008","0","0","0","0","924202101","924202100"
"2420009","0","0","0","0","924202201","924202200"
"2420010","0","0","0","0","924202301","924202300"
"2420011","0","0","0","0","924202401","924202400"
"2420012","0","0","0","0","924203101","924203100"
"2420013","0","0","0","0","924203201","924203200"
"2420014","0","0","0","0","924203301","924203300"
"2420015","0","0","0","0","924203401","924203400"
"2421001","0","0","0","0","924211101","924211100"
"2421002","0","0","0","0","924211201","924211200"
"2421003","0","0","0","0","924211301","924211300"
"2421004","0","0","0","0","924211401","924211400"
"2421005","0","0","0","0","924212101","924212100"
"2421006","0","0","0","0","924212201","924212200"
"2421007","0","0","0","0","924212301","924212300"
"2421008","0","0","0","0","924212401","924212400"
"2421009","0","0","0","0","924213101","924213100"
"2421010","0","0","0","0","924213201","924213200"
"2421011","0","0","0","0","924213301","924213300"
"2421012","0","0","0","0","924213401","924213400"
"2422001","0","0","0","0","924221101","924221100"
"2422002","0","0","0","0","924221201","924221200"
"2422003","0","0","0","0","924221301","924221300"
"2422004","0","0","0","0","924221401","924221400"
"2422005","0","0","0","0","924222101","924222100"
"2422006","0","0","0","0","924222201","924222200"
"2422007","0","0","0","0","924222301","924222300"
"2422008","0","0","0","0","924222401","924222400"
"2422009","0","0","0","0","924223101","924223100"
"2422010","0","0","0","0","924223201","924223200"
"2422011","0","0","0","0","924223301","924223300"
"2422012","0","0","0","0","924223401","924223400"
"2423001","0","0","0","0","924231101","924231100"
"2423002","0","0","0","0","924231201","924231200"
"2423003","0","0","0","0","924231301","924231300"
"2423004","0","0","0","0","924231401","924231400"
"2423005","0","0","0","0","924232101","924232100"
"2423006","0","0","0","0","924232201","924232200"
"2423007","0","0","0","0","924232301","924232300"
"2423008","0","0","0","0","924232401","924232400"
"2423009","0","0","0","0","924233101","924233100"
"2423010","0","0","0","0","924233201","924233200"
"2423011","0","0","0","0","924233301","924233300"
"2423012","0","0","0","0","924233401","924233400"
