047ae3a2f43deed5f54739e1817d03b22cd6957de8bb833547a17f80c3220b0e,e1a52b32a75005993b6bc0bfb854a2d148f26e04f3eb47cf2de00c5235cca3fd,ecaa4435c91e96096629e6ac5a0ea3251ef71ef61454bf1b21a0d4322f6ac9c3,764d52bdae7996a50c28e17f384423b6e5532f7fe0f6bd26740c508a1c63e6f0,310dcb52914f76e23d17513e7ff9982fa05263aaa07d6e3b64fde723a102a2cb,663fe5183071d9a0db4cdf2fb6c91b8ebd464a20057608014dc54a7ff8b2aee6,bf3335ed856b8d94d8bcb57d0cbfa13210d287068fced1969be7ac07930e79e8,bdab2d70325ecc1fcfb9a800c115fc9a871b50077f12793c15901ebab80ed502,bb15d7552d52a1dc2eb4fe04e00994e67da4988132c3a4b2b2015ca740486203,4d75cd5ba222d9d55793331cb2042fab90d91297f290567e031c2ec56b1e815d,5ef024b34dd0b4cf220e8259679a4b4b475f9125720b3385afd6d6334fd19293,d351eff6af59cd3b8638a893f2a30faf6c64f8956c6af00b43d8a5fdac9e9f13,344ebf3329f57619e2c50fdd52c84642cfe5ae843a9ba9a1c864bb06267d5acb,9218d8b59068e1a50c77411712dbed30c013e1c1ae2bc366da9120ac5b0247d0,783c81e77c128e32801b79b22ee84731d0a7894ab470abcda944c4fd56c7c187,3c25886c5061a43b3f984b7d0d6d697a56ba42106e6caa9527db72828639a1bd,64207e0f861a70593d19a064be7b98311adfe7e5c9ecd3290a3a33faeeb85c45,51a9ec601e5c7c49af6ae6b077201094d61d0d7e97e216bcdbd660c8d892aeb8,9bb302ac10b5ddc8a900ccc05436d0c18bb5f40fa7314fb4c4bde4709fc08a0d,b22424f4c59aa76128eb574cd1d407dceb32e6e7751452b62035a32e779a8679,8ce8289ef2f3c4252b1ef3583aa3cfd305ea77d08b83e07272db265dd18b7401,a4dfeadf1e5eddae747abe4cfb858cad45b9958639256ce27bc733e18ef48f2d
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001011","46","101011","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001012","46","101281","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001013","46","101581","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001021","46","101251","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001022","46","101521","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001023","46","101551","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001031","46","101161","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001032","46","101431","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001033","46","101611","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001041","46","101101","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001042","46","101371","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001043","46","101551","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001051","46","101161","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001052","46","101521","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001053","46","101011","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001061","46","101071","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001062","46","101431","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001063","46","101401","0","0","0","0","0","0"
"1","0","0","0","0","1","0","0","0","4","0","0","54","11001071","46","101191","0","0","0","0","0","0"
