81b7d75370b5cf027015d15b36bd695710b74c374ee60d93f82c7f462de6d2d5,f760098b4f6119df9401895449e93308dcf8cdf12113ea9625074789aa9450ee,2f41275bbadd015fcd266892a8ba35c2142655198767ca155371b6306b3f8b21,e06cedc0ad517ca8721a56c22252a8b4b22034584f0ae76aa69ce7075ece5744,e9433f79407e07bd9ee99fd61c7a8820a585aa12f9a5799322d8177e612ca990,375fa192c2f258cac40bd6fc64197183bd8c28fce0142bbba3219dde637266e4,7c514cd0a2c12c9c7b0696310736fb3089a643c55328e61398aaac30ff8ddeca,89757d3eb653f7fc1d7dec3e8b1af9daca2994dc16c957ab0af8ff307c5ae66d,fc82d563434580efeaf9c3c6d564d6077ce7440706f25afd83eadf597d54bdf7,a3b1d22f9e67ac55f3d691b074c295278d8dce92625325e2d1696b2c8813553b,b03f22ee0a4339c11b7fac2e27388e327d2424bc05e67c43e35b562b61273a35
"10128","91002","25","8","0","0","0","10157107","2","只有兩人的元旦日出","5128071"
"10128","91002","25","8","0","5128071","0","0","2","新家的必備條件","5128072"
"10128","91002","25","8","0","5128072","0","0","2","其實比誰都還要","5128073"
"10128","91002","25","8","0","5128073","0","0","2","想要一家人\n一起珍惜的事","5128074"
"10128","91002","50","8","0","5128074","0","0","2","誓約的諾言","5128075"
"10128","91002","25","8","0","0","0","10157107","3","染血的訂婚通知","5128081"
"10128","91002","25","8","0","5128081","0","0","3","漂泊之人的尋家路","5128082"
"10128","91002","25","8","0","5128082","0","0","3","珍愛時光","5128083"
"10128","91002","25","8","0","5128083","0","0","3","東國的\n家族文化","5128084"
"10128","91002","50","8","0","5128084","0","0","3","傳達真誠的愛","5128085"
"10128","0","0","0","5128085","5128075","0","0","4","口頭約定是禍端","5128091"
"10128","0","0","0","0","5128091","11001271","0","4","不容退讓的家庭味道","5128092"
"10128","0","0","0","0","0","0","10157107","1","夢境說書人的邀請","5128161"
