32b232c3c99673fa7936dadb77083c321bcee164415ee5c634b79995d2907dd8,1349f69ee26b93fa4bbc341c3eba07c50fe1a0fb8ec0da741441b9dc9e179794,a06b463aaf0be4ce60ba87ea078ca4cd7d230dc985b71cb2b765fe66794a525e,0feb356203d9b87b085b8420a4ad94541913b20a2aab5cde0789edf6a7b08e0a,4eeee122715ba96014fb36c15a8ceccecae66b93c9e79ca5e03968c720f60486,7063f8e39bf8810a0be98af24549370ae40d37561e4fedf8a5132193daa5fe2d,206e527245d1ac24acd61a57af0b2e9503ed8d73a6cea63b71708b64821c2abf,0dffb7589675a76ec8d779097dec61ecc9b84d3c37ef49cec644f72c4bed42ce,9fdb0d5027f0d867aecc6e81624dbd670041d5679920f6f60e1d76e9bbcbbdef,782b9fef3422fcbb9f5a3b0a591203fc2a74f96deccd46e75bdb0d36ec6053c3,bbd8bd183de92a4f9fe9d6fdb37fd8041c921d1db561ff4f63b5aad4c2e515d0,3099041d6e7cf0977dfab22e5b3b7b9193f8c5d5750f679734f258d76eeb8901,5f1725fb58c3b090adf1bd4b577caca169a1f9f99379528e6b1673868508ef43
"0","10000101","0","100001","提升攻擊力15％、\n提升攻擊速度10％。","130011","小幅度提升攻擊力跟攻擊速度","2210101","倭","0","0","0","2"
"0","10000201","0","100002","提升最大HP15％、\n提升攻擊速度10％。","130111","小幅度提升最大HP跟攻擊速度","2210201","若菜","0","0","0","2"
"0","0","0","100003","戰鬥開始３秒內，\n使敵人的移動速度與攻擊速度下降15％。","130211","小幅度降低敵人的移動速度與攻擊速度","2210301","布武機","0","0","0","2"
"0","10000401","1","100004","提升最大HP25％。","105811","中幅度提升最大HP","0","貪吃佩可","0","0","0","2"
"0","0","2","100005","戰鬥開始３秒內，\n使敵人的移動速度下降25％。","106011","中幅度降低敵人的移動速度","2210501","凱留","0","0","0","2"
"0","10000601","3","100006","提升COST上限50％。","105911","大幅度提升COST","0","可可蘿","0","0","0","2"
"0","0","4","100007","提升移動速度25％。","106411","中幅度提升移動速度","2210701","雪菲","0","0","0","3"
"0","10000801","5","100008","提升攻擊力15％、\n提升移動速度10％。","131311","小幅度提升攻擊力跟移動速度","2210801","莉莉","0","0","0","2"
"0","10000901","6","100009","提升最大HP15％、\n提升移動速度10％。","131411","小幅度提升最大HP跟移動速度","2210901","可璃亞","0","0","0","2"
"0","10001001","7","100010","提升COST上限25％、\n提升移動速度10％。","131511","小幅度提升COST上限跟移動速度","2211001","普蕾西亞","0","0","0","2"
"0","10001101","8","100011","提升攻擊力10％，\n戰鬥開始３秒內，提升攻擊速度15％。","126411","小幅度提升攻擊力跟攻擊速度","2211101","克蘿茜","0","0","0","2"
"0","0","9","100012","戰鬥開始３秒內，\n提升攻擊力25％。","126511","中幅度提升攻擊力","2211201","萊拉耶爾","0","0","0","3"
"0","0","10","100013","戰鬥開始３秒內，提升攻擊速度10％，\n然後提升攻擊力25％。","127711","提升攻擊速度跟攻擊力","2211301","琳德","0","0","0","2"
"0","0","11","100014","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降25％。","127811","降低自身的攻擊速度與敵人的攻擊力","2211401","烏爾姆","0","0","0","2"
"0","10001501","12","100015","提升COST上限25％、\n提升HP15％。","130911","小幅度提升COST上限跟HP","0","庫露露","0","10001502","0","3"
"0","0","13","100016","降低敵人的攻擊力跟攻擊速度10％。","129611","小幅度降低對方的攻擊力跟攻擊速度","2211601","安涅默涅","0","0","0","2"
"0","0","14","100017","戰鬥開始1.5秒內，\n使敵人的移動速度下降50％。","129711","大幅度降低對方的移動速度","2211701","涅妃‧涅羅","0","0","0","3"
"0","0","0","101001","剩餘HP在50％以下時發動。\n在３秒間射出斬擊，造成大幅度傷害。","130011","射出斬擊攻擊敵人","3110101","倭","0","0","1","1"
"0","0","0","101002","剩餘HP在70％以下時發動。\n尖刺兄弟會出現，要是撞到敵人\n會造成小幅度傷害，將其擊飛。","130111","尖刺兄弟撞飛敵人","3110201","若菜","0","0","1","1"
"0","0","0","101003","戰鬥開始３秒後發動。\n封鎖敵人的移動與攻擊１秒。","130211","封鎖敵人的移動與攻擊１秒","2110301","布武機","0","0","1","1"
"0","20101001","0","201010","提升最大HP15％。","105811","提升最大HP","0","貪吃佩可","0","0","1","2"
"0","0","0","201020","戰鬥開始３秒內，\n使敵人的移動速度下降15％。","106011","降低敵方的移動速度","2220201","凱留","0","0","1","2"
"0","20103001","0","201030","提升COST上限50％。","105911","提升COST上限","0","可可蘿","0","0","1","2"
"0","0","0","201040","提升移動速度15％。","106411","提升移動速度","2220401","雪菲","0","0","1","3"
"0","20105001","0","201050","提升攻擊力25％、\n提升移動速度10％。","131311","提升攻擊力跟移動速度","2220501","莉莉","0","0","1","2"
"0","20106001","0","201060","提升最大HP25％、\n提升移動速度10％。","131411","提升最大HP跟移動速度","2220601","可璃亞","0","0","1","2"
"0","20107001","0","201070","提升COST上限25％、\n提升移動速度10％。","131511","提升COST上限跟移動速度","2220701","普蕾西亞","0","0","1","2"
"0","20108001","0","201080","提升攻擊力25％，\n戰鬥開始３秒內，提升攻擊速度15％。","126411","提升攻擊力跟攻擊速度","2220801","克蘿茜","0","0","1","2"
"0","0","0","201090","戰鬥開始３秒內，\n提升攻擊力25％。","126511","提升攻擊力","2220901","萊拉耶爾","0","0","1","3"
"0","0","0","201100","戰鬥開始３秒內，提升攻擊速度10％，\n然後提升攻擊力15％。","127711","提升攻擊速度跟攻擊力","2221001","琳德","0","0","1","2"
"0","0","0","201110","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降15％。","127811","降低自身的攻擊速度與敵人的攻擊力","2221101","烏爾姆","0","0","1","2"
"0","20112001","0","201120","提升COST上限25％、\n提升HP50％。","130911","提升COST上限跟HP","0","庫露露","0","20112002","1","3"
"0","0","0","201130","降低敵人的攻擊力跟攻擊速度10％。","129611","降低對方的攻擊力跟攻擊速度","2221301","安涅默涅","0","0","1","2"
"0","0","0","201140","戰鬥開始1.5秒內，\n使敵人的移動速度下降25％。","129711","降低對方的移動速度","2221401","涅妃‧涅羅","0","0","1","3"
"0","20115001","0","201150","提升最大HP３0％。","105811","提升最大HP","0","貪吃佩可","0","0","1","2"
"0","0","0","201160","戰鬥開始３秒內，\n使敵人的移動速度下降20％。","106011","降低敵方的移動速度","2221601","凱留","0","0","1","2"
"0","20117001","0","201170","提升COST上限75％。","105911","提升COST上限","0","可可蘿","0","0","1","2"
"0","0","0","201180","提升移動速度20％。","106411","提升移動速度","2221801","雪菲","0","0","1","3"
"0","20119001","0","201190","提升攻擊力50％、\n提升移動速度15％。","131311","提升攻擊力跟移動速度","2221901","莉莉","0","0","1","2"
"0","20120001","0","201200","提升最大HP50％、\n提升移動速度15％。","131411","提升最大HP跟移動速度","2222001","可璃亞","0","0","1","2"
"0","20121001","0","201210","提升COST上限３0％、\n提升移動速度15％。","131511","提升COST上限跟移動速度","2222101","普蕾西亞","0","0","1","2"
"0","20122001","0","201220","提升攻擊力50％，\n戰鬥開始３秒內，提升攻擊速度20％。","126411","提升攻擊力跟攻擊速度","2222201","克蘿茜","0","0","1","2"
"0","0","0","201230","戰鬥開始３秒內，\n提升攻擊力３0％。","126511","提升攻擊力","2222301","萊拉耶爾","0","0","1","3"
"0","0","0","201240","戰鬥開始３秒內，提升攻擊速度15％，\n然後提升攻擊力20％。","127711","提升攻擊速度跟攻擊力","2222401","琳德","0","0","1","2"
"0","0","0","201250","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降20％。","127811","降低自身的攻擊速度與敵人的攻擊力","2222501","烏爾姆","0","0","1","2"
"0","20126001","0","201260","提升COST上限３0％、\n提升HP50％。","130911","提升COST上限跟HP","0","庫露露","0","20126002","1","3"
"0","0","0","201270","降低敵人的攻擊力跟攻擊速度15％。","129611","降低對方的攻擊力跟攻擊速度","2222701","安涅默涅","0","0","1","2"
"0","0","0","201280","戰鬥開始1.5秒內，\n使敵人的移動速度下降３5％。","129711","降低對方的移動速度","2222801","涅妃‧涅羅","0","0","1","3"
"0","20129001","0","201290","提升攻擊力50％、\n提升移動速度20％。","131311","提升攻擊力跟移動速度","2222901","莉莉","0","0","1","2"
"0","0","0","201300","戰鬥開始３秒內，提升攻擊速度20％，\n然後提升攻擊力50％。","127711","提升攻擊速度跟攻擊力","2223001","琳德","0","0","1","2"
"0","20131001","0","201310","提升最大HP50％。","105811","提升最大HP","0","貪吃佩可","0","0","1","2"
"0","0","0","201320","戰鬥開始３秒內，\n使敵人的移動速度下降25％。","106011","降低敵方的移動速度","2223201","凱留","0","0","1","2"
"0","20133001","0","201330","提升COST上限100％。","105911","提升COST上限","0","可可蘿","0","0","1","2"
"0","0","0","201340","提升移動速度25％。","106411","提升移動速度","2223401","雪菲","0","0","1","3"
"0","20135001","0","201350","提升攻擊力50％、\n提升移動速度20％。","131311","提升攻擊力跟移動速度","2223501","莉莉","0","0","1","2"
"0","20136001","0","201360","提升最大HP50％、\n提升移動速度20％。","131411","提升最大HP跟移動速度","2223601","可璃亞","0","0","1","2"
"0","20137001","0","201370","提升COST上限50％、\n提升移動速度20％。","131511","提升COST上限跟移動速度","2223701","普蕾西亞","0","0","1","2"
"0","20138001","0","201380","提升攻擊力50％，\n戰鬥開始３秒內，提升攻擊速度25％。","126411","提升攻擊力跟攻擊速度","2223801","克蘿茜","0","0","1","2"
"0","0","0","201390","戰鬥開始３秒內，\n提升攻擊力３5％。","126511","提升攻擊力","2223901","萊拉耶爾","0","0","1","3"
"0","0","0","201400","戰鬥開始３秒內，提升攻擊速度20％，\n然後提升攻擊力25％。","127711","提升攻擊速度跟攻擊力","2224001","琳德","0","0","1","2"
"0","0","0","201410","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降25％。","127811","降低自身的攻擊速度與敵人的攻擊力","2224101","烏爾姆","0","0","1","2"
"0","20142001","0","201420","提升COST上限50％、\n提升HP50％。","130911","提升COST上限跟HP","0","庫露露","0","20142002","1","3"
"0","0","0","201430","降低敵人的攻擊力跟攻擊速度20％。","129611","降低對方的攻擊力跟攻擊速度","2224301","安涅默涅","0","0","1","2"
"0","0","0","201440","戰鬥開始1.5秒內，\n使敵人的移動速度下降75％。","129711","降低對方的移動速度","2224401","涅妃‧涅羅","0","0","1","3"
"0","20145001","0","201450","提升最大HP100％。","105811","提升最大HP","0","貪吃佩可","0","0","1","2"
"0","20146001","0","201460","提升COST上限100％。","105911","提升COST上限","0","可可蘿","0","0","1","2"
"0","20147001","0","201470","提升攻擊力75％、\n提升移動速度３0％。","131311","提升攻擊力跟移動速度","2224701","莉莉","0","0","1","2"
