057f21a80873650015566046dcf07bceae695e7d9b5001cf787d03a554510e25,6a039c6d5525cd7d09f28b4a74e328f67d511ea474c679c0b7ae5fc695f66512,e8f1644692ad7a3c31549ef1445b4f09e170ae53b8d28ffb07451bc2eab4b364,3ec8ff13fc0202f175cd88165ca79c4e7ee98e55d663541b43c5848325e78f0f,44fab6ce1f5fb421290233edb0fe15aa4e79fb03b9efbbf1bbe3f2f53df69c49,1b2bbee05b3706173af126b627d284d37c6b5605bea9130ae1250a93f99229a8,b69c316fdec37e35bac1c501760e4823bdeec48b88266d9568b40827e9540fbd,1be308a81bcc3f080f1cdefe43c40c61e992598d8c9b1b309c31ed3c7fac2dd0,59bb77fc682b0b1892e74964e4efed97c646333769d5f1c4dc402a7f92f47428,42d368a57425925d5d5bd38626b1d0aafb7852fe8b9dc3db817252aa47c67651,bce43a87172f60712ade38fa14c85228faeab5d5540f8a88cdf93c006acd12ae,9a53fd9953c062b92c813470344270728a94deb213b9533472ba06199d8e979d,93a63b1fad8224e6812c8bf606bf1218984ad8ef8aa65f5b1a91905a76593521,13133d66934cea83ca0df5c5898216ea7182c69c2aeb5b061e91486cf66aa992,688473c44877df6e48e424fd16f03bb0b351283c57db65a60139b7d1abda04ea,fce03137502f11ddbf2b9a207c0ab71ae2906199974b8a19519030f4b194b73d
"0","0","0","0","0","0","1","101011","4","0","101281","4","110010011","1","0","0"
"0","0","0","0","0","0","1","101251","4","0","101521","4","110010021","1","0","0"
"0","0","0","0","0","0","1","101161","4","0","101431","4","110010031","1","0","0"
"0","0","0","0","0","0","1","101371","4","0","101551","4","110010041","1","0","0"
"0","0","0","0","0","0","1","101161","4","0","101611","4","110010051","1","0","0"
"0","0","0","0","0","0","1","101071","4","0","101401","4","110010061","1","0","0"
"0","0","0","0","0","0","1","101251","4","0","101581","4","110010071","1","0","0"
"0","0","0","0","0","0","1","101281","4","0","101611","4","110010081","1","0","0"
"0","0","0","0","0","0","1","101131","4","0","101551","4","110010091","1","0","0"
"0","0","0","0","0","0","1","101011","4","0","101611","4","110010101","1","0","0"
"0","0","0","0","0","0","1","101191","4","0","101011","4","110020011","1","0","0"
"0","0","0","0","0","0","1","101251","4","0","101371","4","110020021","1","0","0"
"0","0","0","0","0","0","1","101401","4","0","101551","4","110020031","1","0","0"
"0","0","0","0","0","0","1","101521","4","0","101611","4","110020041","1","0","0"
"0","0","0","0","0","0","1","101281","4","0","101581","4","110020051","1","0","0"
"0","0","0","0","0","0","1","101251","4","0","101611","4","110020061","1","0","0"
"0","0","0","0","0","0","1","101071","4","0","101431","4","110020071","1","0","0"
"0","0","0","0","0","0","1","101131","4","0","101581","4","110020081","1","0","0"
"0","0","0","0","0","0","1","102163","4","0","122371","4","110020091","1","0","0"
"0","0","0","0","0","0","1","102013","4","0","102581","4","110020101","1","0","0"
"0","0","0","0","0","0","1","102252","4","0","102551","4","110020111","1","0","0"
"0","0","0","0","0","0","1","102222","4","0","102612","4","110020121","1","0","0"
"0","0","0","0","0","0","1","122493","4","0","102551","4","110030011","1","0","0"
"0","0","0","0","0","0","1","122491","4","0","102612","4","110030021","1","0","0"
"0","0","0","0","0","0","1","102163","4","0","102252","4","110030031","1","0","0"
"0","0","0","0","0","0","1","102222","4","0","102192","4","110030041","1","0","0"
"0","0","0","0","0","0","1","102013","4","0","102131","4","110030051","1","0","0"
"0","0","0","0","0","0","1","102014","4","0","102101","4","110030061","1","0","0"
"0","0","0","0","0","0","1","102041","4","0","122282","4","110030071","1","0","0"
"0","0","0","0","0","0","1","122312","4","0","122342","4","110030081","1","0","0"
"0","0","0","0","0","0","1","122372","4","0","122401","4","110030091","1","0","0"
"0","0","0","0","0","0","1","122432","4","0","122521","4","110030101","1","0","0"
"0","0","0","0","0","0","1","102552","4","0","102582","4","110030111","1","0","0"
"0","0","0","0","0","0","1","122614","4","0","122613","4","110030121","1","0","0"
"0","0","0","0","0","0","1","102101","4","0","102252","4","110040011","1","0","0"
"0","0","0","0","0","0","1","102014","4","0","102192","4","110040021","1","0","0"
"0","0","0","0","0","0","1","113071","4","0","102013","4","110040031","1","0","0"
"0","0","0","0","0","0","1","113011","4","0","102163","4","110040041","1","0","0"
"0","0","0","0","0","0","1","123161","4","0","123251","4","110040051","1","0","0"
"0","0","0","0","0","0","1","113221","4","0","113191","4","110040061","1","0","0"
"0","0","0","0","0","0","1","123281","4","0","102552","4","110040071","1","0","0"
"0","0","0","0","0","0","1","123311","4","0","102582","4","110040081","1","0","0"
"0","0","0","0","0","0","1","123341","4","0","122614","4","110040091","1","0","0"
"0","0","0","0","0","0","1","113431","4","0","113521","4","110040101","1","0","0"
"0","0","0","0","0","0","1","113551","4","0","113581","4","110040111","1","0","0"
"0","0","0","0","0","0","1","113611","4","0","123612","4","110040121","1","0","0"
"0","0","0","0","0","0","1","123192","4","0","113252","4","110040131","1","0","0"
"0","0","0","0","0","0","1","123161","4","0","113191","4","110050011","1","0","0"
"0","0","0","0","0","0","1","113221","4","0","113071","4","110050021","1","0","0"
"0","0","0","0","0","0","1","123192","4","0","123251","4","110050031","1","0","0"
"0","0","0","0","0","0","1","113012","4","0","113101","4","110050041","1","0","0"
"0","0","0","0","0","0","1","113162","4","0","113252","4","110050051","1","0","0"
"0","0","0","0","0","0","1","123041","4","0","113131","4","110050061","1","0","0"
"0","0","0","0","0","0","1","113342","4","0","113522","4","110050071","1","0","0"
"0","0","0","0","0","0","1","123371","4","0","123432","4","110050081","1","0","0"
"0","0","0","0","0","0","1","123282","4","0","123461","4","110050091","1","0","0"
"0","0","0","0","0","0","1","113401","4","0","123491","4","110050101","1","0","0"
"0","0","0","0","0","0","1","113552","4","0","113162","4","110050111","1","0","0"
"0","0","0","0","0","0","1","123582","4","0","113012","4","110050121","1","0","0"
"0","0","0","0","0","0","1","123072","4","0","113222","4","110050131","1","0","0"
"0","0","0","0","0","0","1","113101","4","0","113131","4","110060011","1","0","0"
"0","0","0","0","0","0","1","113162","4","0","123192","4","110060021","1","0","0"
"0","0","0","0","0","0","1","123193","4","0","113252","4","110060031","1","0","0"
"0","0","0","0","0","0","1","123132","4","0","113012","4","110060041","1","0","0"
"0","0","0","0","0","0","1","113013","4","0","123072","4","110060051","1","0","0"
"0","0","0","0","0","0","1","123042","4","0","113222","4","110060061","1","0","0"
"0","0","0","0","0","0","1","113283","4","0","123041","4","110060071","1","0","0"
"0","0","0","0","0","0","1","123343","4","0","113522","4","110060081","1","0","0"
"0","0","0","0","0","0","1","113372","4","0","113552","4","110060091","1","0","0"
"0","0","0","0","0","0","1","113553","4","0","123582","4","110060101","1","0","0"
"0","0","0","0","0","0","1","113614","4","0","113013","4","110060111","1","0","0"
"0","0","0","0","0","0","1","123583","4","0","123193","4","110060121","1","0","0"
"0","0","0","0","0","0","1","124131","4","0","123042","4","110060131","1","0","0"
"0","0","0","0","0","0","1","124101","4","0","124251","4","110060141","1","0","0"
"0","0","0","0","0","0","1","113222","4","0","123432","4","110070011","1","0","0"
"0","0","0","0","0","0","1","113013","4","0","123072","4","110070021","1","0","0"
"0","0","0","0","0","0","1","124251","4","0","123132","4","110070031","1","0","0"
"0","0","0","0","0","0","1","114011","4","0","124131","4","110070041","1","0","0"
"0","0","0","0","0","0","1","124101","4","0","114191","4","110070051","1","0","0"
"0","0","0","0","0","0","1","124161","4","0","124071","4","110070061","1","0","0"
"0","0","0","0","0","0","1","114041","4","0","114221","4","110070071","1","0","0"
"0","0","0","0","0","0","1","114011","4","0","124251","4","110070081","1","0","0"
"0","0","0","0","0","0","1","114281","4","0","124101","4","110070091","1","0","0"
"0","0","0","0","0","0","1","114221","4","0","124161","4","110070101","1","0","0"
"0","0","0","0","0","0","1","124311","4","0","114041","4","110070111","1","0","0"
"0","0","0","0","0","0","1","114341","4","0","124071","4","110070121","1","0","0"
"0","0","0","0","0","0","1","114371","4","0","114191","4","110070131","1","0","0"
"0","0","0","0","0","0","1","124401","4","0","124131","4","110070141","1","0","0"
"0","0","0","0","0","0","1","114041","4","0","114011","4","110080011","1","0","0"
"0","0","0","0","0","0","1","124131","4","0","124161","4","110080021","1","0","0"
"0","0","0","0","0","0","1","124101","4","0","124071","4","110080031","1","0","0"
"0","0","0","0","0","0","1","114191","4","0","114221","4","110080041","1","0","0"
"0","0","0","0","0","0","1","114281","4","0","114011","4","110080051","1","0","0"
"0","0","0","0","0","0","1","124311","4","0","114041","4","110080061","1","0","0"
"0","0","0","0","0","0","1","114341","4","0","114221","4","110080071","1","0","0"
"0","0","0","0","0","0","1","124431","4","0","114191","4","110080081","1","0","0"
"0","0","0","0","0","0","1","124521","4","0","124131","4","110080091","1","0","0"
"0","0","0","0","0","0","1","124401","4","0","114011","4","110080101","1","0","0"
"0","0","0","0","0","0","1","114371","4","0","124101","4","110080111","1","0","0"
"0","0","0","0","0","0","1","114341","4","0","124251","4","110080121","1","0","0"
"0","0","0","0","0","0","1","124491","4","0","124071","4","110080131","1","0","0"
"0","0","0","0","0","0","1","114461","4","0","114221","4","110080141","1","0","0"
"0","0","0","0","0","0","1","114371","4","0","124161","4","110080151","1","0","0"
"0","0","0","0","0","0","1","124251","4","0","124071","4","110090011","1","0","0"
"0","0","0","0","0","0","1","114011","4","0","114221","4","110090021","1","0","0"
"0","0","0","0","0","0","1","114191","4","0","124161","4","110090031","1","0","0"
"0","0","0","0","0","0","1","114162","4","0","124311","4","110090041","1","0","0"
"0","0","0","0","0","0","1","114012","4","0","114072","4","110090051","1","0","0"
