d01008477d031a3efc747a7869355994bbfdc3f6d4aa0e0fd1ccb1ccf67051cb,dd5b77183e9864baa6c6a5d76a7bacc360dd5ef8bf3618aa4fb8670ef73eeaac,8b88162861d4d7250369cbb7ba2ee19ff335637a5ab1dd6075af97ea0bb091b5,7c3750341ec95619b47be12703eff620e0349d02a677010d65c1faba8d1b036a,7c4df976ddcfce61445a4414a96dc2347e2f8a9eaccaff21f5d72d2c24e53886,be8f0c5ee01b099defbd25e3ccfc8ee9008c048465b21220e4fda512d62af97f,b719df24e92641e70bec8f14860428db05e2bad367df227431d0775c0142f36f,1f00077d3d48669de1580a65b21761a8360b28a6cdb536adfd14d89dd780a999,005a05f09984d02e14cecab919816736e0f4f4e4285ab93209a41daa497c2de8,87d7ae18e249e0e9830cc34c07654281daeecad426bcf446b35eae3000d70b7e,8084d2d570e5dbbb47e5dae2464fcc55d86cab60c8d8cb1ad11c458c796c7541
"0","0","10002","0","0","10001","50061","10003","10004","0","0"
"0","0","10002","0","0","10001","50067","10003","10005","0","0"
"10006","0","10002","0","0","10001","50079","10003","10005","0","0"
"10006","0","10002","0","0","10001","50084","10003","10005","0","10007"
"10006","0","10002","0","10008","10001","50094","10003","10005","0","10007"
"10006","10009","10002","0","10008","10001","50108","10003","10005","0","10007"
"10006","10009","10002","0","10008","10001","50116","10003","10005","0","10007"
"10006","10009","10002","10010","10008","10001","50119","10003","10005","0","10007"
"10006","10009","10002","10010","10008","10001","50129","10003","10005","0","10007"
"10006","10009","10002","10010","10008","10001","50140","10003","10005","10011","10007"
"10007","10010","10003","10011","10009","10002","50151","10005","10006","10012","10008"
"10013","0","10010","0","0","10009","50162","10011","10012","0","0"
"10014","0","10011","0","0","10010","50172","10012","10013","0","0"
"10015","0","10012","0","0","10011","50183","10013","10014","0","0"
"10005","0","10014","0","0","10013","50190","10015","10007","0","0"
"10016","0","10013","0","0","10012","50195","10014","10015","0","0"
"10002","0","10015","0","0","10014","50200","10016","10003","0","0"
"10017","0","10014","0","0","10013","50217","10015","10016","0","0"
"10009","0","10016","0","0","10015","50231","10017","10010","0","0"
"10018","0","10015","0","0","10014","50237","10016","10017","0","0"
"0","0","0","0","0","10019","50248","0","0","0","0"
"0","0","0","0","0","10011","50261","0","0","0","0"
"0","0","0","0","0","10020","50267","0","0","0","0"
"0","0","0","0","0","10021","50278","0","0","0","0"
"0","0","0","0","0","10006","50291","0","0","0","0"
"0","0","0","0","0","10022","50298","0","0","0","0"
"0","0","0","0","0","10023","50309","0","0","0","0"
"0","0","0","0","0","10024","50321","0","0","0","0"
"0","0","0","0","0","10025","50331","0","0","0","0"
"0","0","0","0","0","10026","50341","0","0","0","0"
"0","0","0","0","0","10027","50354","0","0","0","0"
