907ef5ccb7edaf3944f5615cb941bf9f7d7f44359fa084b90ae164d9a93d73af,5d630f30e3e642372226877dbd96872973afa03600301d1e6d2595361928f9a4,f6d0d389b323ba3400fdee532aaaf74c6e5f1f339e1a0592561b313c24de5a4d,946a0176187dd649cc2b51ddc7dd4b07fc24bffc29a9bcf2bca403a5071876bd,2a9661ea5597360737d7a90cc25da3fb8b74bf7e0543d21e0b42658095060cb7,667697c905ffaba96f3fecebeb729993b268ac73eea8f1f1faaccd6420b015fd,36747a3d91a22faed0310a0c7a57d0801343a1cecc4089d5b3456f191630457e,5996becf082729717fca4e7dc8a44e612716c48a8e90c65826e99214f0ea2d81,bee2d922d01ca2eab29a6d93cb7f81f19da6a17c703e81fc421f385192910f4f,5134029a51c93db56bc2c6901f7919939f2d2b7077c11e3541ba25ddff7c85f4,72b46d669f683560840ff968ff45148b2fbd461a241e6ba1be901baf0a654e14,a81574e54f94ce7575561248db33049818231c89d7cc91d8b89254136002968b,6416f7975668f56ebf242fddbcfec30c06d95bac0e11e6366a2ffdc0e1ddbe4a,7084ce24742c756fdd0b4fa489165b0e823d02bf72b47242be832872be39af64,1c1db573aa481754404c97a745a56e3f02d8e5a2763601b4519acb9e114ac9dc,a7b3cef8e8a0b9ed3f2d0a6a36b0419c614828e84d7ff442031eff7145a587b6,5f7fdf4d99c8dbdbae8f823909d54c95f86b24f92a390d3e0e4c412581585fc6,b5f173f127325c29101f2ed33cd7b891eedb71e370f894bdff1c7d3088143a8f,54d7bd5332fe34c38daf4dc01941b48cfc10e43842d7148cf175b1e21e5e5d9e,b1eac884ba5b51f9bffc61872992bf23a14e54791549873daa9541232fbccfc7,43237bd4d180d67d2842c0a8ee204a9c989af4168990d9f1ac56ff05a1f76487,2c0c83d00358ccf2bb32a2d883465e3199cf54d3dc3caf8506d7ac0c2c744930,30771c25fea0833f4fc8e4af17ab23643e6ba9edbfb6845a5e693498052eb8a7,844e55fcf0ad99cbda844c80e9b8a2d4ceed48c3850b6b57e804a0716e3ec02d,45ec8923dd891f6e3c9d69d52b44c864c5cc8857832d2c446163eef12bf35781,b83bd60db40cb95535c651954ac8c79e0ce7963341720d180f9981bfac6d599c,784e9270c0726fe13e10e6cfd7b11ba0575978224493855da91738fec84e15e8,bd59eaa7c788684ad842b633cfe018e08c2ed38a97abd696d9fcf51c981aaaee,f14dc1cba7fccd9ef7744b2e986a9b9815ee977ec8f49a9786bfcaea660e146d,f071838b6da388fecf011eeaf1cbcbd340f0e3cbd45b774dceda3dd1176acd2f,5e144e83af88468f5b471becfabf5c836dfa3a3f15c6bf7f884f1b4da9056fb4,cd8209489e27a9d17fe67da5590acee10200651ea1db22c73d4655ea361c722e,403a4edcf459f933fc1f6884dfc2d6209e28384cb256bbcf690905acba158713,6122f6fe39504431b0c4f2d47416ed3593ba21ea9e003719e1490fd536f0ed26,008c5a2d54753b920e7148630554fb59b935077edaa4d2d716340cf3b79e1b55,52189c3fbbce928a74602cf28e383a95b39510595aa78d2a0000ddb2df2b6438,8e36c252e0679b17b8d6d85e54ac9dbb77331036e64357bf05981ce4dd3cec1b,170cc4ddcdae3d19af58005cd64e42d489cc0ed76f1dff8741ac8d37043a9941,3213a332b4affe3eaa933eb4154da90be9e40004a497fa9bec98bce04d8db5f9,2ee50f0ba06a1b0d417e62636ac591fd3a474e144c61c35549004f9d3658d60f,a8ebd78cdd089b8629ccc768ae8807583f365345e2168878b5c64ddac01c767f,8a992581045256056febad428fc43711a3313013544ce413f1931b26459044da,3e4ca61f1a19189841813498bbafedf049b4e45c5061d182874093c8a5588bca
"1","10001101","-50","8","0","0","塔爾格姆地區 1-1","bgm_M41","10001101","120","100015","100014","8","2018/09/19 15:59:59","10001","610001101","0","0","0","-820","bgm_M41","0","bgm_M41","0","100014","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100020","bgm_M41","90","1","100016","8","bgm_M41"
"1","10001101","-140","8","0","0","塔爾格姆地區 1-2","bgm_M41","10001102","120","100015","100014","8","2018/09/19 15:59:59","10001","610001102","0","0","0","-710","bgm_M41","0","bgm_M41","0","100014","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100020","bgm_M41","90","2","100016","8","bgm_M41"
"1","10001101","0","8","0","0","塔爾格姆地區 1-3","bgm_M41","10001103","120","100092","100091","8","2018/09/19 15:59:59","10001","610001103","0","0","0","-620","bgm_M41","0","bgm_M41","0","100091","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100030","bgm_M41","90","3","100093","8","bgm_M41"
"1","10001101","-90","8","0","0","塔爾格姆地區 1-4","bgm_M41","10001104","120","100042","100041","8","2018/09/19 15:59:59","10001","610001104","0","0","0","-500","bgm_M41","0","bgm_M41","0","100041","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100040","bgm_M41","90","4","100043","8","bgm_M41"
"1","10001101","45","8","0","0","塔爾格姆地區 1-5","bgm_M41","10001105","120","100092","100091","8","2018/09/19 15:59:59","10001","610001105","0","0","0","-425","bgm_M41","0","bgm_M41","0","100091","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100030","bgm_M41","90","5","100093","8","bgm_M41"
"1","10001101","0","9","0","0","塔爾格姆地區 1-6","bgm_M41","10001106","135","100062","100061","9","2018/09/19 15:59:59","10001","610001106","0","0","0","-280","bgm_M41","0","bgm_M41","0","100061","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100010","bgm_M41","90","6","100063","9","bgm_M41"
"1","10001101","-160","9","0","0","塔爾格姆地區 1-7","bgm_M41","10001107","135","100022","100021","9","2018/09/19 15:59:59","10001","610001107","0","0","0","-220","bgm_M41","0","bgm_M41","0","100021","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001122","0","100050","bgm_M41","90","7","100023","9","bgm_M41"
"1","10001101","-10","9","0","0","塔爾格姆地區 1-8","bgm_M41","10001108","135","100042","100041","9","2018/09/19 15:59:59","10001","610001108","0","0","0","-100","bgm_M41","0","bgm_M41","0","100041","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100040","bgm_M41","90","8","100043","9","bgm_M41"
"1","10001101","30","9","0","0","塔爾格姆地區 1-9","bgm_M41","10001109","135","100015","100014","9","2018/09/19 15:59:59","10001","610001109","0","0","0","30","bgm_M41","0","bgm_M41","0","100014","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100020","bgm_M41","90","9","100016","9","bgm_M41"
"1","10001101","-80","9","0","0","塔爾格姆地區 1-10","bgm_M41","10001110","135","100092","100091","9","2018/09/19 15:59:59","10001","610001110","0","0","0","140","bgm_M41","0","bgm_M41","0","100091","0","0","2018/08/28 16:00:00","0","bgm_M41","0","1","0","0","610001121","0","100030","bgm_M41","90","10","100093","9","bgm_M41"
