8bde8b1c6208af98c6d0d197d00f7896f7cc49a31ee05705994e2d6b735d8c2f,7711d090c14526721dddb3377ee3d52e8af27b0a639ddddce056acebc6ca26c4,f439b2d62da13bf718524e2fff4552cf8d2ba60d08381eec633ded150852de42,743f5e0e581b5df6ba5f2d0a69063e905459a0533412bf7fbbf91cbb52d9da92,9ea87265e550d9f1bb83feaa44b2b71f564814ed01dc3ac7d2d38c6408f233d5,9e6e937a835d4ef3ea9981704484b8bdc2023495af1ccdb4cce4aacc5cb531ad,d4d3c80041dad21114f43f21a0c3948e2babf571aad99921e1f33eacdb971cc6,9ed0848742fe886bea9aa0b1aac2b8a37ca1f54bb30e974ef7740f05a3c5bf6c,c1c6a5b8c00b90eaf7f3773a420f83fb08ee1cc2d48354c9e5b10b92eb602bd2,82644d253bd0bfd7d2e5023eee1346d44ff8c91bc53b41ba3be9f20a867a273b,1dcd4a23421d6cd7c5eaa30b7f9d64b36cfe2ef3a04d8f0af9cc73bd05000fdf,9a18a90392d446ca41990238b5fc055e33edafb9f0fb909a884194ffd4831908,0769c2db70b33f315eb69267428d6e5b6ceb360148c8eedcc145540f83548305,6344eb8200ba77b5cb2cbb56cda512f2052ee85482a999464ce19c57b0d25172
"1","11001010","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001001","0","0"
"1","11002012","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001002","0","0"
"1","11003012","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001003","0","0"
"1","11004013","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001004","0","0"
"1","11005013","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001005","0","0"
"1","11006014","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001006","0","0"
"1","11007014","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001007","0","0"
"1","11008015","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001008","0","0"
"1","11009015","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001009","0","0"
"1","11010017","101","1001","201","0","2030/04/01 14:59:59","0","402001","2015/04/01 15:00:00","","51001010","0","0"
