7051be4387f8ceab8e59e725a18d5107a0ad0a3a7be27022a698a19af46272e1,4b25ac9378dc99e6760cdf9a7555a055a7b6b276c2146603a942e595e156cb73,78abb39d4312dce5f0830019490dad877d0633c3a5493ef82aad0180bf3fff8b,041ed32fc1e2e8d814aa30f82348aa29692a388ee0b58b31b1f11e212b393b64,ea5239dd5d0abf8f74cca5e38efb897a229705640ee13dbef8e34aafa2401120,ad07aad9dce88fa3e79130176b6acd5845c8685f5d5a2c8d08c74f0acc36740c,8f05d07d058ccdb7936d4c8723a225a618ba9dd1da022d88b42a4059702e2bed,d71c5f31741c47d84c5581b8dd08a3a64c472258401904759584c7562690a181,197987fddb89a4faf2d69cec6290a6a51fd698ea95026eafea91513fed6fb640,20f6dc962c2c882e09c3eb16a72568caa0ef3094ffdc9febf91c120f956d5bfe
"5000000","0","0","25101","2","101","3","0","111","0"
"5000000","0","0","25101","2","201","3","0","211","0"
"5500000","0","0","25101","2","301","2","0","311","0"
"5500000","0","0","25101","2","401","2","0","411","0"
"6000000","0","0","25101","2","501","3","0","511","0"
"6000000","0","0","25101","2","601","2","0","611","0"
"6500000","0","0","25101","2","701","2","0","711","0"
"6500000","0","0","25101","2","801","2","0","811","0"
"7000000","0","0","25101","2","901","3","0","911","0"
"7000000","0","0","25101","2","1001","2","0","1011","0"
"7500000","0","0","25101","2","1101","2","0","1111","1112"
"7500000","0","0","25101","2","1201","2","0","1211","1212"
"8000000","0","0","25101","2","1301","3","0","1311","0"
"8000000","0","0","25101","2","1401","2","0","1411","0"
"8500000","0","0","25101","2","1501","2","0","1511","0"
"8500000","0","0","25101","2","1601","2","0","1611","0"
"9000000","0","0","25101","2","1701","3","0","1711","0"
"9000000","0","0","25101","2","1801","2","0","1811","1812"
"9500000","0","0","25101","2","1901","2","0","1911","0"
"9500000","0","0","25101","2","2001","2","0","2011","0"
"10000000","0","0","25101","2","2101","3","0","2111","0"
"10000000","0","0","25101","2","2201","2","0","2211","0"
"10500000","0","0","25101","2","2301","2","0","2311","0"
"10500000","0","0","25101","2","2401","2","0","2411","0"
"11000000","0","0","25101","2","2501","3","0","2511","0"
"11000000","0","0","25101","2","2601","2","0","2611","2612"
"11500000","0","0","25101","2","2701","2","0","2711","2712"
"11500000","0","0","25101","2","2801","2","0","2811","2812"
"12000000","0","0","25101","2","2901","3","0","2911","0"
"12000000","0","0","25101","2","3001","2","0","3011","3012"
"12500000","0","0","25101","2","3101","2","0","3111","0"
"12500000","0","0","25101","2","3201","2","0","3211","0"
"13000000","0","0","25101","2","3301","3","0","3311","0"
"13000000","0","0","25101","2","3401","3","0","3411","0"
"13500000","0","0","25101","2","3501","3","0","3511","0"
"13500000","0","0","25101","2","3601","3","0","3611","0"
"13500000","0","0","25101","2","3701","3","0","3711","0"
"14000000","0","0","25101","2","3801","3","0","3811","3812"
"14000000","0","0","25101","2","3901","3","0","3911","0"
"14000000","0","0","25101","2","4001","3","0","4011","0"
"14500000","0","0","25101","2","4101","3","0","4111","0"
"14500000","0","0","25101","2","4201","3","0","4211","4212"
"14500000","0","0","25101","2","4301","3","0","4311","0"
"15000000","0","0","25101","2","4401","3","0","4411","0"
"15000000","0","0","25101","2","4501","3","0","4511","0"
"15000000","0","0","25101","2","4601","3","0","4611","0"
"15500000","0","0","25101","2","4701","3","0","4711","0"
"15500000","0","0","25101","2","4801","3","0","4811","0"
"15500000","0","0","25101","2","4901","3","0","4911","0"
"16000000","0","0","25101","2","5001","3","0","5011","0"
"16000000","0","0","25101","2","5101","3","0","5111","0"
"16000000","0","0","25101","2","5201","3","0","5211","0"
"16500000","0","0","25101","2","5301","3","0","5311","0"
"16500000","0","0","25101","2","5401","3","0","5411","5412"
"16500000","0","0","25101","2","5501","3","0","5511","0"
"17000000","0","0","25101","2","5601","3","0","5611","0"
"17000000","0","0","25101","2","5701","3","0","5711","0"
"17000000","0","0","25101","2","5801","3","0","5811","0"
"17500000","0","0","25101","2","5901","3","0","5911","0"
"17500000","0","0","25101","2","6001","3","0","6011","0"
"17500000","0","0","25101","2","6101","3","0","6111","0"
"18000000","0","0","25101","2","6201","3","0","6211","6212"
"18000000","0","0","25101","2","6301","3","0","6311","0"
"18000000","0","0","25101","2","6401","3","0","6411","0"
"18500000","0","0","25101","2","6501","3","0","6511","0"
"18500000","0","0","25101","2","6601","3","0","6611","0"
"18500000","0","0","25101","2","6701","3","0","6711","6712"
"18500000","0","0","25101","2","6801","3","0","6811","0"
"19000000","0","0","25101","2","6901","3","0","6911","0"
"19000000","0","0","25101","2","7001","3","0","7011","0"
"19000000","0","0","25101","2","7101","3","0","7111","0"
"19000000","0","0","25101","2","7201","3","0","7211","0"
"19500000","0","0","25101","2","7301","3","0","7311","0"
"19500000","0","0","25101","2","7401","3","0","7411","0"
"19500000","0","0","25101","2","7501","3","0","7511","0"
"19500000","0","0","25101","2","7601","3","0","7611","7612"
"20000000","0","0","25101","2","7701","3","0","7711","0"
"20000000","0","0","25101","2","7801","3","0","7811","0"
"20000000","0","0","25101","2","7901","3","0","7911","0"
"20000000","0","0","25101","2","8001","3","0","8011","0"
"20000000","0","0","25101","2","8101","3","0","8111","8112"
"20000000","0","0","25101","2","8201","3","0","8211","0"
"20000000","0","0","25101","2","8301","3","0","8311","8312"
"20000000","0","0","25101","2","8401","3","0","8411","0"
"20000000","0","0","25101","2","8501","3","0","8511","0"
"20000000","0","0","25101","2","8601","3","0","8611","0"
"20000000","0","0","25101","2","8701","3","0","8711","0"
"20000000","0","0","25101","2","8801","3","0","8811","0"
"20000000","0","0","25101","2","8901","3","0","8911","0"
"20000000","0","0","25101","2","9001","3","0","9011","0"
"20000000","0","0","25101","2","9101","3","0","9111","0"
"20000000","0","0","25101","2","9201","3","0","9211","9212"
"20000000","0","0","25101","2","9301","3","0","9311","0"
"20000000","0","0","25101","2","9401","3","0","9411","0"
"20000000","0","0","25101","2","9501","3","0","9511","0"
"20000000","0","0","25101","2","9601","3","0","9611","0"
