ae787934372be700e3296559e23e419accf8543c4577ce6675c8beff62944935,18989299143946fd123b489da0c4856982d8058b547c3bb399d42a44f276741c,da94aae1ead899631576736d140ae855cd1e9eac628e1690d0ce72c822baa28e,587af4a23e92f5c5fba89f8f1e5045eae1fa593c0c07c4b7ddfe076a55740cd8,ec08128272244526300114729046c8861341d3aa1d0dc2602de5092ad0bbce18,58b41a8e302dc8ea65368e757191c76e2a854b5b9be28d51f6913b835f5dad5e
"4","1","10011001","101011","60000001","6"
"4","1","10011001","101071","60000002","6"
"4","1","10011001","101101","60000003","6"
"4","1","10011001","101131","60000004","7"
"4","1","10011001","101161","60000005","6"
"4","1","10011001","101191","60000006","6"
"4","1","10011001","101251","60000007","7"
"4","1","10011001","101281","60000008","7"
"4","1","10011001","101371","60000009","7"
"4","1","10011001","101401","60000010","7"
"4","1","10011001","101431","60000011","7"
"4","1","10011001","101521","60000012","7"
"4","1","10011001","101551","60000013","7"
"4","1","10011001","101581","60000014","7"
"4","1","10011001","101611","60000015","7"
"4","1","10011002","102011","60000016","2"
"4","1","10011002","102013","60000017","2"
"4","1","10011002","102014","60000018","2"
"4","1","10011002","102041","60000019","2"
"4","1","10011002","102071","60000020","2"
"4","1","10011002","102101","60000021","2"
"4","1","10011002","102131","60000022","2"
"4","1","10011002","102162","60000023","2"
"4","1","10011002","102163","60000024","2"
"4","1","10011002","102191","60000025","2"
"4","1","10011002","102192","60000026","2"
"4","1","10011002","102221","60000027","2"
"4","1","10011002","102222","60000028","2"
"4","1","10011002","102251","60000029","2"
"4","1","10011002","102252","60000030","3"
"4","1","10011002","102281","60000031","3"
"4","1","10011002","102461","60000032","3"
"4","1","10011002","102551","60000033","3"
"4","1","10011002","102552","60000034","3"
"4","1","10011002","102581","60000035","3"
"4","1","10011002","102582","60000036","3"
"4","1","10011002","102611","60000037","3"
"4","1","10011002","102612","60000038","3"
"4","1","10011002","122282","60000039","3"
"4","1","10011002","122311","60000040","3"
"4","1","10011002","122312","60000041","3"
"4","1","10011002","122341","60000042","3"
"4","1","10011002","122342","60000043","3"
"4","1","10011002","122371","60000044","3"
"4","1","10011002","122372","60000045","3"
"4","1","10011002","122401","60000046","3"
"4","1","10011002","122431","60000047","3"
"4","1","10011002","122432","60000048","3"
"4","1","10011002","122491","60000049","3"
"4","1","10011002","122493","60000050","3"
"4","1","10011002","122521","60000051","3"
"4","1","10011002","122613","60000052","3"
"4","1","10011002","122614","60000053","3"
"4","1","10011003","113011","60000054","2"
"4","1","10011003","113012","60000055","2"
"4","1","10011003","113013","60000056","2"
"4","1","10011003","113071","60000057","2"
"4","1","10011003","113101","60000058","2"
"4","1","10011003","113131","60000059","2"
"4","1","10011003","113162","60000060","2"
"4","1","10011003","113191","60000061","2"
"4","1","10011003","113221","60000062","2"
"4","1","10011003","113222","60000063","2"
"4","1","10011003","113252","60000064","2"
"4","1","10011003","113283","60000065","3"
"4","1","10011003","113342","60000066","3"
"4","1","10011003","113372","60000067","3"
"4","1","10011003","113401","60000068","3"
"4","1","10011003","113431","60000069","3"
"4","1","10011003","113521","60000070","3"
"4","1","10011003","113522","60000071","3"
"4","1","10011003","113551","60000072","3"
"4","1","10011003","113552","60000073","3"
"4","1","10011003","113553","60000074","3"
"4","1","10011003","113581","60000075","3"
"4","1","10011003","113611","60000076","3"
"4","1","10011003","113614","60000077","3"
"4","1","10011003","123041","60000078","2"
"4","1","10011003","123042","60000079","2"
"4","1","10011003","123072","60000080","2"
"4","1","10011003","123132","60000081","2"
"4","1","10011003","123161","60000082","2"
"4","1","10011003","123192","60000083","2"
"4","1","10011003","123193","60000084","2"
"4","1","10011003","123251","60000085","2"
"4","1","10011003","123281","60000086","3"
"4","1","10011003","123282","60000087","3"
"4","1","10011003","123311","60000088","3"
"4","1","10011003","123341","60000089","3"
"4","1","10011003","123343","60000090","3"
"4","1","10011003","123371","60000091","3"
"4","1","10011003","123432","60000092","3"
"4","1","10011003","123461","60000093","3"
"4","1","10011003","123491","60000094","3"
"4","1","10011003","123582","60000095","3"
"4","1","10011003","123583","60000096","3"
"4","1","10011003","123612","60000097","3"
"4","1","10011004","114011","60000098","2"
"4","1","10011004","114012","60000099","2"
"4","1","10011004","114041","60000100","2"
"4","1","10011004","114072","60000101","2"
"4","1","10011004","114102","60000102","2"
"4","1","10011004","114132","60000103","2"
"4","1","10011004","114162","60000104","2"
"4","1","10011004","114191","60000105","2"
"4","1","10011004","114221","60000106","2"
"4","1","10011004","114222","60000107","2"
"4","1","10011004","114252","60000108","2"
"4","1","10011004","114281","60000109","3"
"4","1","10011004","114282","60000110","3"
"4","1","10011004","114312","60000111","3"
"4","1","10011004","114341","60000112","3"
"4","1","10011004","114371","60000113","3"
"4","1","10011004","114372","60000114","3"
"4","1","10011004","114432","60000115","3"
"4","1","10011004","114461","60000116","3"
"4","1","10011004","114522","60000117","3"
"4","1","10011004","114551","60000118","3"
"4","1","10011004","114581","60000119","3"
"4","1","10011004","114611","60000120","2"
"4","1","10011004","124042","60000121","2"
"4","1","10011004","124071","60000122","2"
"4","1","10011004","124101","60000123","2"
"4","1","10011004","124131","60000124","2"
"4","1","10011004","124161","60000125","2"
"4","1","10011004","124192","60000126","2"
"4","1","10011004","124251","60000127","2"
"4","1","10011004","124311","60000128","3"
"4","1","10011004","124342","60000129","3"
"4","1","10011004","124401","60000130","3"
"4","1","10011004","124431","60000131","3"
"4","1","10011004","124491","60000132","3"
"4","1","10011004","124521","60000133","3"
"2","1","10012098","31012","60000134","100"
"2","1","10012099","31038","60000135","100"
"2","1","62001045","60001","62001045","100"
"2","3","62001046","60002","62001046","100"
