59b083f2fe8b90eb0be70007efd2d8de21f21f844e240aecd29b318d4d3ad52c,e15316855c0cdb2f8e9c0226903220b8a3bee06fc2a091c6931fa27732a5addf,d8554551dda7681be3b3fb6373fefbe84ffcb869941c5b83a595399ea9c0c954,8a718533241bd3a61a50e2d83438a69ab43464455377705bd3f726b40ad986b8,4d2b944af790d42af0403ca1c5066d5aa3b2515e9168bf7fc82bc2c5759f5761,44fd92e4b4a8145683706cf5ad24616c6267c90246077ebee99abfc8db64755a,a37c07abf40ba32efada50cd9b1cc743a88bfc8738b23d5199070704156fb769,8d18fbeacc235e6ba417fd3212ec36d9cc07d5ed8c2776974bd40e8375506f81,49eed7d1d2dc5c1e761c4f6e7618c40603ca27cd1dcae23dec91249db790a4a5,1889b5fed98420071bf7b8d568728e5f2d5221fcd97194dcd0d59fbc4b1fd753,55c40ece810e07a6de458e4052332f7c81e4fdc8f6eb805a1c174e06a714999b,a9a54411be7b47bbbd558f57174ef2af0b44db4c36b033799b9f95c2ded97f1d,1a32921f3ac0c6de044fe03c63dfc14c00ba32372583f3ca46163ca277ab0f5f,66f979c7d0a0d69ea63733cb7df4d7d231199d26ddd10a9360a7141335e27e24,086b74a1713cefed7c63c0bc010f47ec092cb97f15db9898417fc62c02772cdd
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的哥布林王者","10011","91002","0","50","0","100001","81","1001","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的三重岩","10012","91002","0","50","0","100002","82","1001","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的擲岩猴仙","10013","91002","0","50","0","100003","83","1001","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的歪音之精靈","10014","91002","0","50","0","100004","84","1001","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的色慾之龍","10015","91002","0","50","0","100005","85","1001","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第2隊伍內通關色慾之龍","10016","140001","0","20","0","100006","85","1001","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第1隊伍內通關色慾之龍","10017","140001","0","20","0","100007","85","1001","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的哥布林王者","10021","91002","0","50","0","100001","81","1002","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的三重岩","10022","91002","0","50","0","100002","82","1002","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的擲岩猴仙","10023","91002","0","50","0","100003","83","1002","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的歪音之精靈","10024","91002","0","50","0","100004","84","1002","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的色慾之龍","10025","91002","0","50","0","100005","85","1002","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第2隊伍內通關色慾之龍","10026","140001","0","20","0","100006","85","1002","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第1隊伍內通關色慾之龍","10027","140001","0","20","0","100007","85","1002","1"
"1000","2","0","90008","4","僅編入風屬性或水屬性的角色，在VERY HARD難度下於第1隊伍內通關色慾之龍","10028","140001","0","20","0","100208","85","1002","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的哥布林王者","10031","91002","0","50","0","100001","81","1003","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的三重岩","10032","91002","0","50","0","100002","82","1003","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的擲岩猴仙","10033","91002","0","50","0","100003","83","1003","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的歪音之精靈","10034","91002","0","50","0","100004","84","1003","1"
"10","2","0","90005","8","以剩餘30秒以上的時間通關VERY HARD難度的色慾之龍","10035","91002","0","50","0","100005","85","1003","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第2隊伍內通關色慾之龍","10036","140001","0","20","0","100006","85","1003","1"
"1000","2","0","90008","4","在VERY HARD難度下，於第1隊伍內通關色慾之龍","10037","140001","0","20","0","100007","85","1003","1"
"1000","2","0","90008","4","僅編入光屬性或闇屬性的角色，在VERY HARD難度下於第1隊伍內通關色慾之龍","10038","140001","0","20","0","100308","85","1003","1"
