5b632e0b4200aa3bf9f53971ca94471e104dabd0800bee13bd2fa0513f264f3f,4d8f107f23cb102b938c9f9631fc36742d8c086030b0b6c5a57945b506045bd0,c5b8f92b9afea7d876f476cb2a19554509c426dba9eb0e87e0cbd63d724c4ae0,ead5431ffb9ba593f09ad944e29cdb8d539ae720871fb3d75d0a7b951b2e0454,03b00f7a32d15e4c9072dc578df2a6d36ac8595052603c031c5f0381ad3c365a,2b778961a3bf1257769eb7f4d8f3573c9bb5bb38d3a1abc2636dfdd2f51b78b3,1c8973f0a5a75468edc9773621fd14aa57ef385c41eae957b9f01ea9c2c58a47,c17ad8bc946ed1eea4da7f97058da8bc0955e0d0207a95f5541d4121a55a8133,70c4c435e030ed844908c12133510dd623ac3f8e93ac2c3c977fb4a1ba7ce2b2,a4441485f4684434689fab1e413d76c457e6d2e8827478b1697a92c5bfee6175,cea4dda1b24ebeb1663ea0dcf03990cb6d186bde97c62931f94f174cc7c995d5,d6753aa542348547e923fc0e74cd4d756d1db69e03eb4590acde0e72af3287a0,168e90cc32ac0085279f52fc13adfa57cd868e0b09158eba159709b15173ce22,3b86d5aa6e54bb73dd01955d01427ede30dc3744ccd0b820332d4e583e72a932
"2020/07/31 12:00:00","24001","2","2","太棒了，噗吉！\n這樣就能當\n哥哥他們的榜樣了！","10046","24","0","0","102301","綾音","401","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24002","2","1","我們贏了！\n有噗吉和我在一起，\n不管來了怎麼樣的球，\n我都會打出全壘打的！","10046","24","0","2.21","102301","綾音","402","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24003","2","2","好耶好耶！\n哥哥你有看見嗎？\n我有好好努力喔！","10046","24","0","0","102301","綾音","403","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24004","1","2","特訓好像有成果了！\n照著這個步調繼續練習，\n持續進步下去吧！","10046","24","0","1.99","192201","旭","701","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24005","2","1","很好，感覺很棒！\n看樣子我應該能夠好好地\n盡到隊長的職責。","10046","24","0","2.21","192201","旭","702","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24006","1","2","比賽將近，\n我似乎有抓到感覺了！\n一口氣邁向全國大賽吧！","10046","24","0","3.33","192201","旭","703","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24007","2","2","這點程度輕鬆得很，\n畢竟我們可是\n以全國大賽為目標啊。","10046","24","0","0","192301","社員3","801","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24008","2","1","我也算是\n沙灘棒球選手啊，\n不管什麼球來了，\n我都會把它打飛到觀眾席去的。","10046","24","0","2.68","192301","社員3","802","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24009","2","2","感覺很不錯，\n這樣比賽時應該也能好好活躍，\n我要大肆表現一番！","10046","24","0","0","192301","社員3","803","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24010","1","1","太好了！","10046","24","0","0","192501","","501","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24011","1","1","贏了！","10046","24","0","0","192501","","502","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24012","1","1","感覺不錯！","10046","24","0","0","192501","","503","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24013","2","6","哎呀～該不會我\n不小心贏了嗎？\n可能是因為我有\n看著大家練習吧～","10046","24","0","5.33","113501","美里","111","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24014","2","1","老師想幫上大家的忙，\n所以也努力試試看了～！\n看來似乎有順利丟出去，\n太好了～！","10046","24","0","6.85","113501","美里","112","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24015","2","1","練習辛苦了～！\n老師也很高興\n能夠幫上忙喔～♪\n接下來也一起努力加油吧～！","10046","24","0","3","113501","美里","113","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24016","2","1","看來練習得還不夠啊，\n我甚至沒有\n拿出真本事投呢，\n再練一次！","10046","24","0","6.11","192401","大地","611","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24017","2","1","哼，這是理所當然的結果。\n我的球才不會讓任何人打到！\n要是還想繼續打，\n我就奉陪到底！","10046","24","0","6.75","192401","大地","612","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24018","2","2","很好！\n就以這股氣勢，朝全國前進吧！\n看我用三振解決掉所有對手！","10046","24","0","0","192401","大地","613","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24019","1","2","閃亮亮☆\n初音大勝利喲～！\n為了讓大家能更加進步，\n我也會繼續努力下去的！","10046","24","0","4.52","113401","初音","211","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24020","1","2","好耶！我贏了！\n不管是啦啦隊還是投手，\n都交給我初音吧！","10046","24","0","3.89","113401","初音","212","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24021","2","1","很好～就像這樣繼續\n努力吧……雖然是這麼想，\n但因為用了超能力……\n我開始想睡了……呼嚕……","10046","24","0","13.49","113401","初音","213","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24022","2","1","真是場好比賽！\n我太熱血沸騰，\n不小心就用全力丟球了。","10046","24","0","3.17","106501","嘉夜","311","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24023","2","1","如何？\n老娘的球很熾熱吧！\n不過，你們的鬥志\n也是挺不錯的喔。","10046","24","0","4.42","106501","嘉夜","312","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24024","1","6","什麼嘛，就這點程度而已嗎？\n我還完全沒投個夠呢，\n再繼續比下去吧！","10046","24","0","2.89","106501","嘉夜","313","0","2030/12/17 14:59:59"
"2020/07/31 12:00:00","24025","3","4","差一點點了說～！\n下次我一定會跟噗吉一起\n贏給你們看的！","10046","24","0","3.71","102301","綾音","421","0","2030/12/17 14:59:59"
