e7a03e5401c6eff6641252eac17700313e1514e304eb9c8916f169641190c9e0,a7f7eb9696c676983ca23a3c5dba23ba04594d33bc9c4efbac4bcc4269839a47,a4c5c48553f456d583b27706f62d816b67c9e5ed4f46687ca020805900763a27,4b70465cb77d0e26c3b776ab1fe607c7647d3ba2bd42761b02c96445e5db24eb,7479e6e414c248b47cdd3f2412763859546d88c9d4c36efb962cdf06aae779fd,99143c42ba27522584786181ff5b39daf27472e4159be92f1a5c738607617f19,7ea09c70cbc7e98aba0419cc94b82fc580b2343b8afa2c815a68d5b2ad2f8b2b,4dacd477333bb40f9a2a8c70714ad98913447979f94162f4edca9ae028c10652,63ef1ec81c88a27205cf480937348a44afecd5bcdbc7ad6d1f8b5cbaf14ae21f,7d67a7dc9d34eb6bb310c03dd31f7d28174355bebfd29ca577a6ad7942d8b8bc,2d2afdf05790b80b925a56426342ec6e0f2109d335a926816d5b274a7727abfd,3f33156863a55c220db9d8c9d40b02b22585bff362137714322b2c861e6728e6,d36ace85becdccf88196f9a85f9dda49a2a30724cbd090e2d4339d52ed70c9af,5ebe89de8ec9642e680c8fbd8b27e622144f2ee3526685f0c9306034960307ad,19201d6525007ed51849f573f701391b3064b2b338ec5b1e3fcd4d6cf0114931,44b1909888c8e5ded653dac7ceb9dffc5d4b93c50c8745f95c60de15e0fa948a,5e3630cd8fd9ad07cf18f108be7f5ef4ef3b6f90f40438727189819c3bb49379,99dbde8cea23c3bf33a0de658e00804ebb596b54efce540799a6f3a1b584e3d6,f7addd78ce3ce1c41af968c73f3e3ada690f83dce6f119b1678e75eec5ae4317,43ada7c72a30ad2c1754d469d9c1f2e37767fc589eb12f755ad41d920502f6ef,95d6733a3d4923cda59b8d89b43331d133a2d9d98ca3065f7bea0fa7fb7092ab,35840bdc00f1646b3743d61e613087a6f4a2a94b48f015c3e846612ad8fe9024,f83c3dc4f3ddc7de257ea07091620e0bc17eceba235332caa4fb68657e63f5e0,b6792e4dfa7ce291d2688624a557dca764efcb642c66273927ae8141b12e2caa,5cffc964079c050220383754e073bd348e13ca953a19e070cb7251bfe41ccb43,8fa22f69e60126e290b5fd03febb5cf4ad3be0b60dc1ca8a22f847ebaaac4a2d,96accaf5a8e3d111f5a940e528556af06df8e1ac4ee36724da04444210e35317,ec78426b217a6a7fa3c106dabaeaa8e87fc333f16abe2438fc67d3ff6dbe9e9c,f5d9125b4db4bf6b85348c3b1e3ddaacffed14184cbc87434e83536285b298ee,5242de97b4c4bbaa82031de2edb8797ab1824c2e5479054f2732fa2739cfb49a,986f3218716b8b3e02bc02ec0e28861ea2ba871f6b45f86ddd063b3e456ba751,0e738afaca69d37a20204bbe868aedeb5240aa45fde0b7b5d0ad0108cd3aebb5,1607601214e8da704dce051beb1e47a2c5da048b1aebdb32ea1266086e15cc7b,b4bb0bdd43e78966be9ac6846638be543c38d4a5aee71bd7e74ccbf512a73b12,75171cdc5cf1c97dea2ed4eaf2f14e40677443dfaf82be5a8ae85905f06ae438,41953d0be5f895f0f4ea8a78d8db7b506b645759401b6f26658f52257961bcb1
"222001001","0","20004","-188","0","100","0","0","1","376","10","220011001","91002","-1","100101","日和的解放冒險","0","0","bgm_M259","115556","0.8","2200001","115106","0.8","188","0.8","5","5","0.8","90","151","-376","102011","0.8","50","0"
"222001002","0","20004","-188","0","100","0","0","1","376","10","220021001","91002","-1","100201","優衣的解放冒險","0","0","bgm_M259","115586","0.8","2200002","125256","0.8","188","0.8","5","5","0.8","90","151","-376","102011","0.8","50","0"
"222001003","0","20004","-188","0","100","0","0","1","376","10","220031001","91002","-1","100301","怜的解放冒險","0","0","bgm_M259","115556","0.8","2200003","125016","0.8","188","0.8","5","5","0.8","90","151","-376","102011","0.8","50","0"
"222001004","0","20004","-188","0","100","0","0","1","376","10","220041001","91002","-1","100401","禊的解放冒險","0","0","bgm_M259","126103","0.8","2200004","116133","0.8","188","0.8","5","5","0.6","90","187","-376","102011","0.8","50","0"
"222001005","0","20004","-188","0","100","0","0","1","376","10","220051001","91002","-1","100501","茉莉的解放冒險","0","0","bgm_M259","129312","0.8","2200005","119432","0.6","188","0.8","5","5","0.8","90","274","-376","102011","0.8","50","0"
"222001006","0","20004","-188","0","100","0","0","1","376","10","220061001","91002","-1","100601","茜里的解放冒險","0","0","bgm_M259","116612","0.8","2200006","116582","0.8","188","0.6","5","5","0.8","90","181","-376","102011","0.6","50","0"
"222001007","0","20004","-188","0","100","0","0","1","376","10","220071001","91002","-1","100701","宮子的解放冒險","0","0","bgm_M259","128162","0.8","2200007","118012","0.6","188","0.8","5","5","0.8","90","232","-376","102011","0.8","50","0"
"222001008","0","20004","-188","0","100","0","0","1","376","10","220081001","91002","-1","100801","雪的解放冒險","0","0","bgm_M259","119252","0.8","2200008","119012","0.6","188","0.8","5","5","0.8","90","268","-376","102011","0.8","50","0"
"222001009","0","20004","-188","0","100","0","0","1","376","10","220091001","91002","-1","100901","杏奈的解放冒險","0","0","bgm_M259","119611","0.8","2200009","119551","0.8","188","0.6","5","5","0.8","90","262","-376","102011","0.8","50","0"
"222001010","0","20004","-188","0","100","0","0","1","376","10","220101001","91002","-1","101001","真步的解放冒險","0","0","bgm_M259","125256","0.8","2200010","125463","0.8","188","0.8","5","5","0.8","90","148","-376","102011","0.8","50","0"
"222001011","0","20004","-188","0","100","0","0","1","376","10","220111001","91002","-1","101101","璃乃的解放冒險","0","0","bgm_M259","115554","0.8","2200011","125134","0.8","188","0.8","5","5","0.8","90","136","-376","102011","0.8","50","0"
"222001012","0","20004","-188","0","100","0","0","1","376","10","220121001","91002","-1","101201","初音的解放冒險","0","0","bgm_M259","115616","0.8","2200012","125226","0.8","188","0.8","5","5","0.8","90","154","-376","102011","0.8","50","0"
"222001013","0","20004","-188","0","100","0","0","1","376","10","220131001","91002","-1","101301","七七香的解放冒險","0","0","bgm_M259","117612","0.8","2200013","117552","0.8","188","0.6","5","5","0.8","90","208","-376","102011","0.8","50","0"
