68a6b8b4a07a9e84bfb3b38f1fdd14363f68eeeac1a91834cae51e4f927c6ed0,58b2f91825f60788de8e560401c26d50f25958e007855b442760d2234f06cd8f,f0de4c31f484d1f7ba32c7fd50acd4ab955f50d71523649937a8820135bb3976,ee7c64db6718b0a7899870f998a982f33ac9895df9b4e0f997d252aa1996eb0f,9629aace3ccd43aaab3839b77d9ea6985d8a02354c6782f5b329739f6d6772e3,7ff473ab8b7967d06bb454d7c796d2668205763e5e9809e14d3a02eda3149f9a,c1e965eb687a443c4cd384ccef28bd023926832f0dabc04a327d2ae18a34b5ef,165eeacbab89105e09a3b75e3d18f11f09795694e131e81db0dec1d55156a14f,7c5517e608f584e540d8f6b081ffd016911044eb440f47c349a0cd47cc192000,dc666bfc0acf6b227c3f340771739a7f29b8ceed5f2fcc7d31cb0d0534034445,2efc55078c939b17c7fda73a2e2f31bad69cbcca979442a419b5063c54a04d3c,25f3d3d348bf6106d288e60a9a51e0ef162df20ecb004ae1b1501918af59bd7b,47385000ad8f4479cf4b39b69504fd6b9dbf2730ec7599cc49db6331188638f7,530e3b418ea62db74c80cf719b9a1bd6c3d3c795a317bc1df309bc5eb4644e10,e67d420e7f21993413d754c0efdde87450c874405ffbb51f76338633fd7e697b,626c4e27355cb5c68412754ca921468de9c12d5a49cdf9f25dd86699edfa5997,12c8a101bbbc5b76d88863a5a7800e0bf49b8a1749094b33d83c47dd80627c7a,804d77e90e98aea63e77c9b9fbd7d7f9cfd20a0f9d7de151c21fc74bc2dcf5e8,a0e9ba3a4e56c09d9d21b606b57fdca3498665572edea3fdc36dbafa1b21ef2b,b634d0b6ce10aa915c19ffeb3a490068e7b674e9f5f7c9e0b13ec8ff72d40865
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","1","90006","1","2","1001201"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","2","90006","3","2","1001201"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","3","90006","10","2","1001201"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","4","90006","30","2","1001201"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","5","90006","1","2","1001202"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","6","90006","3","2","1001202"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","7","90006","10","2","1001202"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","8","90006","30","2","1001202"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","9","90006","1","2","1001203"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","10","90006","3","2","1001203"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","11","90006","10","2","1001203"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","12","90006","30","2","1001203"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","13","90006","1","2","1001204"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","14","90006","3","2","1001204"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","15","90006","10","2","1001204"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","16","90006","30","2","1001204"
"0","0","0","20003","0","3100104","0","0","40","10","0","0","2","0","1","17","90006","1","2","1001205"
"0","0","0","20003","0","3100103","0","0","30","8","0","0","2","0","2","18","90006","3","2","1001205"
"0","0","0","20003","0","3100102","0","0","20","6","0","0","2","0","4","19","90006","10","2","1001205"
"0","0","0","20003","0","3100101","0","0","10","2","0","0","2","0","11","20","90006","30","2","1001205"
"0","0","0","20003","0","3100104","0","0","5","4","0","0","2","0","1","21","90006","1","2","1001206"
"0","0","0","20003","0","3100103","0","0","4","3","0","0","2","0","2","22","90006","3","2","1001206"
"0","0","0","20003","0","3100102","0","0","3","2","0","0","2","0","4","23","90006","10","2","1001206"
"0","0","0","20003","0","3100101","0","0","2","1","0","0","2","0","11","24","90006","30","2","1001206"
"0","0","0","20003","0","3100104","0","0","5","4","0","0","2","0","1","25","90006","1","2","1001207"
"0","0","0","20003","0","3100103","0","0","4","3","0","0","2","0","2","26","90006","3","2","1001207"
"0","0","0","20003","0","3100102","0","0","3","2","0","0","2","0","4","27","90006","10","2","1001207"
"0","0","0","20003","0","3100101","0","0","2","1","0","0","2","0","11","28","90006","30","2","1001207"
"0","0","0","20003","0","3100104","0","0","5","4","0","0","2","0","1","29","90006","1","2","1001208"
"0","0","0","20003","0","3100103","0","0","4","3","0","0","2","0","2","30","90006","3","2","1001208"
"0","0","0","20003","0","3100102","0","0","3","2","0","0","2","0","4","31","90006","10","2","1001208"
"0","0","0","20003","0","3100101","0","0","2","1","0","0","2","0","11","32","90006","30","2","1001208"
"0","0","0","20003","0","3100104","0","0","5","4","0","0","2","0","1","33","90006","1","2","1001209"
"0","0","0","20003","0","3100103","0","0","4","3","0","0","2","0","2","34","90006","3","2","1001209"
"0","0","0","20003","0","3100102","0","0","3","2","0","0","2","0","4","35","90006","10","2","1001209"
"0","0","0","20003","0","3100101","0","0","2","1","0","0","2","0","11","36","90006","30","2","1001209"
"0","0","0","20003","0","3100104","0","0","5","4","0","0","2","0","1","37","90006","1","2","1001210"
"0","0","0","20003","0","3100103","0","0","4","3","0","0","2","0","2","38","90006","3","2","1001210"
"0","0","0","20003","0","3100102","0","0","3","2","0","0","2","0","4","39","90006","10","2","1001210"
"0","0","0","20003","0","3100101","0","0","2","1","0","0","2","0","11","40","90006","30","2","1001210"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","41","90006","1","2","1002201"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","42","90006","3","2","1002201"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","43","90006","10","2","1002201"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","44","90006","30","2","1002201"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","45","90006","1","2","1002202"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","46","90006","3","2","1002202"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","47","90006","10","2","1002202"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","48","90006","30","2","1002202"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","49","90006","1","2","1002203"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","50","90006","3","2","1002203"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","51","90006","10","2","1002203"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","52","90006","30","2","1002203"
"0","0","0","20003","0","3100104","0","0","20","5","0","0","2","0","1","53","90006","1","2","1002204"
"0","0","0","20003","0","3100103","0","0","15","4","0","0","2","0","2","54","90006","3","2","1002204"
"0","0","0","20003","0","3100102","0","0","10","3","0","0","2","0","4","55","90006","10","2","1002204"
"0","0","0","20003","0","3100101","0","0","5","1","0","0","2","0","11","56","90006","30","2","1002204"
"0","0","0","20003","0","3100104","0","0","40","10","0","0","2","0","1","57","90006","1","2","1002205"
"0","0","0","20003","0","3100103","0","0","30","8","0","0","2","0","2","58","90006","3","2","1002205"
"0","0","0","20003","0","3100102","0","0","20","6","0","0","2","0","4","59","90006","10","2","1002205"
"0","0","0","20003","0","3100101","0","0","10","2","0","0","2","0","11","60","90006","30","2","1002205"
"0","0","0","20003","0","3100104","0","0","10","4","0","0","2","0","1","61","90006","1","2","1002206"
"0","0","0","20003","0","3100103","0","0","8","3","0","0","2","0","2","62","90006","3","2","1002206"
"0","0","0","20003","0","3100102","0","0","6","2","0","0","2","0","4","63","90006","10","2","1002206"
"0","0","0","20003","0","3100101","0","0","4","1","0","0","2","0","11","64","90006","30","2","1002206"
"0","0","0","20003","0","3100104","0","0","10","4","0","0","2","0","1","65","90006","1","2","1002207"
