ea00b3b685c5bbf5ccbe45d3cc62e34856743295c94d546184c8a1771196ed6f,84299573917644c1199975c29608a985e103ffdc2c60ee6c3e254bb0c333a730,5af5c2cb8cce95c2d1d4101e9e00e6f8d604019b16a07de987c7055186d2a031,7234fd83a1ce2759bd7363fb186d03ad192361033127e6c6ff0b14d3cb04ed97,50edb9111513f4d53ace36c3ddc4eb8ebd63d714f6fcf069ff82618862862a17,867d57854f412f446674389c9cad7d6bc4baba4f946de9ac19209ebd0baa190a,b2669b446e0986bab27ecc1c4a490667a0cda7c18a6a87df9a1ea63427da34de,f9684a388f60b45ae2975e8822f48c87fefa337406a8c7ee15b8a4a24b014a04
"0","1","27","106101","0","2019/07/01 16:00:00","2019/07/15 15:59:00","3"
"0","2","28","101401","0","2019/07/15 16:00:00","2019/07/26 15:59:59","3"
"0","3","29","105501","0","2019/07/26 16:00:00","2019/08/01 15:59:59","1"
"0","4","29","106301","0","2019/07/26 16:00:00","2019/08/01 15:59:59","3"
"0","5","29","101501","0","2019/07/26 16:00:00","2019/08/01 15:59:59","2"
"0","6","30","109201","0","2019/08/01 16:00:00","2019/08/15 15:59:59","3"
"0","7","31","109401","0","2019/08/15 16:00:00","2019/08/28 15:59:59","3"
"0","8","32","103601","0","2019/08/28 16:00:00","2019/09/02 15:59:59","3"
"0","9","32","101401","0","2019/08/28 16:00:00","2019/09/02 15:59:59","3"
"0","10","32","104401","0","2019/08/28 16:00:00","2019/09/02 15:59:59","3"
"0","11","32","100701","0","2019/08/28 16:00:00","2019/09/02 15:59:59","2"
"0","12","32","102701","0","2019/08/28 16:00:00","2019/09/02 15:59:59","2"
"0","13","32","103801","0","2019/08/28 16:00:00","2019/09/02 15:59:59","2"
"0","17","33","109501","0","2019/09/02 16:00:00","2019/09/09 15:59:59","3"
"0","18","33","107101","0","2019/09/02 16:00:00","2019/09/09 15:59:59","3"
"0","19","34","109501","0","2019/09/09 16:00:00","2019/09/17 15:59:59","3"
"0","20","35","103601","0","2019/09/17 16:00:00","2019/09/20 15:59:59","3"
"0","21","35","102001","0","2019/09/17 16:00:00","2019/09/20 15:59:59","2"
"0","22","35","100401","0","2019/09/17 16:00:00","2019/09/20 15:59:59","1"
"0","23","36","109601","0","2019/09/20 16:00:00","2019/10/01 15:59:59","3"
"0","24","37","109701","0","2019/10/01 16:00:00","2019/10/15 15:59:59","3"
