6d9c99573e62672b6bc80bcc91541e7466b4abbb93293076620dcf17ba0ffaae,b073eefec9f380edf9f63343a8b737db2327b2882e1aa87a04a18b3775068654,00fe46ed0aaade011fbaec497e949d615ca8ed5b9057b55596d83d4b2846b2c9,1b2d299616210d4cd418ac9527be5cb0d0374c09f2936f8e02a328397224b17f,1fc84aadc2a25dd6b3880f5cbdac20fb7856c3f795c113e11994b723bfa1d8d7,60dd25b03463b0b49542fb7a096a7815e6bfa8341571626671658df3468902ee,4229ad6d06d166bef0555499d553a1e4c59b14155d57f8e9c55c18e4e3850510,66888a074b33d7f1755870a6f3940c95f5b36a03f251a9d697436fd25dbce531,26db5d5dc42a9ee3c29c25fee2eba603e190ae4bc268ebae4610c852f4f7eae3,c067e5e9b8a661746d0b6614f7cc274ca5894683d36b531d421912fe004983b1,b2492a0c391e0eba9293c3a149fb39d2421fe56fb5c15850840771b5b784639e,0b2452d88b0ff1c7f1e15996226444aa62eaaccee6b066bc7e01a37febc85a78
"15","0","1150001","0","vo_10011600","vo_10011600_1501","1","2","0","0","0","0"
"15","1","1150002","0","0","0","2","1","0","240","0","0.997402597402597"
"15","1","1150003","2.4974025974026","0","0","3","4","0","0","1","0"
"15","0","1150004","0","vo_10011600","vo_10011600_1502","4","2","0","0","0","0"
"15","2","1150005","0","0","0","5","1","0","118","0","0.748051948051948"
"15","2","1150006","0.848051948051948","0","0","6","4","0","0","1","0"
"15","0","1150007","0","vo_10011600","vo_10011600_1503","7","2","0","0","0","0"
"15","2","1150008","0","0","0","8","1","118","460","0","1.16363636363636"
"15","2","1150009","1.96363636363636","0","0","9","4","0","0","1","0"
"15","0","1150010","0","vo_10011600","vo_10011600_1504","10","2","0","0","0","0"
"15","3","1150011","0","0","0","11","1","0","500","0","2.07792207792208"
"15","3","1150012","3.47792207792208","0","0","12","4","0","0","1","0"
"15","0","1150013","0","vo_10011600","vo_10011600_1505","13","2","0","0","0","0"
"15","4","1150014","0","0","0","14","1","0","248","0","1.24675324675325"
"15","4","1150015","2.24675324675325","0","0","15","4","0","0","1","0"
"15","0","1150016","0","vo_10011600","vo_10011600_1506","16","2","0","0","0","0"
"15","4","1150017","0","0","0","17","1","248","770","0","1.95324675324675"
"15","4","1150018","1.95324675324675","0","0","18","4","0","0","1","0"
"15","0","1150019","0","vo_10011600","vo_10011600_1507","19","2","0","0","0","0"
"15","5","1150020","0","0","0","20","1","0","359","0","2.07792207792208"
"15","5","1150021","2.97792207792208","0","0","21","4","0","0","1","0"
"15","0","1150022","0","vo_10011600","vo_10011600_1508","22","2","0","0","0","0"
"15","5","1150023","0","0","0","23","1","359","770","0","1.12207792207792"
"15","5","1150024","2.02207792207792","0","0","24","4","0","0","1","0"
"15","0","1150025","0","vo_10011600","vo_10011600_1509","25","2","0","0","0","0"
"15","6","1150026","0","0","0","26","1","0","277","0","1.32987012987013"
"15","6","1150027","2.57987012987013","0","0","27","4","0","0","1","0"
"15","0","1150028","0","vo_10011600","vo_10011600_1510","28","2","0","0","0","0"
"15","6","1150029","0","0","0","29","1","277","770","0","1.87012987012987"
"15","6","1150030","2.87012987012987","0","0","30","4","0","0","1","0"
"15","0","1150031","0","vo_10011600","vo_10011600_1511","31","2","0","0","0","0"
"15","7","1150032","0","0","0","32","1","0","361","0","1.55844155844156"
"15","7","1150033","1.75844155844156","0","0","33","4","0","0","1","0"
"15","0","1150034","0","vo_10011600","vo_10011600_1512","34","2","0","0","0","0"
"15","7","1150035","0","0","0","35","1","361","726","0","1.26753246753247"
"15","7","1150036","2.51753246753247","0","0","36","4","0","0","1","0"
"15","0","1150037","0","vo_10011600","vo_10011600_1513","37","2","0","0","0","0"
"15","8","1150038","0","0","0","38","1","0","793","0","1.99480519480519"
"15","8","1150039","2.49480519480519","0","0","39","4","0","0","1","0"
"15","0","1150040","0","vo_10011600","vo_10011600_1514","40","2","0","0","0","0"
"15","8","1150041","0","0","0","41","1","793","793","0","1.03896103896104"
"15","8","1150042","2.53896103896104","0","0","42","4","0","0","1","0"
"15","9","1150043","0","0","0","43","1","0","400","0","0.01"
"15","9","1150044","0","0","0","44","4","0","0","1","0"
"15","0","1150045","0","vo_10011600","vo_10011600_1515","45","2","0","0","0","0"
"15","9","1150046","0","0","0","46","1","400","720","0","1.32987012987013"
"16","0","1160001","0","vo_10011600","vo_10011600_1601","1","2","0","0","0","0"
"16","1","1160002","0","0","0","2","1","0","150","0","0.623376623376623"
"16","1","1160003","2.12337662337662","0","0","3","4","0","0","1","0"
"16","0","1160004","0","vo_10011600","vo_10011600_1602","4","2","0","0","0","0"
"16","2","1160005","0","0","0","5","1","0","716","0","3.63636363636364"
"16","2","1160006","5.13636363636364","0","0","6","4","0","0","1","0"
"16","0","1160007","0","vo_10011600","vo_10011600_1603","7","2","0","0","0","0"
"16","3","1160008","0","0","0","8","1","0","396","0","1.18441558441558"
"16","3","1160009","2.18441558441558","0","0","9","4","0","0","1","0"
"16","0","1160010","0","vo_10011600","vo_10011600_1604","10","2","0","0","0","0"
"16","3","1160011","0","0","0","11","1","396","460","0","0.353246753246753"
"16","3","1160012","0.553246753246753","0","0","12","4","0","0","1","0"
"16","0","1160013","0","vo_10011600","vo_10011600_1605","13","2","0","0","0","0"
"16","3","1160014","0","0","0","14","1","460","704","0","1.1012987012987"
"16","3","1160015","1.1012987012987","0","0","15","4","0","0","1","0"
"16","4","1160016","0","0","0","16","1","0","458","0","1.95324675324675"
"16","4","1160017","2.45324675324675","0","0","17","4","0","0","1","0"
"16","0","1160018","0","vo_10011600","vo_10011600_1606","18","2","0","0","0","0"
"16","4","1160019","0","0","0","19","1","458","758","0","0.78961038961039"
"16","4","1160020","1.78961038961039","0","0","20","4","0","0","1","0"
"16","0","1160021","0","vo_10011600","vo_10011600_1607","21","2","0","0","0","0"
"16","5","1160022","0","0","0","22","1","0","492","0","1.99480519480519"
"16","5","1160023","2.99480519480519","0","0","23","4","0","0","1","0"
"16","0","1160024","0","vo_10011600","vo_10011600_1608","24","2","0","0","0","0"
"16","5","1160025","0","0","0","25","1","492","712","0","0.748051948051948"
"16","5","1160026","1.99805194805195","0","0","26","4","0","0","1","0"
"16","0","1160027","0","vo_10011600","vo_10011600_1609","27","2","0","0","0","0"
"16","6","1160028","0","0","0","28","1","0","260","0","1.53766233766234"
"16","6","1160029","2.13766233766234","0","0","29","4","0","0","1","0"
"16","0","1160030","0","vo_10011600","vo_10011600_1610","30","2","0","0","0","0"
"16","6","1160031","0","0","0","31","1","260","728","0","1.41298701298701"
"16","6","1160032","1.41298701298701","0","0","32","4","0","0","1","0"
"16","7","1160033","0","0","0","33","1","0","165","0","0.78961038961039"
"16","7","1160034","2.33961038961039","0","0","34","4","0","0","1","0"
"16","0","1160035","0","vo_10011600","vo_10011600_1611","35","2","0","0","0","0"
"16","7","1160036","0","0","0","36","1","165","341","0","0.706493506493507"
"16","7","1160037","1.00649350649351","0","0","37","4","0","0","1","0"
"16","0","1160038","0","vo_10011600","vo_10011600_1612","38","2","0","0","0","0"
"16","7","1160039","0","0","0","39","1","341","710","0","1.45454545454545"
"16","7","1160040","2.95454545454545","0","0","40","4","0","0","1","0"
"16","0","1160041","0","vo_10011600","vo_10011600_1613","41","2","0","0","0","0"
"16","7","1160042","0","0","0","42","1","710","770","0","0.249350649350649"
"16","7","1160043","0.749350649350649","0","0","43","4","0","0","1","0"
"16","0","1160044","0","vo_10011600","vo_10011600_1614","44","2","0","0","0","0"
"16","8","1160045","0","0","0","45","1","0","522","0","2.31896103896104"
"16","8","1160046","3.71896103896104","0","0","46","4","0","0","1","0"
"16","0","1160047","0","vo_10011600","vo_10011600_1615","47","2","0","0","0","0"
"16","8","1160048","0","0","0","48","1","522","730","0","0.714805194805195"
"16","8","1160049","2.71480519480519","0","0","49","4","0","0","1","0"
"16","9","1160050","0","0","0","50","1","0","560","0","0.01"
"16","9","1160051","0","0","0","51","4","0","0","1","0"
"16","0","1160052","0","vo_10011600","vo_10011600_1616","52","2","0","0","0","0"
"16","9","1160053","0","0","0","53","1","560","710","0","0.623376623376623"
"17","0","1170001","0","vo_10011600","vo_10011600_1701","1","2","0","0","0","0"
"17","1","1170002","0","0","0","2","1","0","160","0","0.664935064935065"
"17","1","1170003","2.16493506493507","0","0","3","4","0","0","1","0"
"17","0","1170004","0","vo_10011600","vo_10011600_1702","4","2","0","0","0","0"
"17","2","1170005","0","0","0","5","1","0","125","0","0.730519480519481"
"17","2","1170006","1.53051948051948","0","0","6","4","0","0","1","0"
"17","0","1170007","0","vo_10011600","vo_10011600_1703","7","2","0","0","0","0"
"17","2","1170008","0","0","0","8","1","125","770","0","3.35064935064935"
"17","2","1170009","4.85064935064935","0","0","9","4","0","0","1","0"
"17","0","1170010","0","vo_10011600","vo_10011600_1704","10","2","0","0","0","0"
"17","3","1170011","0","0","0","11","1","0","205","0","0.851948051948052"
"17","3","1170012","2.10194805194805","0","0","12","4","0","0","1","0"
"17","0","1170013","0","vo_10011600","vo_10011600_1705","13","2","0","0","0","0"
"17","3","1170014","0","0","0","14","1","205","730","0","2.72727272727273"
"17","3","1170015","4.47727272727273","0","0","15","4","0","0","1","0"
"17","0","1170016","0","vo_10011600","vo_10011600_1706","16","2","0","0","0","0"
"17","4","1170017","0","0","0","17","1","0","432","0","1.66233766233766"
"17","4","1170018","2.86233766233766","0","0","18","4","0","0","1","0"
"17","0","1170019","0","vo_10011600","vo_10011600_1707","19","2","0","0","0","0"
"17","4","1170020","0","0","0","20","1","432","710","0","1.28831168831169"
"17","4","1170021","3.03831168831169","0","0","21","4","0","0","1","0"
"17","0","1170022","0","vo_10011600","vo_10011600_1708","22","2","0","0","0","0"
"17","5","1170023","0","0","0","23","1","0","718","0","2.36883116883117"
"17","5","1170024","3.76883116883117","0","0","24","4","0","0","1","0"
"17","0","1170025","0","vo_10011600","vo_10011600_1709","25","2","0","0","0","0"
"17","6","1170026","0","0","0","26","1","0","333","0","1.4961038961039"
"17","6","1170027","2.2461038961039","0","0","27","4","0","0","1","0"
"17","0","1170028","0","vo_10011600","vo_10011600_1710","28","2","0","0","0","0"
"17","6","1170029","0","0","0","29","1","333","595","0","0.976623376623377"
"17","6","1170030","1.97662337662338","0","0","30","4","0","0","1","0"
"17","0","1170031","0","vo_10011600","vo_10011600_1711","31","2","0","0","0","0"
"17","7","1170032","0","0","0","32","1","0","316","0","1.3838961038961"
"17","7","1170033","2.7838961038961","0","0","33","4","0","0","1","0"
"17","0","1170034","0","vo_10011600","vo_10011600_1712","34","2","0","0","0","0"
"17","7","1170035","0","0","0","35","1","316","527","0","0.818701298701299"
"17","7","1170036","1.8187012987013","0","0","36","4","0","0","1","0"
"17","0","1170037","0","vo_10011600","vo_10011600_1713","37","2","0","0","0","0"
"17","7","1170038","0","0","0","38","1","527","740","0","0.872727272727273"
"17","7","1170039","2.67272727272727","0","0","39","4","0","0","1","0"
"17","0","1170040","0","vo_10011600","vo_10011600_1714","40","2","0","0","0","0"
"17","8","1170041","0","0","0","41","1","0","180","0","0.581818181818182"
"17","8","1170042","1.38181818181818","0","0","42","4","0","0","1","0"
