acabd7944f81b20bf5b81fbe0b6a5eaf75342ca37ab40a4c41a722a0baaf587b,36469566b13dbe8c1798bb1ae3834016fc5e32e88295509d27797541bb4c2b6b,8139e83cb37a3ddfd08c764704cb6980591c1b2f680a4f225f206b3fd423d55f,172f8c15b44bdd895e2f0bf5f8e551b372a908c7981d0085a1015de99ef41591,439644e27f451785588dcfea91d70bdf1b7b89da2a0810f9868d5aa4cbe6370b,4ef1f39a1b8324fbb52398d8e4834e909741165a6fb9557550452588deee0328,469abf1d3d85dfde37dabdfcbeb2d2e261fe132c9e703b473f7eb004ae06cd3c,80f3c56990b4d6899178883a14de1140954d8f14ce073af5bc84d1312790f002,0ebdd8832f1480d2f14a5d48ce8be298b67c6035a677fae0d198e18ca8093e5c,63c9d5b3928f550a5f678213f09279fc448335175a0368fd4eabd4109209824c,01b4e64cbcfedfb03eab859f0584f9f687f75e67fd7ca546180e3da7951dbab4,3356b8c02c4f0a5a19d058f22eb599a65818d1cf2f375b2f6dde681ba16de2d4,7c63d6beb955c01e33508d0d52f6acbfd8f8c36bdecdcc49031d31b31e91a098,0521930161a0c4cfecbfb94707b5cdd94a6b84b9ed0a77bd6f3442a57f90b1be,c9d3fe06249689edec724526444d8b7c9ddcb8e2f465cfd8506df81ed936fb3a,8dbaeb49c046e675512776c7e74062fa9600a6d5400ab06349bf5551170812f9,5b1b54f2e3bf9bf5fc6eda32c3acbf1f837a751f5108a91fcff594d070c10b8b,e9abb1218dfae6a6578888dab6d5bdfede2ab5611659e22c849b1dbe76fecfa6,338dbbb2e923793a1843f9e7fe99c3baf11f232176e0b9f6b5500545ffdf700a,6eb7739e52826c24ccb0ca337e695ea9a8c2f9b78ff311191a95a827cbc80782,33fa1aae0b58641fd4d3ec6437a346c8b51a19b785f4f87981154323c3c893d3
"0","0","0","最終之戰","0","0","51200001","2000001","0","901000106","901000102","100182","0","0","0","0","901000105","901000103","90","0","512000011"
"0","bgm_M06","bgm_M06","新手教學戰鬥","0","bgm_M06","51200002","2000002","512000022","0","901000201","100021","0","0","0","bgm_M06","901000104","901000202","90","100022","512000021"
"0","bgm_M06","bgm_M06","新手教學戰鬥","0","bgm_M06","51200006","2000006","512000022","0","901000201","100021","0","0","0","bgm_M06","901000104","901000202","90","100022","512000021"
"0","bgm_M17_03_and_M29","0","ADV戰鬥","0","0","52003005","2003005","0","0","901000301","100671","0","0","0","bgm_M17","901000303","901000302","90","0","520030051"
"0","bgm_M06","0","ADV戰鬥","0","0","52004002","2004002","0","0","901000401","100011","0","0","0","bgm_M06","901000403","901000402","90","0","520040021"
"0","bgm_M47","0","席茲之戰","0","0","55001004","5001004","0","0","901000501","81000111","0","0","0","bgm_M47","0","0","90","0","550010041"
"0","bgm_M47","0","席茲之戰","0","0","55001006","5001006","0","0","901000401","81000106","0","0","0","bgm_M47","901000502","901000501","90","0","550010041"
"0","bgm_M102","0","阿爾瑪之戰","0","0","55002005","5002005","0","0","901000601","81000205","0","0","0","bgm_M102","901000603","901000602","90","0","550020051"
"0","bgm_M102","0","阿爾瑪之戰","0","0","55002006","5002006","0","0","901000601","81000206","0","0","0","bgm_M102","901000603","901000602","90","0","550020052"
"0","bgm_M109","0","加爾格之戰","0","0","55003006","5003006","0","901000703","901000601","81000305","0","0","0","bgm_M109","901000702","901000701","90","0","550030061"
"0","bgm_M116","0","泳裝戰鬥","0","0","55004005","5004005","0","901000803","901000601","100931","0","0","0","bgm_M116","901000802","901000801","90","0","550040051"
"0","bgm_M124","0","島鯨戰鬥","0","0","55005006","5005006","0","901000903","901000906","81000505","0","0","901000904","bgm_M124","901000902","901000901","90","0","550050061"
"0","bgm_M192","0","情人節頭目戰","0","0","55011005","5011005","0","901001003","901000906","81001105","0","0","0","bgm_M192","901001002","901001001","90","0","550110051"
"0","0","0","情人節頭目戰","0","0","55011006","5011006","0","0","901001001","81001106","0","0","0","0","901001003","901001002","90","0","550110051"
