022c6c8c20bbcae994027ede72cc28c266aabc0673c85b1ceaf1451bb38660f2,ad4a61e8dbf1db480295efd0dd8da46f9ce2551d9c1f9262a751eb5bb89e2fd3,ea5ae1adb947369f5a1093380f91dcc2d6dafb164db45222d8fb59f6116977a4,1bbb001e5abd1da9864f138293994127cf86fe47e2a4204f180d9238eaa42493,7c0b0f9ff84d315cc174c3e5d182aeb024ca081f9d9754c3689fd3f6e502428b,f495c6a700162953e122c0a3fe81ead6f9e3ac75f02f462a5f5401dfa732d984
"3002","123001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/06/01 16:00:00","10201001","10201501"
"3004","123001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/06/01 16:00:00","10201002","10201501"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/06/01 16:00:00","10201003","10201501"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/06/01 16:00:00","10201004","10201501"
"3001","107101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201005","10201501"
"3010","107101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201006","10201501"
"3003","107001","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201007","10201501"
"3010","107001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201008","10201501"
"3001","106801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201009","10201501"
"3014","106801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201010","10201501"
"3001","111501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201011","10201501"
"3010","111501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201012","10201501"
"3001","123801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201013","10201501"
"3010","123801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201014","10201501"
"3001","133901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/12 16:00:00","10201015","10201501"
"3010","133901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/12 16:00:00","10201016","10201501"
"3005","115001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/06/01 16:00:00","10201017","10201501"
"3013","115001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/06/01 16:00:00","10201018","10201501"
"3003","126601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/06/01 16:00:00","10201019","10201501"
"3014","126601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201020","10201501"
"3010","133801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/06/22 16:00:00","10201021","10201501"
"3010","133801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/06/22 16:00:00","10201022","10201501"
"3001","121201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201023","10201501"
"3014","121201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201024","10201501"
"3003","133701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201025","10201501"
"3010","133701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201026","10201501"
"3002","123001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/06/01 16:00:00","10201027","10201551"
"3004","123001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/06/01 16:00:00","10201028","10201551"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/06/01 16:00:00","10201029","10201551"
"3011","106901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/06/01 16:00:00","10201030","10201551"
"3001","107101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201031","10201551"
"3010","107101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201032","10201551"
"3003","107001","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201033","10201551"
"3010","107001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201034","10201551"
"3001","106801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201035","10201551"
"3014","106801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201036","10201551"
"3001","111501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201037","10201551"
"3010","111501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201038","10201551"
"3001","123801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/01 16:00:00","10201039","10201551"
"3010","123801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201040","10201551"
"3001","133901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/06/12 16:00:00","10201041","10201551"
"3010","133901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/12 16:00:00","10201042","10201551"
"3005","115001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/06/01 16:00:00","10201043","10201551"
"3013","115001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/06/01 16:00:00","10201044","10201551"
"3003","126601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/06/01 16:00:00","10201045","10201551"
"3014","126601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201046","10201551"
"3010","133801","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/06/22 16:00:00","10201047","10201551"
"3010","133801","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/06/22 16:00:00","10201048","10201551"
"3001","121201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/06/01 16:00:00","10201049","10201551"
"3014","121201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/06/01 16:00:00","10201050","10201551"
"3003","133701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/06/01 16:00:00","10201051","10201551"
"3010","133701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/06/01 16:00:00","10201052","10201551"
"3001","104201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/07/01 16:00:00","10202001","10202501"
"3014","104201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202002","10202501"
"3011","118101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/07/01 16:00:00","10202003","10202501"
"3011","118101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/07/01 16:00:00","10202004","10202501"
"3001","108401","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/07/01 16:00:00","10202005","10202501"
"3014","108401","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202006","10202501"
"3005","117301","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/07/01 16:00:00","10202007","10202501"
"3013","117301","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/07/01 16:00:00","10202008","10202501"
"3003","134401","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/07/16 16:00:00","10202009","10202501"
"3014","134401","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/16 16:00:00","10202010","10202501"
"3003","126901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/07/01 16:00:00","10202011","10202501"
"3014","126901","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/07/01 16:00:00","10202012","10202501"
"3003","134301","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/07/04 16:00:00","10202013","10202501"
"3010","134301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/07/04 16:00:00","10202014","10202501"
"3010","105901","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2025/07/01 16:00:00","10202015","10202501"
"3010","105901","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2025/07/01 16:00:00","10202016","10202501"
"3001","106401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/07/01 16:00:00","10202017","10202501"
"3010","106401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/07/01 16:00:00","10202018","10202501"
"3002","105401","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/07/01 16:00:00","10202019","10202501"
"3004","105401","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/07/01 16:00:00","10202020","10202501"
"3001","104001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203001","10203501"
"3010","104001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203002","10203501"
"3001","126401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203003","10203501"
"3010","126401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203004","10203501"
"3001","110701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/08/01 16:00:00","10203005","10203501"
"3010","110701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203006","10203501"
"3011","116701","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/08/01 16:00:00","10203007","10203501"
"3011","116701","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/08/01 16:00:00","10203008","10203501"
"3001","122101","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/08/01 16:00:00","10203009","10203501"
"3014","122101","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/01 16:00:00","10203010","10203501"
"3011","134601","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/08/01 16:00:00","10203011","10203501"
"3011","134601","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/08/01 16:00:00","10203012","10203501"
"3003","134501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/08/09 16:00:00","10203013","10203501"
"3014","134501","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/09 16:00:00","10203014","10203501"
"3003","127801","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/08/01 16:00:00","10203015","10203501"
"3014","127801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/01 16:00:00","10203016","10203501"
"3003","126501","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/08/01 16:00:00","10203017","10203501"
"3010","126501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/08/01 16:00:00","10203018","10203501"
"3001","134701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/08/16 16:00:00","10203019","10203501"
"3014","134701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/08/16 16:00:00","10203020","10203501"
"3011","132501","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/09/16 16:00:00","10204001","10204501"
"3011","132501","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/09/16 16:00:00","10204002","10204501"
"3003","132301","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/09/04 16:00:00","10204003","10204501"
"3014","132301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/09/04 16:00:00","10204004","10204501"
"3003","100901","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/09/01 16:00:00","10204005","10204501"
"3010","100901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/09/01 16:00:00","10204006","10204501"
"3001","102701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/09/01 16:00:00","10204007","10204501"
"3010","102701","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/09/01 16:00:00","10204008","10204501"
"3003","101301","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/09/01 16:00:00","10204009","10204501"
"3014","101301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/09/01 16:00:00","10204010","10204501"
"3011","105101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/09/01 16:00:00","10204011","10204501"
"3011","105101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/09/01 16:00:00","10204012","10204501"
"3002","105601","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/09/01 16:00:00","10204013","10204501"
"3004","105601","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/09/01 16:00:00","10204014","10204501"
"3011","134901","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/10/11 16:00:00","10205001","10205501"
"3011","134901","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/10/11 16:00:00","10205002","10205501"
"3011","105401","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/10/01 16:00:00","10205003","10205501"
"3011","105401","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/10/01 16:00:00","10205004","10205501"
"3002","113901","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/10/01 16:00:00","10205005","10205501"
"3004","113901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/10/01 16:00:00","10205006","10205501"
"3001","117401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/10/01 16:00:00","10205007","10205501"
"3010","117401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/10/01 16:00:00","10205008","10205501"
"3001","134801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/10/01 16:00:00","10205009","10205501"
"3014","134801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/10/01 16:00:00","10205010","10205501"
"3001","106501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/10/01 16:00:00","10205011","10205501"
"3010","106501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/10/01 16:00:00","10205012","10205501"
"3002","104501","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/10/01 16:00:00","10205013","10205501"
"3004","104501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/10/01 16:00:00","10205014","10205501"
"3005","129701","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/10/01 16:00:00","10205015","10205501"
"3013","129701","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/10/01 16:00:00","10205016","10205501"
"3005","129001","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/11/01 16:00:00","10206001","10206501"
"3013","129001","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/11/01 16:00:00","10206002","10206501"
"3001","106401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/11/01 16:00:00","10206003","10206501"
"3010","106401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/11/01 16:00:00","10206004","10206501"
"3011","126101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/11/01 16:00:00","10206005","10206501"
"3011","126101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/11/01 16:00:00","10206006","10206501"
"3003","135001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/11/01 16:00:00","10206007","10206501"
"3014","135001","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/11/01 16:00:00","10206008","10206501"
"3001","120701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/11/01 16:00:00","10206009","10206501"
