593b971f939ae57527a5a493c89b71852a98818c65c9fa96f2f0898495f8b970,495a6be90e170e7e1fb773a98042957843f34bcab2ec3016fbdd75ad62010570,3386981d2d0261020974d798c40cd82537fe1a0d738301b04bfe30fbb00471cd,a9b8989570354f62ba955cdd5955200fe2a3d268b914088a1acf65358762cb44,cbb1d74e0f2a2d46ea8f98309e50c7720f1887b1828453f78939216be7883805,b22569bf7af011b436c65a80a6a4a5284fe7afb87f32b3b4767ad9f841704bd4,c744f4bbd55f585f2f1a668e498ee97c2ef3fa404da2adcf76da23c3fa25e6ff,a6ca4c947d5208eb5d0d02349bf5d5007ea307eff49fe4fe7a827b7dc8c538dc,9f86e4876dd22d35f24114a74158c61edeee41852529b763246e5462fb336479,3e723bfbc33247e0c06a6e62bc63cf32d7ee33d947ada19f6febd2b203181238,95c5f7838f2630861fbf0c38d93b7b3db57a7b5385f791fcdf9eaced403c532e,f1f5c7d777dd08afe4bf7a623f9d7a5b7291542db63e2fbc8711c699f67ec90c,f7c2e59f529a2e0be62fcd2a1a26abe3593ee98b02f2cd009a00d0622ebe5faf,3ec5e114a1d49eeb8399a5f0b7e80b1e9ba2c5c193848eb756e9de9f7432a1cf,217e495bf6d92593e42ded366929839d2e2f5c97d7b77c03f186a730c7d3aa2f,413bd2b9baed2eba3dedfb5f3f5ea182d1c3efcdebe2e1f77b3e8d1919fa3d1a,d5d076b4265db7bbc1966b06c272b30423457d7a3b3d4fd61d14464c4f0fe4c9,338e1e23653a4029743c2b37a9b7a923d68cac7d02f39c001df01b89c8829397,3363af84cd6ae24f8963836e80baead53fc90b795933215a65011530464f3d02,30d50f353a167c237d96c39f4098d7fab2db973bec45e8f20b927f1c4e4acb2a,db97eefd0f5f3c3fbfc35c0af01abd65bb6fa03c38367ec28f13341ccd70016a,c98424b524989b2afba1b443afa5b57a41e97c26be7ad734c00fd36b02aa92fb,22f59b8da37a691422b2a4feb6057bc21d742b6a57a3a8a187ea5e0daffabdd3,37d01cada48c6ef3b071aae049f3a9e873eafb96bd15a69cd2f6b2416bdc110c,c343766338ceff1abbbc01cc7bff0427c36aa75802a099ea4a4e8d271744364c,c9da181bdd40fa708631e1aad0ae0307be73f8434a2dc9573a28ddcdd73036d6,59f2dba7720d6d2126090886f8a3c37b99988b865eb1bb2a85814605e0dafa57,62a1700401593f016bad6046e46db23ad2dd7fa9c81c34ce84c2beca53d4212d,da3c867b254db5f2f4eae548d9a8cffe95ee8bd72e721bb7e3bea574091653bf,2f567879260e21a92c635ca23b1b16bb3e2a7ba7d199cefaa68f0a47e74aadf1,c975fa2f555dd1ca9cbd85163d7cd9068e5eb1b4eaff5db1ed529a52471a6b41,a2926760aebe7b1357f4f70baf68fc71db181ae18a4513ceff6a736fce80fe53,6295553f83b56a63295a7543dbc19421d8fb3d6088b89e84b82f27e0b9246955,d765e9412db1900769b293dec739c21e7d47497f7967ac4a7b7efc52685e2ad3,f5fe0d8272d82fa51f4ea9f8127203a09e6c8685c667109dffc1dace057bf2d0,a50081092564cfcad36eea0888a87b4e027a7808ff67976ee3ef8ec5207f2955,fd1ef4b974b42f61e3694e7fda950a173422deecc59ed6f97992b42105597231,76e094b3e3e1d6f2f5d49e57bf265b02bd6ebd6e67f49bc0b2afab0c00c4d08f,6335f05ef2dbb2b00e5110c4c00fd9515d9e9d719c4a0904e61b75d6df982796,e61b24c476adf97af4a0d14b9842084a60d6792f9a3ed2068f72dd3d1914574b,a61197d21efa78aaf508fa55da2a421a862c0ee7f915d3dbc06fa0b760581f20,e0b0af6955c071ace2556fe740509875a1f6e62faadc4530a57045108679f724,811c17216793026080d14c0910644300e5ebb06122570d5dee0541e3a234401e,9244aadf4b1bd2c2abc9c37d0056c75092eb77ad1696cae5088a4a0bd3848c1b
"200000001","33","1","0","10","0","10","1","0","0","0","0","0","發光蕈菇","10","10","0","0","202100","10","0","1","0","0","0","0","9","30","175","0","0","100000001","0","3","0","10","10","0","0","10","0","0","0","0"
"200000003","14","1","0","10","0","10","1","0","0","0","0","0","魔像","10","10","0","0","201200","10","0","1","0","0","0","0","20","30","230","0","0","100000002","0","10","0","10","10","0","0","6","0","0","0","0"
"200000003","10000","1","0","10","0","10","1","0","0","0","0","0","波尼","200","10","0","0","205701","10","0","1","0","0","0","0","180","30","200000","0","0","100000004","0","240","0","200","10","0","0","6","0","0","0","0"
"200000001","28","1","0","1","0","1","1","0","0","0","0","0","鼠妖","1","1","0","0","200600","10","0","1","0","0","0","0","3","30","154","0","0","101010101","0","2","0","1","1","0","0","10","0","0","0","0"
"200000006","0","1","0","1","0","1","1","0","0","0","0","0","木靈","1","1","0","0","200700","10","0","1","0","0","0","0","3","30","316","0","0","101010102","0","2","0","1","1","0","0","10","0","0","18","0"
"200000001","28","1","0","1","0","1","1","0","0","0","0","0","樹精","1","1","0","0","200900","10","0","1","0","0","0","0","3","30","301","0","0","101010103","0","2","0","1","1","0","0","10","0","0","0","0"
"200000001","38","1","0","1","0","1","1","0","0","0","0","0","小小格里芬","1","1","0","0","204000","10","0","1","0","0","0","0","3","30","355","0","0","101010104","0","2","0","1","1","0","0","10","0","0","0","0"
"200000001","43","1","0","1","0","1","1","0","0","0","0","0","鼠妖","1","1","0","0","200600","10","0","1","0","0","0","0","3","30","204","0","0","101010201","0","2","0","1","1","0","0","10","0","0","0","0"
"200000006","0","1","0","1","0","1","1","0","0","0","0","0","木靈","1","1","0","0","200700","10","0","1","0","0","0","0","3","30","356","0","0","101010202","0","2","0","1","1","0","0","10","0","0","23","0"
"200000001","0","1","0","1","0","1","1","0","0","0","0","0","軟泥怪","1","1","0","0","203000","10","0","1","0","0","0","0","3","30","228","0","0","101010203","0","2","0","1","1","0","0","10","0","0","26","0"
"200000006","28","1","0","3","0","3","1","0","0","0","0","0","擲岩猴","2","3","0","0","200100","10","0","1","0","0","0","0","9","30","338","0","0","101010301","0","3","0","2","3","0","0","10","0","0","0","0"
"200000001","43","1","0","3","0","3","1","0","0","0","0","0","樹精","2","3","0","0","200900","10","0","1","0","0","0","0","9","30","464","0","0","101010302","0","3","0","2","3","0","0","10","0","0","0","0"
"200000001","28","1","0","3","0","3","1","0","0","0","0","0","狗頭人","2","3","0","0","201100","10","0","1","0","0","0","0","9","30","409","0","0","101010303","0","3","0","2","3","0","0","10","0","0","0","0"
"200000001","53","1","0","3","0","3","1","0","0","0","0","0","小小格里芬","2","3","0","0","204000","10","0","1","0","0","0","0","10","30","620","0","0","101010304","0","3","0","2","3","0","0","10","0","0","0","0"
"200000006","28","1","0","4","0","4","1","0","0","0","0","0","擲岩猴","2","4","0","0","200100","10","0","1","0","0","0","0","9","30","346","0","0","101010401","0","3","0","2","4","0","0","10","0","0","0","0"
"200000006","0","1","0","4","0","4","1","0","0","0","0","0","木靈","2","4","0","0","200700","10","0","1","0","0","0","0","8","30","364","0","0","101010402","0","3","0","2","4","0","0","10","0","0","23","0"
"200000001","30","1","0","4","0","4","1","0","0","0","0","0","樹精","2","4","0","0","200900","10","0","1","0","0","0","0","9","30","492","0","0","101010403","0","3","0","2","4","0","0","10","0","0","0","0"
"200000003","24","1","0","4","0","4","1","0","0","0","0","0","魔像","2","4","0","0","201200","10","0","1","0","0","0","0","150","30","444","0","0","101010404","0","40","0","2","4","0","0","10","0","0","0","0"
"200000001","34","1","0","4","0","4","1","0","0","0","0","0","鼠妖","3","4","0","0","200600","10","0","1","0","0","0","0","5","30","337","0","0","101010501","0","4","0","3","4","0","0","10","0","0","0","0"
