b227f243937d3ba510848f051be0bd610aff302965f35b0b98e394ae5dfcb306,a5efbae1e876dc0548371e3594389eb32c273ba89361b85fdef29ec9bf3aba16,55fdd96714b3d23b211c25508f66f9e6af4aab05831531572470b29ec3bfe014,c19eeba3c2f33becf1fb604a2db092798d69a6eb73c95d69d0f870973e0b7ed9,d63f3a9f19c24e40d1c367edf562055280cd50f71e8c452ffa0b0db9e94fe1e9,176c9cd83ab9f2fa827497de19e60f62fb650e02fab02e1f68c084e509d5b26b,bc7755a2370621c10caa322c0e19f97c369374cd80153e4ea1ca24a72fb11994,496d5ca5090247285bfd4561e48c7a41389114a290d4fa80e4ad57922a9f9487
"0","610201001","600130001","600060001","0","600090001","0","0"
"0","610201002","600070001","600090001","0","600300101","0","0"
"0","610201003","600420001","600380001","600230001","600050001","0","0"
"0","610201004","600110003","600090103","0","600300003","0","0"
"0","610201005","600390003","600120001","0","600300003","0","0"
"0","610201006","600160003","600290103","600340003","600380102","0","0"
"0","610201007","600440004","600370004","0","600060004","0","0"
"0","610201008","600080004","600330002","0","600210104","0","0"
"0","610201009","600420004","600270004","600160004","600380103","0","0"
"0","610201010","600340010","600380009","0","600320010","0","0"
"0","610201011","600140010","600050009","0","600300010","0","0"
"0","610201012","600250010","600330008","600130110","600290210","0","0"
"0","610201013","600020011","600030011","0","600280011","0","0"
"0","610201014","600280011","600210111","0","600010011","0","0"
"0","610201015","600100011","600040010","600210111","600030011","0","0"
"0","610201016","600130013","600060013","0","600090013","0","0"
"0","610201017","600070013","600090013","0","600300113","0","0"
"0","610201018","600420013","600380012","600230013","600050012","0","0"
"0","610201019","600110014","600090114","0","600300014","0","0"
"0","610201020","600390014","600120012","0","600300014","0","0"
"0","610201021","600160014","600290114","600340014","600380113","0","0"
"0","610201022","600440016","600370016","0","600060016","0","0"
"0","610201023","600080016","600330014","0","600210116","0","0"
"0","610201024","600420016","600270016","600160016","600380115","0","0"
"0","610201025","600340017","600380016","0","600320017","0","0"
"0","610201026","600140017","600050016","0","600300017","0","0"
"0","610201027","600250017","600330015","600130117","600290217","0","0"
"0","610201028","600020019","600030019","0","600280019","0","0"
"0","610201029","600280019","600210119","0","600010019","0","0"
"0","610201030","600100019","600040018","600210119","600030019","0","0"
"0","610201031","600390020","600030020","0","600290120","0","0"
"0","610201032","600300120","600060020","0","600230018","0","0"
"0","610201033","600050020","600130120","600020020","600040020","0","0"
"0","610201034","600110022","600090022","0","600400022","0","0"
"0","610201035","600430022","600070022","0","600090122","0","0"
"0","610201036","600420022","600120022","600140022","600380122","0","0"
"0","610201037","600110023","600090023","0","600400023","0","0"
"0","610201038","600010021","600280022","0","600270023","0","0"
"0","610201039","600220023","600240023","600150023","600380123","0","0"
"0","610201101","0","610201101","0","0","0","0"
"0","610201102","0","610201201","0","0","0","0"
"0","610201103","0","610201202","0","0","0","0"
"0","610201104","0","610201203","0","0","0","0"
"0","610201105","0","610201301","0","0","0","0"
"0","610201106","0","610201302","0","0","0","0"
"0","610201107","0","610201303","0","0","0","0"
"0","610201151","0","610201151","0","0","0","0"
"0","610201152","610201452","610201251","610201453","610201451","0","0"
"0","610201153","0","610201252","0","0","0","0"
"0","610201154","0","610201253","0","0","0","0"
"0","610201155","610201552","610201351","610201553","610201551","0","0"
"0","610201156","0","610201352","0","0","0","0"
"0","610201157","0","610201353","0","0","0","0"
"0","610202101","0","610202101","0","0","0","0"
"610202404","610202102","610202402","610202201","610202403","610202401","0","0"
"0","610202103","0","610202202","0","0","0","0"
"0","610202104","0","610202203","0","0","0","0"
"610202504","610202105","610202502","610202301","610202503","610202501","0","0"
"0","610202106","0","610202302","0","0","0","0"
"0","610202107","0","610202303","0","0","0","0"
"0","610203101","0","610203101","0","0","0","0"
"610203404","610203102","610203402","610203201","610203403","610203401","0","0"
"0","610203103","0","610203202","0","0","0","0"
"0","610203104","0","610203203","0","0","0","0"
"610203504","610203105","610203502","610203301","610203503","610203501","0","0"
"0","610203106","0","610203302","0","0","0","0"
"0","610203107","0","610203303","0","0","0","0"
"0","610204101","0","610204101","0","0","0","0"
"610204404","610204102","610204402","610204201","610204403","610204401","0","0"
"0","610204103","0","610204202","0","0","0","0"
"0","610204104","0","610204203","0","0","0","0"
"610204504","610204105","610204502","610204301","610204503","610204501","0","0"
"0","610204106","0","610204302","0","0","0","0"
"0","610204107","0","610204303","0","0","0","0"
"0","610205101","0","610205101","0","0","0","0"
"610205404","610205102","610205402","610205201","610205403","610205401","0","0"
"0","610205103","0","610205202","0","0","0","0"
"0","610205104","0","610205203","0","0","0","0"
"610205504","610205105","610205502","610205301","610205503","610205501","0","0"
"0","610205106","0","610205302","0","0","0","0"
"0","610205107","0","610205303","0","0","0","0"
"0","610206101","0","610206101","0","0","0","0"
"610206404","610206102","610206402","610206201","610206403","610206401","0","0"
"610206408","610206103","610206406","610206202","610206407","610206405","0","0"
"0","610206104","0","610206203","0","0","0","0"
"610206504","610206105","610206502","610206301","610206503","610206501","0","0"
"610206508","610206106","610206506","610206302","610206507","610206505","0","0"
"0","610206107","0","610206303","0","0","0","0"
"0","610207101","0","610207101","0","0","0","0"
"610207404","610207102","610207402","610207201","610207403","610207401","0","0"
"0","610207103","0","610207202","0","0","0","0"
"0","610207104","0","610207203","0","0","0","0"
"610207504","610207105","610207502","610207301","610207503","610207501","0","0"
"0","610207106","0","610207302","0","0","0","0"
"0","610207107","0","610207303","0","0","0","0"
