3670990e5a578465a89ee2cad8d1b56521ef3385a918b0dd611037753f4483e8,0527cd2b4176e8dca041158673deeb74569773f1ef193afa095c24ff51f62679,aa17a8e2bf66318499ce159c447bf830169af6d13ee979de62a1c84cbb10b969,0521833213a4f3f77d697549f40ddcc1a6b58187accc09112290b0aa172463e0,a62bbc75027ef4f62908accfe114dad262a7bd4d0a0cef84b91c730e26b52ef1,e66ca54072cbc9d900360473bda07e9a9331fd05e5c7492fa4dc872ba7290678,a9d4a004d70ae7f3efdefe38bf1e1d761a11358e55c8f220c65042eac6d3aae9,d77faa9066a0e1d859d71dc63df81de216c150ec13dc25f2265bbf16935098cc,ba0e7b33b61ede26c2d3c780c0530283bacb6a9265fbdae7002bdbadb67e8a17,b88b7859f1ea29b9899442bc01804e5104e00abfc1992214cca052e6e906ef1a,e8c18b63cfd32b3584c192b3dde416672cf247bfdfe5e03e1ecc86d1174295f8,d209efd7a327500250abd555719003fa2d7284bb4ff77a0cf95fcaf4c27c2e48,f5b755b808b5d5a27a5658e3159d95b15d5f7fb798758606d87f8b9539cece0f,0e2252f2319802cb4ba28151fdc7ad4d4ab2b75c84314f7a97a3f270bd9213cd,8793ad87736d26ee033e2b8288556317b9fbb7189d784dc0c4dad26360858132,616152c4db63b77c5c1a8e11661b319522928a2376d0c3c66177bc2da8650c87,e3b96de022aca46c33af8aa3640a4b4aef5a2fde2555731ff62774d5a7770990,c290db7442f991bbb2a8a80da05524a422faaeb7b5ab902393a069ad98263833,9d9da43fd4e69eadc6fe4c83f3c9b15d1957bbbb9d5d1c048142047a7be55bb5
"0","2","1000","25021","1000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","1000","0","240701","2","25014","25015","10","200","2"
"0","2","1000","25011","2000000000","25021","0","2","abyss_reward_icon_astralshard","92407","1000","0","240702","2","25012","25013","300","1000","2"
"0","2","1000","25021","3000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","1000","0","240703","2","25014","25015","10","500","2"
"0","2","1000","25011","4000000000","25021","0","2","abyss_reward_icon_astralshard","92407","1000","0","240704","2","25012","25013","500","1000","2"
"0","2","1000","25021","5000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","1000","0","240705","2","25014","25015","10","1000","2"
"0","2","1000","25011","6000000000","25021","0","2","abyss_reward_icon_astralshard","92407","1000","0","240706","2","25012","25013","1000","1000","2"
"0","2","3000","25021","7000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","3000","0","240707","2","25014","25015","10","1000","2"
"0","2","3000","25011","8000000000","25021","0","2","abyss_reward_icon_astralshard","92407","3000","0","240708","2","25012","25013","1000","3000","2"
"0","2","3000","25021","9000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","3000","0","240709","2","25014","25015","10","1000","2"
"0","2","3000","25021","10000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","3000","0","240710","2","25011","25012","10","1000","2"
"0","2","3000","25021","12000000000","25102","0","2","abyss_reward_icon_masterpieces_piece","92407","3000","0","240711","2","25013","25015","10","1000","2"
