8ed9e06939ed2aa74818a791b176c1c729b592bbbf844d34c2b942733c1c63c5,7a89a1f283c72751cf965e64e3820295240b9221e6e6a84a0913128317b472f7,73e394c5da71c769e168c383a52f6e2a5e449f5442e8463ab52aac817b28cdfb,2923bbfb8991c1197689625a5dd4563a6309af30e994fae44b84c3d0a1e5d4d7,9e529e0a0204754cb67fe27a04eea342a4afd11f3bbc2d2ae774a1518d58721e,6bf1fa445c4bcad7703d1ddae154149f948623fd0dae73c607abafe33e508e41,d724e41022c07280b32128adde3b6967f451d6a1f692b981ef7c3169cc95283b,a04c3a97bd0b5150dafe8ee0f2c228c270ad4ba71e562d2564a962e86242d6f3,14239b13be2d85907aacdc1a6afb49bd014dca1c2df759cc5316fb8f7770ad31,dad3d6d3d6c040b411753e5893fc33ff222ccdc7a4d227ba179c253e9c6cd161,10d3ec4b1bdcd2b3486da6122d298529738f93e01458e4c291bff6750338f8ff,a6c00916491305f2b33e256a162a86903daf24cd76243824763ce610da2b8741,a8f38a3369dd46ef119991d46bff9348a870e635bb3d09b9ccc8798609c2bc10,b0db9bc3044625ba51011101768e708753416dddd1e55ecc0ac48bdb8f781804,c2fd0c87799b27d43a1bceaec622ec74752b8423ba62139e6f4a82ad5b34c808,62f70793e22f76fe64a35f587b9d2a0bcd5068e168682d22576228afdaa7152a,86652ff862e33b950d8fbbb4f2e56e4bfda1667f2dda49580e188ff329ce0bbc,e1d931ea03e30fb4a10064b743519429d68155ec12541a8c921f89f72c6ded48
"0","0","0","0","8","500","1","0","0","1","0","0","0","0","91002","10","0","0"
"0","0","0","0","8","50","11","0","0","2","0","0","0","0","91002","100","0","0"
"0","0","0","0","8","30","101","0","0","3","0","0","0","0","91002","200","0","0"
"0","0","0","0","8","10","201","0","0","4","0","0","0","0","91002","500","0","0"
"0","0","0","0","8","5","501","0","0","5","0","0","0","0","91002","1000","0","0"
"0","0","0","0","8","3","1001","0","0","6","0","0","0","0","91002","2000","0","0"
"0","0","0","0","8","2","2001","0","0","7","0","0","0","0","91002","4000","0","0"
"0","0","0","0","8","1","4001","0","0","8","0","0","0","0","91002","7999","0","0"
"0","0","0","0","8","30","8000","0","0","9","0","0","0","0","91002","8000","0","0"
"0","0","0","0","8","30","8100","0","0","10","0","0","0","0","91002","8100","0","0"
"0","0","0","0","8","30","8200","0","0","11","0","0","0","0","91002","8200","0","0"
"0","0","0","0","8","30","8300","0","0","12","0","0","0","0","91002","8300","0","0"
"0","0","0","0","8","30","8400","0","0","13","0","0","0","0","91002","8400","0","0"
"0","0","0","0","8","30","8500","0","0","14","0","0","0","0","91002","8500","0","0"
"0","0","0","0","8","30","8600","0","0","15","0","0","0","0","91002","8600","0","0"
"0","0","0","0","8","30","8700","0","0","16","0","0","0","0","91002","8700","0","0"
"0","0","0","0","8","30","8800","0","0","17","0","0","0","0","91002","8800","0","0"
"0","0","0","0","8","30","8900","0","0","18","0","0","0","0","91002","8900","0","0"
"0","0","0","0","8","30","9000","0","0","19","0","0","0","0","91002","9000","0","0"
"0","0","0","0","8","30","9100","0","0","20","0","0","0","0","91002","9100","0","0"
"0","0","0","0","8","30","9200","0","0","21","0","0","0","0","91002","9200","0","0"
"0","0","0","0","8","30","9300","0","0","22","0","0","0","0","91002","9300","0","0"
"0","0","0","0","8","30","9400","0","0","23","0","0","0","0","91002","9400","0","0"
"0","0","0","0","8","30","9500","0","0","24","0","0","0","0","91002","9500","0","0"
"0","0","0","0","8","30","9600","0","0","25","0","0","0","0","91002","9600","0","0"
"0","0","0","0","8","30","9700","0","0","26","0","0","0","0","91002","9700","0","0"
"0","0","0","0","8","30","9800","0","0","27","0","0","0","0","91002","9800","0","0"
