b7c6f29cf2206d330cdc27f8e7b4e533ded47a7700565c4247a4ad78164fd8fa,1204803f3e5a9b65a95346327e009be125074e7efa4380a671a18c4ed549b4c0,bff692dffc9eb119a2b8121751106528caa75ef7302a2fda349d800a71492390,faf08aaa9ab51a47deec5f4abd6d905874717d0df7ac072b11fb43d66423e09e,620ff7a391aac5c31bdba9b51bb5271cb802771c43375ef8ff4c41942ed28f3f,8d0099dde7216b56d6a9f5932b95560a760e6e7997c2402ae24cb90da5d2f0ec,c647ac3e4a55e5d9a37939d7a5026f8d853b10ff3b00ee9fffb7f561f422a888,ad8eeb9f15c69bb8b8b5118dea4bc26d4a7bef46b93ce67b128e435bcdcb3936,c8aea41e4b0eee7a576330a7a87d878cf87fe89d9578e0a7abdca120ce7e6e2c,aa8791441692fa71b00ed2daddcbe25023cbe2b2e0127909d43d81405caf1eff,9c1d46f504a6f9c3ed9c9cf843042d9c94cdc5df0f7050c2d68ed40dbe641a20
"1","8","0","1","10101","250","1","110","1010100","歐姆蛋","0"
"1","9","0","1","10101","222","1","110","1010101","歐姆蛋","0"
"1","10","0","1","10101","200","1","110","1010102","歐姆蛋","0"
"1","9","0","1","10102","400","2","110","1010200","歐姆蛋","0"
"1","10","0","1","10102","367","2","110","1010201","歐姆蛋","0"
"1","11","0","1","10102","338","2","110","1010202","歐姆蛋","0"
"1","10","0","1","10103","640","3","110","1010300","歐姆蛋","0"
"1","11","0","1","10103","597","3","110","1010301","歐姆蛋","0"
"1","12","0","1","10103","560","3","110","1010302","歐姆蛋","0"
"1","9","0","2","10201","275","1","115","1020100","餃子","0"
"1","10","0","2","10201","248","1","115","1020101","餃子","0"
"1","11","0","2","10201","225","1","115","1020102","餃子","0"
"1","10","0","2","10202","440","2","115","1020200","餃子","0"
"1","11","0","2","10202","406","2","115","1020201","餃子","0"
"1","12","0","2","10202","377","2","115","1020202","餃子","0"
"1","11","0","2","10203","704","3","115","1020300","餃子","0"
"1","12","0","2","10203","660","3","115","1020301","餃子","0"
"1","13","0","2","10203","621","3","115","1020302","餃子","0"
"1","8","0","3","10301","200","1","100","1030100","章魚燒","0"
"1","9","0","3","10301","175","1","100","1030101","章魚燒","0"
"1","10","0","3","10301","156","1","100","1030102","章魚燒","0"
"1","9","0","3","10302","320","2","100","1030200","章魚燒","0"
"1","10","0","3","10302","291","2","100","1030201","章魚燒","0"
"1","11","0","3","10302","267","2","100","1030202","章魚燒","0"
"1","10","0","3","10303","512","3","100","1030300","章魚燒","0"
"1","11","0","3","10303","475","3","100","1030301","章魚燒","0"
"1","12","0","3","10303","444","3","100","1030302","章魚燒","0"
"1","9","0","4","10401","225","1","115","1040100","飯糰","0"
"1","10","0","4","10401","200","1","115","1040101","飯糰","0"
"1","11","0","4","10401","180","1","115","1040102","飯糰","0"
"1","10","0","4","10402","360","2","115","1040200","飯糰","0"
"1","11","0","4","10402","330","2","115","1040201","飯糰","0"
"1","12","0","4","10402","305","2","115","1040202","飯糰","0"
"1","11","0","4","10403","576","3","115","1040300","飯糰","0"
"1","12","0","4","10403","538","3","115","1040301","飯糰","0"
"1","13","0","4","10403","504","3","115","1040302","飯糰","0"
"1","10","0","5","10501","300","1","150","1050100","沙威瑪","0"
"1","11","0","5","10501","273","1","150","1050101","沙威瑪","0"
"1","12","0","5","10501","250","1","150","1050102","沙威瑪","0"
"1","11","0","5","10502","480","2","150","1050200","沙威瑪","0"
"1","12","0","5","10502","446","2","150","1050201","沙威瑪","0"
"1","13","0","5","10502","416","2","150","1050202","沙威瑪","0"
"1","12","0","5","10503","768","3","150","1050300","沙威瑪","0"
"1","13","0","5","10503","723","3","150","1050301","沙威瑪","0"
"1","14","0","5","10503","683","3","150","1050302","沙威瑪","0"
"2","0","0","1","20101","160","1","60","2010100","輪胎（特大）","0"
"2","0","0","1","20102","256","2","60","2010200","輪胎（特大）","0"
"2","0","0","1","20103","410","3","60","2010300","輪胎（特大）","0"
"2","0","0","2","20201","145","1","45","2020100","輪胎（大）","0"
"2","0","0","2","20202","232","2","45","2020200","輪胎（大）","0"
