73d15b7b18c16f9b275d4787dae008fe70545d5c70b3cfaabf242b92d0620c1d,0864f4869d8fd665b973b8e1c6615434ec9af05ef040dcc855a8d26feb08ec2d,2668cff777bda11a820a6b2f692f94b7be99537661397c38a99c41463114d38c,0797d8a9a23ea4150014ad84c9da085af3cbebf1e0b4fc6a3e61f1f9a5aaf076,06d7c0b0e7f2fcd9751b0860d3af5c989ae8911d04456623706b04d78b9a884d,9db23ecac557ce5f5baa2183482c2a415f90785ab2a01e7733ffc7fe244542b7,3e648dc0d70154c8233b9c7b6dea1fd83f527e84916341cb4ff8ab7bab69d7c7,a844c0ac7a5b47c08ff871c474e224bb992c11f9e022daef5ba3e1d622d6d91d
"106101","0","3","27","2019/07/15 15:59:00","0","2019/07/01 16:00:00","1"
"101401","0","3","28","2019/07/26 15:59:59","0","2019/07/15 16:00:00","2"
"105501","0","1","29","2019/08/01 15:59:59","0","2019/07/26 16:00:00","3"
"106301","0","3","29","2019/08/01 15:59:59","0","2019/07/26 16:00:00","4"
"101501","0","2","29","2019/08/01 15:59:59","0","2019/07/26 16:00:00","5"
"109201","0","3","30","2019/08/15 15:59:59","0","2019/08/01 16:00:00","6"
"109401","0","3","31","2019/08/28 15:59:59","0","2019/08/15 16:00:00","7"
"103601","0","3","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","8"
"101401","0","3","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","9"
"104401","0","3","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","10"
"100701","0","2","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","11"
"102701","0","2","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","12"
"103801","0","2","32","2019/09/02 15:59:59","0","2019/08/28 16:00:00","13"
"109501","0","3","33","2019/09/09 15:59:59","0","2019/09/02 16:00:00","17"
"107101","0","3","33","2019/09/09 15:59:59","0","2019/09/02 16:00:00","18"
"109501","0","3","34","2019/09/17 15:59:59","0","2019/09/09 16:00:00","19"
"103601","0","3","35","2019/09/20 15:59:59","0","2019/09/17 16:00:00","20"
"102001","0","2","35","2019/09/20 15:59:59","0","2019/09/17 16:00:00","21"
"100401","0","1","35","2019/09/20 15:59:59","0","2019/09/17 16:00:00","22"
"109601","0","3","36","2019/10/01 15:59:59","0","2019/09/20 16:00:00","23"
"109701","0","3","37","2019/10/15 15:59:59","0","2019/10/01 16:00:00","24"
"104401","0","3","38","2019/10/18 15:59:59","0","2019/10/15 16:00:00","25"
"101001","0","3","38","2019/10/18 15:59:59","0","2019/10/15 16:00:00","26"
"101701","0","2","38","2019/10/18 15:59:59","0","2019/10/15 16:00:00","27"
"109901","0","3","39","2019/11/01 15:59:59","0","2019/10/18 16:00:00","28"
"110001","0","3","40","2019/11/15 15:59:59","0","2019/11/01 16:00:00","29"
"107501","0","3","41","2019/11/19 15:59:59","0","2019/11/15 16:00:00","30"
"107801","0","3","41","2019/11/19 15:59:59","0","2019/11/15 16:00:00","31"
"110301","0","3","42","2019/12/02 15:59:59","0","2019/11/19 16:00:00","32"
"110401","0","3","43","2019/12/13 15:59:00","0","2019/12/02 16:00:00","33"
"107701","0","3","44","2019/12/16 15:59:59","0","2019/12/13 16:00:00","34"
"107901","0","3","44","2019/12/16 15:59:59","0","2019/12/13 16:00:00","35"
"110601","0","3","45","2019/12/30 15:59:59","0","2019/12/16 16:00:00","36"
"104401","0","3","46","2020/01/02 15:59:59","0","2019/12/30 16:00:00","37"
"100601","0","2","46","2020/01/02 15:59:59","0","2019/12/30 16:00:00","38"
"100701","0","2","46","2020/01/02 15:59:59","0","2019/12/30 16:00:00","39"
"103101","0","2","46","2020/01/02 15:59:59","0","2019/12/30 16:00:00","40"
"102201","0","1","46","2020/01/02 15:59:59","0","2019/12/30 16:00:00","41"
"110701","0","3","47","2020/01/10 15:59:59","0","2020/01/02 16:00:00","42"
"110801","0","3","48","2020/01/21 15:59:00","0","2020/01/10 16:00:00","43"
"107001","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","44"
"106101","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","45"
"107101","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","46"
"102901","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","47"
"105301","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","48"
"101201","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","49"
"101801","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","50"
"104901","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","51"
"103201","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","52"
"104301","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","53"
"100901","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","54"
"101101","0","3","49","2020/01/28 15:59:59","0","2020/01/21 16:00:00","55"
