59840b365f1b0d4fc6aca29958aee0e0c865082c8553a90e86c34b81d52691bf,99db618eea28207899029ba7f8304a32398d0a18109f2d64b54362d713f9a169,9db03e9932eb60623123256650ca5759a5b4e514d4d5dd20864535d26d773b84,808276e1114ac9837ed4660cb069af53738b1d65ab2566ead17f8f17d22e9610,f5335481d63d42924441920f24321e3ee9d9fb8fdcab17c434098e8f10696ad5,dc945f37eb38f9e3548a75c9b30077374cd6295628b38688561bcc4920a1645e,1f1c42b69e8f3e54ae8bbb1e1a879896f71daeca68e622c833acf8919098b60b,bd91ad7489ac56e15802547a68b1d7b7a13699f1b67861d2bd2e0e469f54f028,9479d5595df655a46b5bb54e084ec534a6baacb9e19c322a8783a9c2b9c012c6,8b807bc22893c271f7a7c5a87362d64882e394631f928ccb00b36f9c742fd463,d49278c5fdb571338d6f583c146d96b872c914be06b082743482ddbe0b99792e,1b3513a5090de900763a135cbb2849f04a2df90603771a94022744504c869d8c,279c98f845d334de1124295a5a78d53dd22c0293eaac2fa56a0a1072ef1f7e5a,278ce472f5895e78262ec2b702e0e5d15d5e22760394a0793c57de043e12d16d,9bec12c6dfeb8423c7e96b1250a5d165d3017a77f77032fa0eb9cd492df1f2d8,f7cbd9ea7129d078efc051569d0226f4abac78be4694c3e14fc0cb2cd9c74cfb,9777afe129e1033bed3ffe46ff5f4801a666978e72bc6fd1341cbc3d556a47ff,530b003e42c220a00db0bf14e1c17eba0e9a6a940050eba71b8277f55443ec61,049e5be1c7c6634dea6ef4ab623f03ab09fa93f97d7fe1ed5a836d302f3cf5fc,55f08c9bb1410a3edbb14d897b2095e5deff54dd1fdca099bf3669904d0987ef,2268e9f3e87a8cd433fee6e28ab09572c64082b083b4f343b2d4bc41cf99fa61,34ea5ebcc9908c08f8f64b9d6de967b901696e0d230b25150b5868545fd99283,84e5bae01fcb710ccf3c3d2b031c7ccf6f95195183f7e81bf8794442d675e5ef,be4a384320ecbe741d6470182bf2676d48b03f7b11b3ac2e80dcb1fba4897a68,d873aacc68aabe7159faea33ca4cd0dbfa5356a9979d55f888480c522b9ee496,6f3f8f9feeae9f9db0d8e96ceb14d303a8ac43482bc9cb6121938a397d378f2d,51b9ed561991556825d9e0f071ea1f5473cd2379086cf6d4a86861a67b17c780,597fd56e9247e9c9196601d95508b0a3edbdbce178185df940e2bcdb6a8dcb0c,14cbf8dd0d4d2aa8ca3c3b81bf54b7285ada27308472a75f0845a353c5b0e86c,db7c7a943374a5e48d0325a16dfe755578755c2940ce43afd0e63715baab1b90,44738e8f0e9f72aa4392271fd54370d449fd006e91c7ed103e1a2e8d64bd7815,3269edf459bec76d8e0d6b30b7955469e4cb2a1d69ded552074ea4bdb739449e,7a2e3cea6643aaa43c99e7e30c06bba044ed3b6603d5231ee397bf1af8492650,653fe724aa02b6dce03d2df74a76caad7c1cc9d27153bb86c5a60daeeea14558,781896e9b35403e185e31aca33901b72019ac06882357ab5efd7af67d0395332,a7a2c76ff114e9f22a105476ff972bc7b569c0f36e6ab530add7bb5beecd60f1,60fc7f5a6a1e69c7198c87f6f79a3d4cbe87aa7d5a9299659ecfadd3b5f50a89,07119085e6bcd493aadf0509f29301f0629a5ef7b3a577ee095269a75e069be2,a04649edb86751cc08adec47f97f014f3bc7482e137335de901e36cab852dfea,c24c3b06f8dc9414ac9d05dc272fb875f9d1acfe1e9fa5b3807b67becd7bddea,aaadf7a180fd913c9349772dacc903322d59cb9d579abd38f75f6ca962f7f2c1,948a4ec294999151d68c627e758736233ed91f397933c2428b354df8d20e8e3a
"10","710000101","0","0","0","1","0","1150","0","71","1","0","0","0","0","日和的闇影","0","11536","71","1","0","0","21","0","0","0","0","30","31","0","0","600101","0","0","0","71","71","0","10","200000001","1","51"
"10","710000102","0","0","0","1","0","0","0","71","1","0","0","0","0","搗蛋惡魔","0","13553","71","1","0","0","52","0","0","0","0","30","35","0","792","203200","0","0","0","71","71","0","10","200000001","1","51"
"10","710000103","0","0","0","1","0","0","0","71","1","0","0","0","0","洞窟蝙蝠","0","11969","71","1","0","0","48","0","0","0","0","30","35","0","600","202500","0","0","0","71","71","0","10","200000001","1","51"
"10","710000104","0","0","0","1","0","1047","0","71","1","0","0","0","0","魔像","0","12917","71","1","0","0","57","0","0","0","0","30","300","0","0","201200","0","0","0","71","71","0","10","200000001","1","51"
"10","710000105","0","0","0","1","0","729","0","71","1","0","0","0","0","狗頭人","0","10383","71","1","0","0","35","0","0","0","0","30","40","0","0","201100","0","0","0","71","71","0","10","200000001","1","51"
"10","710000201","0","0","0","1","0","1150","0","72","1","0","0","0","0","怜的闇影","0","13844","72","1","0","0","20","0","0","0","0","30","32","0","0","600301","0","0","0","72","72","0","10","200000001","1","52"
"10","710000202","0","0","0","1","0","897","0","72","1","0","0","0","0","堅果射手","0","16614","72","1","0","0","31","0","0","0","0","30","40","0","0","203700","0","0","0","72","72","0","10","200000001","1","52"
"10","710000203","0","0","0","1","0","673","0","72","1","0","0","0","0","鑽頭鼴鼠","0","17787","72","1","0","0","35","0","0","0","0","30","48","0","0","203500","0","0","0","72","72","0","10","200000001","1","52"
"10","710000204","0","0","0","1","0","1310","0","72","1","0","0","0","0","獸人","0","25070","72","1","0","0","35","0","0","0","0","30","48","0","0","203800","0","0","0","72","72","0","10","200000001","1","52"
"10","710000205","0","0","0","1","0","0","0","72","1","0","0","0","0","岩窟蝸牛","0","14842","72","1","0","0","44","0","0","0","0","30","31","0","973","202600","0","0","0","72","72","0","10","200000001","1","52"
"10","710000301","0","0","0","1","0","1169","0","73","1","0","0","0","0","胡桃的闇影","0","14709","73","1","0","0","21","0","0","0","0","30","34","0","0","602101","0","0","0","73","73","0","10","200000001","1","53"
"10","710000302","0","0","0","1","0","853","0","73","1","0","0","0","0","哥布林護衛","0","8081","73","1","0","0","40","0","0","0","0","30","300","0","0","203300","0","0","0","73","73","0","10","200000001","1","53"
"10","710000303","0","0","0","1","0","1193","0","73","1","0","0","0","0","岩石蜥蜴","0","20072","73","1","0","0","35","0","0","0","0","30","53","0","0","202901","0","0","0","73","73","0","10","200000001","1","53"
"10","710000304","0","0","0","1","0","1125","0","73","1","0","0","0","0","寄居蟹騎士","0","16153","73","1","0","0","53","0","0","0","0","30","66","0","0","202700","0","0","0","73","73","0","10","200000001","1","53"
"10","710000305","0","0","0","1","0","0","0","73","1","0","0","0","0","幼年巨蜥","0","14384","73","1","0","0","49","0","0","0","0","30","36","0","856","203100","0","0","0","73","73","0","10","200000001","1","53"
"10","710000401","0","0","0","1","0","1169","0","74","1","0","0","0","0","禊的闇影","0","14709","74","1","0","0","22","0","0","0","0","30","33","0","0","600401","0","0","0","74","74","0","10","200000001","1","54"
"10","710000402","0","0","0","1","0","1246","0","74","1","0","0","0","0","魔像","0","18818","74","1","0","0","58","0","0","0","0","30","300","0","0","201200","0","0","0","74","74","0","10","200000001","1","54"
"10","710000403","0","0","0","1","0","816","0","74","1","0","0","0","0","擲岩猴","0","12818","74","1","0","0","36","0","0","0","0","30","40","0","0","200100","0","0","0","74","74","0","10","200000001","1","54"
